Date,sat,satsp,htg,supply_vfd_speed
1/24/2023 1:24,69,72,92,0
1/24/2023 1:39,68,73,93,0
1/24/2023 1:54,69,72,92,0
1/24/2023 2:09,68,73,93,0
1/24/2023 2:24,67,72,94,0
1/24/2023 2:39,68,71,93,0
1/24/2023 2:54,67,70,94,0
1/24/2023 3:09,68,71,95,0
1/24/2023 3:24,69,72,94,0
1/24/2023 3:39,70,71,93,0
1/24/2023 3:54,71,72,92,0
1/24/2023 4:09,70,73,91,0
1/24/2023 4:24,71,72,90,0
1/24/2023 4:39,72,71,91,0
1/24/2023 4:54,73,72,90,0
1/24/2023 5:09,74,71,91,0
1/24/2023 5:24,73,72,92,0
1/24/2023 5:39,72,71,93,0
1/24/2023 5:54,71,70,92,0
1/24/2023 6:09,70,71,91,0
1/24/2023 6:24,71,70,92,0
1/24/2023 6:39,70,70,93,0
1/24/2023 6:54,71,71,94,0
1/24/2023 7:09,70,70,95,0
1/24/2023 7:24,69,70,94,0
1/24/2023 7:39,68,71,93,0
1/24/2023 7:54,67,72,92,0
1/24/2023 8:09,66,71,93,0
1/24/2023 8:24,67,70,92,0
1/24/2023 8:39,68,70,93,0
1/24/2023 8:54,69,71,92,0
1/24/2023 9:09,68,70,91,0
1/24/2023 9:24,67,70,92,0
1/24/2023 9:39,66,71,93,0
1/24/2023 9:54,67,70,92,0
1/24/2023 10:09,66,70,91,0
1/24/2023 10:24,67,71,92,0
1/24/2023 10:39,68,70,93,0
1/24/2023 10:54,69,70,94,0
1/24/2023 11:09,70,71,93,0
1/24/2023 11:24,71,70,92,0
1/24/2023 11:39,70,70,91,0
1/24/2023 11:54,71,71,90,0
1/24/2023 12:09,70,70,91,0
1/24/2023 12:24,69,71,92,0
1/24/2023 12:39,68,72,91,0
1/24/2023 12:54,69,73,90,0
1/24/2023 13:09,68,72,89,0
1/24/2023 13:24,67,71,88,0
1/24/2023 13:39,66,70,87,0
1/24/2023 13:54,67,71,88,0
1/24/2023 14:09,66,70,89,0
1/24/2023 14:24,65,71,88,0
1/24/2023 14:39,64,72,87,0
1/24/2023 14:54,65,71,88,0
1/24/2023 15:09,66,72,89,0
1/24/2023 15:24,67,71,90,0
1/24/2023 15:39,66,70,89,0
1/24/2023 15:54,67,71,90,0
1/24/2023 16:09,66,70,89,0
1/24/2023 16:24,67,71,90,0
1/24/2023 16:39,68,70,91,0
1/24/2023 16:54,67,71,90,0
1/24/2023 17:09,68,70,89,0
1/24/2023 17:24,67,70,90,0
1/24/2023 17:39,68,70,89,0
1/24/2023 17:54,67,71,90,0
1/24/2023 18:09,66,72,91,0
1/24/2023 18:24,67,71,92,0
1/24/2023 18:39,68,70,93,0
1/24/2023 18:54,69,70,94,0
1/24/2023 19:09,70,71,95,0
1/24/2023 19:24,71,72,94,0
1/24/2023 19:39,72,73,93,0
1/24/2023 19:54,71,72,94,0
1/24/2023 20:09,72,73,95,0
1/24/2023 20:24,73,74,96,0
1/24/2023 20:39,72,75,95,0
1/24/2023 20:54,73,74,96,0
1/24/2023 21:09,74,75,97,0
1/24/2023 21:24,75,74,98,0
1/24/2023 21:39,76,73,99,0
1/24/2023 21:54,77,74,98,0
1/24/2023 22:09,76,75,99,0
1/24/2023 22:24,77,76,100,0
1/24/2023 22:39,78,75,99,0
1/24/2023 22:54,77,74,100,0
1/24/2023 23:09,78,75,100,0
1/24/2023 23:24,77,74,99,0
1/24/2023 23:39,76,75,100,0
1/24/2023 23:54,75,74,100,0
1/25/2023 0:09,74,75,99,0
1/25/2023 0:24,75,76,98,0
1/25/2023 0:39,76,77,99,0
1/25/2023 0:54,77,78,98,0
1/25/2023 1:09,78,77,99,0
1/25/2023 1:24,77,76,100,0
1/25/2023 1:39,78,77,99,0
1/25/2023 1:54,79,76,98,0
1/25/2023 2:09,80,75,97,0
1/25/2023 2:24,81,76,96,0
1/25/2023 2:39,80,77,95,0
1/25/2023 2:54,81,76,94,0
1/25/2023 3:09,82,77,95,0
1/25/2023 3:24,83,76,96,0
1/25/2023 3:39,84,75,95,0
1/25/2023 3:54,85,74,96,0
1/25/2023 4:09,84,75,95,0
1/25/2023 4:24,83,76,94,0
1/25/2023 4:39,84,75,93,0
1/25/2023 4:54,85,74,94,0
1/25/2023 5:09,84,73,95,0
1/25/2023 5:24,83,72,96,0
1/25/2023 5:39,84,71,97,0
1/25/2023 5:54,83,72,96,0
1/25/2023 6:09,82,71,95,0
1/25/2023 6:24,81,72,96,0
1/25/2023 6:39,82,73,97,0
1/25/2023 6:54,81,72,96,0
1/25/2023 7:09,80,73,97,0
1/25/2023 7:24,79,74,96,0
1/25/2023 7:39,80,73,95,0
1/25/2023 7:54,81,72,96,0
1/25/2023 8:09,80,73,97,0
1/25/2023 8:24,79,74,98,0
1/25/2023 8:39,78,75,99,0
1/25/2023 8:54,77,74,98,0
1/25/2023 9:09,76,75,99,0
1/25/2023 9:24,77,74,100,0
1/25/2023 9:39,76,73,100,0
1/25/2023 9:54,75,74,99,0
1/25/2023 10:09,74,75,100,0
1/25/2023 10:24,73,76,100,0
1/25/2023 10:39,74,75,99,0
1/25/2023 10:54,75,76,98,0
1/25/2023 11:09,74,75,97,0
1/25/2023 11:24,75,76,98,0
1/25/2023 11:39,74,77,97,0
1/25/2023 11:54,73,78,98,0
1/25/2023 12:09,72,77,97,0
1/25/2023 12:24,73,78,96,0
1/25/2023 12:39,74,77,97,0
1/25/2023 12:54,75,78,96,0
1/25/2023 13:09,74,79,97,0
1/25/2023 13:24,73,78,98,0
1/25/2023 13:39,72,79,99,0
1/25/2023 13:54,73,78,98,0
1/25/2023 14:09,72,77,99,0
1/25/2023 14:24,71,78,100,0
1/25/2023 14:39,70,77,99,0
1/25/2023 14:54,71,76,98,0
1/25/2023 15:09,70,77,99,0
1/25/2023 15:24,69,76,100,0
1/25/2023 15:39,68,77,100,0
1/25/2023 15:54,67,76,99,0
1/25/2023 16:09,66,77,98,0
1/25/2023 16:24,65,76,97,0
1/25/2023 16:39,66,77,96,0
1/25/2023 16:54,65,76,95,0
1/25/2023 17:09,66,75,96,0
1/25/2023 17:24,65,76,97,0
1/25/2023 17:39,64,75,96,0
1/25/2023 17:54,65,76,97,0
1/25/2023 18:09,66,77,96,0
1/25/2023 18:24,67,78,97,0
1/25/2023 18:39,66,77,98,0
1/25/2023 18:54,67,76,99,0
1/25/2023 19:09,68,75,98,0
1/25/2023 19:24,67,76,97,0
1/25/2023 19:39,68,77,98,0
1/25/2023 19:54,67,78,99,0
1/25/2023 20:09,66,79,100,0
1/25/2023 20:24,67,78,99,0
1/25/2023 20:39,66,79,98,0
1/25/2023 20:54,65,80,99,0
1/25/2023 21:09,64,80,98,0
1/25/2023 21:24,63,80,99,0
1/25/2023 21:39,62,79,98,0
1/25/2023 21:54,63,78,97,0
1/25/2023 22:09,62,79,98,0
1/25/2023 22:24,63,78,99,0
1/25/2023 22:39,62,79,100,0
1/25/2023 22:54,61,80,100,0
1/25/2023 23:09,60,80,100,0
1/25/2023 23:24,60,80,100,0
1/25/2023 23:39,60,79,99,0
1/25/2023 23:54,61,80,100,0
1/26/2023 0:09,60,80,100,0
1/26/2023 0:24,60,79,100,0
1/26/2023 0:39,61,80,99,0
1/26/2023 0:54,62,80,100,0
1/26/2023 1:09,61,80,99,0
1/26/2023 1:24,62,79,98,0
1/26/2023 1:39,63,78,97,0
1/26/2023 1:54,64,77,98,0
1/26/2023 2:09,63,76,97,0
1/26/2023 2:24,62,77,96,0
1/26/2023 2:39,61,78,95,0
1/26/2023 2:54,62,79,94,0
1/26/2023 3:09,63,80,93,0
1/26/2023 3:24,62,80,94,0
1/26/2023 3:39,61,80,95,0
1/26/2023 3:54,62,79,94,0
1/26/2023 4:09,61,78,93,0
1/26/2023 4:24,60,77,92,0
1/26/2023 4:39,61,76,91,0
1/26/2023 4:54,62,77,90,0
1/26/2023 5:09,61,78,91,0
1/26/2023 5:24,62,79,90,0
1/26/2023 5:39,61,80,91,0
1/26/2023 5:54,62,79,92,0
1/26/2023 6:09,63,80,91,0
1/26/2023 6:24,62,79,90,0
1/26/2023 6:39,63,80,91,0
1/26/2023 6:54,64,80,92,0
1/26/2023 7:09,65,79,93,0
1/26/2023 7:24,66,78,92,0
1/26/2023 7:39,65,77,91,0
1/26/2023 7:54,64,76,90,0
1/26/2023 8:09,65,75,89,0
1/26/2023 8:24,66,74,90,0
1/26/2023 8:39,65,73,89,0
1/26/2023 8:54,66,74,90,0
1/26/2023 9:09,65,73,89,0
1/26/2023 9:24,64,74,88,0
1/26/2023 9:39,63,73,89,0
1/26/2023 9:54,62,74,88,0
1/26/2023 10:09,63,73,87,0
1/26/2023 10:24,62,74,86,0
1/26/2023 10:39,61,75,87,0
1/26/2023 10:54,60,76,88,0
1/26/2023 11:09,60,77,87,0
1/26/2023 11:24,61,76,88,0
1/26/2023 11:39,60,75,87,0
1/26/2023 11:54,60,76,86,0
1/26/2023 12:09,60,75,87,0
1/26/2023 12:24,61,76,86,0
1/26/2023 12:39,60,75,87,0
1/26/2023 12:54,61,74,86,0
1/26/2023 13:09,60,73,85,0
1/26/2023 13:24,61,72,84,0
1/26/2023 13:39,62,71,85,0
1/26/2023 13:54,63,72,86,0
1/26/2023 14:09,64,73,87,0
1/26/2023 14:24,63,74,88,0
1/26/2023 14:39,62,73,87,0
1/26/2023 14:54,63,74,86,0
1/26/2023 15:09,62,73,87,0
1/26/2023 15:24,61,72,88,0
1/26/2023 15:39,60,71,87,0
1/26/2023 15:54,60,72,88,0
1/26/2023 16:09,60,71,87,0
1/26/2023 16:24,61,70,86,0
1/26/2023 16:39,60,71,87,0
1/26/2023 16:54,61,72,86,0
1/26/2023 17:09,60,71,87,0
1/26/2023 17:24,60,72,86,0
1/26/2023 17:39,61,73,87,0
1/26/2023 17:54,60,72,88,0
1/26/2023 18:09,60,71,87,0
1/26/2023 18:24,60,72,88,0
1/26/2023 18:39,61,73,89,0
1/26/2023 18:54,60,74,90,0
1/26/2023 19:09,60,75,91,0
1/26/2023 19:24,61,74,92,0
1/26/2023 19:39,60,75,93,0
1/26/2023 19:54,60,76,94,0
1/26/2023 20:09,61,77,95,0
1/26/2023 20:24,60,78,96,0
1/26/2023 20:39,60,79,95,0
1/26/2023 20:54,61,78,96,0
1/26/2023 21:09,62,77,97,0
1/26/2023 21:24,63,76,96,0
1/26/2023 21:39,64,75,95,0
1/26/2023 21:54,63,74,96,0
1/26/2023 22:09,64,75,95,0
1/26/2023 22:24,65,74,94,0
1/26/2023 22:39,66,75,95,0
1/26/2023 22:54,65,76,96,0
1/26/2023 23:09,64,77,97,0
1/26/2023 23:24,63,76,96,0
1/26/2023 23:39,64,77,97,0
1/26/2023 23:54,63,78,98,0
1/27/2023 0:09,62,77,99,0
1/27/2023 0:24,61,78,98,0
1/27/2023 0:39,60,79,99,0
1/27/2023 0:54,61,78,100,0
1/27/2023 1:09,60,77,100,0
1/27/2023 1:24,61,78,99,0
1/27/2023 1:39,62,79,98,0
1/27/2023 1:54,63,80,97,0
1/27/2023 2:09,64,80,96,0
1/27/2023 2:24,63,79,97,0
1/27/2023 2:39,62,80,96,0
1/27/2023 2:54,63,79,95,0
1/27/2023 3:09,64,80,96,0
1/27/2023 3:24,65,80,97,0
1/27/2023 3:39,64,79,98,0
1/27/2023 3:54,65,78,97,0
1/27/2023 4:09,66,77,98,0
1/27/2023 4:24,67,76,99,0
1/27/2023 4:39,66,75,98,0
1/27/2023 4:54,67,74,99,0
1/27/2023 5:09,66,73,100,0
1/27/2023 5:24,65,74,99,0
1/27/2023 5:39,64,75,100,0
1/27/2023 5:54,65,76,100,0
1/27/2023 6:09,64,77,99,0
1/27/2023 6:24,65,78,100,0
1/27/2023 6:39,64,77,99,0
1/27/2023 6:54,63,76,100,0
1/27/2023 7:09,64,77,100,0
1/27/2023 7:24,63,78,99,0
1/27/2023 7:39,64,77,100,0
1/27/2023 7:54,65,76,99,0
1/27/2023 8:09,66,77,100,0
1/27/2023 8:24,65,78,99,0
1/27/2023 8:39,66,79,100,0
1/27/2023 8:54,67,80,99,0
1/27/2023 9:09,66,80,98,0
1/27/2023 9:24,67,79,99,0
1/27/2023 9:39,68,80,100,0
1/27/2023 9:54,69,79,99,0
1/27/2023 10:09,68,78,98,0
1/27/2023 10:24,67,79,99,0
1/27/2023 10:39,66,80,100,0
1/27/2023 10:54,65,79,99,0
1/27/2023 11:09,64,80,98,0
1/27/2023 11:24,63,79,99,0
1/27/2023 11:39,62,80,98,0
1/27/2023 11:54,61,79,99,0
1/27/2023 12:09,60,78,98,0
1/27/2023 12:24,61,79,99,0
1/27/2023 12:39,60,80,100,0
1/27/2023 12:54,60,79,99,0
1/27/2023 13:09,61,80,100,0
1/27/2023 13:24,62,80,99,0
1/27/2023 13:39,63,79,100,0
1/27/2023 13:54,62,78,99,0
1/27/2023 14:09,61,77,98,0
1/27/2023 14:24,60,76,99,0
1/27/2023 14:39,61,75,98,0
1/27/2023 14:54,62,76,99,0
1/27/2023 15:09,61,77,98,0
1/27/2023 15:24,62,78,97,0
1/27/2023 15:39,61,79,96,0
1/27/2023 15:54,60,78,97,0
1/27/2023 16:09,61,77,98,0
1/27/2023 16:24,62,78,99,0
1/27/2023 16:39,61,77,98,0
1/27/2023 16:54,60,76,99,0
1/27/2023 17:09,60,75,100,0
1/27/2023 17:24,61,76,100,0
1/27/2023 17:39,62,77,100,0
1/27/2023 17:54,63,78,99,0
1/27/2023 18:09,62,77,98,0
1/27/2023 18:24,63,76,97,0
1/27/2023 18:39,64,75,98,0
1/27/2023 18:54,65,74,99,0
1/27/2023 19:09,64,73,100,0
1/27/2023 19:24,65,72,99,0
1/27/2023 19:39,66,71,98,0
1/27/2023 19:54,67,70,97,0
1/27/2023 20:09,68,71,96,0
1/27/2023 20:24,67,70,95,0
1/27/2023 20:39,68,70,94,0
1/27/2023 20:54,69,71,93,0
1/27/2023 21:09,68,72,94,0
1/27/2023 21:24,67,71,95,0
1/27/2023 21:39,66,72,94,0
1/27/2023 21:54,67,71,95,0
1/27/2023 22:09,68,72,94,0
1/27/2023 22:24,69,73,93,0
1/27/2023 22:39,70,74,94,0
1/27/2023 22:54,69,73,93,0
1/27/2023 23:09,68,74,94,0
1/27/2023 23:24,67,75,95,0
1/27/2023 23:39,66,76,96,0
1/27/2023 23:54,65,75,95,0
1/28/2023 0:09,64,76,94,0
1/28/2023 0:24,63,75,95,0
1/28/2023 0:39,64,74,94,0
1/28/2023 0:54,65,75,93,0
1/28/2023 1:09,66,76,94,0
1/28/2023 1:24,67,75,95,0
1/28/2023 1:39,66,74,96,0
1/28/2023 1:54,67,75,97,0
1/28/2023 2:09,66,74,96,0
1/28/2023 2:24,67,75,95,0
1/28/2023 2:39,66,76,94,0
1/28/2023 2:54,67,77,93,0
1/28/2023 3:09,68,76,94,0
1/28/2023 3:24,67,75,95,0
1/28/2023 3:39,68,76,94,0
1/28/2023 3:54,67,77,95,0
1/28/2023 4:09,68,78,94,0
1/28/2023 4:24,69,77,95,0
1/28/2023 4:39,68,78,96,0
1/28/2023 4:54,69,79,95,0
1/28/2023 5:09,68,78,94,0
1/28/2023 5:24,67,79,95,0
1/28/2023 5:39,68,80,96,0
1/28/2023 5:54,69,79,95,0
1/28/2023 6:09,68,80,94,0
1/28/2023 6:24,69,80,93,0
1/28/2023 6:39,68,79,94,0
1/28/2023 6:54,67,80,93,0
1/28/2023 7:09,68,79,92,0
1/28/2023 7:24,69,80,93,0
1/28/2023 7:39,70,79,94,0
1/28/2023 7:54,69,80,93,0
1/28/2023 8:09,68,79,92,0
1/28/2023 8:24,67,78,93,0
1/28/2023 8:39,68,77,94,0
1/28/2023 8:54,69,78,95,0
1/28/2023 9:09,68,77,94,0
1/28/2023 9:24,67,78,95,0
1/28/2023 9:39,66,77,94,0
1/28/2023 9:54,65,76,93,0
1/28/2023 10:09,66,75,92,0
1/28/2023 10:24,67,76,93,0
1/28/2023 10:39,66,77,94,0
1/28/2023 10:54,67,76,93,0
1/28/2023 11:09,68,75,92,0
1/28/2023 11:24,69,74,93,0
1/28/2023 11:39,70,75,94,0
1/28/2023 11:54,71,74,93,0
1/28/2023 12:09,72,73,94,0
1/28/2023 12:24,71,74,95,0
1/28/2023 12:39,72,75,96,0
1/28/2023 12:54,71,74,95,0
1/28/2023 13:09,72,73,94,0
1/28/2023 13:24,71,72,95,0
1/28/2023 13:39,72,71,94,0
1/28/2023 13:54,73,72,95,0
1/28/2023 14:09,72,71,94,0
1/28/2023 14:24,73,72,95,0
1/28/2023 14:39,74,73,96,0
1/28/2023 14:54,73,72,95,0
1/28/2023 15:09,74,71,96,0
1/28/2023 15:24,73,72,97,0
1/28/2023 15:39,72,73,98,0
1/28/2023 15:54,73,72,97,0
1/28/2023 16:09,72,73,98,0
1/28/2023 16:24,73,72,99,0
1/28/2023 16:39,72,71,98,0
1/28/2023 16:54,73,70,99,0
1/28/2023 17:09,72,70,100,0
1/28/2023 17:24,73,70,99,0
1/28/2023 17:39,74,70,98,0
1/28/2023 17:54,73,70,97,0
1/28/2023 18:09,72,71,98,0
1/28/2023 18:24,73,70,99,0
1/28/2023 18:39,72,71,100,0
1/28/2023 18:54,71,72,100,0
1/28/2023 19:09,72,73,99,0
1/28/2023 19:24,71,74,100,0
1/28/2023 19:39,72,73,99,0
1/28/2023 19:54,71,74,100,0
1/28/2023 20:09,72,73,100,0
1/28/2023 20:24,71,72,99,0
1/28/2023 20:39,72,73,98,0
1/28/2023 20:54,73,72,99,0
1/28/2023 21:09,72,73,100,0
1/28/2023 21:24,71,74,100,0
1/28/2023 21:39,70,75,99,0
1/28/2023 21:54,69,74,100,0
1/28/2023 22:09,70,73,99,0
1/28/2023 22:24,69,74,98,0
1/28/2023 22:39,68,73,97,0
1/28/2023 22:54,69,72,98,0
1/28/2023 23:09,68,73,97,0
1/28/2023 23:24,67,72,96,0
1/28/2023 23:39,68,73,95,0
1/28/2023 23:54,69,74,94,0
1/29/2023 0:09,68,75,95,0
1/29/2023 0:24,69,74,96,0
1/29/2023 0:39,70,73,95,0
1/29/2023 0:54,71,74,96,0
1/29/2023 1:09,72,75,95,0
1/29/2023 1:24,71,76,94,0
1/29/2023 1:39,70,77,93,0
1/29/2023 1:54,69,76,94,0
1/29/2023 2:09,68,77,95,0
1/29/2023 2:24,67,78,96,0
1/29/2023 2:39,66,79,97,0
1/29/2023 2:54,67,78,96,0
1/29/2023 3:09,66,77,97,0
1/29/2023 3:24,67,76,98,0
1/29/2023 3:39,68,77,99,0
1/29/2023 3:54,69,78,98,0
1/29/2023 4:09,70,79,97,0
1/29/2023 4:24,71,80,96,0
1/29/2023 4:39,72,80,97,0
1/29/2023 4:54,71,80,98,0
1/29/2023 5:09,72,80,97,0
1/29/2023 5:24,73,80,96,0
1/29/2023 5:39,74,80,97,0
1/29/2023 5:54,73,79,96,0
1/29/2023 6:09,74,80,95,0
1/29/2023 6:24,73,79,96,0
1/29/2023 6:39,74,78,95,0
1/29/2023 6:54,73,79,94,0
1/29/2023 7:09,74,78,93,0
1/29/2023 7:24,75,77,92,0
1/29/2023 7:39,74,76,91,0
1/29/2023 7:54,73,75,90,0
1/29/2023 8:09,72,76,91,0
1/29/2023 8:24,73,77,92,0
1/29/2023 8:39,72,76,91,0
1/29/2023 8:54,73,77,90,0
1/29/2023 9:09,74,76,89,0
1/29/2023 9:24,73,77,88,0
1/29/2023 9:39,72,78,87,0
1/29/2023 9:54,71,77,86,0
1/29/2023 10:09,72,78,87,0
1/29/2023 10:24,71,77,86,0
1/29/2023 10:39,70,78,85,0
1/29/2023 10:54,69,77,86,0
1/29/2023 11:09,68,78,85,0
1/29/2023 11:24,67,79,86,0
1/29/2023 11:39,68,80,85,0
1/29/2023 11:54,67,80,86,0
1/29/2023 12:09,66,80,85,0
1/29/2023 12:24,67,79,86,0
1/29/2023 12:39,68,80,87,0
1/29/2023 12:54,69,79,88,0
1/29/2023 13:09,70,78,89,0
1/29/2023 13:24,71,77,90,0
1/29/2023 13:39,70,78,89,0
1/29/2023 13:54,69,79,88,0
1/29/2023 14:09,70,80,87,0
1/29/2023 14:24,71,79,88,0
1/29/2023 14:39,72,78,89,0
1/29/2023 14:54,71,77,88,0
1/29/2023 15:09,70,78,87,0
1/29/2023 15:24,71,77,88,0
1/29/2023 15:39,70,78,89,0
1/29/2023 15:54,69,77,88,0
1/29/2023 16:09,70,76,87,0
1/29/2023 16:24,71,75,88,0
1/29/2023 16:39,70,76,87,0
1/29/2023 16:54,71,77,86,0
1/29/2023 17:09,72,76,87,0
1/29/2023 17:24,71,77,88,0
1/29/2023 17:39,72,78,89,0
1/29/2023 17:54,73,79,90,0
1/29/2023 18:09,72,78,91,0
1/29/2023 18:24,73,79,92,0
1/29/2023 18:39,72,80,93,0
1/29/2023 18:54,73,79,94,0
1/29/2023 19:09,74,80,95,0
1/29/2023 19:24,73,79,96,0
1/29/2023 19:39,72,80,95,0
1/29/2023 19:54,71,80,94,0
1/29/2023 20:09,72,80,95,0
1/29/2023 20:24,71,80,94,0
1/29/2023 20:39,70,80,93,0
1/29/2023 20:54,69,80,92,0
1/29/2023 21:09,68,80,93,0
1/29/2023 21:24,69,79,92,0
1/29/2023 21:39,70,78,91,0
1/29/2023 21:54,71,79,90,0
1/29/2023 22:09,72,80,89,0
1/29/2023 22:24,71,80,88,0
1/29/2023 22:39,70,80,89,0
1/29/2023 22:54,69,79,90,0
1/29/2023 23:09,70,80,89,0
1/29/2023 23:24,71,80,88,0
1/29/2023 23:39,70,80,89,0
1/29/2023 23:54,71,79,88,0
1/30/2023 0:09,70,78,87,0
1/30/2023 0:24,71,77,88,0
1/30/2023 0:39,72,78,89,0
1/30/2023 0:54,71,79,90,0
1/30/2023 1:09,72,80,91,0
1/30/2023 1:24,71,80,92,0
1/30/2023 1:39,72,79,93,0
1/30/2023 1:54,71,78,94,0
1/30/2023 2:09,72,79,95,0
1/30/2023 2:24,71,80,94,0
1/30/2023 2:39,72,80,95,0
1/30/2023 2:54,73,79,94,0
1/30/2023 3:09,72,80,93,0
1/30/2023 3:24,71,80,94,0
1/30/2023 3:39,72,79,93,0
1/30/2023 3:54,71,78,94,0
1/30/2023 4:09,72,77,93,0
1/30/2023 4:24,71,78,92,0
1/30/2023 4:39,70,79,93,0
1/30/2023 4:54,71,78,94,0
1/30/2023 5:09,70,77,95,0
1/30/2023 5:24,71,76,94,0
1/30/2023 5:39,70,77,93,0
1/30/2023 5:54,71,76,94,0
1/30/2023 6:09,70,77,95,0
1/30/2023 6:24,71,78,96,0
1/30/2023 6:39,70,79,97,0
1/30/2023 6:54,69,78,96,0
1/30/2023 7:09,68,77,97,0
1/30/2023 7:24,67,78,96,0
1/30/2023 7:39,68,79,97,0
1/30/2023 7:54,69,80,96,0
1/30/2023 8:09,68,80,95,0
1/30/2023 8:24,69,79,94,0
1/30/2023 8:39,68,80,95,0
1/30/2023 8:54,67,80,94,0
1/30/2023 9:09,68,80,93,0
1/30/2023 9:24,67,79,92,0
1/30/2023 9:39,66,78,93,0
1/30/2023 9:54,67,79,94,0
1/30/2023 10:09,68,80,95,0
1/30/2023 10:24,67,80,94,0
1/30/2023 10:39,66,80,95,0
1/30/2023 10:54,67,79,96,0
1/30/2023 11:09,68,80,95,0
1/30/2023 11:24,69,79,96,0
1/30/2023 11:39,68,78,97,0
1/30/2023 11:54,69,79,98,0
1/30/2023 12:09,68,80,97,0
1/30/2023 12:24,67,79,96,0
1/30/2023 12:39,66,80,97,0
1/30/2023 12:54,67,79,96,0
1/30/2023 13:09,66,80,97,0
1/30/2023 13:24,67,80,98,0
1/30/2023 13:39,68,80,99,0
1/30/2023 13:54,67,80,98,0
1/30/2023 14:09,66,79,97,0
1/30/2023 14:24,67,78,98,0
1/30/2023 14:39,68,77,97,0
1/30/2023 14:54,67,76,96,0
1/30/2023 15:09,66,77,97,0
1/30/2023 15:24,65,76,96,0
1/30/2023 15:39,66,77,97,0
1/30/2023 15:54,67,76,96,0
1/30/2023 16:09,66,77,95,0
1/30/2023 16:24,67,76,94,0
1/30/2023 16:39,66,75,93,0
1/30/2023 16:54,65,74,94,0
1/30/2023 17:09,66,75,93,0
1/30/2023 17:24,67,74,94,0
1/30/2023 17:39,68,75,93,0
1/30/2023 17:54,67,76,94,0
1/30/2023 18:09,68,75,93,0
1/30/2023 18:24,67,74,94,0
1/30/2023 18:39,68,73,93,0
1/30/2023 18:54,67,72,94,0
1/30/2023 19:09,66,71,93,0
1/30/2023 19:24,67,72,94,0
1/30/2023 19:39,68,71,95,0
1/30/2023 19:54,67,72,94,0
1/30/2023 20:09,66,71,93,0
1/30/2023 20:24,67,72,92,0
1/30/2023 20:39,68,71,91,0
1/30/2023 20:54,67,70,92,0
1/30/2023 21:09,68,70,93,0
1/30/2023 21:24,69,71,92,0
1/30/2023 21:39,70,72,91,0
1/30/2023 21:54,69,73,90,0
1/30/2023 22:09,68,74,91,0
1/30/2023 22:24,67,75,90,0
1/30/2023 22:39,68,76,89,0
1/30/2023 22:54,67,75,88,0
1/30/2023 23:09,68,76,89,0
1/30/2023 23:24,69,75,90,0
1/30/2023 23:39,68,76,89,0
1/30/2023 23:54,69,77,88,0
1/31/2023 0:09,68,78,89,0
1/31/2023 0:24,67,79,88,0
1/31/2023 0:39,68,80,89,0
1/31/2023 0:54,67,80,90,0
1/31/2023 1:09,68,79,91,0
1/31/2023 1:24,67,78,92,0
1/31/2023 1:39,68,79,91,0
1/31/2023 1:54,69,80,90,0
1/31/2023 2:09,70,79,89,0
1/31/2023 2:24,69,80,90,0
1/31/2023 2:39,70,79,89,0
1/31/2023 2:54,71,80,90,0
1/31/2023 3:09,72,79,91,0
1/31/2023 3:24,73,78,90,0
1/31/2023 3:39,72,79,89,0
1/31/2023 3:54,73,78,90,0
1/31/2023 4:09,72,79,91,0
1/31/2023 4:24,71,80,92,0
1/31/2023 4:39,70,79,93,0
1/31/2023 4:54,71,80,94,0
1/31/2023 5:09,70,80,95,0
1/31/2023 5:24,71,80,94,0
1/31/2023 5:39,70,79,93,0
1/31/2023 5:54,69,80,94,0
1/31/2023 6:09,70,79,95,0
1/31/2023 6:24,71,78,96,0
1/31/2023 6:39,72,79,97,0
1/31/2023 6:54,73,78,96,0
1/31/2023 7:09,72,79,97,0
1/31/2023 7:24,73,78,96,0
1/31/2023 7:39,72,79,95,0
1/31/2023 7:54,71,80,94,0
1/31/2023 8:09,70,79,95,0
1/31/2023 8:24,69,80,96,0
1/31/2023 8:39,68,80,97,0
1/31/2023 8:54,67,79,96,0
1/31/2023 9:09,66,78,95,0
1/31/2023 9:24,67,77,96,0
1/31/2023 9:39,68,76,95,0
1/31/2023 9:54,69,75,96,0
1/31/2023 10:09,68,74,97,0
1/31/2023 10:24,67,75,98,0
1/31/2023 10:39,68,76,99,0
1/31/2023 10:54,67,77,98,0
1/31/2023 11:09,66,76,97,0
1/31/2023 11:24,65,77,98,0
1/31/2023 11:39,64,78,97,0
1/31/2023 11:54,65,79,98,0
1/31/2023 12:09,64,78,99,0
1/31/2023 12:24,63,79,98,0
1/31/2023 12:39,64,80,99,0
1/31/2023 12:54,63,79,98,0
1/31/2023 13:09,64,80,99,0
1/31/2023 13:24,65,80,100,0
1/31/2023 13:39,66,80,100,0
1/31/2023 13:54,65,79,99,0
1/31/2023 14:09,66,78,100,0
1/31/2023 14:24,67,77,100,0
1/31/2023 14:39,68,78,99,0
1/31/2023 14:54,67,79,98,0
1/31/2023 15:09,66,80,97,0
1/31/2023 15:24,67,79,98,0
1/31/2023 15:39,68,78,99,0
1/31/2023 15:54,67,77,98,0
1/31/2023 16:09,68,76,99,0
1/31/2023 16:24,67,77,100,0
1/31/2023 16:39,68,76,100,0
1/31/2023 16:54,69,75,100,0
