Date,mat,rat,oat,supply_vfd_speed
12/29/2022 4:08,44,31,91,0
12/29/2022 4:23,45,32,90,0
12/29/2022 4:38,44,31,89,0
12/29/2022 4:53,43,32,90,0
12/29/2022 5:08,42,31,89,0
12/29/2022 5:23,43,32,88,0
12/29/2022 5:38,42,33,89,0
12/29/2022 5:53,43,34,90,0
12/29/2022 6:08,44,33,91,0
12/29/2022 6:23,45,32,90,0
12/29/2022 6:38,44,33,91,0
12/29/2022 6:53,43,32,90,0
12/29/2022 7:08,44,31,91,0
12/29/2022 7:23,43,32,92,0
12/29/2022 7:38,44,31,91,0
12/29/2022 7:53,43,32,90,0
12/29/2022 8:08,44,31,91,0
12/29/2022 8:23,43,32,92,0
12/29/2022 8:38,44,31,93,0
12/29/2022 8:53,43,32,92,0
12/29/2022 9:08,42,33,91,0
12/29/2022 9:23,43,32,92,0
12/29/2022 9:38,42,33,91,0
12/29/2022 9:53,43,32,92,0
12/29/2022 10:08,42,33,93,0
12/29/2022 10:23,41,32,94,0
12/29/2022 10:38,40,33,95,0
12/29/2022 10:53,41,34,96,0
12/29/2022 11:08,40,35,97,0
12/29/2022 11:23,41,34,98,0
12/29/2022 11:38,40,33,99,0
12/29/2022 11:53,41,34,100,0
12/29/2022 12:08,42,33,99,0
12/29/2022 12:23,43,34,98,0
12/29/2022 12:38,42,33,99,0
12/29/2022 12:53,41,34,98,0
12/29/2022 13:08,40,33,99,0
12/29/2022 13:23,39,34,100,0
12/29/2022 13:38,38,35,101,0
12/29/2022 13:53,39,36,100,0
12/29/2022 14:08,38,35,101,0
12/29/2022 14:23,37,34,102,0
12/29/2022 14:38,38,33,101,0
12/29/2022 14:53,37,34,102,0
12/29/2022 15:08,36,35,101,0
12/29/2022 15:23,37,34,102,0
12/29/2022 15:38,38,35,103,0
12/29/2022 15:53,39,36,104,0
12/29/2022 16:08,38,37,103,0
12/29/2022 16:23,39,36,104,0
12/29/2022 16:38,38,35,103,0
12/29/2022 16:53,37,34,104,0
12/29/2022 17:08,36,35,103,0
12/29/2022 17:23,37,34,102,0
12/29/2022 17:38,36,33,103,0
12/29/2022 17:53,37,34,102,0
12/29/2022 18:08,38,35,101,0
12/29/2022 18:23,37,36,100,0
12/29/2022 18:38,36,35,99,0
12/29/2022 18:53,37,36,100,0
12/29/2022 19:08,36,37,99,0
12/29/2022 19:23,35,38,98,0
12/29/2022 19:38,36,37,99,0
12/29/2022 19:53,37,38,100,0
12/29/2022 20:08,38,37,99,0
12/29/2022 20:23,37,36,98,0
12/29/2022 20:38,36,35,99,0
12/29/2022 20:53,35,36,98,0
12/29/2022 21:08,34,37,99,0
12/29/2022 21:23,33,36,98,0
12/29/2022 21:38,34,35,97,0
12/29/2022 21:53,33,36,98,0
12/29/2022 22:08,34,35,99,0
12/29/2022 22:23,35,34,98,0
12/29/2022 22:38,36,35,99,0
12/29/2022 22:53,35,34,100,0
12/29/2022 23:08,34,35,101,0
12/29/2022 23:23,35,34,100,0
12/29/2022 23:38,34,35,99,0
12/29/2022 23:53,35,34,98,0
12/30/2022 0:08,34,35,97,0
12/30/2022 0:23,33,34,98,0
12/30/2022 0:38,34,33,99,0
12/30/2022 0:53,33,34,98,0
12/30/2022 1:08,34,33,99,0
12/30/2022 1:23,33,32,100,0
12/30/2022 1:38,32,33,99,0
12/30/2022 1:53,31,32,100,0
12/30/2022 2:08,30,33,101,0
12/30/2022 2:23,30,34,100,0
12/30/2022 2:38,31,35,99,0
12/30/2022 2:53,32,36,100,0
12/30/2022 3:08,33,35,101,0
12/30/2022 3:23,34,34,102,0
12/30/2022 3:38,33,33,103,0
12/30/2022 3:53,32,32,104,0
12/30/2022 4:08,31,33,103,0
12/30/2022 4:23,32,32,102,0
12/30/2022 4:38,33,31,103,0
12/30/2022 4:53,34,32,104,0
12/30/2022 5:08,33,31,105,0
12/30/2022 5:23,32,32,104,0
12/30/2022 5:38,33,33,105,0
12/30/2022 5:53,34,34,104,0
12/30/2022 6:08,33,35,103,0
12/30/2022 6:23,34,34,102,0
12/30/2022 6:38,35,35,101,0
12/30/2022 6:53,36,36,100,0
12/30/2022 7:08,35,37,99,0
12/30/2022 7:23,34,36,98,0
12/30/2022 7:38,35,35,97,0
12/30/2022 7:53,34,34,96,0
12/30/2022 8:08,35,33,95,0
12/30/2022 8:23,34,32,94,0
12/30/2022 8:38,33,31,93,0
12/30/2022 8:53,34,32,92,0
12/30/2022 9:08,35,33,91,0
12/30/2022 9:23,34,34,92,0
12/30/2022 9:38,35,35,93,0
12/30/2022 9:53,36,34,92,0
12/30/2022 10:08,35,33,91,0
12/30/2022 10:23,34,34,90,0
12/30/2022 10:38,33,33,91,0
12/30/2022 10:53,32,34,92,0
12/30/2022 11:08,31,35,91,0
12/30/2022 11:23,30,34,90,0
12/30/2022 11:38,31,33,89,0
12/30/2022 11:53,32,32,90,0
12/30/2022 12:08,31,33,91,0
12/30/2022 12:23,30,34,92,0
12/30/2022 12:38,31,33,91,0
12/30/2022 12:53,30,34,90,0
12/30/2022 13:08,31,35,89,0
12/30/2022 13:23,32,34,90,0
12/30/2022 13:38,31,35,89,0
12/30/2022 13:53,30,36,90,0
12/30/2022 14:08,31,35,89,0
12/30/2022 14:23,30,34,88,0
12/30/2022 14:38,31,35,87,0
12/30/2022 14:53,32,34,86,0
12/30/2022 15:08,31,33,85,0
12/30/2022 15:23,30,34,86,0
12/30/2022 15:38,31,35,87,0
12/30/2022 15:53,32,34,86,0
12/30/2022 16:08,31,33,85,0
12/30/2022 16:23,32,34,86,0
12/30/2022 16:38,31,33,87,0
12/30/2022 16:53,30,32,86,0
12/30/2022 17:08,30,33,85,0
12/30/2022 17:23,30,34,86,0
12/30/2022 17:38,31,35,85,0
12/30/2022 17:53,32,34,86,0
12/30/2022 18:08,33,35,87,0
12/30/2022 18:23,32,36,88,0
12/30/2022 18:38,31,35,89,0
12/30/2022 18:53,32,34,90,0
12/30/2022 19:08,33,35,91,0
12/30/2022 19:23,32,34,92,0
12/30/2022 19:38,33,33,93,0
12/30/2022 19:53,32,34,94,0
12/30/2022 20:08,31,35,95,0
12/30/2022 20:23,30,34,96,0
12/30/2022 20:38,30,35,95,0
12/30/2022 20:53,31,34,94,0
12/30/2022 21:08,30,33,95,0
12/30/2022 21:23,30,34,94,0
12/30/2022 21:38,30,35,95,0
12/30/2022 21:53,30,34,94,0
12/30/2022 22:08,30,33,93,0
12/30/2022 22:23,30,32,94,0
12/30/2022 22:38,31,31,93,0
12/30/2022 22:53,30,30,92,0
12/30/2022 23:08,30,30,93,0
12/30/2022 23:23,30,31,92,0
12/30/2022 23:38,31,32,91,0
12/30/2022 23:53,30,33,92,0
12/31/2022 0:08,31,34,93,0
12/31/2022 0:23,32,35,94,0
12/31/2022 0:38,33,34,93,0
12/31/2022 0:53,32,33,94,0
12/31/2022 1:08,33,32,93,0
12/31/2022 1:23,32,31,94,0
12/31/2022 1:38,33,32,95,0
12/31/2022 1:53,34,33,96,0
12/31/2022 2:08,33,32,95,0
12/31/2022 2:23,34,33,96,0
12/31/2022 2:38,35,34,95,0
12/31/2022 2:53,36,33,96,0
12/31/2022 3:08,35,32,95,0
12/31/2022 3:23,34,33,96,0
12/31/2022 3:38,35,34,95,0
12/31/2022 3:53,36,33,94,0
12/31/2022 4:08,35,32,93,0
12/31/2022 4:23,36,31,94,0
12/31/2022 4:38,37,30,95,0
12/31/2022 4:53,38,31,94,0
12/31/2022 5:08,37,32,95,0
12/31/2022 5:23,38,33,96,0
12/31/2022 5:38,39,32,95,0
12/31/2022 5:53,40,31,96,0
12/31/2022 6:08,41,32,95,0
12/31/2022 6:23,42,31,94,0
12/31/2022 6:38,43,32,93,0
12/31/2022 6:53,42,31,92,0
12/31/2022 7:08,43,32,93,0
12/31/2022 7:23,42,31,94,0
12/31/2022 7:38,43,30,93,0
12/31/2022 7:53,44,31,94,0
12/31/2022 8:08,43,32,93,0
12/31/2022 8:23,42,31,94,0
12/31/2022 8:38,43,32,95,0
12/31/2022 8:53,44,31,94,0
12/31/2022 9:08,43,30,95,0
12/31/2022 9:23,42,30,94,0
12/31/2022 9:38,43,30,95,0
12/31/2022 9:53,42,30,94,0
12/31/2022 10:08,41,31,95,0
12/31/2022 10:23,42,30,96,0
12/31/2022 10:38,41,30,95,0
12/31/2022 10:53,42,31,94,0
12/31/2022 11:08,41,32,93,0
12/31/2022 11:23,40,31,94,0
12/31/2022 11:38,39,32,95,0
12/31/2022 11:53,38,31,96,0
12/31/2022 12:08,37,32,97,0
12/31/2022 12:23,36,31,96,0
12/31/2022 12:38,35,30,97,0
12/31/2022 12:53,34,30,96,0
12/31/2022 13:08,33,31,95,0
12/31/2022 13:23,32,30,94,0
12/31/2022 13:38,31,30,95,0
12/31/2022 13:53,30,31,96,0
12/31/2022 14:08,31,30,97,0
12/31/2022 14:23,30,30,96,0
12/31/2022 14:38,30,31,97,0
12/31/2022 14:53,30,30,98,0
12/31/2022 15:08,31,31,99,0
12/31/2022 15:23,30,30,98,0
12/31/2022 15:38,31,30,97,0
12/31/2022 15:53,30,31,96,0
12/31/2022 16:08,30,30,95,0
12/31/2022 16:23,31,30,96,0
12/31/2022 16:38,32,30,95,0
12/31/2022 16:53,33,30,94,0
12/31/2022 17:08,34,30,93,0
12/31/2022 17:23,33,30,92,0
12/31/2022 17:38,32,30,93,0
12/31/2022 17:53,31,31,92,0
12/31/2022 18:08,32,30,93,0
12/31/2022 18:23,31,31,92,0
12/31/2022 18:38,30,32,93,0
12/31/2022 18:53,30,31,92,0
12/31/2022 19:08,30,32,91,0
12/31/2022 19:23,31,33,92,0
12/31/2022 19:38,30,32,93,0
12/31/2022 19:53,30,31,92,0
12/31/2022 20:08,31,30,91,0
12/31/2022 20:23,32,31,90,0
12/31/2022 20:38,33,32,89,0
12/31/2022 20:53,34,31,90,0
12/31/2022 21:08,33,32,89,0
12/31/2022 21:23,34,31,88,0
12/31/2022 21:38,33,30,87,0
12/31/2022 21:53,32,30,88,0
12/31/2022 22:08,31,30,89,0
12/31/2022 22:23,32,31,88,0
12/31/2022 22:38,33,32,89,0
12/31/2022 22:53,34,33,90,0
12/31/2022 23:08,35,32,89,0
12/31/2022 23:23,36,33,90,0
12/31/2022 23:38,35,34,91,0
12/31/2022 23:53,36,35,90,0
1/1/2023 0:08,37,36,91,0
1/1/2023 0:23,36,35,92,0
1/1/2023 0:38,37,34,91,0
1/1/2023 0:53,36,35,90,0
1/1/2023 1:08,35,36,89,0
1/1/2023 1:23,36,37,90,0
1/1/2023 1:38,35,38,89,0
1/1/2023 1:53,36,39,88,0
1/1/2023 2:08,35,40,87,0
1/1/2023 2:23,36,41,88,0
1/1/2023 2:38,35,42,87,0
1/1/2023 2:53,34,41,86,0
1/1/2023 3:08,33,40,85,0
1/1/2023 3:23,32,41,84,0
1/1/2023 3:38,31,42,83,0
1/1/2023 3:53,30,41,84,0
1/1/2023 4:08,30,40,83,0
1/1/2023 4:23,31,41,84,0
1/1/2023 4:38,30,40,85,0
1/1/2023 4:53,31,41,86,0
1/1/2023 5:08,32,42,87,0
1/1/2023 5:23,33,41,88,0
1/1/2023 5:38,32,42,87,0
1/1/2023 5:53,33,41,88,0
1/1/2023 6:08,32,42,87,0
1/1/2023 6:23,33,41,88,0
1/1/2023 6:38,34,40,89,0
1/1/2023 6:53,35,41,90,0
1/1/2023 7:08,34,42,89,0
1/1/2023 7:23,35,43,90,0
1/1/2023 7:38,36,42,89,0
1/1/2023 7:53,35,41,90,0
1/1/2023 8:08,34,42,89,0
1/1/2023 8:23,35,43,88,0
1/1/2023 8:38,34,44,87,0
1/1/2023 8:53,33,45,86,0
1/1/2023 9:08,32,44,87,0
1/1/2023 9:23,33,43,88,0
1/1/2023 9:38,32,42,87,0
1/1/2023 9:53,31,43,86,0
1/1/2023 10:08,30,42,85,0
1/1/2023 10:23,30,41,86,0
1/1/2023 10:38,30,40,87,0
1/1/2023 10:53,31,39,86,0
1/1/2023 11:08,30,38,87,0
1/1/2023 11:23,30,37,86,0
1/1/2023 11:38,31,36,85,0
1/1/2023 11:53,32,35,84,0
1/1/2023 12:08,31,36,85,0
1/1/2023 12:23,32,35,84,0
1/1/2023 12:38,33,36,85,0
1/1/2023 12:53,32,35,86,0
1/1/2023 13:08,31,36,85,0
1/1/2023 13:23,30,37,84,0
1/1/2023 13:38,31,38,83,0
1/1/2023 13:53,32,37,84,0
1/1/2023 14:08,31,36,83,0
1/1/2023 14:23,32,35,84,0
1/1/2023 14:38,33,34,83,0
1/1/2023 14:53,34,35,84,0
1/1/2023 15:08,35,36,83,0
1/1/2023 15:23,34,37,84,0
1/1/2023 15:38,33,36,85,0
1/1/2023 15:53,34,35,84,0
1/1/2023 16:08,33,34,83,0
1/1/2023 16:23,34,33,84,0
1/1/2023 16:38,33,32,83,0
1/1/2023 16:53,34,31,84,0
1/1/2023 17:08,35,32,83,0
1/1/2023 17:23,34,33,82,0
1/1/2023 17:38,35,34,83,0
1/1/2023 17:53,34,35,82,0
1/1/2023 18:08,33,36,81,0
1/1/2023 18:23,34,37,80,0
1/1/2023 18:38,33,36,81,0
1/1/2023 18:53,34,35,82,0
1/1/2023 19:08,33,34,83,0
1/1/2023 19:23,32,33,82,0
1/1/2023 19:38,33,34,81,0
1/1/2023 19:53,34,33,80,0
1/1/2023 20:08,35,34,79,0
1/1/2023 20:23,36,35,78,0
1/1/2023 20:38,35,34,77,0
1/1/2023 20:53,36,35,78,0
1/1/2023 21:08,37,36,77,0
1/1/2023 21:23,38,37,76,0
1/1/2023 21:38,39,36,77,0
1/1/2023 21:53,40,35,78,0
1/1/2023 22:08,39,34,77,0
1/1/2023 22:23,38,35,76,0
1/1/2023 22:38,37,36,75,0
1/1/2023 22:53,36,35,74,0
1/1/2023 23:08,35,34,73,0
1/1/2023 23:23,36,33,74,0
1/1/2023 23:38,37,32,75,0
1/1/2023 23:53,38,33,74,0
1/2/2023 0:08,39,32,73,0
1/2/2023 0:23,40,33,72,0
1/2/2023 0:38,39,34,73,0
1/2/2023 0:53,38,35,72,0
1/2/2023 1:08,39,36,71,0
1/2/2023 1:23,40,37,72,0
1/2/2023 1:38,39,38,71,0
1/2/2023 1:53,40,37,70,0
1/2/2023 2:08,39,38,69,0
1/2/2023 2:23,40,39,70,0
1/2/2023 2:38,41,40,71,0
1/2/2023 2:53,42,39,70,0
1/2/2023 3:08,43,38,69,0
1/2/2023 3:23,44,39,70,0
1/2/2023 3:38,45,40,71,0
1/2/2023 3:53,44,41,70,0
1/2/2023 4:08,43,42,69,0
1/2/2023 4:23,44,41,68,0
1/2/2023 4:38,43,40,69,0
1/2/2023 4:53,44,39,70,0
1/2/2023 5:08,45,40,69,0
1/2/2023 5:23,44,39,70,0
1/2/2023 5:38,45,38,71,0
1/2/2023 5:53,44,37,72,0
1/2/2023 6:08,45,38,71,0
1/2/2023 6:23,46,37,70,0
1/2/2023 6:38,45,38,71,0
1/2/2023 6:53,46,37,70,0
1/2/2023 7:08,47,36,71,0
1/2/2023 7:23,46,37,70,0
1/2/2023 7:38,47,38,71,0
1/2/2023 7:53,46,39,72,0
1/2/2023 8:08,47,38,73,0
1/2/2023 8:23,46,37,72,0
1/2/2023 8:38,45,38,73,0
1/2/2023 8:53,44,39,74,0
1/2/2023 9:08,43,40,75,0
1/2/2023 9:23,42,41,76,0
1/2/2023 9:38,41,42,75,0
1/2/2023 9:53,42,41,76,0
1/2/2023 10:08,43,42,75,0
1/2/2023 10:23,44,41,74,0
1/2/2023 10:38,43,40,75,0
1/2/2023 10:53,42,39,76,0
1/2/2023 11:08,41,38,75,0
1/2/2023 11:23,40,39,74,0
1/2/2023 11:38,39,40,73,0
1/2/2023 11:53,38,39,72,0
1/2/2023 12:08,39,38,71,0
1/2/2023 12:23,38,39,72,0
1/2/2023 12:38,39,38,73,0
1/2/2023 12:53,38,37,72,0
1/2/2023 13:08,39,36,73,0
1/2/2023 13:23,40,37,72,0
1/2/2023 13:38,41,38,73,0
1/2/2023 13:53,40,39,74,0
1/2/2023 14:08,39,38,73,0
1/2/2023 14:23,40,37,74,0
1/2/2023 14:38,41,36,73,0
1/2/2023 14:53,42,35,74,0
1/2/2023 15:08,41,34,75,0
1/2/2023 15:23,42,35,76,0
1/2/2023 15:38,43,34,77,0
1/2/2023 15:53,42,33,78,0
1/2/2023 16:08,41,34,77,0
1/2/2023 16:23,40,35,78,0
1/2/2023 16:38,39,36,77,0
1/2/2023 16:53,38,35,78,0
1/2/2023 17:08,39,36,79,0
1/2/2023 17:23,38,35,80,0
1/2/2023 17:38,37,34,81,0
1/2/2023 17:53,38,35,80,0
1/2/2023 18:08,39,34,81,0
1/2/2023 18:23,38,33,80,0
1/2/2023 18:38,37,34,81,0
1/2/2023 18:53,38,33,82,0
1/2/2023 19:08,37,32,83,0
1/2/2023 19:23,38,33,84,0
1/2/2023 19:38,37,34,83,0
1/2/2023 19:53,38,33,84,0
1/2/2023 20:08,37,32,85,0
1/2/2023 20:23,36,31,84,0
1/2/2023 20:38,35,32,83,0
1/2/2023 20:53,34,33,84,0
1/2/2023 21:08,35,34,85,0
1/2/2023 21:23,34,33,84,0
1/2/2023 21:38,35,32,85,0
1/2/2023 21:53,36,33,86,0
1/2/2023 22:08,35,34,85,0
1/2/2023 22:23,34,35,86,0
1/2/2023 22:38,33,34,87,0
1/2/2023 22:53,32,35,88,0
1/2/2023 23:08,31,34,87,0
1/2/2023 23:23,32,35,86,0
1/2/2023 23:38,31,36,87,0
1/2/2023 23:53,32,37,88,0
1/3/2023 0:08,33,36,89,0
1/3/2023 0:23,32,35,88,0
1/3/2023 0:38,31,36,89,0
1/3/2023 0:53,32,37,88,0
1/3/2023 1:08,31,38,87,0
1/3/2023 1:23,32,37,86,0
1/3/2023 1:38,31,36,85,0
1/3/2023 1:53,32,35,86,0
1/3/2023 2:08,33,36,85,0
1/3/2023 2:23,34,37,84,0
1/3/2023 2:38,33,36,85,0
1/3/2023 2:53,32,37,86,0
1/3/2023 3:08,33,36,87,0
1/3/2023 3:23,32,35,86,0
1/3/2023 3:38,33,34,87,0
1/3/2023 3:53,32,33,88,0
1/3/2023 4:08,31,34,87,0
1/3/2023 4:23,32,33,86,0
1/3/2023 4:38,31,34,87,0
1/3/2023 4:53,30,35,88,0
1/3/2023 5:08,31,34,89,0
1/3/2023 5:23,32,33,90,0
1/3/2023 5:38,33,32,91,0
1/3/2023 5:53,32,31,90,0
1/3/2023 6:08,33,30,91,0
1/3/2023 6:23,32,31,90,0
1/3/2023 6:38,31,30,91,0
1/3/2023 6:53,30,31,90,0
1/3/2023 7:08,31,30,89,0
1/3/2023 7:23,32,30,90,0
1/3/2023 7:38,31,30,91,0
1/3/2023 7:53,32,30,90,0
1/3/2023 8:08,33,30,91,0
1/3/2023 8:23,34,31,90,0
1/3/2023 8:38,35,30,91,0
1/3/2023 8:53,36,30,92,0
1/3/2023 9:08,35,31,93,0
1/3/2023 9:23,36,32,92,0
1/3/2023 9:38,37,33,93,0
1/3/2023 9:53,38,32,92,0
1/3/2023 10:08,39,31,91,0
1/3/2023 10:23,38,32,90,0
1/3/2023 10:38,37,33,91,0
1/3/2023 10:53,36,32,90,0
1/3/2023 11:08,37,33,91,0
1/3/2023 11:23,36,34,92,0
1/3/2023 11:38,37,35,91,0
1/3/2023 11:53,36,34,90,0
1/3/2023 12:08,37,33,91,0
1/3/2023 12:23,38,34,90,0
1/3/2023 12:38,37,35,91,0
1/3/2023 12:53,38,34,90,0
1/3/2023 13:08,39,33,91,0
1/3/2023 13:23,38,32,90,0
1/3/2023 13:38,39,31,91,0
1/3/2023 13:53,40,30,92,0
1/3/2023 14:08,41,31,91,0
1/3/2023 14:23,42,30,90,0
1/3/2023 14:38,43,30,91,0
1/3/2023 14:53,44,31,92,0
1/3/2023 15:08,43,30,93,0
1/3/2023 15:23,42,31,94,0
1/3/2023 15:38,41,32,95,0
1/3/2023 15:53,42,31,96,0
1/3/2023 16:08,43,30,95,0
1/3/2023 16:23,42,31,96,0
1/3/2023 16:38,43,30,95,0
1/3/2023 16:53,42,31,96,0
1/3/2023 17:08,43,32,97,0
1/3/2023 17:23,42,33,98,0
1/3/2023 17:38,41,32,99,0
1/3/2023 17:53,42,31,100,0
1/3/2023 18:08,43,30,101,0
1/3/2023 18:23,44,31,100,0
1/3/2023 18:38,43,30,101,0
1/3/2023 18:53,44,31,100,0
1/3/2023 19:08,45,32,99,0
1/3/2023 19:23,44,31,100,0
1/3/2023 19:38,43,32,101,0
1/3/2023 19:53,44,31,102,0
1/3/2023 20:08,45,32,103,0
1/3/2023 20:23,46,31,104,0
1/3/2023 20:38,45,30,105,0
1/3/2023 20:53,46,31,106,0
1/3/2023 21:08,45,30,107,0
1/3/2023 21:23,46,31,108,0
1/3/2023 21:38,45,32,107,0
1/3/2023 21:53,46,31,106,0
1/3/2023 22:08,47,32,105,0
1/3/2023 22:23,48,33,106,0
1/3/2023 22:38,49,34,105,0
1/3/2023 22:53,50,33,104,0
1/3/2023 23:08,49,34,103,0
1/3/2023 23:23,48,35,102,0
1/3/2023 23:38,49,36,101,0
1/3/2023 23:53,50,37,100,0
1/4/2023 0:08,51,36,99,0
1/4/2023 0:23,50,37,100,0
1/4/2023 0:38,49,38,99,0
1/4/2023 0:53,50,37,98,0
1/4/2023 1:08,49,38,99,0
1/4/2023 1:23,50,39,100,0
1/4/2023 1:38,51,38,99,0
1/4/2023 1:53,52,39,98,0
1/4/2023 2:08,51,38,97,0
1/4/2023 2:23,52,37,96,0
1/4/2023 2:38,51,38,95,0
1/4/2023 2:53,52,37,96,0
1/4/2023 3:08,51,36,95,0
1/4/2023 3:23,50,35,96,0
1/4/2023 3:38,49,36,95,0
1/4/2023 3:53,50,37,96,0
1/4/2023 4:08,51,38,95,0
1/4/2023 4:23,52,37,96,0
1/4/2023 4:38,51,38,95,0
1/4/2023 4:53,50,37,96,0
1/4/2023 5:08,51,36,97,0
1/4/2023 5:23,52,35,96,0
1/4/2023 5:38,51,36,95,0
1/4/2023 5:53,52,35,96,0
1/4/2023 6:08,51,36,95,0
1/4/2023 6:23,52,35,94,0
1/4/2023 6:38,51,36,93,0
1/4/2023 6:53,50,35,94,0
1/4/2023 7:08,49,36,93,0
1/4/2023 7:23,50,35,94,0
1/4/2023 7:38,51,34,93,0
1/4/2023 7:53,52,35,92,0
1/4/2023 8:08,51,36,93,0
1/4/2023 8:23,50,37,92,0
1/4/2023 8:38,51,38,93,0
1/4/2023 8:53,52,39,94,0
1/4/2023 9:08,51,38,93,0
1/4/2023 9:23,52,39,92,0
1/4/2023 9:38,53,40,91,0
1/4/2023 9:53,52,39,90,0
1/4/2023 10:08,51,40,89,0
1/4/2023 10:23,50,41,90,0
1/4/2023 10:38,49,42,89,0
1/4/2023 10:53,48,41,90,0
1/4/2023 11:08,49,40,89,0
1/4/2023 11:23,48,41,90,0
1/4/2023 11:38,49,42,91,0
1/4/2023 11:53,50,41,90,0
1/4/2023 12:08,51,40,89,0
1/4/2023 12:23,52,41,90,0
1/4/2023 12:38,51,40,91,0
1/4/2023 12:53,52,39,90,0
1/4/2023 13:08,51,40,91,0
1/4/2023 13:23,52,39,92,0
1/4/2023 13:38,53,40,91,0
1/4/2023 13:53,54,41,92,0
1/4/2023 14:08,53,42,91,0
1/4/2023 14:23,52,41,92,0
1/4/2023 14:38,53,40,91,0
1/4/2023 14:53,54,39,90,0
1/4/2023 15:08,53,38,89,0
1/4/2023 15:23,54,37,90,0
1/4/2023 15:38,53,36,89,0
1/4/2023 15:53,52,35,90,0
1/4/2023 16:08,53,34,91,0
1/4/2023 16:23,54,35,92,0
1/4/2023 16:38,53,34,91,0
1/4/2023 16:53,54,33,90,0
1/4/2023 17:08,53,32,91,0
1/4/2023 17:23,54,33,92,0
1/4/2023 17:38,55,32,91,0
1/4/2023 17:53,54,31,90,0
1/4/2023 18:08,53,30,91,0
1/4/2023 18:23,54,30,92,0
1/4/2023 18:38,53,31,93,0
1/4/2023 18:53,54,30,92,0
1/4/2023 19:08,55,30,93,0
1/4/2023 19:23,56,30,94,0
1/4/2023 19:38,55,31,93,0
1/4/2023 19:53,54,30,92,0
1/4/2023 20:08,53,30,93,0
1/4/2023 20:23,52,30,92,0
1/4/2023 20:38,51,31,93,0
1/4/2023 20:53,50,32,92,0
1/4/2023 21:08,49,33,91,0
1/4/2023 21:23,50,32,90,0
1/4/2023 21:38,49,31,91,0
1/4/2023 21:53,50,30,92,0
1/4/2023 22:08,49,31,93,0
1/4/2023 22:23,50,30,92,0
1/4/2023 22:38,49,30,91,0
1/4/2023 22:53,50,31,92,0
1/4/2023 23:08,49,30,91,0
1/4/2023 23:23,48,31,92,0
1/4/2023 23:38,47,32,91,0
1/4/2023 23:53,48,33,90,0
1/5/2023 0:08,47,34,91,0
1/5/2023 0:23,46,35,90,0
1/5/2023 0:38,47,36,91,0
1/5/2023 0:53,46,35,92,0
1/5/2023 1:08,47,36,91,0
1/5/2023 1:23,46,37,90,0
1/5/2023 1:38,47,36,89,0
1/5/2023 1:53,46,37,88,0
1/5/2023 2:08,47,38,89,0
1/5/2023 2:23,48,39,88,0
1/5/2023 2:38,47,38,89,0
1/5/2023 2:53,48,39,90,0
1/5/2023 3:08,49,38,89,0
1/5/2023 3:23,48,39,90,0
1/5/2023 3:38,47,38,91,0
1/5/2023 3:53,46,39,92,0
1/5/2023 4:08,47,38,91,0
1/5/2023 4:23,48,37,92,0
1/5/2023 4:38,47,36,91,0
1/5/2023 4:53,48,35,92,0
1/5/2023 5:08,47,34,91,0
1/5/2023 5:23,48,35,90,0
1/5/2023 5:38,47,36,89,0
1/5/2023 5:53,46,35,88,0
1/5/2023 6:08,47,36,87,0
1/5/2023 6:23,46,35,88,0
1/5/2023 6:38,45,36,87,0
1/5/2023 6:53,46,37,86,0
1/5/2023 7:08,45,36,87,0
1/5/2023 7:23,44,37,86,0
1/5/2023 7:38,43,36,85,0
1/5/2023 7:53,42,35,84,0
1/5/2023 8:08,43,34,85,0
1/5/2023 8:23,42,33,84,0
1/5/2023 8:38,41,34,83,0
1/5/2023 8:53,40,35,84,0
1/5/2023 9:08,41,36,83,0
1/5/2023 9:23,42,35,84,0
1/5/2023 9:38,43,34,85,0
1/5/2023 9:53,44,35,86,0
1/5/2023 10:08,45,34,85,0
1/5/2023 10:23,44,33,86,0
1/5/2023 10:38,43,32,87,0
1/5/2023 10:53,44,33,86,0
1/5/2023 11:08,45,32,87,0
1/5/2023 11:23,44,31,86,0
1/5/2023 11:38,45,32,87,0
1/5/2023 11:53,44,33,88,0
1/5/2023 12:08,45,32,87,0
1/5/2023 12:23,44,33,86,0
1/5/2023 12:38,45,32,85,0
1/5/2023 12:53,46,31,84,0
1/5/2023 13:08,45,30,83,0
1/5/2023 13:23,44,31,84,0
1/5/2023 13:38,43,30,83,0
1/5/2023 13:53,42,31,84,0
1/5/2023 14:08,41,30,85,0
1/5/2023 14:23,42,30,86,0
1/5/2023 14:38,41,30,85,0
1/5/2023 14:53,40,31,86,0
1/5/2023 15:08,41,32,85,0
1/5/2023 15:23,42,33,84,0
1/5/2023 15:38,41,32,85,0
1/5/2023 15:53,40,31,84,0
1/5/2023 16:08,39,32,85,0
1/5/2023 16:23,38,31,86,0
1/5/2023 16:38,39,30,87,0
1/5/2023 16:53,40,31,86,0
1/5/2023 17:08,41,32,85,0
1/5/2023 17:23,40,33,84,0
1/5/2023 17:38,41,34,85,0
1/5/2023 17:53,42,35,84,0
1/5/2023 18:08,41,34,85,0
1/5/2023 18:23,42,35,84,0
1/5/2023 18:38,41,34,83,0
1/5/2023 18:53,40,35,84,0
1/5/2023 19:08,41,34,83,0
1/5/2023 19:23,40,35,84,0
1/5/2023 19:38,39,34,85,0
