Date,sat,satsp,clg,economizer_sig,supply_vfd_speed
1/23/2023 7:39,86,77,93,46,0
1/23/2023 7:54,85,78,92,45,0
1/23/2023 8:09,84,79,93,46,0
1/23/2023 8:24,83,80,92,47,0
1/23/2023 8:39,82,80,91,48,0
1/23/2023 8:54,81,79,92,47,0
1/23/2023 9:09,80,78,93,46,0
1/23/2023 9:24,81,77,94,45,0
1/23/2023 9:39,80,78,93,44,0
1/23/2023 9:54,81,79,94,45,0
1/23/2023 10:09,80,78,95,46,0
1/23/2023 10:24,79,77,94,45,0
1/23/2023 10:39,80,78,95,44,0
1/23/2023 10:54,81,79,96,43,0
1/23/2023 11:09,82,80,95,42,0
1/23/2023 11:24,81,79,96,43,0
1/23/2023 11:39,80,80,97,42,0
1/23/2023 11:54,81,79,98,41,0
1/23/2023 12:09,80,80,99,42,0
1/23/2023 12:24,79,80,98,43,0
1/23/2023 12:39,78,80,97,44,0
1/23/2023 12:54,77,79,98,43,0
1/23/2023 13:09,76,80,97,42,0
1/23/2023 13:24,75,80,96,41,0
1/23/2023 13:39,74,79,95,42,0
1/23/2023 13:54,73,80,96,41,0
1/23/2023 14:09,74,79,95,40,0
1/23/2023 14:24,75,80,94,39,0
1/23/2023 14:39,76,80,95,40,0
1/23/2023 14:54,75,80,94,41,0
1/23/2023 15:09,74,79,93,40,0
1/23/2023 15:24,73,80,92,41,0
1/23/2023 15:39,74,79,93,42,0
1/23/2023 15:54,73,80,92,41,0
1/23/2023 16:09,72,80,93,40,0
1/23/2023 16:24,71,80,94,39,0
1/23/2023 16:39,70,80,93,38,0
1/23/2023 16:54,69,80,94,39,0
1/23/2023 17:09,70,80,95,40,0
1/23/2023 17:24,69,80,94,41,0
1/23/2023 17:39,68,80,95,40,0
1/23/2023 17:54,67,80,96,41,0
1/23/2023 18:09,68,79,95,40,0
1/23/2023 18:24,69,78,96,39,0
1/23/2023 18:39,70,77,97,38,0
1/23/2023 18:54,69,78,96,39,0
1/23/2023 19:09,68,77,97,40,0
1/23/2023 19:24,69,76,98,41,0
1/23/2023 19:39,68,75,97,40,0
1/23/2023 19:54,69,74,96,41,0
1/23/2023 20:09,70,75,95,40,0
1/23/2023 20:24,71,74,94,39,0
1/23/2023 20:39,72,75,95,40,0
1/23/2023 20:54,73,74,96,39,0
1/23/2023 21:09,74,75,95,40,0
1/23/2023 21:24,75,76,94,41,0
1/23/2023 21:39,76,75,93,40,0
1/23/2023 21:54,75,74,94,41,0
1/23/2023 22:09,74,73,95,40,0
1/23/2023 22:24,73,72,94,41,0
1/23/2023 22:39,72,71,95,40,0
1/23/2023 22:54,71,72,94,41,0
1/23/2023 23:09,72,71,93,40,0
1/23/2023 23:24,73,70,94,41,0
1/23/2023 23:39,72,71,93,40,0
1/23/2023 23:54,73,70,94,39,0
1/24/2023 0:09,72,70,93,38,0
1/24/2023 0:24,71,70,92,37,0
1/24/2023 0:39,70,70,91,36,0
1/24/2023 0:54,71,70,90,37,0
1/24/2023 1:09,70,71,91,38,0
1/24/2023 1:24,69,72,92,37,0
1/24/2023 1:39,68,73,93,36,0
1/24/2023 1:54,69,72,92,35,0
1/24/2023 2:09,68,73,93,36,0
1/24/2023 2:24,67,72,94,35,0
1/24/2023 2:39,68,71,93,34,0
1/24/2023 2:54,67,70,94,33,0
1/24/2023 3:09,68,71,95,32,0
1/24/2023 3:24,69,72,94,31,0
1/24/2023 3:39,70,71,93,32,0
1/24/2023 3:54,71,72,92,33,0
1/24/2023 4:09,70,73,91,32,0
1/24/2023 4:24,71,72,90,31,0
1/24/2023 4:39,72,71,91,30,0
1/24/2023 4:54,73,72,90,31,0
1/24/2023 5:09,74,71,91,32,0
1/24/2023 5:24,73,72,92,33,0
1/24/2023 5:39,72,71,93,32,0
1/24/2023 5:54,71,70,92,31,0
1/24/2023 6:09,70,71,91,30,0
1/24/2023 6:24,71,70,92,29,0
1/24/2023 6:39,70,70,93,30,0
1/24/2023 6:54,71,71,94,31,0
1/24/2023 7:09,70,70,95,30,0
1/24/2023 7:24,69,70,94,31,0
1/24/2023 7:39,68,71,93,30,0
1/24/2023 7:54,67,72,92,29,0
1/24/2023 8:09,66,71,93,28,0
1/24/2023 8:24,67,70,92,29,0
1/24/2023 8:39,68,70,93,28,0
1/24/2023 8:54,69,71,92,27,0
1/24/2023 9:09,68,70,91,28,0
1/24/2023 9:24,67,70,92,29,0
1/24/2023 9:39,66,71,93,28,0
1/24/2023 9:54,67,70,92,27,0
1/24/2023 10:09,66,70,91,28,0
1/24/2023 10:24,67,71,92,29,0
1/24/2023 10:39,68,70,93,28,0
1/24/2023 10:54,69,70,94,27,0
1/24/2023 11:09,70,71,93,28,0
1/24/2023 11:24,71,70,92,27,0
1/24/2023 11:39,70,70,91,26,0
1/24/2023 11:54,71,71,90,25,0
1/24/2023 12:09,70,70,91,24,0
1/24/2023 12:24,69,71,92,25,0
1/24/2023 12:39,68,72,91,24,0
1/24/2023 12:54,69,73,90,25,0
1/24/2023 13:09,68,72,89,26,0
1/24/2023 13:24,67,71,88,27,0
1/24/2023 13:39,66,70,87,28,0
1/24/2023 13:54,67,71,88,27,0
1/24/2023 14:09,66,70,89,26,0
1/24/2023 14:24,65,71,88,27,0
1/24/2023 14:39,64,72,87,26,0
1/24/2023 14:54,65,71,88,25,0
1/24/2023 15:09,66,72,89,24,0
1/24/2023 15:24,67,71,90,25,0
1/24/2023 15:39,66,70,89,24,0
1/24/2023 15:54,67,71,90,23,0
1/24/2023 16:09,66,70,89,22,0
1/24/2023 16:24,67,71,90,21,0
1/24/2023 16:39,68,70,91,22,0
1/24/2023 16:54,67,71,90,21,0
1/24/2023 17:09,68,70,89,20,0
1/24/2023 17:24,67,70,90,19,0
1/24/2023 17:39,68,70,89,18,0
1/24/2023 17:54,67,71,90,19,0
1/24/2023 18:09,66,72,91,18,0
1/24/2023 18:24,67,71,92,19,0
1/24/2023 18:39,68,70,93,20,0
1/24/2023 18:54,69,70,94,21,0
1/24/2023 19:09,70,71,95,22,0
1/24/2023 19:24,71,72,94,21,0
1/24/2023 19:39,72,73,93,22,0
1/24/2023 19:54,71,72,94,21,0
1/24/2023 20:09,72,73,95,22,0
1/24/2023 20:24,73,74,96,21,0
1/24/2023 20:39,72,75,95,22,0
1/24/2023 20:54,73,74,96,21,0
1/24/2023 21:09,74,75,97,22,0
1/24/2023 21:24,75,74,98,23,0
1/24/2023 21:39,76,73,99,22,0
1/24/2023 21:54,77,74,98,23,0
1/24/2023 22:09,76,75,99,24,0
1/24/2023 22:24,77,76,100,25,0
1/24/2023 22:39,78,75,99,26,0
1/24/2023 22:54,77,74,100,25,0
1/24/2023 23:09,78,75,100,24,0
1/24/2023 23:24,77,74,99,23,0
1/24/2023 23:39,76,75,100,24,0
1/24/2023 23:54,75,74,100,25,0
1/25/2023 0:09,74,75,99,26,0
1/25/2023 0:24,75,76,98,25,0
1/25/2023 0:39,76,77,99,26,0
1/25/2023 0:54,77,78,98,25,0
1/25/2023 1:09,78,77,99,24,0
1/25/2023 1:24,77,76,100,25,0
1/25/2023 1:39,78,77,99,24,0
1/25/2023 1:54,79,76,98,25,0
1/25/2023 2:09,80,75,97,24,0
1/25/2023 2:24,81,76,96,23,0
1/25/2023 2:39,80,77,95,24,0
1/25/2023 2:54,81,76,94,23,0
1/25/2023 3:09,82,77,95,24,0
1/25/2023 3:24,83,76,96,25,0
1/25/2023 3:39,84,75,95,24,0
1/25/2023 3:54,85,74,96,25,0
1/25/2023 4:09,84,75,95,26,0
1/25/2023 4:24,83,76,94,25,0
1/25/2023 4:39,84,75,93,26,0
1/25/2023 4:54,85,74,94,25,0
1/25/2023 5:09,84,73,95,26,0
1/25/2023 5:24,83,72,96,27,0
1/25/2023 5:39,84,71,97,26,0
1/25/2023 5:54,83,72,96,27,0
1/25/2023 6:09,82,71,95,26,0
1/25/2023 6:24,81,72,96,25,0
1/25/2023 6:39,82,73,97,26,0
1/25/2023 6:54,81,72,96,27,0
1/25/2023 7:09,80,73,97,26,0
1/25/2023 7:24,79,74,96,25,0
1/25/2023 7:39,80,73,95,26,0
1/25/2023 7:54,81,72,96,25,0
1/25/2023 8:09,80,73,97,26,0
1/25/2023 8:24,79,74,98,25,0
1/25/2023 8:39,78,75,99,26,0
1/25/2023 8:54,77,74,98,25,0
1/25/2023 9:09,76,75,99,24,0
1/25/2023 9:24,77,74,100,25,0
1/25/2023 9:39,76,73,100,26,0
1/25/2023 9:54,75,74,99,25,0
1/25/2023 10:09,74,75,100,24,0
1/25/2023 10:24,73,76,100,23,0
1/25/2023 10:39,74,75,99,22,0
1/25/2023 10:54,75,76,98,21,0
1/25/2023 11:09,74,75,97,22,0
1/25/2023 11:24,75,76,98,21,0
1/25/2023 11:39,74,77,97,22,0
1/25/2023 11:54,73,78,98,23,0
1/25/2023 12:09,72,77,97,22,0
1/25/2023 12:24,73,78,96,23,0
1/25/2023 12:39,74,77,97,24,0
1/25/2023 12:54,75,78,96,25,0
1/25/2023 13:09,74,79,97,26,0
1/25/2023 13:24,73,78,98,25,0
1/25/2023 13:39,72,79,99,24,0
1/25/2023 13:54,73,78,98,23,0
1/25/2023 14:09,72,77,99,22,0
1/25/2023 14:24,71,78,100,23,0
1/25/2023 14:39,70,77,99,24,0
1/25/2023 14:54,71,76,98,25,0
1/25/2023 15:09,70,77,99,26,0
1/25/2023 15:24,69,76,100,27,0
1/25/2023 15:39,68,77,100,28,0
1/25/2023 15:54,67,76,99,27,0
1/25/2023 16:09,66,77,98,26,0
1/25/2023 16:24,65,76,97,27,0
1/25/2023 16:39,66,77,96,28,0
1/25/2023 16:54,65,76,95,27,0
1/25/2023 17:09,66,75,96,26,0
1/25/2023 17:24,65,76,97,25,0
1/25/2023 17:39,64,75,96,24,0
1/25/2023 17:54,65,76,97,23,0
1/25/2023 18:09,66,77,96,24,0
1/25/2023 18:24,67,78,97,25,0
1/25/2023 18:39,66,77,98,24,0
1/25/2023 18:54,67,76,99,23,0
1/25/2023 19:09,68,75,98,22,0
1/25/2023 19:24,67,76,97,21,0
1/25/2023 19:39,68,77,98,20,0
1/25/2023 19:54,67,78,99,21,0
1/25/2023 20:09,66,79,100,20,0
1/25/2023 20:24,67,78,99,21,0
1/25/2023 20:39,66,79,98,20,0
1/25/2023 20:54,65,80,99,19,0
1/25/2023 21:09,64,80,98,18,0
1/25/2023 21:24,63,80,99,19,0
1/25/2023 21:39,62,79,98,20,0
1/25/2023 21:54,63,78,97,19,0
1/25/2023 22:09,62,79,98,18,0
1/25/2023 22:24,63,78,99,17,0
1/25/2023 22:39,62,79,100,18,0
1/25/2023 22:54,61,80,100,17,0
1/25/2023 23:09,60,80,100,16,0
1/25/2023 23:24,60,80,100,17,0
1/25/2023 23:39,60,79,99,16,0
1/25/2023 23:54,61,80,100,17,0
1/26/2023 0:09,60,80,100,16,0
1/26/2023 0:24,60,79,100,15,0
1/26/2023 0:39,61,80,99,14,0
1/26/2023 0:54,62,80,100,13,0
1/26/2023 1:09,61,80,99,14,0
1/26/2023 1:24,62,79,98,15,0
1/26/2023 1:39,63,78,97,14,0
1/26/2023 1:54,64,77,98,13,0
1/26/2023 2:09,63,76,97,12,0
1/26/2023 2:24,62,77,96,13,0
1/26/2023 2:39,61,78,95,14,0
1/26/2023 2:54,62,79,94,13,0
1/26/2023 3:09,63,80,93,14,0
1/26/2023 3:24,62,80,94,15,0
1/26/2023 3:39,61,80,95,16,0
1/26/2023 3:54,62,79,94,17,0
1/26/2023 4:09,61,78,93,16,0
1/26/2023 4:24,60,77,92,15,0
1/26/2023 4:39,61,76,91,16,0
1/26/2023 4:54,62,77,90,15,0
1/26/2023 5:09,61,78,91,16,0
1/26/2023 5:24,62,79,90,15,0
1/26/2023 5:39,61,80,91,16,0
1/26/2023 5:54,62,79,92,15,0
1/26/2023 6:09,63,80,91,14,0
1/26/2023 6:24,62,79,90,13,0
1/26/2023 6:39,63,80,91,14,0
1/26/2023 6:54,64,80,92,13,0
1/26/2023 7:09,65,79,93,14,0
1/26/2023 7:24,66,78,92,15,0
1/26/2023 7:39,65,77,91,16,0
1/26/2023 7:54,64,76,90,17,0
1/26/2023 8:09,65,75,89,16,0
1/26/2023 8:24,66,74,90,15,0
1/26/2023 8:39,65,73,89,14,0
1/26/2023 8:54,66,74,90,13,0
1/26/2023 9:09,65,73,89,14,0
1/26/2023 9:24,64,74,88,13,0
1/26/2023 9:39,63,73,89,14,0
1/26/2023 9:54,62,74,88,15,0
1/26/2023 10:09,63,73,87,16,0
1/26/2023 10:24,62,74,86,17,0
1/26/2023 10:39,61,75,87,16,0
1/26/2023 10:54,60,76,88,17,0
1/26/2023 11:09,60,77,87,16,0
1/26/2023 11:24,61,76,88,17,0
1/26/2023 11:39,60,75,87,16,0
1/26/2023 11:54,60,76,86,15,0
1/26/2023 12:09,60,75,87,14,0
1/26/2023 12:24,61,76,86,13,0
1/26/2023 12:39,60,75,87,14,0
1/26/2023 12:54,61,74,86,13,0
1/26/2023 13:09,60,73,85,14,0
1/26/2023 13:24,61,72,84,15,0
1/26/2023 13:39,62,71,85,14,0
1/26/2023 13:54,63,72,86,13,0
1/26/2023 14:09,64,73,87,14,0
1/26/2023 14:24,63,74,88,13,0
1/26/2023 14:39,62,73,87,12,0
1/26/2023 14:54,63,74,86,13,0
1/26/2023 15:09,62,73,87,12,0
1/26/2023 15:24,61,72,88,13,0
1/26/2023 15:39,60,71,87,12,0
1/26/2023 15:54,60,72,88,11,0
1/26/2023 16:09,60,71,87,10,0
1/26/2023 16:24,61,70,86,9,0
1/26/2023 16:39,60,71,87,10,0
1/26/2023 16:54,61,72,86,11,0
1/26/2023 17:09,60,71,87,12,0
1/26/2023 17:24,60,72,86,11,0
1/26/2023 17:39,61,73,87,12,0
1/26/2023 17:54,60,72,88,11,0
1/26/2023 18:09,60,71,87,10,0
1/26/2023 18:24,60,72,88,11,0
1/26/2023 18:39,61,73,89,10,0
1/26/2023 18:54,60,74,90,11,0
1/26/2023 19:09,60,75,91,10,0
1/26/2023 19:24,61,74,92,9,0
1/26/2023 19:39,60,75,93,8,0
1/26/2023 19:54,60,76,94,9,0
1/26/2023 20:09,61,77,95,8,0
1/26/2023 20:24,60,78,96,7,0
1/26/2023 20:39,60,79,95,8,0
1/26/2023 20:54,61,78,96,9,0
1/26/2023 21:09,62,77,97,10,0
1/26/2023 21:24,63,76,96,9,0
1/26/2023 21:39,64,75,95,10,0
1/26/2023 21:54,63,74,96,11,0
1/26/2023 22:09,64,75,95,12,0
1/26/2023 22:24,65,74,94,13,0
1/26/2023 22:39,66,75,95,12,0
1/26/2023 22:54,65,76,96,13,0
1/26/2023 23:09,64,77,97,14,0
1/26/2023 23:24,63,76,96,13,0
1/26/2023 23:39,64,77,97,12,0
1/26/2023 23:54,63,78,98,11,0
1/27/2023 0:09,62,77,99,12,0
1/27/2023 0:24,61,78,98,11,0
1/27/2023 0:39,60,79,99,10,0
1/27/2023 0:54,61,78,100,11,0
1/27/2023 1:09,60,77,100,10,0
1/27/2023 1:24,61,78,99,11,0
1/27/2023 1:39,62,79,98,10,0
1/27/2023 1:54,63,80,97,11,0
1/27/2023 2:09,64,80,96,10,0
1/27/2023 2:24,63,79,97,9,0
1/27/2023 2:39,62,80,96,8,0
1/27/2023 2:54,63,79,95,7,0
1/27/2023 3:09,64,80,96,6,0
1/27/2023 3:24,65,80,97,7,0
1/27/2023 3:39,64,79,98,6,0
1/27/2023 3:54,65,78,97,5,0
1/27/2023 4:09,66,77,98,6,0
1/27/2023 4:24,67,76,99,7,0
1/27/2023 4:39,66,75,98,6,0
1/27/2023 4:54,67,74,99,5,0
1/27/2023 5:09,66,73,100,4,0
1/27/2023 5:24,65,74,99,3,0
1/27/2023 5:39,64,75,100,2,0
1/27/2023 5:54,65,76,100,1,0
1/27/2023 6:09,64,77,99,2,0
1/27/2023 6:24,65,78,100,3,0
1/27/2023 6:39,64,77,99,4,0
1/27/2023 6:54,63,76,100,5,0
1/27/2023 7:09,64,77,100,4,0
1/27/2023 7:24,63,78,99,5,0
1/27/2023 7:39,64,77,100,6,0
1/27/2023 7:54,65,76,99,5,0
1/27/2023 8:09,66,77,100,6,0
1/27/2023 8:24,65,78,99,7,0
1/27/2023 8:39,66,79,100,6,0
1/27/2023 8:54,67,80,99,5,0
1/27/2023 9:09,66,80,98,4,0
1/27/2023 9:24,67,79,99,3,0
1/27/2023 9:39,68,80,100,2,0
1/27/2023 9:54,69,79,99,1,0
1/27/2023 10:09,68,78,98,2,0
1/27/2023 10:24,67,79,99,3,0
1/27/2023 10:39,66,80,100,2,0
1/27/2023 10:54,65,79,99,3,0
1/27/2023 11:09,64,80,98,4,0
1/27/2023 11:24,63,79,99,5,0
1/27/2023 11:39,62,80,98,4,0
1/27/2023 11:54,61,79,99,5,0
1/27/2023 12:09,60,78,98,6,0
1/27/2023 12:24,61,79,99,7,0
1/27/2023 12:39,60,80,100,8,0
1/27/2023 12:54,60,79,99,9,0
1/27/2023 13:09,61,80,100,8,0
1/27/2023 13:24,62,80,99,7,0
1/27/2023 13:39,63,79,100,8,0
1/27/2023 13:54,62,78,99,9,0
1/27/2023 14:09,61,77,98,10,0
1/27/2023 14:24,60,76,99,9,0
1/27/2023 14:39,61,75,98,8,0
1/27/2023 14:54,62,76,99,7,0
1/27/2023 15:09,61,77,98,8,0
1/27/2023 15:24,62,78,97,7,0
1/27/2023 15:39,61,79,96,8,0
1/27/2023 15:54,60,78,97,7,0
1/27/2023 16:09,61,77,98,6,0
1/27/2023 16:24,62,78,99,7,0
1/27/2023 16:39,61,77,98,6,0
1/27/2023 16:54,60,76,99,5,0
1/27/2023 17:09,60,75,100,6,0
1/27/2023 17:24,61,76,100,5,0
1/27/2023 17:39,62,77,100,6,0
1/27/2023 17:54,63,78,99,7,0
1/27/2023 18:09,62,77,98,6,0
1/27/2023 18:24,63,76,97,5,0
1/27/2023 18:39,64,75,98,4,0
1/27/2023 18:54,65,74,99,3,0
1/27/2023 19:09,64,73,100,4,0
1/27/2023 19:24,65,72,99,5,0
1/27/2023 19:39,66,71,98,6,0
1/27/2023 19:54,67,70,97,5,0
1/27/2023 20:09,68,71,96,6,0
1/27/2023 20:24,67,70,95,7,0
1/27/2023 20:39,68,70,94,8,0
1/27/2023 20:54,69,71,93,9,0
1/27/2023 21:09,68,72,94,8,0
1/27/2023 21:24,67,71,95,7,0
1/27/2023 21:39,66,72,94,6,0
1/27/2023 21:54,67,71,95,5,0
1/27/2023 22:09,68,72,94,4,0
1/27/2023 22:24,69,73,93,5,0
1/27/2023 22:39,70,74,94,6,0
1/27/2023 22:54,69,73,93,5,0
1/27/2023 23:09,68,74,94,4,0
1/27/2023 23:24,67,75,95,5,0
1/27/2023 23:39,66,76,96,6,0
1/27/2023 23:54,65,75,95,7,0
1/28/2023 0:09,64,76,94,6,0
1/28/2023 0:24,63,75,95,5,0
1/28/2023 0:39,64,74,94,6,0
1/28/2023 0:54,65,75,93,7,0
1/28/2023 1:09,66,76,94,8,0
1/28/2023 1:24,67,75,95,9,0
1/28/2023 1:39,66,74,96,10,0
1/28/2023 1:54,67,75,97,11,0
1/28/2023 2:09,66,74,96,12,0
1/28/2023 2:24,67,75,95,11,0
1/28/2023 2:39,66,76,94,10,0
1/28/2023 2:54,67,77,93,11,0
1/28/2023 3:09,68,76,94,12,0
1/28/2023 3:24,67,75,95,13,0
1/28/2023 3:39,68,76,94,12,0
1/28/2023 3:54,67,77,95,11,0
1/28/2023 4:09,68,78,94,12,0
1/28/2023 4:24,69,77,95,11,0
1/28/2023 4:39,68,78,96,10,0
1/28/2023 4:54,69,79,95,9,0
1/28/2023 5:09,68,78,94,10,0
1/28/2023 5:24,67,79,95,11,0
1/28/2023 5:39,68,80,96,10,0
1/28/2023 5:54,69,79,95,9,0
1/28/2023 6:09,68,80,94,10,0
1/28/2023 6:24,69,80,93,11,0
1/28/2023 6:39,68,79,94,12,0
1/28/2023 6:54,67,80,93,13,0
1/28/2023 7:09,68,79,92,12,0
1/28/2023 7:24,69,80,93,11,0
1/28/2023 7:39,70,79,94,12,0
1/28/2023 7:54,69,80,93,13,0
1/28/2023 8:09,68,79,92,14,0
1/28/2023 8:24,67,78,93,13,0
1/28/2023 8:39,68,77,94,12,0
1/28/2023 8:54,69,78,95,11,0
1/28/2023 9:09,68,77,94,10,0
1/28/2023 9:24,67,78,95,9,0
1/28/2023 9:39,66,77,94,10,0
1/28/2023 9:54,65,76,93,9,0
1/28/2023 10:09,66,75,92,8,0
1/28/2023 10:24,67,76,93,7,0
1/28/2023 10:39,66,77,94,6,0
1/28/2023 10:54,67,76,93,7,0
1/28/2023 11:09,68,75,92,6,0
1/28/2023 11:24,69,74,93,7,0
1/28/2023 11:39,70,75,94,6,0
1/28/2023 11:54,71,74,93,5,0
1/28/2023 12:09,72,73,94,4,0
1/28/2023 12:24,71,74,95,5,0
1/28/2023 12:39,72,75,96,6,0
1/28/2023 12:54,71,74,95,5,0
1/28/2023 13:09,72,73,94,4,0
1/28/2023 13:24,71,72,95,5,0
1/28/2023 13:39,72,71,94,4,0
1/28/2023 13:54,73,72,95,5,0
1/28/2023 14:09,72,71,94,6,0
1/28/2023 14:24,73,72,95,5,0
1/28/2023 14:39,74,73,96,6,0
1/28/2023 14:54,73,72,95,7,0
1/28/2023 15:09,74,71,96,8,0
1/28/2023 15:24,73,72,97,9,0
1/28/2023 15:39,72,73,98,10,0
1/28/2023 15:54,73,72,97,11,0
1/28/2023 16:09,72,73,98,10,0
1/28/2023 16:24,73,72,99,9,0
1/28/2023 16:39,72,71,98,10,0
1/28/2023 16:54,73,70,99,11,0
1/28/2023 17:09,72,70,100,10,0
1/28/2023 17:24,73,70,99,11,0
1/28/2023 17:39,74,70,98,12,0
1/28/2023 17:54,73,70,97,13,0
1/28/2023 18:09,72,71,98,14,0
1/28/2023 18:24,73,70,99,15,0
1/28/2023 18:39,72,71,100,16,0
1/28/2023 18:54,71,72,100,17,0
1/28/2023 19:09,72,73,99,16,0
1/28/2023 19:24,71,74,100,15,0
1/28/2023 19:39,72,73,99,14,0
1/28/2023 19:54,71,74,100,13,0
1/28/2023 20:09,72,73,100,14,0
1/28/2023 20:24,71,72,99,13,0
1/28/2023 20:39,72,73,98,14,0
1/28/2023 20:54,73,72,99,15,0
1/28/2023 21:09,72,73,100,14,0
1/28/2023 21:24,71,74,100,15,0
1/28/2023 21:39,70,75,99,16,0
1/28/2023 21:54,69,74,100,17,0
1/28/2023 22:09,70,73,99,16,0
1/28/2023 22:24,69,74,98,17,0
1/28/2023 22:39,68,73,97,16,0
1/28/2023 22:54,69,72,98,17,0
1/28/2023 23:09,68,73,97,16,0
1/28/2023 23:24,67,72,96,15,0
1/28/2023 23:39,68,73,95,16,0
1/28/2023 23:54,69,74,94,17,0
1/29/2023 0:09,68,75,95,18,0
1/29/2023 0:24,69,74,96,19,0
1/29/2023 0:39,70,73,95,20,0
1/29/2023 0:54,71,74,96,19,0
1/29/2023 1:09,72,75,95,20,0
1/29/2023 1:24,71,76,94,19,0
1/29/2023 1:39,70,77,93,18,0
1/29/2023 1:54,69,76,94,19,0
1/29/2023 2:09,68,77,95,20,0
1/29/2023 2:24,67,78,96,19,0
1/29/2023 2:39,66,79,97,18,0
1/29/2023 2:54,67,78,96,17,0
1/29/2023 3:09,66,77,97,18,0
1/29/2023 3:24,67,76,98,17,0
1/29/2023 3:39,68,77,99,18,0
1/29/2023 3:54,69,78,98,17,0
1/29/2023 4:09,70,79,97,18,0
1/29/2023 4:24,71,80,96,17,0
1/29/2023 4:39,72,80,97,16,0
1/29/2023 4:54,71,80,98,15,0
1/29/2023 5:09,72,80,97,16,0
1/29/2023 5:24,73,80,96,15,0
1/29/2023 5:39,74,80,97,14,0
1/29/2023 5:54,73,79,96,15,0
1/29/2023 6:09,74,80,95,14,0
1/29/2023 6:24,73,79,96,15,0
1/29/2023 6:39,74,78,95,16,0
1/29/2023 6:54,73,79,94,17,0
1/29/2023 7:09,74,78,93,16,0
1/29/2023 7:24,75,77,92,17,0
1/29/2023 7:39,74,76,91,16,0
1/29/2023 7:54,73,75,90,17,0
1/29/2023 8:09,72,76,91,18,0
1/29/2023 8:24,73,77,92,17,0
1/29/2023 8:39,72,76,91,16,0
1/29/2023 8:54,73,77,90,17,0
1/29/2023 9:09,74,76,89,18,0
1/29/2023 9:24,73,77,88,19,0
1/29/2023 9:39,72,78,87,18,0
1/29/2023 9:54,71,77,86,17,0
1/29/2023 10:09,72,78,87,16,0
1/29/2023 10:24,71,77,86,17,0
1/29/2023 10:39,70,78,85,18,0
1/29/2023 10:54,69,77,86,17,0
1/29/2023 11:09,68,78,85,18,0
1/29/2023 11:24,67,79,86,17,0
1/29/2023 11:39,68,80,85,18,0
1/29/2023 11:54,67,80,86,17,0
1/29/2023 12:09,66,80,85,16,0
1/29/2023 12:24,67,79,86,15,0
1/29/2023 12:39,68,80,87,16,0
1/29/2023 12:54,69,79,88,17,0
1/29/2023 13:09,70,78,89,18,0
1/29/2023 13:24,71,77,90,19,0
1/29/2023 13:39,70,78,89,18,0
1/29/2023 13:54,69,79,88,17,0
1/29/2023 14:09,70,80,87,16,0
1/29/2023 14:24,71,79,88,15,0
1/29/2023 14:39,72,78,89,16,0
1/29/2023 14:54,71,77,88,17,0
1/29/2023 15:09,70,78,87,18,0
1/29/2023 15:24,71,77,88,19,0
1/29/2023 15:39,70,78,89,20,0
1/29/2023 15:54,69,77,88,19,0
1/29/2023 16:09,70,76,87,18,0
1/29/2023 16:24,71,75,88,19,0
1/29/2023 16:39,70,76,87,18,0
1/29/2023 16:54,71,77,86,19,0
1/29/2023 17:09,72,76,87,20,0
1/29/2023 17:24,71,77,88,21,0
1/29/2023 17:39,72,78,89,20,0
1/29/2023 17:54,73,79,90,19,0
1/29/2023 18:09,72,78,91,20,0
1/29/2023 18:24,73,79,92,21,0
1/29/2023 18:39,72,80,93,20,0
1/29/2023 18:54,73,79,94,19,0
1/29/2023 19:09,74,80,95,20,0
1/29/2023 19:24,73,79,96,21,0
1/29/2023 19:39,72,80,95,20,0
1/29/2023 19:54,71,80,94,21,0
1/29/2023 20:09,72,80,95,20,0
1/29/2023 20:24,71,80,94,21,0
1/29/2023 20:39,70,80,93,20,0
1/29/2023 20:54,69,80,92,21,0
1/29/2023 21:09,68,80,93,22,0
1/29/2023 21:24,69,79,92,23,0
1/29/2023 21:39,70,78,91,24,0
1/29/2023 21:54,71,79,90,25,0
1/29/2023 22:09,72,80,89,26,0
1/29/2023 22:24,71,80,88,25,0
1/29/2023 22:39,70,80,89,26,0
1/29/2023 22:54,69,79,90,25,0
1/29/2023 23:09,70,80,89,26,0
1/29/2023 23:24,71,80,88,25,0
1/29/2023 23:39,70,80,89,26,0
1/29/2023 23:54,71,79,88,25,0
1/30/2023 0:09,70,78,87,24,0
1/30/2023 0:24,71,77,88,25,0
1/30/2023 0:39,72,78,89,24,0
1/30/2023 0:54,71,79,90,23,0
1/30/2023 1:09,72,80,91,24,0
1/30/2023 1:24,71,80,92,23,0
1/30/2023 1:39,72,79,93,22,0
1/30/2023 1:54,71,78,94,21,0
1/30/2023 2:09,72,79,95,20,0
1/30/2023 2:24,71,80,94,19,0
1/30/2023 2:39,72,80,95,18,0
1/30/2023 2:54,73,79,94,19,0
1/30/2023 3:09,72,80,93,20,0
1/30/2023 3:24,71,80,94,19,0
1/30/2023 3:39,72,79,93,20,0
1/30/2023 3:54,71,78,94,21,0
1/30/2023 4:09,72,77,93,22,0
1/30/2023 4:24,71,78,92,23,0
1/30/2023 4:39,70,79,93,24,0
1/30/2023 4:54,71,78,94,23,0
1/30/2023 5:09,70,77,95,22,0
1/30/2023 5:24,71,76,94,21,0
1/30/2023 5:39,70,77,93,22,0
