Date,satsp,oat
1/28/2023 3:21,62,96
1/28/2023 3:36,61,97
1/28/2023 3:51,62,98
1/28/2023 4:06,63,97
1/28/2023 4:21,64,96
1/28/2023 4:36,65,95
1/28/2023 4:51,66,96
1/28/2023 5:06,67,95
1/28/2023 5:21,66,96
1/28/2023 5:36,67,95
1/28/2023 5:51,66,96
1/28/2023 6:06,67,97
1/28/2023 6:21,68,96
1/28/2023 6:36,67,97
1/28/2023 6:51,66,98
1/28/2023 7:06,67,99
1/28/2023 7:21,68,98
1/28/2023 7:36,67,97
1/28/2023 7:51,66,98
1/28/2023 8:06,67,97
1/28/2023 8:21,68,96
1/28/2023 8:36,69,97
1/28/2023 8:51,68,98
1/28/2023 9:06,69,99
1/28/2023 9:21,68,98
1/28/2023 9:36,69,99
1/28/2023 9:51,70,98
1/28/2023 10:06,69,97
1/28/2023 10:21,68,96
1/28/2023 10:36,67,95
1/28/2023 10:51,66,96
1/28/2023 11:06,67,95
1/28/2023 11:21,66,96
1/28/2023 11:36,65,95
1/28/2023 11:51,66,96
1/28/2023 12:06,67,97
1/28/2023 12:21,66,96
1/28/2023 12:36,65,97
1/28/2023 12:51,64,96
1/28/2023 13:06,65,95
1/28/2023 13:21,64,94
1/28/2023 13:36,63,95
1/28/2023 13:51,64,96
1/28/2023 14:06,63,97
1/28/2023 14:21,62,98
1/28/2023 14:36,63,99
1/28/2023 14:51,64,100
1/28/2023 15:06,65,100
1/28/2023 15:21,66,99
1/28/2023 15:36,67,100
1/28/2023 15:51,68,99
1/28/2023 16:06,69,100
1/28/2023 16:21,68,99
1/28/2023 16:36,69,98
1/28/2023 16:51,70,97
1/28/2023 17:06,69,96
1/28/2023 17:21,68,97
1/28/2023 17:36,67,96
1/28/2023 17:51,68,97
1/28/2023 18:06,69,98
1/28/2023 18:21,70,97
1/28/2023 18:36,69,98
1/28/2023 18:51,70,99
1/28/2023 19:06,71,100
1/28/2023 19:21,72,100
1/28/2023 19:36,71,100
1/28/2023 19:51,70,99
1/28/2023 20:06,69,100
1/28/2023 20:21,68,100
1/28/2023 20:36,67,99
1/28/2023 20:51,66,98
1/28/2023 21:06,67,99
1/28/2023 21:21,66,100
1/28/2023 21:36,67,100
1/28/2023 21:51,66,99
1/28/2023 22:06,67,98
1/28/2023 22:21,68,99
1/28/2023 22:36,69,100
1/28/2023 22:51,70,100
1/28/2023 23:06,71,99
1/28/2023 23:21,70,100
1/28/2023 23:36,71,100
1/28/2023 23:51,70,99
1/29/2023 0:06,69,98
1/29/2023 0:21,68,97
1/29/2023 0:36,69,98
1/29/2023 0:51,68,97
1/29/2023 1:06,69,96
1/29/2023 1:21,70,97
1/29/2023 1:36,69,96
1/29/2023 1:51,70,95
1/29/2023 2:06,69,96
1/29/2023 2:21,70,95
1/29/2023 2:36,71,96
1/29/2023 2:51,70,97
1/29/2023 3:06,69,96
1/29/2023 3:21,68,95
1/29/2023 3:36,69,96
1/29/2023 3:51,70,97
1/29/2023 4:06,71,98
1/29/2023 4:21,72,99
1/29/2023 4:36,73,98
1/29/2023 4:51,74,99
1/29/2023 5:06,75,100
1/29/2023 5:21,76,99
1/29/2023 5:36,77,100
1/29/2023 5:51,78,99
1/29/2023 6:06,77,100
1/29/2023 6:21,76,99
1/29/2023 6:36,75,98
1/29/2023 6:51,74,99
1/29/2023 7:06,73,100
1/29/2023 7:21,72,100
1/29/2023 7:36,73,99
1/29/2023 7:51,72,98
1/29/2023 8:06,71,97
1/29/2023 8:21,70,98
1/29/2023 8:36,69,99
1/29/2023 8:51,70,98
1/29/2023 9:06,71,99
1/29/2023 9:21,72,98
1/29/2023 9:36,71,97
1/29/2023 9:51,70,98
1/29/2023 10:06,71,97
1/29/2023 10:21,72,98
1/29/2023 10:36,73,97
1/29/2023 10:51,74,98
1/29/2023 11:06,73,97
1/29/2023 11:21,74,98
1/29/2023 11:36,73,99
1/29/2023 11:51,72,100
1/29/2023 12:06,71,99
1/29/2023 12:21,70,98
1/29/2023 12:36,71,99
1/29/2023 12:51,70,98
1/29/2023 13:06,69,99
1/29/2023 13:21,68,98
1/29/2023 13:36,67,97
1/29/2023 13:51,66,96
1/29/2023 14:06,67,97
1/29/2023 14:21,68,96
1/29/2023 14:36,69,97
1/29/2023 14:51,70,96
1/29/2023 15:06,69,97
1/29/2023 15:21,68,96
1/29/2023 15:36,69,97
1/29/2023 15:51,70,98
1/29/2023 16:06,71,99
1/29/2023 16:21,70,100
1/29/2023 16:36,69,99
1/29/2023 16:51,70,98
1/29/2023 17:06,69,99
1/29/2023 17:21,70,100
1/29/2023 17:36,69,99
1/29/2023 17:51,68,98
1/29/2023 18:06,69,99
1/29/2023 18:21,70,98
1/29/2023 18:36,71,97
1/29/2023 18:51,70,98
1/29/2023 19:06,69,97
1/29/2023 19:21,68,96
1/29/2023 19:36,67,95
1/29/2023 19:51,68,96
1/29/2023 20:06,67,95
1/29/2023 20:21,68,96
1/29/2023 20:36,67,97
1/29/2023 20:51,68,98
1/29/2023 21:06,67,97
1/29/2023 21:21,66,96
1/29/2023 21:36,65,97
1/29/2023 21:51,64,96
1/29/2023 22:06,63,97
1/29/2023 22:21,64,98
1/29/2023 22:36,63,97
1/29/2023 22:51,64,96
1/29/2023 23:06,65,95
1/29/2023 23:21,66,96
1/29/2023 23:36,65,95
1/29/2023 23:51,66,96
1/30/2023 0:06,65,97
1/30/2023 0:21,66,96
1/30/2023 0:36,65,95
1/30/2023 0:51,66,96
1/30/2023 1:06,65,97
1/30/2023 1:21,66,98
1/30/2023 1:36,67,97
1/30/2023 1:51,66,96
1/30/2023 2:06,67,97
1/30/2023 2:21,68,96
1/30/2023 2:36,67,97
1/30/2023 2:51,66,98
1/30/2023 3:06,65,99
1/30/2023 3:21,66,100
1/30/2023 3:36,67,99
1/30/2023 3:51,66,100
1/30/2023 4:06,65,99
1/30/2023 4:21,64,100
1/30/2023 4:36,65,100
1/30/2023 4:51,66,100
1/30/2023 5:06,67,100
1/30/2023 5:21,68,100
1/30/2023 5:36,69,100
1/30/2023 5:51,68,100
1/30/2023 6:06,67,100
1/30/2023 6:21,68,100
1/30/2023 6:36,69,100
1/30/2023 6:51,68,100
1/30/2023 7:06,67,99
1/30/2023 7:21,68,100
1/30/2023 7:36,67,100
1/30/2023 7:51,68,100
1/30/2023 8:06,67,99
1/30/2023 8:21,68,100
1/30/2023 8:36,67,100
1/30/2023 8:51,66,100
1/30/2023 9:06,67,99
1/30/2023 9:21,68,98
1/30/2023 9:36,67,97
1/30/2023 9:51,66,98
1/30/2023 10:06,65,97
1/30/2023 10:21,66,98
1/30/2023 10:36,65,99
1/30/2023 10:51,66,98
1/30/2023 11:06,67,99
1/30/2023 11:21,68,98
1/30/2023 11:36,67,99
1/30/2023 11:51,66,98
1/30/2023 12:06,67,97
1/30/2023 12:21,66,96
1/30/2023 12:36,65,97
1/30/2023 12:51,64,98
1/30/2023 13:06,63,99
1/30/2023 13:21,62,100
1/30/2023 13:36,63,100
1/30/2023 13:51,64,99
1/30/2023 14:06,65,98
1/30/2023 14:21,66,97
1/30/2023 14:36,67,96
1/30/2023 14:51,66,95
1/30/2023 15:06,65,94
1/30/2023 15:21,64,93
1/30/2023 15:36,65,92
1/30/2023 15:51,66,91
1/30/2023 16:06,67,92
1/30/2023 16:21,66,91
1/30/2023 16:36,65,90
1/30/2023 16:51,66,91
1/30/2023 17:06,67,92
1/30/2023 17:21,68,93
1/30/2023 17:36,69,94
1/30/2023 17:51,68,93
1/30/2023 18:06,69,94
1/30/2023 18:21,68,93
1/30/2023 18:36,67,92
1/30/2023 18:51,66,91
1/30/2023 19:06,65,92
1/30/2023 19:21,66,93
1/30/2023 19:36,67,92
1/30/2023 19:51,68,91
1/30/2023 20:06,67,90
1/30/2023 20:21,66,91
1/30/2023 20:36,65,90
1/30/2023 20:51,64,89
1/30/2023 21:06,63,88
1/30/2023 21:21,64,89
1/30/2023 21:36,65,90
1/30/2023 21:51,66,89
1/30/2023 22:06,65,88
1/30/2023 22:21,66,87
1/30/2023 22:36,65,86
1/30/2023 22:51,66,85
1/30/2023 23:06,65,86
1/30/2023 23:21,64,87
1/30/2023 23:36,63,88
1/30/2023 23:51,64,87
1/31/2023 0:06,65,86
1/31/2023 0:21,64,87
1/31/2023 0:36,63,88
1/31/2023 0:51,62,89
1/31/2023 1:06,63,90
1/31/2023 1:21,62,89
1/31/2023 1:36,61,90
1/31/2023 1:51,60,91
1/31/2023 2:06,61,92
1/31/2023 2:21,60,93
1/31/2023 2:36,60,94
1/31/2023 2:51,60,95
1/31/2023 3:06,60,96
1/31/2023 3:21,60,95
1/31/2023 3:36,61,94
1/31/2023 3:51,60,95
1/31/2023 4:06,61,96
1/31/2023 4:21,62,95
1/31/2023 4:36,63,94
1/31/2023 4:51,62,95
1/31/2023 5:06,61,94
1/31/2023 5:21,60,93
1/31/2023 5:36,60,94
1/31/2023 5:51,60,95
1/31/2023 6:06,60,96
1/31/2023 6:21,60,97
1/31/2023 6:36,60,96
1/31/2023 6:51,60,95
1/31/2023 7:06,61,96
1/31/2023 7:21,60,95
1/31/2023 7:36,61,94
1/31/2023 7:51,60,93
1/31/2023 8:06,60,92
1/31/2023 8:21,61,91
1/31/2023 8:36,62,90
1/31/2023 8:51,61,89
1/31/2023 9:06,62,90
1/31/2023 9:21,61,91
1/31/2023 9:36,60,92
1/31/2023 9:51,61,93
1/31/2023 10:06,62,94
1/31/2023 10:21,63,93
1/31/2023 10:36,62,92
1/31/2023 10:51,61,93
1/31/2023 11:06,62,94
1/31/2023 11:21,63,93
1/31/2023 11:36,62,92
1/31/2023 11:51,63,91
1/31/2023 12:06,64,90
1/31/2023 12:21,65,89
1/31/2023 12:36,64,88
1/31/2023 12:51,65,89
1/31/2023 13:06,66,90
1/31/2023 13:21,67,91
1/31/2023 13:36,66,90
1/31/2023 13:51,65,91
1/31/2023 14:06,66,90
1/31/2023 14:21,67,89
1/31/2023 14:36,68,88
1/31/2023 14:51,67,89
1/31/2023 15:06,68,90
1/31/2023 15:21,67,89
1/31/2023 15:36,68,90
1/31/2023 15:51,69,89
1/31/2023 16:06,68,88
1/31/2023 16:21,67,89
1/31/2023 16:36,66,88
1/31/2023 16:51,67,87
1/31/2023 17:06,68,88
1/31/2023 17:21,69,89
1/31/2023 17:36,68,90
1/31/2023 17:51,69,91
1/31/2023 18:06,70,90
1/31/2023 18:21,71,89
1/31/2023 18:36,70,88
1/31/2023 18:51,71,87
1/31/2023 19:06,70,86
1/31/2023 19:21,71,85
1/31/2023 19:36,72,84
1/31/2023 19:51,71,85
1/31/2023 20:06,70,86
1/31/2023 20:21,69,87
1/31/2023 20:36,70,88
1/31/2023 20:51,71,89
1/31/2023 21:06,70,90
1/31/2023 21:21,69,89
1/31/2023 21:36,68,88
1/31/2023 21:51,67,87
1/31/2023 22:06,66,86
1/31/2023 22:21,67,85
1/31/2023 22:36,68,86
1/31/2023 22:51,67,85
1/31/2023 23:06,66,86
1/31/2023 23:21,65,85
1/31/2023 23:36,66,84
1/31/2023 23:51,65,85
2/1/2023 0:06,64,84
2/1/2023 0:21,63,83
2/1/2023 0:36,62,84
2/1/2023 0:51,63,83
2/1/2023 1:06,62,84
2/1/2023 1:21,63,83
2/1/2023 1:36,62,84
2/1/2023 1:51,63,85
2/1/2023 2:06,62,84
2/1/2023 2:21,63,83
2/1/2023 2:36,64,84
2/1/2023 2:51,63,83
2/1/2023 3:06,62,82
2/1/2023 3:21,61,81
2/1/2023 3:36,62,80
2/1/2023 3:51,61,79
2/1/2023 4:06,60,80
2/1/2023 4:21,60,81
2/1/2023 4:36,60,80
2/1/2023 4:51,61,81
2/1/2023 5:06,60,82
2/1/2023 5:21,61,83
2/1/2023 5:36,62,84
2/1/2023 5:51,61,85
2/1/2023 6:06,62,86
2/1/2023 6:21,63,85
2/1/2023 6:36,64,86
2/1/2023 6:51,63,85
2/1/2023 7:06,64,86
2/1/2023 7:21,63,85
2/1/2023 7:36,62,84
2/1/2023 7:51,63,85
2/1/2023 8:06,64,84
2/1/2023 8:21,63,83
2/1/2023 8:36,64,84
2/1/2023 8:51,63,83
2/1/2023 9:06,64,84
2/1/2023 9:21,63,83
2/1/2023 9:36,62,82
2/1/2023 9:51,63,81
2/1/2023 10:06,62,80
2/1/2023 10:21,63,81
2/1/2023 10:36,64,80
2/1/2023 10:51,65,81
2/1/2023 11:06,64,80
2/1/2023 11:21,63,79
2/1/2023 11:36,62,80
2/1/2023 11:51,61,81
2/1/2023 12:06,60,82
2/1/2023 12:21,61,83
2/1/2023 12:36,60,82
2/1/2023 12:51,61,83
2/1/2023 13:06,60,82
2/1/2023 13:21,61,83
2/1/2023 13:36,60,84
2/1/2023 13:51,60,83
2/1/2023 14:06,61,82
2/1/2023 14:21,62,81
2/1/2023 14:36,61,80
2/1/2023 14:51,60,81
2/1/2023 15:06,61,82
2/1/2023 15:21,62,81
2/1/2023 15:36,63,80
2/1/2023 15:51,62,79
2/1/2023 16:06,63,78
2/1/2023 16:21,62,79
2/1/2023 16:36,61,78
2/1/2023 16:51,60,77
2/1/2023 17:06,60,78
2/1/2023 17:21,61,77
2/1/2023 17:36,60,78
2/1/2023 17:51,60,77
2/1/2023 18:06,60,78
2/1/2023 18:21,60,77
2/1/2023 18:36,60,76
2/1/2023 18:51,61,75
2/1/2023 19:06,60,74
2/1/2023 19:21,60,73
2/1/2023 19:36,61,72
2/1/2023 19:51,60,71
2/1/2023 20:06,60,70
2/1/2023 20:21,60,69
2/1/2023 20:36,61,68
2/1/2023 20:51,62,67
2/1/2023 21:06,61,66
2/1/2023 21:21,62,65
2/1/2023 21:36,63,64
2/1/2023 21:51,64,65
2/1/2023 22:06,65,66
2/1/2023 22:21,64,67
2/1/2023 22:36,65,68
2/1/2023 22:51,64,67
2/1/2023 23:06,65,68
2/1/2023 23:21,64,67
2/1/2023 23:36,65,66
2/1/2023 23:51,66,67
2/2/2023 0:06,67,66
2/2/2023 0:21,68,65
2/2/2023 0:36,69,64
2/2/2023 0:51,70,63
2/2/2023 1:06,69,62
2/2/2023 1:21,68,63
2/2/2023 1:36,69,64
2/2/2023 1:51,68,63
2/2/2023 2:06,69,64
2/2/2023 2:21,70,65
2/2/2023 2:36,71,64
2/2/2023 2:51,70,65
2/2/2023 3:06,71,64
2/2/2023 3:21,70,63
2/2/2023 3:36,69,64
2/2/2023 3:51,68,63
2/2/2023 4:06,67,62
2/2/2023 4:21,66,63
2/2/2023 4:36,67,64
2/2/2023 4:51,68,65
2/2/2023 5:06,69,64
2/2/2023 5:21,68,63
2/2/2023 5:36,69,62
2/2/2023 5:51,68,61
2/2/2023 6:06,67,62
2/2/2023 6:21,66,63
2/2/2023 6:36,67,62
2/2/2023 6:51,66,61
2/2/2023 7:06,67,60
2/2/2023 7:21,66,61
2/2/2023 7:36,67,60
2/2/2023 7:51,68,59
2/2/2023 8:06,67,60
2/2/2023 8:21,66,61
2/2/2023 8:36,65,62
2/2/2023 8:51,64,61
2/2/2023 9:06,65,60
2/2/2023 9:21,64,61
2/2/2023 9:36,63,60
2/2/2023 9:51,62,61
2/2/2023 10:06,61,60
2/2/2023 10:21,62,61
2/2/2023 10:36,63,62
2/2/2023 10:51,62,63
2/2/2023 11:06,63,62
2/2/2023 11:21,62,63
2/2/2023 11:36,63,64
2/2/2023 11:51,64,63
2/2/2023 12:06,65,62
2/2/2023 12:21,64,63
2/2/2023 12:36,65,62
2/2/2023 12:51,64,61
2/2/2023 13:06,65,62
2/2/2023 13:21,64,63
2/2/2023 13:36,63,64
2/2/2023 13:51,64,63
2/2/2023 14:06,65,62
2/2/2023 14:21,66,63
2/2/2023 14:36,67,62
2/2/2023 14:51,66,63
2/2/2023 15:06,65,62
2/2/2023 15:21,64,63
2/2/2023 15:36,65,64
2/2/2023 15:51,66,65
2/2/2023 16:06,65,66
2/2/2023 16:21,64,65
2/2/2023 16:36,65,64
2/2/2023 16:51,66,63
2/2/2023 17:06,67,64
2/2/2023 17:21,66,63
2/2/2023 17:36,65,64
2/2/2023 17:51,66,65
2/2/2023 18:06,65,66
2/2/2023 18:21,66,65
2/2/2023 18:36,67,64
2/2/2023 18:51,66,63
2/2/2023 19:06,65,62
2/2/2023 19:21,64,63
2/2/2023 19:36,63,62
2/2/2023 19:51,64,61
2/2/2023 20:06,63,60
2/2/2023 20:21,62,59
2/2/2023 20:36,61,58
2/2/2023 20:51,60,57
2/2/2023 21:06,60,56
2/2/2023 21:21,61,55
2/2/2023 21:36,62,56
2/2/2023 21:51,61,55
2/2/2023 22:06,60,54
2/2/2023 22:21,61,55
2/2/2023 22:36,60,54
2/2/2023 22:51,61,55
2/2/2023 23:06,60,56
2/2/2023 23:21,60,55
2/2/2023 23:36,61,54
2/2/2023 23:51,62,53
2/3/2023 0:06,63,54
2/3/2023 0:21,64,55
2/3/2023 0:36,65,56
2/3/2023 0:51,64,55
2/3/2023 1:06,63,54
2/3/2023 1:21,62,53
2/3/2023 1:36,61,52
2/3/2023 1:51,62,53
2/3/2023 2:06,61,52
2/3/2023 2:21,60,51
2/3/2023 2:36,61,50
2/3/2023 2:51,62,49
2/3/2023 3:06,63,48
2/3/2023 3:21,64,49
2/3/2023 3:36,65,48
2/3/2023 3:51,64,49
2/3/2023 4:06,65,50
2/3/2023 4:21,66,51
2/3/2023 4:36,65,50
2/3/2023 4:51,66,49
2/3/2023 5:06,65,48
2/3/2023 5:21,64,49
2/3/2023 5:36,63,50
2/3/2023 5:51,64,49
2/3/2023 6:06,65,50
2/3/2023 6:21,66,51
2/3/2023 6:36,65,50
2/3/2023 6:51,66,51
2/3/2023 7:06,67,52
2/3/2023 7:21,68,51
2/3/2023 7:36,67,50
2/3/2023 7:51,68,51
2/3/2023 8:06,67,50
2/3/2023 8:21,68,51
2/3/2023 8:36,67,52
2/3/2023 8:51,68,53
2/3/2023 9:06,69,52
2/3/2023 9:21,68,53
2/3/2023 9:36,67,52
2/3/2023 9:51,66,51
2/3/2023 10:06,67,52
2/3/2023 10:21,68,51
2/3/2023 10:36,69,52
2/3/2023 10:51,68,53
2/3/2023 11:06,69,52
2/3/2023 11:21,70,51
2/3/2023 11:36,71,50
2/3/2023 11:51,72,49
2/3/2023 12:06,71,50
2/3/2023 12:21,70,49
2/3/2023 12:36,69,50
2/3/2023 12:51,70,51
2/3/2023 13:06,69,52
2/3/2023 13:21,68,51
2/3/2023 13:36,67,50
2/3/2023 13:51,66,51
2/3/2023 14:06,65,50
2/3/2023 14:21,64,49
2/3/2023 14:36,63,50
2/3/2023 14:51,62,49
2/3/2023 15:06,61,48
2/3/2023 15:21,60,47
2/3/2023 15:36,61,46
2/3/2023 15:51,60,45
2/3/2023 16:06,61,44
2/3/2023 16:21,60,43
2/3/2023 16:36,60,42
2/3/2023 16:51,61,41
2/3/2023 17:06,60,42
2/3/2023 17:21,61,43
2/3/2023 17:36,62,42
2/3/2023 17:51,61,43
2/3/2023 18:06,62,42
2/3/2023 18:21,63,41
2/3/2023 18:36,64,42
2/3/2023 18:51,65,43
2/3/2023 19:06,66,44
2/3/2023 19:21,65,43
2/3/2023 19:36,66,44
2/3/2023 19:51,65,43
2/3/2023 20:06,66,44
2/3/2023 20:21,65,43
2/3/2023 20:36,66,44
2/3/2023 20:51,65,45
2/3/2023 21:06,66,46
2/3/2023 21:21,65,45
2/3/2023 21:36,66,44
2/3/2023 21:51,67,43
2/3/2023 22:06,68,42
2/3/2023 22:21,69,41
2/3/2023 22:36,70,40
2/3/2023 22:51,71,39
2/3/2023 23:06,72,38
2/3/2023 23:21,73,39
2/3/2023 23:36,74,40
2/3/2023 23:51,75,41
2/4/2023 0:06,74,42
2/4/2023 0:21,75,41
2/4/2023 0:36,76,40
2/4/2023 0:51,75,39
2/4/2023 1:06,74,40
2/4/2023 1:21,75,39
2/4/2023 1:36,76,38
2/4/2023 1:51,75,37
2/4/2023 2:06,76,38
2/4/2023 2:21,77,37
2/4/2023 2:36,76,38
2/4/2023 2:51,75,39
2/4/2023 3:06,74,40
2/4/2023 3:21,75,41
2/4/2023 3:36,74,42
2/4/2023 3:51,75,41
2/4/2023 4:06,74,42
2/4/2023 4:21,73,43
2/4/2023 4:36,72,44
2/4/2023 4:51,73,45
2/4/2023 5:06,72,46
2/4/2023 5:21,73,45
2/4/2023 5:36,74,46
2/4/2023 5:51,73,47
2/4/2023 6:06,74,48
2/4/2023 6:21,73,49
2/4/2023 6:36,72,48
2/4/2023 6:51,73,47
2/4/2023 7:06,72,46
2/4/2023 7:21,71,47
2/4/2023 7:36,70,48
2/4/2023 7:51,69,47
2/4/2023 8:06,70,46
2/4/2023 8:21,71,47
2/4/2023 8:36,72,46
2/4/2023 8:51,71,47
2/4/2023 9:06,72,46
2/4/2023 9:21,71,47
2/4/2023 9:36,70,46
2/4/2023 9:51,71,45
2/4/2023 10:06,70,44
2/4/2023 10:21,69,43
2/4/2023 10:36,70,44
2/4/2023 10:51,71,43
2/4/2023 11:06,72,42
2/4/2023 11:21,73,43
2/4/2023 11:36,72,44
2/4/2023 11:51,73,45
2/4/2023 12:06,72,44
2/4/2023 12:21,71,45
2/4/2023 12:36,72,46
2/4/2023 12:51,73,47
2/4/2023 13:06,74,46
2/4/2023 13:21,75,47
2/4/2023 13:36,74,46
2/4/2023 13:51,75,45
2/4/2023 14:06,76,46
2/4/2023 14:21,77,45
2/4/2023 14:36,78,44
2/4/2023 14:51,77,45
2/4/2023 15:06,76,46
2/4/2023 15:21,77,47
2/4/2023 15:36,76,48
2/4/2023 15:51,75,49
2/4/2023 16:06,74,48
2/4/2023 16:21,73,49
2/4/2023 16:36,72,48
2/4/2023 16:51,71,47
2/4/2023 17:06,72,46
2/4/2023 17:21,73,47
2/4/2023 17:36,74,48
2/4/2023 17:51,75,49
2/4/2023 18:06,76,50
2/4/2023 18:21,75,51
2/4/2023 18:36,76,52
2/4/2023 18:51,77,51
2/4/2023 19:06,78,50
2/4/2023 19:21,79,51
2/4/2023 19:36,78,52
2/4/2023 19:51,79,53
2/4/2023 20:06,80,52
2/4/2023 20:21,81,53
2/4/2023 20:36,80,54
2/4/2023 20:51,79,55
2/4/2023 21:06,78,54
2/4/2023 21:21,77,55
2/4/2023 21:36,78,54
2/4/2023 21:51,79,53
2/4/2023 22:06,80,52
2/4/2023 22:21,81,51
2/4/2023 22:36,80,52
2/4/2023 22:51,79,53
2/4/2023 23:06,78,52
2/4/2023 23:21,77,53
2/4/2023 23:36,76,54
2/4/2023 23:51,77,53
2/5/2023 0:06,78,52
2/5/2023 0:21,79,51
2/5/2023 0:36,78,52
2/5/2023 0:51,77,53
2/5/2023 1:06,76,52
2/5/2023 1:21,77,53
2/5/2023 1:36,76,54
2/5/2023 1:51,75,55
2/5/2023 2:06,76,56
2/5/2023 2:21,75,57
2/5/2023 2:36,76,58
2/5/2023 2:51,77,59
2/5/2023 3:06,78,58
2/5/2023 3:21,77,59
2/5/2023 3:36,76,58
2/5/2023 3:51,77,57
2/5/2023 4:06,76,58
2/5/2023 4:21,75,57
2/5/2023 4:36,76,56
2/5/2023 4:51,77,57
2/5/2023 5:06,76,58
2/5/2023 5:21,75,59
2/5/2023 5:36,74,58
2/5/2023 5:51,73,59
2/5/2023 6:06,72,58
2/5/2023 6:21,71,59
2/5/2023 6:36,70,60
2/5/2023 6:51,71,59
2/5/2023 7:06,72,60
2/5/2023 7:21,73,61
2/5/2023 7:36,74,62
2/5/2023 7:51,75,61
2/5/2023 8:06,76,62
2/5/2023 8:21,75,61
2/5/2023 8:36,76,62
2/5/2023 8:51,75,61
2/5/2023 9:06,76,62
2/5/2023 9:21,75,61
2/5/2023 9:36,76,60
2/5/2023 9:51,75,61
2/5/2023 10:06,76,60
2/5/2023 10:21,77,61
2/5/2023 10:36,76,62
2/5/2023 10:51,77,63
2/5/2023 11:06,78,62
2/5/2023 11:21,77,63
2/5/2023 11:36,78,62
2/5/2023 11:51,77,61
2/5/2023 12:06,76,60
2/5/2023 12:21,75,59
2/5/2023 12:36,74,58
2/5/2023 12:51,75,57
2/5/2023 13:06,76,58
2/5/2023 13:21,75,59
2/5/2023 13:36,76,60
2/5/2023 13:51,75,59
2/5/2023 14:06,76,58
2/5/2023 14:21,77,57
2/5/2023 14:36,76,56
2/5/2023 14:51,77,57
2/5/2023 15:06,78,56
2/5/2023 15:21,77,57
2/5/2023 15:36,76,58
2/5/2023 15:51,77,57
2/5/2023 16:06,78,56
2/5/2023 16:21,79,55
2/5/2023 16:36,80,54
2/5/2023 16:51,79,53
2/5/2023 17:06,80,52
2/5/2023 17:21,81,51
2/5/2023 17:36,80,52
2/5/2023 17:51,79,53
2/5/2023 18:06,78,54
2/5/2023 18:21,79,53
2/5/2023 18:36,78,54
2/5/2023 18:51,79,53
2/5/2023 19:06,78,54
2/5/2023 19:21,77,53
2/5/2023 19:36,76,54
2/5/2023 19:51,75,53
2/5/2023 20:06,74,52
2/5/2023 20:21,73,53
2/5/2023 20:36,74,54
2/5/2023 20:51,75,55
2/5/2023 21:06,74,54
2/5/2023 21:21,75,55
2/5/2023 21:36,74,56
2/5/2023 21:51,73,57
2/5/2023 22:06,72,58
2/5/2023 22:21,73,59
2/5/2023 22:36,72,60
2/5/2023 22:51,71,61
2/5/2023 23:06,70,62
2/5/2023 23:21,71,63
2/5/2023 23:36,70,62
2/5/2023 23:51,69,63
2/6/2023 0:06,68,64
2/6/2023 0:21,69,63
2/6/2023 0:36,70,64
2/6/2023 0:51,71,65
2/6/2023 1:06,70,66
2/6/2023 1:21,71,67
2/6/2023 1:36,70,68
2/6/2023 1:51,71,69
2/6/2023 2:06,70,70
2/6/2023 2:21,69,69
2/6/2023 2:36,68,70
2/6/2023 2:51,69,71
2/6/2023 3:06,70,70
2/6/2023 3:21,71,69
2/6/2023 3:36,72,68
2/6/2023 3:51,71,69
2/6/2023 4:06,70,68
2/6/2023 4:21,71,67
2/6/2023 4:36,72,66
2/6/2023 4:51,71,67
2/6/2023 5:06,72,66
2/6/2023 5:21,73,65
2/6/2023 5:36,72,64
2/6/2023 5:51,71,65
2/6/2023 6:06,70,66
2/6/2023 6:21,71,67
2/6/2023 6:36,70,68
2/6/2023 6:51,69,67
2/6/2023 7:06,68,66
2/6/2023 7:21,67,65
2/6/2023 7:36,66,66
2/6/2023 7:51,65,67
2/6/2023 8:06,66,66
2/6/2023 8:21,65,67
2/6/2023 8:36,64,68
2/6/2023 8:51,63,69
2/6/2023 9:06,64,70
2/6/2023 9:21,65,71
2/6/2023 9:36,64,72
2/6/2023 9:51,63,73
2/6/2023 10:06,64,72
2/6/2023 10:21,63,73
2/6/2023 10:36,64,72
2/6/2023 10:51,65,71
2/6/2023 11:06,64,70
2/6/2023 11:21,63,69
2/6/2023 11:36,64,68
2/6/2023 11:51,65,69
2/6/2023 12:06,66,70
2/6/2023 12:21,67,71
2/6/2023 12:36,68,72
2/6/2023 12:51,69,73
2/6/2023 13:06,68,72
2/6/2023 13:21,67,73
2/6/2023 13:36,68,74
2/6/2023 13:51,69,75
2/6/2023 14:06,68,74
2/6/2023 14:21,69,73
2/6/2023 14:36,68,74
2/6/2023 14:51,67,75
2/6/2023 15:06,68,76
2/6/2023 15:21,67,77
2/6/2023 15:36,68,76
2/6/2023 15:51,69,75
2/6/2023 16:06,70,74
2/6/2023 16:21,69,73
2/6/2023 16:36,68,72
2/6/2023 16:51,67,73
2/6/2023 17:06,66,74
2/6/2023 17:21,65,73
2/6/2023 17:36,66,72
2/6/2023 17:51,67,73
2/6/2023 18:06,68,74
2/6/2023 18:21,69,75
2/6/2023 18:36,68,76
2/6/2023 18:51,67,77
2/6/2023 19:06,68,76
2/6/2023 19:21,69,75
2/6/2023 19:36,68,76
2/6/2023 19:51,67,77
2/6/2023 20:06,66,76
