Date,heating_sig,economizer_sig,cooling_sig
2022-12-31 01:41:00,42,85,23
2022-12-31 01:56:00,43,86,22
2022-12-31 02:11:00,42,85,21
2022-12-31 02:26:00,43,84,20
2022-12-31 02:41:00,44,85,19
2022-12-31 02:56:00,43,84,20
2022-12-31 03:11:00,42,85,21
2022-12-31 03:26:00,43,84,20
2022-12-31 03:41:00,42,85,21
2022-12-31 03:56:00,41,84,20
2022-12-31 04:11:00,42,83,21
2022-12-31 04:26:00,43,84,20
2022-12-31 04:41:00,44,85,19
2022-12-31 04:56:00,43,84,20
2022-12-31 05:11:00,44,85,19
2022-12-31 05:26:00,43,84,20
2022-12-31 05:41:00,44,85,21
2022-12-31 05:56:00,43,84,22
2022-12-31 06:11:00,44,83,23
2022-12-31 06:26:00,45,84,22
2022-12-31 06:41:00,46,85,23
2022-12-31 06:56:00,45,86,22
2022-12-31 07:11:00,46,87,23
2022-12-31 07:26:00,45,88,24
2022-12-31 07:41:00,46,89,25
2022-12-31 07:56:00,45,90,24
2022-12-31 08:11:00,46,89,23
2022-12-31 08:26:00,47,88,24
2022-12-31 08:41:00,48,87,23
2022-12-31 08:56:00,47,86,22
2022-12-31 09:11:00,46,87,21
2022-12-31 09:26:00,45,88,20
2022-12-31 09:41:00,46,89,21
2022-12-31 09:56:00,45,90,20
2022-12-31 10:11:00,44,91,21
2022-12-31 10:26:00,43,90,22
2022-12-31 10:41:00,44,89,21
2022-12-31 10:56:00,43,90,20
2022-12-31 11:11:00,44,91,19
2022-12-31 11:26:00,45,90,20
2022-12-31 11:41:00,46,91,21
2022-12-31 11:56:00,47,92,22
2022-12-31 12:11:00,46,91,21
2022-12-31 12:26:00,47,92,22
2022-12-31 12:41:00,48,93,23
2022-12-31 12:56:00,49,92,22
2022-12-31 13:11:00,50,91,21
2022-12-31 13:26:00,49,90,22
2022-12-31 13:41:00,50,91,23
2022-12-31 13:56:00,49,92,24
2022-12-31 14:11:00,50,91,23
2022-12-31 14:26:00,49,90,24
2022-12-31 14:41:00,50,91,23
2022-12-31 14:56:00,51,90,22
2022-12-31 15:11:00,50,89,21
2022-12-31 15:26:00,49,90,22
2022-12-31 15:41:00,48,91,21
2022-12-31 15:56:00,47,90,22
2022-12-31 16:11:00,46,89,21
2022-12-31 16:26:00,45,88,22
2022-12-31 16:41:00,44,89,21
2022-12-31 16:56:00,45,88,20
2022-12-31 17:11:00,44,89,21
2022-12-31 17:26:00,43,88,22
2022-12-31 17:41:00,42,89,21
2022-12-31 17:56:00,41,88,22
2022-12-31 18:11:00,40,87,23
2022-12-31 18:26:00,41,86,24
2022-12-31 18:41:00,42,85,25
2022-12-31 18:56:00,43,86,26
2022-12-31 19:11:00,42,87,27
2022-12-31 19:26:00,41,88,28
2022-12-31 19:41:00,40,89,29
2022-12-31 19:56:00,41,88,30
2022-12-31 20:11:00,40,87,29
2022-12-31 20:26:00,39,86,28
2022-12-31 20:41:00,40,85,27
2022-12-31 20:56:00,39,84,28
2022-12-31 21:11:00,40,83,27
2022-12-31 21:26:00,41,82,26
2022-12-31 21:41:00,40,81,27
2022-12-31 21:56:00,39,80,28
2022-12-31 22:11:00,40,79,29
2022-12-31 22:26:00,39,78,30
2022-12-31 22:41:00,38,77,31
2022-12-31 22:56:00,37,78,32
2022-12-31 23:11:00,38,77,31
2022-12-31 23:26:00,39,78,30
2022-12-31 23:41:00,40,77,31
2022-12-31 23:56:00,39,78,32
2023-01-01 00:11:00,40,79,33
2023-01-01 00:26:00,41,80,32
2023-01-01 00:41:00,42,81,31
2023-01-01 00:56:00,43,80,32
2023-01-01 01:11:00,44,79,31
2023-01-01 01:26:00,45,78,30
2023-01-01 01:41:00,46,79,31
2023-01-01 01:56:00,47,80,32
2023-01-01 02:11:00,48,81,31
2023-01-01 02:26:00,49,82,32
2023-01-01 02:41:00,48,83,31
2023-01-01 02:56:00,49,82,30
2023-01-01 03:11:00,48,83,31
2023-01-01 03:26:00,47,84,32
2023-01-01 03:41:00,48,83,33
2023-01-01 03:56:00,49,82,34
2023-01-01 04:11:00,50,83,33
2023-01-01 04:26:00,51,84,34
2023-01-01 04:41:00,52,83,33
2023-01-01 04:56:00,51,84,34
2023-01-01 05:11:00,52,85,33
2023-01-01 05:26:00,51,86,32
2023-01-01 05:41:00,52,87,31
2023-01-01 05:56:00,53,88,32
2023-01-01 06:11:00,54,89,33
2023-01-01 06:26:00,55,88,34
2023-01-01 06:41:00,56,87,33
2023-01-01 06:56:00,55,88,34
2023-01-01 07:11:00,56,89,35
2023-01-01 07:26:00,55,88,34
2023-01-01 07:41:00,54,87,33
2023-01-01 07:56:00,53,88,32
2023-01-01 08:11:00,52,87,33
2023-01-01 08:26:00,53,86,34
2023-01-01 08:41:00,54,87,33
2023-01-01 08:56:00,53,86,32
2023-01-01 09:11:00,54,87,31
2023-01-01 09:26:00,53,86,30
2023-01-01 09:41:00,52,87,31
2023-01-01 09:56:00,51,86,30
2023-01-01 10:11:00,50,87,29
2023-01-01 10:26:00,51,88,28
2023-01-01 10:41:00,52,89,27
2023-01-01 10:56:00,53,88,26
2023-01-01 11:11:00,52,87,27
2023-01-01 11:26:00,51,86,26
2023-01-01 11:41:00,52,85,27
2023-01-01 11:56:00,51,86,28
2023-01-01 12:11:00,50,85,27
2023-01-01 12:26:00,49,84,28
2023-01-01 12:41:00,50,83,29
2023-01-01 12:56:00,51,82,30
2023-01-01 13:11:00,50,83,31
2023-01-01 13:26:00,49,82,30
2023-01-01 13:41:00,50,83,31
2023-01-01 13:56:00,49,84,32
2023-01-01 14:11:00,48,83,33
2023-01-01 14:26:00,49,82,34
2023-01-01 14:41:00,50,83,33
2023-01-01 14:56:00,51,84,32
2023-01-01 15:11:00,50,83,31
2023-01-01 15:26:00,51,84,32
2023-01-01 15:41:00,52,85,31
2023-01-01 15:56:00,53,86,32
2023-01-01 16:11:00,54,87,33
2023-01-01 16:26:00,55,86,32
2023-01-01 16:41:00,54,87,33
2023-01-01 16:56:00,53,88,32
2023-01-01 17:11:00,52,87,33
2023-01-01 17:26:00,51,88,34
2023-01-01 17:41:00,52,89,35
2023-01-01 17:56:00,51,90,34
2023-01-01 18:11:00,50,89,35
2023-01-01 18:26:00,51,88,34
2023-01-01 18:41:00,50,87,33
2023-01-01 18:56:00,49,88,32
2023-01-01 19:11:00,50,87,31
2023-01-01 19:26:00,49,86,32
2023-01-01 19:41:00,48,87,31
2023-01-01 19:56:00,47,86,32
2023-01-01 20:11:00,48,87,33
2023-01-01 20:26:00,49,88,32
2023-01-01 20:41:00,48,87,31
2023-01-01 20:56:00,49,86,32
2023-01-01 21:11:00,48,85,31
2023-01-01 21:26:00,49,86,30
2023-01-01 21:41:00,50,85,31
2023-01-01 21:56:00,49,84,32
2023-01-01 22:11:00,50,85,31
2023-01-01 22:26:00,51,86,32
2023-01-01 22:41:00,52,85,31
2023-01-01 22:56:00,53,86,32
2023-01-01 23:11:00,54,85,31
2023-01-01 23:26:00,55,84,30
2023-01-01 23:41:00,56,85,29
2023-01-01 23:56:00,55,84,28
2023-01-02 00:11:00,54,85,29
2023-01-02 00:26:00,53,84,30
2023-01-02 00:41:00,54,83,29
2023-01-02 00:56:00,53,82,30
2023-01-02 01:11:00,54,83,29
2023-01-02 01:26:00,53,84,30
2023-01-02 01:41:00,54,83,29
2023-01-02 01:56:00,55,84,28
2023-01-02 02:11:00,54,85,29
2023-01-02 02:26:00,53,86,28
2023-01-02 02:41:00,52,85,29
2023-01-02 02:56:00,53,86,30
2023-01-02 03:11:00,52,85,29
2023-01-02 03:26:00,51,86,28
2023-01-02 03:41:00,52,85,29
2023-01-02 03:56:00,51,86,30
2023-01-02 04:11:00,52,85,29
2023-01-02 04:26:00,53,86,28
2023-01-02 04:41:00,54,85,27
2023-01-02 04:56:00,55,84,26
2023-01-02 05:11:00,54,83,25
2023-01-02 05:26:00,55,84,24
2023-01-02 05:41:00,54,85,23
2023-01-02 05:56:00,55,84,22
2023-01-02 06:11:00,54,83,21
2023-01-02 06:26:00,55,82,22
2023-01-02 06:41:00,54,81,23
2023-01-02 06:56:00,55,82,22
2023-01-02 07:11:00,56,81,23
2023-01-02 07:26:00,55,82,22
2023-01-02 07:41:00,56,83,21
2023-01-02 07:56:00,57,82,20
2023-01-02 08:11:00,56,81,19
2023-01-02 08:26:00,55,82,18
2023-01-02 08:41:00,54,83,19
2023-01-02 08:56:00,55,82,18
2023-01-02 09:11:00,54,83,19
2023-01-02 09:26:00,53,84,20
2023-01-02 09:41:00,52,85,21
2023-01-02 09:56:00,53,86,20
2023-01-02 10:11:00,54,87,19
2023-01-02 10:26:00,53,86,20
2023-01-02 10:41:00,52,85,21
2023-01-02 10:56:00,53,84,20
2023-01-02 11:11:00,52,85,19
2023-01-02 11:26:00,51,84,18
2023-01-02 11:41:00,50,85,17
2023-01-02 11:56:00,49,86,18
2023-01-02 12:11:00,48,87,17
2023-01-02 12:26:00,47,86,16
2023-01-02 12:41:00,46,85,15
2023-01-02 12:56:00,47,84,16
2023-01-02 13:11:00,48,83,17
2023-01-02 13:26:00,49,82,18
2023-01-02 13:41:00,48,83,19
2023-01-02 13:56:00,49,82,20
2023-01-02 14:11:00,50,83,19
2023-01-02 14:26:00,51,82,20
2023-01-02 14:41:00,52,81,21
2023-01-02 14:56:00,51,82,20
2023-01-02 15:11:00,52,81,19
2023-01-02 15:26:00,51,80,18
2023-01-02 15:41:00,50,79,19
2023-01-02 15:56:00,51,78,20
2023-01-02 16:11:00,52,77,21
2023-01-02 16:26:00,53,78,20
2023-01-02 16:41:00,52,77,19
2023-01-02 16:56:00,51,76,20
2023-01-02 17:11:00,52,77,19
2023-01-02 17:26:00,53,78,18
2023-01-02 17:41:00,54,79,19
2023-01-02 17:56:00,53,78,18
2023-01-02 18:11:00,52,79,17
2023-01-02 18:26:00,51,78,18
2023-01-02 18:41:00,52,77,17
2023-01-02 18:56:00,51,76,18
2023-01-02 19:11:00,52,75,17
2023-01-02 19:26:00,53,74,18
2023-01-02 19:41:00,54,73,17
2023-01-02 19:56:00,55,72,16
2023-01-02 20:11:00,54,73,15
2023-01-02 20:26:00,55,74,16
2023-01-02 20:41:00,56,75,17
2023-01-02 20:56:00,57,76,16
2023-01-02 21:11:00,56,75,17
2023-01-02 21:26:00,55,74,16
2023-01-02 21:41:00,56,75,15
2023-01-02 21:56:00,55,74,14
2023-01-02 22:11:00,54,75,15
2023-01-02 22:26:00,53,76,14
2023-01-02 22:41:00,52,77,13
2023-01-02 22:56:00,51,78,14
2023-01-02 23:11:00,52,79,15
2023-01-02 23:26:00,53,78,16
2023-01-02 23:41:00,54,77,15
2023-01-02 23:56:00,55,76,16
2023-01-03 00:11:00,54,77,17
2023-01-03 00:26:00,55,76,16
2023-01-03 00:41:00,56,75,15
2023-01-03 00:56:00,57,76,14
2023-01-03 01:11:00,58,75,15
2023-01-03 01:26:00,57,76,16
2023-01-03 01:41:00,56,77,15
2023-01-03 01:56:00,55,78,14
2023-01-03 02:11:00,54,77,13
2023-01-03 02:26:00,55,78,14
2023-01-03 02:41:00,54,79,13
2023-01-03 02:56:00,53,78,12
2023-01-03 03:11:00,52,79,13
2023-01-03 03:26:00,53,78,14
2023-01-03 03:41:00,54,77,13
2023-01-03 03:56:00,55,76,14
2023-01-03 04:11:00,54,77,13
2023-01-03 04:26:00,55,78,12
2023-01-03 04:41:00,54,79,13
2023-01-03 04:56:00,53,80,14
2023-01-03 05:11:00,54,79,13
2023-01-03 05:26:00,53,80,14
2023-01-03 05:41:00,52,81,15
2023-01-03 05:56:00,51,82,16
2023-01-03 06:11:00,52,81,17
2023-01-03 06:26:00,51,82,18
2023-01-03 06:41:00,52,81,17
2023-01-03 06:56:00,53,80,16
2023-01-03 07:11:00,54,79,15
2023-01-03 07:26:00,55,78,16
2023-01-03 07:41:00,56,77,15
2023-01-03 07:56:00,57,78,16
2023-01-03 08:11:00,58,79,17
2023-01-03 08:26:00,57,80,18
2023-01-03 08:41:00,56,79,19
2023-01-03 08:56:00,57,78,18
2023-01-03 09:11:00,58,77,17
2023-01-03 09:26:00,57,78,18
2023-01-03 09:41:00,58,77,17
2023-01-03 09:56:00,59,76,18
2023-01-03 10:11:00,58,75,19
2023-01-03 10:26:00,57,76,18
2023-01-03 10:41:00,58,77,19
2023-01-03 10:56:00,57,78,20
2023-01-03 11:11:00,56,79,19
2023-01-03 11:26:00,55,80,20
2023-01-03 11:41:00,54,79,21
2023-01-03 11:56:00,53,78,22
2023-01-03 12:11:00,54,77,21
2023-01-03 12:26:00,55,76,20
2023-01-03 12:41:00,54,77,19
2023-01-03 12:56:00,55,78,18
2023-01-03 13:11:00,54,77,19
2023-01-03 13:26:00,53,78,20
2023-01-03 13:41:00,54,77,19
2023-01-03 13:56:00,53,78,20
2023-01-03 14:11:00,52,79,21
2023-01-03 14:26:00,53,80,22
2023-01-03 14:41:00,52,79,21
2023-01-03 14:56:00,51,78,20
2023-01-03 15:11:00,50,79,21
2023-01-03 15:26:00,51,80,22
2023-01-03 15:41:00,50,81,23
2023-01-03 15:56:00,49,82,24
2023-01-03 16:11:00,48,81,23
2023-01-03 16:26:00,47,80,22
2023-01-03 16:41:00,48,79,23
2023-01-03 16:56:00,47,80,22
2023-01-03 17:11:00,46,81,21
2023-01-03 17:26:00,45,82,20
2023-01-03 17:41:00,44,81,19
2023-01-03 17:56:00,45,80,20
2023-01-03 18:11:00,44,81,19
2023-01-03 18:26:00,43,82,20
2023-01-03 18:41:00,42,83,21
2023-01-03 18:56:00,43,84,22
2023-01-03 19:11:00,44,85,23
2023-01-03 19:26:00,43,86,24
2023-01-03 19:41:00,44,85,25
2023-01-03 19:56:00,45,84,26
2023-01-03 20:11:00,46,85,25
2023-01-03 20:26:00,45,84,24
2023-01-03 20:41:00,44,83,23
2023-01-03 20:56:00,45,84,24
2023-01-03 21:11:00,46,83,25
2023-01-03 21:26:00,45,82,26
2023-01-03 21:41:00,44,81,27
2023-01-03 21:56:00,43,82,26
2023-01-03 22:11:00,42,83,27
2023-01-03 22:26:00,43,84,26
2023-01-03 22:41:00,42,85,27
2023-01-03 22:56:00,43,86,28
2023-01-03 23:11:00,42,85,27
2023-01-03 23:26:00,41,86,26
2023-01-03 23:41:00,42,85,27
2023-01-03 23:56:00,41,86,26
2023-01-04 00:11:00,40,85,25
2023-01-04 00:26:00,41,84,26
2023-01-04 00:41:00,40,85,25
2023-01-04 00:56:00,39,86,26
2023-01-04 01:11:00,40,87,25
2023-01-04 01:26:00,39,88,26
2023-01-04 01:41:00,38,89,27
2023-01-04 01:56:00,37,90,28
2023-01-04 02:11:00,38,91,27
2023-01-04 02:26:00,39,92,28
2023-01-04 02:41:00,38,93,27
2023-01-04 02:56:00,37,94,26
2023-01-04 03:11:00,36,95,25
2023-01-04 03:26:00,37,96,24
2023-01-04 03:41:00,36,97,25
2023-01-04 03:56:00,35,96,26
2023-01-04 04:11:00,34,95,25
2023-01-04 04:26:00,35,94,24
2023-01-04 04:41:00,34,93,25
2023-01-04 04:56:00,35,94,26
2023-01-04 05:11:00,34,93,25
2023-01-04 05:26:00,33,92,24
2023-01-04 05:41:00,32,93,25
2023-01-04 05:56:00,31,94,26
2023-01-04 06:11:00,32,95,27
2023-01-04 06:26:00,31,94,26
2023-01-04 06:41:00,30,93,27
2023-01-04 06:56:00,29,94,28
2023-01-04 07:11:00,28,93,27
2023-01-04 07:26:00,29,92,28
2023-01-04 07:41:00,28,93,29
2023-01-04 07:56:00,27,94,28
2023-01-04 08:11:00,28,93,29
2023-01-04 08:26:00,29,92,30
2023-01-04 08:41:00,30,91,29
2023-01-04 08:56:00,29,92,30
2023-01-04 09:11:00,28,93,31
2023-01-04 09:26:00,29,92,30
2023-01-04 09:41:00,28,91,29
2023-01-04 09:56:00,27,90,28
2023-01-04 10:11:00,28,89,27
2023-01-04 10:26:00,27,90,28
2023-01-04 10:41:00,26,91,27
2023-01-04 10:56:00,25,90,26
2023-01-04 11:11:00,24,89,27
2023-01-04 11:26:00,25,90,28
2023-01-04 11:41:00,24,89,29
2023-01-04 11:56:00,23,90,28
2023-01-04 12:11:00,22,91,27
2023-01-04 12:26:00,21,92,26
2023-01-04 12:41:00,22,93,25
2023-01-04 12:56:00,21,92,24
2023-01-04 13:11:00,22,91,23
2023-01-04 13:26:00,23,90,22
2023-01-04 13:41:00,22,91,21
2023-01-04 13:56:00,23,92,22
2023-01-04 14:11:00,24,91,21
2023-01-04 14:26:00,23,92,20
2023-01-04 14:41:00,24,91,19
2023-01-04 14:56:00,23,90,18
2023-01-04 15:11:00,24,91,17
2023-01-04 15:26:00,25,90,18
2023-01-04 15:41:00,26,91,17
2023-01-04 15:56:00,25,90,16
2023-01-04 16:11:00,24,89,15
2023-01-04 16:26:00,23,88,14
2023-01-04 16:41:00,22,89,15
2023-01-04 16:56:00,21,88,14
2023-01-04 17:11:00,20,87,13
2023-01-04 17:26:00,19,86,14
2023-01-04 17:41:00,20,85,13
2023-01-04 17:56:00,21,84,14
2023-01-04 18:11:00,22,85,15
2023-01-04 18:26:00,21,86,16
2023-01-04 18:41:00,20,85,17
2023-01-04 18:56:00,21,86,16
2023-01-04 19:11:00,20,87,15
2023-01-04 19:26:00,21,86,14
2023-01-04 19:41:00,22,85,15
2023-01-04 19:56:00,21,84,16
2023-01-04 20:11:00,20,85,17
2023-01-04 20:26:00,21,84,16
2023-01-04 20:41:00,20,85,15
2023-01-04 20:56:00,21,86,16
2023-01-04 21:11:00,22,87,15
2023-01-04 21:26:00,21,86,16
2023-01-04 21:41:00,20,87,15
2023-01-04 21:56:00,21,88,14
2023-01-04 22:11:00,20,87,15
2023-01-04 22:26:00,21,88,14
2023-01-04 22:41:00,20,87,13
2023-01-04 22:56:00,19,86,14
2023-01-04 23:11:00,20,87,13
2023-01-04 23:26:00,19,86,14
2023-01-04 23:41:00,20,85,15
2023-01-04 23:56:00,21,86,16
2023-01-05 00:11:00,22,85,17
2023-01-05 00:26:00,23,84,16
2023-01-05 00:41:00,24,83,15
2023-01-05 00:56:00,23,82,14
2023-01-05 01:11:00,24,81,15
2023-01-05 01:26:00,23,82,14
2023-01-05 01:41:00,24,83,13
2023-01-05 01:56:00,23,82,14
2023-01-05 02:11:00,24,81,15
2023-01-05 02:26:00,25,80,14
2023-01-05 02:41:00,26,81,13
2023-01-05 02:56:00,27,80,12
2023-01-05 03:11:00,26,79,13
2023-01-05 03:26:00,27,78,14
2023-01-05 03:41:00,28,77,13
2023-01-05 03:56:00,29,76,14
2023-01-05 04:11:00,28,77,13
2023-01-05 04:26:00,29,78,14
2023-01-05 04:41:00,28,77,15
2023-01-05 04:56:00,27,76,14
2023-01-05 05:11:00,28,77,15
2023-01-05 05:26:00,29,76,16
2023-01-05 05:41:00,28,75,17
2023-01-05 05:56:00,29,74,16
2023-01-05 06:11:00,30,75,15
2023-01-05 06:26:00,31,74,14
2023-01-05 06:41:00,30,75,13
2023-01-05 06:56:00,31,74,12
2023-01-05 07:11:00,32,75,13
2023-01-05 07:26:00,31,74,12
2023-01-05 07:41:00,32,73,13
2023-01-05 07:56:00,31,74,14
2023-01-05 08:11:00,32,75,13
2023-01-05 08:26:00,33,74,14
2023-01-05 08:41:00,32,73,13
2023-01-05 08:56:00,31,72,12
2023-01-05 09:11:00,30,71,13
2023-01-05 09:26:00,29,70,12
2023-01-05 09:41:00,30,69,11
2023-01-05 09:56:00,31,70,10
2023-01-05 10:11:00,30,69,11
2023-01-05 10:26:00,29,68,10
2023-01-05 10:41:00,30,69,9
2023-01-05 10:56:00,31,70,8
2023-01-05 11:11:00,30,71,7
2023-01-05 11:26:00,29,72,8
2023-01-05 11:41:00,28,71,7
2023-01-05 11:56:00,29,70,6
2023-01-05 12:11:00,30,69,7
2023-01-05 12:26:00,29,70,6
2023-01-05 12:41:00,28,71,7
2023-01-05 12:56:00,27,70,8
2023-01-05 13:11:00,28,69,9
2023-01-05 13:26:00,27,68,8
2023-01-05 13:41:00,26,67,7
2023-01-05 13:56:00,25,66,8
2023-01-05 14:11:00,24,65,9
2023-01-05 14:26:00,23,66,8
2023-01-05 14:41:00,22,65,7
2023-01-05 14:56:00,23,64,8
2023-01-05 15:11:00,22,63,9
2023-01-05 15:26:00,23,64,10
2023-01-05 15:41:00,22,63,9
2023-01-05 15:56:00,21,62,8
2023-01-05 16:11:00,22,61,7
2023-01-05 16:26:00,21,60,6
2023-01-05 16:41:00,22,59,5
2023-01-05 16:56:00,23,58,4
2023-01-05 17:11:00,24,59,5
2023-01-05 17:26:00,25,58,6
2023-01-05 17:41:00,24,59,7
2023-01-05 17:56:00,25,60,6
2023-01-05 18:11:00,24,59,7
2023-01-05 18:26:00,23,58,6
2023-01-05 18:41:00,22,57,5
2023-01-05 18:56:00,21,56,6
2023-01-05 19:11:00,22,55,7
2023-01-05 19:26:00,21,56,8
2023-01-05 19:41:00,22,57,9
2023-01-05 19:56:00,23,56,10
2023-01-05 20:11:00,22,57,11
2023-01-05 20:26:00,21,56,10
2023-01-05 20:41:00,22,55,9
2023-01-05 20:56:00,21,54,10
2023-01-05 21:11:00,20,53,11
2023-01-05 21:26:00,19,52,12
2023-01-05 21:41:00,20,53,13
2023-01-05 21:56:00,21,54,12
2023-01-05 22:11:00,20,53,11
2023-01-05 22:26:00,21,54,12
2023-01-05 22:41:00,20,55,13
2023-01-05 22:56:00,19,56,12
2023-01-05 23:11:00,18,57,13
2023-01-05 23:26:00,17,56,14
2023-01-05 23:41:00,18,57,13
2023-01-05 23:56:00,17,58,14
2023-01-06 00:11:00,18,59,15
2023-01-06 00:26:00,17,60,16
2023-01-06 00:41:00,16,59,15
2023-01-06 00:56:00,15,60,14
2023-01-06 01:11:00,16,59,15
2023-01-06 01:26:00,15,60,14
2023-01-06 01:41:00,16,59,13
2023-01-06 01:56:00,15,58,14
2023-01-06 02:11:00,14,59,13
2023-01-06 02:26:00,13,58,14
2023-01-06 02:41:00,12,57,15
2023-01-06 02:56:00,13,58,14
2023-01-06 03:11:00,12,59,15
2023-01-06 03:26:00,11,60,16
2023-01-06 03:41:00,12,59,17
2023-01-06 03:56:00,13,60,18
2023-01-06 04:11:00,12,59,19
2023-01-06 04:26:00,13,60,20
2023-01-06 04:41:00,14,61,19
2023-01-06 04:56:00,15,62,20
2023-01-06 05:11:00,14,63,21
2023-01-06 05:26:00,15,64,20
2023-01-06 05:41:00,14,63,21
2023-01-06 05:56:00,15,62,22
2023-01-06 06:11:00,14,63,23
2023-01-06 06:26:00,13,62,22
2023-01-06 06:41:00,14,61,23
2023-01-06 06:56:00,13,62,24
2023-01-06 07:11:00,14,63,23
2023-01-06 07:26:00,13,64,24
2023-01-06 07:41:00,14,65,25
2023-01-06 07:56:00,13,66,24
2023-01-06 08:11:00,14,65,25
2023-01-06 08:26:00,13,64,26
2023-01-06 08:41:00,12,63,27
2023-01-06 08:56:00,13,64,28
2023-01-06 09:11:00,12,63,27
2023-01-06 09:26:00,13,64,28
2023-01-06 09:41:00,14,65,27
2023-01-06 09:56:00,13,66,28
2023-01-06 10:11:00,14,65,27
2023-01-06 10:26:00,15,66,28
2023-01-06 10:41:00,16,67,27
2023-01-06 10:56:00,15,68,28
2023-01-06 11:11:00,16,69,27
2023-01-06 11:26:00,15,70,26
2023-01-06 11:41:00,14,69,27
2023-01-06 11:56:00,13,68,28
2023-01-06 12:11:00,14,67,27
2023-01-06 12:26:00,15,66,28
2023-01-06 12:41:00,14,65,29
2023-01-06 12:56:00,15,64,28
2023-01-06 13:11:00,16,63,29
2023-01-06 13:26:00,17,64,30
2023-01-06 13:41:00,18,63,31
2023-01-06 13:56:00,17,64,32
2023-01-06 14:11:00,18,63,31
2023-01-06 14:26:00,17,64,32
2023-01-06 14:41:00,16,65,31
2023-01-06 14:56:00,17,64,30
2023-01-06 15:11:00,16,63,31
2023-01-06 15:26:00,15,64,32
2023-01-06 15:41:00,16,63,31
2023-01-06 15:56:00,15,64,30
2023-01-06 16:11:00,16,65,29
2023-01-06 16:26:00,17,64,28
2023-01-06 16:41:00,16,63,27
2023-01-06 16:56:00,15,64,26
2023-01-06 17:11:00,16,65,27
2023-01-06 17:26:00,15,64,28
2023-01-06 17:41:00,16,63,29
2023-01-06 17:56:00,15,64,28
2023-01-06 18:11:00,16,65,29
2023-01-06 18:26:00,15,64,28
2023-01-06 18:41:00,14,63,29
2023-01-06 18:56:00,15,64,28
2023-01-06 19:11:00,16,65,27
2023-01-06 19:26:00,17,64,28
2023-01-06 19:41:00,16,65,27
2023-01-06 19:56:00,15,64,26
2023-01-06 20:11:00,16,63,27
2023-01-06 20:26:00,17,62,26
2023-01-06 20:41:00,16,61,25
2023-01-06 20:56:00,15,60,26
2023-01-06 21:11:00,14,59,27
2023-01-06 21:26:00,13,58,26
2023-01-06 21:41:00,14,59,25
2023-01-06 21:56:00,15,60,26
2023-01-06 22:11:00,16,59,25
2023-01-06 22:26:00,17,60,26
2023-01-06 22:41:00,16,59,25
2023-01-06 22:56:00,15,60,26
2023-01-06 23:11:00,14,61,27
2023-01-06 23:26:00,15,60,26
2023-01-06 23:41:00,16,61,25
2023-01-06 23:56:00,17,62,26
2023-01-07 00:11:00,18,61,25
2023-01-07 00:26:00,19,60,26
2023-01-07 00:41:00,20,61,25
2023-01-07 00:56:00,21,62,24
2023-01-07 01:11:00,22,63,23
2023-01-07 01:26:00,21,64,24
2023-01-07 01:41:00,20,65,23
2023-01-07 01:56:00,19,64,22
2023-01-07 02:11:00,20,65,23
2023-01-07 02:26:00,19,66,22
2023-01-07 02:41:00,18,67,23
2023-01-07 02:56:00,19,68,24
2023-01-07 03:11:00,20,67,23
2023-01-07 03:26:00,19,68,24
2023-01-07 03:41:00,18,69,25
2023-01-07 03:56:00,19,68,26
2023-01-07 04:11:00,18,69,27
2023-01-07 04:26:00,17,68,26
2023-01-07 04:41:00,16,69,25
2023-01-07 04:56:00,17,68,24
2023-01-07 05:11:00,18,67,23
2023-01-07 05:26:00,19,68,24
2023-01-07 05:41:00,20,69,23
2023-01-07 05:56:00,21,70,22
2023-01-07 06:11:00,20,69,23
2023-01-07 06:26:00,21,70,24
2023-01-07 06:41:00,20,69,25
2023-01-07 06:56:00,21,68,26
2023-01-07 07:11:00,20,69,27
2023-01-07 07:26:00,21,68,28
2023-01-07 07:41:00,22,67,27
2023-01-07 07:56:00,21,68,28
2023-01-07 08:11:00,22,67,29
2023-01-07 08:26:00,21,66,30
2023-01-07 08:41:00,20,65,29
2023-01-07 08:56:00,19,64,28
2023-01-07 09:11:00,18,65,29
2023-01-07 09:26:00,19,64,28
2023-01-07 09:41:00,20,63,29
2023-01-07 09:56:00,19,64,30
2023-01-07 10:11:00,20,63,31
2023-01-07 10:26:00,19,64,30
2023-01-07 10:41:00,20,65,31
2023-01-07 10:56:00,21,66,32
2023-01-07 11:11:00,20,67,33
2023-01-07 11:26:00,19,68,32
2023-01-07 11:41:00,18,69,33
2023-01-07 11:56:00,17,70,32
2023-01-07 12:11:00,18,69,31
2023-01-07 12:26:00,19,68,30
2023-01-07 12:41:00,20,67,31
2023-01-07 12:56:00,21,66,32
2023-01-07 13:11:00,20,67,31
2023-01-07 13:26:00,19,68,30
2023-01-07 13:41:00,18,67,29
2023-01-07 13:56:00,17,66,28
2023-01-07 14:11:00,18,67,29
2023-01-07 14:26:00,17,68,28
2023-01-07 14:41:00,18,67,27
2023-01-07 14:56:00,19,68,26
2023-01-07 15:11:00,20,69,25
2023-01-07 15:26:00,19,70,26
2023-01-07 15:41:00,20,69,25
2023-01-07 15:56:00,21,68,26
2023-01-07 16:11:00,20,69,25
2023-01-07 16:26:00,21,70,26
2023-01-07 16:41:00,20,71,25
2023-01-07 16:56:00,19,70,26
2023-01-07 17:11:00,18,71,27
