Date,satsp,oat,clg,economizer_sig,supply_vfd_speed
1/25/2023 8:06,72,83,93,46,0
1/25/2023 8:21,71,82,92,45,0
1/25/2023 8:36,70,81,93,46,0
1/25/2023 8:51,69,82,92,47,0
1/25/2023 9:06,70,83,91,48,0
1/25/2023 9:21,71,82,92,47,0
1/25/2023 9:36,70,81,93,46,0
1/25/2023 9:51,69,80,94,45,0
1/25/2023 10:06,70,79,93,44,0
1/25/2023 10:21,69,80,94,45,0
1/25/2023 10:36,68,79,95,46,0
1/25/2023 10:51,67,78,94,45,0
1/25/2023 11:06,66,79,95,44,0
1/25/2023 11:21,67,80,96,43,0
1/25/2023 11:36,68,81,95,42,0
1/25/2023 11:51,67,82,96,43,0
1/25/2023 12:06,68,81,97,42,0
1/25/2023 12:21,67,82,98,41,0
1/25/2023 12:36,68,81,99,42,0
1/25/2023 12:51,69,80,98,43,0
1/25/2023 13:06,68,79,97,44,0
1/25/2023 13:21,69,80,98,43,0
1/25/2023 13:36,70,81,97,42,0
1/25/2023 13:51,69,80,96,41,0
1/25/2023 14:06,70,79,95,42,0
1/25/2023 14:21,71,80,96,41,0
1/25/2023 14:36,70,81,95,40,0
1/25/2023 14:51,71,82,94,39,0
1/25/2023 15:06,70,81,95,40,0
1/25/2023 15:21,69,82,94,41,0
1/25/2023 15:36,70,81,93,40,0
1/25/2023 15:51,71,82,92,41,0
1/25/2023 16:06,72,81,93,42,0
1/25/2023 16:21,71,82,92,41,0
1/25/2023 16:36,72,83,93,40,0
1/25/2023 16:51,71,84,94,39,0
1/25/2023 17:06,70,83,93,38,0
1/25/2023 17:21,69,84,94,39,0
1/25/2023 17:36,70,83,95,40,0
1/25/2023 17:51,71,84,94,41,0
1/25/2023 18:06,72,85,95,40,0
1/25/2023 18:21,73,86,96,41,0
1/25/2023 18:36,72,85,95,40,0
1/25/2023 18:51,71,84,96,39,0
1/25/2023 19:06,70,83,97,38,0
1/25/2023 19:21,69,82,96,39,0
1/25/2023 19:36,70,83,97,40,0
1/25/2023 19:51,69,84,98,41,0
1/25/2023 20:06,70,85,97,40,0
1/25/2023 20:21,71,86,96,41,0
1/25/2023 20:36,72,85,95,40,0
1/25/2023 20:51,71,84,94,39,0
1/25/2023 21:06,72,83,95,40,0
1/25/2023 21:21,73,84,96,39,0
1/25/2023 21:36,72,85,95,40,0
1/25/2023 21:51,73,84,94,41,0
1/25/2023 22:06,74,85,93,40,0
1/25/2023 22:21,73,86,94,41,0
1/25/2023 22:36,74,87,95,40,0
1/25/2023 22:51,73,88,94,41,0
1/25/2023 23:06,72,87,95,40,0
1/25/2023 23:21,71,86,94,41,0
1/25/2023 23:36,72,85,93,40,0
1/25/2023 23:51,73,84,94,41,0
1/26/2023 0:06,72,83,93,40,0
1/26/2023 0:21,71,82,94,39,0
1/26/2023 0:36,70,81,93,38,0
1/26/2023 0:51,69,80,92,37,0
1/26/2023 1:06,70,79,91,36,0
1/26/2023 1:21,71,80,90,37,0
1/26/2023 1:36,70,81,91,38,0
1/26/2023 1:51,69,82,92,37,0
1/26/2023 2:06,68,83,93,36,0
1/26/2023 2:21,69,82,92,35,0
1/26/2023 2:36,70,83,93,36,0
1/26/2023 2:51,71,84,94,35,0
1/26/2023 3:06,70,85,93,34,0
1/26/2023 3:21,71,86,94,33,0
1/26/2023 3:36,72,87,95,32,0
1/26/2023 3:51,71,88,94,31,0
1/26/2023 4:06,72,89,93,32,0
1/26/2023 4:21,71,90,92,33,0
1/26/2023 4:36,72,91,91,32,0
1/26/2023 4:51,73,92,90,31,0
1/26/2023 5:06,74,91,91,30,0
1/26/2023 5:21,75,90,90,31,0
1/26/2023 5:36,76,91,91,32,0
1/26/2023 5:51,77,90,92,33,0
1/26/2023 6:06,78,89,93,32,0
1/26/2023 6:21,79,90,92,31,0
1/26/2023 6:36,78,91,91,30,0
1/26/2023 6:51,77,90,92,29,0
1/26/2023 7:06,78,89,93,30,0
1/26/2023 7:21,79,88,94,31,0
1/26/2023 7:36,80,89,95,30,0
1/26/2023 7:51,79,88,94,31,0
1/26/2023 8:06,78,87,93,30,0
1/26/2023 8:21,77,88,92,29,0
1/26/2023 8:36,76,87,93,28,0
1/26/2023 8:51,77,88,92,29,0
1/26/2023 9:06,76,89,93,28,0
1/26/2023 9:21,75,88,92,27,0
1/26/2023 9:36,76,89,91,28,0
1/26/2023 9:51,75,88,92,29,0
1/26/2023 10:06,74,89,93,28,0
1/26/2023 10:21,73,88,92,27,0
1/26/2023 10:36,72,89,91,28,0
1/26/2023 10:51,73,90,92,29,0
1/26/2023 11:06,72,89,93,28,0
1/26/2023 11:21,71,88,94,27,0
1/26/2023 11:36,70,87,93,28,0
1/26/2023 11:51,69,86,92,27,0
1/26/2023 12:06,70,87,91,26,0
1/26/2023 12:21,69,88,90,25,0
1/26/2023 12:36,68,89,91,24,0
1/26/2023 12:51,67,88,92,25,0
1/26/2023 13:06,66,87,91,24,0
1/26/2023 13:21,67,88,90,25,0
1/26/2023 13:36,66,87,89,26,0
1/26/2023 13:51,65,86,88,27,0
1/26/2023 14:06,64,87,87,28,0
1/26/2023 14:21,63,86,88,27,0
1/26/2023 14:36,64,87,89,26,0
1/26/2023 14:51,65,86,88,27,0
1/26/2023 15:06,66,85,87,26,0
1/26/2023 15:21,67,86,88,25,0
1/26/2023 15:36,68,85,89,24,0
1/26/2023 15:51,67,84,90,25,0
1/26/2023 16:06,66,83,89,24,0
1/26/2023 16:21,67,84,90,23,0
1/26/2023 16:36,68,83,89,22,0
1/26/2023 16:51,67,84,90,21,0
1/26/2023 17:06,66,85,91,22,0
1/26/2023 17:21,65,86,90,21,0
1/26/2023 17:36,64,85,89,20,0
1/26/2023 17:51,65,84,90,19,0
1/26/2023 18:06,64,85,89,18,0
1/26/2023 18:21,63,84,90,19,0
1/26/2023 18:36,62,83,91,18,0
1/26/2023 18:51,61,84,92,19,0
1/26/2023 19:06,60,85,93,20,0
1/26/2023 19:21,61,86,94,21,0
1/26/2023 19:36,60,87,95,22,0
1/26/2023 19:51,60,88,94,21,0
1/26/2023 20:06,60,89,93,22,0
1/26/2023 20:21,60,90,94,21,0
1/26/2023 20:36,61,91,95,22,0
1/26/2023 20:51,62,92,96,21,0
1/26/2023 21:06,63,91,95,22,0
1/26/2023 21:21,64,92,96,21,0
1/26/2023 21:36,65,91,97,22,0
1/26/2023 21:51,64,90,98,23,0
1/26/2023 22:06,65,89,99,22,0
1/26/2023 22:21,64,88,98,23,0
1/26/2023 22:36,63,89,99,24,0
1/26/2023 22:51,62,90,100,25,0
1/26/2023 23:06,63,89,99,26,0
1/26/2023 23:21,62,88,100,25,0
1/26/2023 23:36,63,87,100,24,0
1/26/2023 23:51,64,88,99,23,0
1/27/2023 0:06,65,89,100,24,0
1/27/2023 0:21,64,88,100,25,0
1/27/2023 0:36,63,89,99,26,0
1/27/2023 0:51,64,88,98,25,0
1/27/2023 1:06,65,89,99,26,0
1/27/2023 1:21,66,90,98,25,0
1/27/2023 1:36,67,89,99,24,0
1/27/2023 1:51,68,90,100,25,0
1/27/2023 2:06,69,89,99,24,0
1/27/2023 2:21,68,90,98,25,0
1/27/2023 2:36,69,89,97,24,0
1/27/2023 2:51,68,90,96,23,0
1/27/2023 3:06,67,91,95,24,0
1/27/2023 3:21,66,92,94,23,0
1/27/2023 3:36,65,91,95,24,0
1/27/2023 3:51,66,92,96,25,0
1/27/2023 4:06,67,91,95,24,0
1/27/2023 4:21,68,92,96,25,0
1/27/2023 4:36,69,93,95,26,0
1/27/2023 4:51,68,94,94,25,0
1/27/2023 5:06,67,93,93,26,0
1/27/2023 5:21,68,92,94,25,0
1/27/2023 5:36,67,91,95,26,0
1/27/2023 5:51,68,92,96,27,0
1/27/2023 6:06,67,93,97,26,0
1/27/2023 6:21,68,94,96,27,0
1/27/2023 6:36,69,95,95,26,0
1/27/2023 6:51,68,94,96,25,0
1/27/2023 7:06,67,93,97,26,0
1/27/2023 7:21,68,92,96,27,0
1/27/2023 7:36,67,91,97,26,0
1/27/2023 7:51,68,92,96,25,0
1/27/2023 8:06,69,91,95,26,0
1/27/2023 8:21,68,92,96,25,0
1/27/2023 8:36,69,93,97,26,0
1/27/2023 8:51,68,92,98,25,0
1/27/2023 9:06,67,91,99,26,0
1/27/2023 9:21,68,92,98,25,0
1/27/2023 9:36,69,91,99,24,0
1/27/2023 9:51,70,90,100,25,0
1/27/2023 10:06,71,89,100,26,0
1/27/2023 10:21,70,90,99,25,0
1/27/2023 10:36,71,91,100,24,0
1/27/2023 10:51,70,92,100,23,0
1/27/2023 11:06,69,93,99,22,0
1/27/2023 11:21,70,92,98,21,0
1/27/2023 11:36,69,91,97,22,0
1/27/2023 11:51,70,92,98,21,0
1/27/2023 12:06,69,91,97,22,0
1/27/2023 12:21,70,92,98,23,0
1/27/2023 12:36,69,93,97,22,0
1/27/2023 12:51,68,92,96,23,0
1/27/2023 13:06,67,93,97,24,0
1/27/2023 13:21,66,94,96,25,0
1/27/2023 13:36,67,95,97,26,0
1/27/2023 13:51,66,96,98,25,0
1/27/2023 14:06,67,97,99,24,0
1/27/2023 14:21,68,96,98,23,0
1/27/2023 14:36,67,97,99,22,0
1/27/2023 14:51,66,98,100,23,0
1/27/2023 15:06,67,97,99,24,0
1/27/2023 15:21,66,96,98,25,0
1/27/2023 15:36,67,95,99,26,0
1/27/2023 15:51,66,96,100,27,0
1/27/2023 16:06,67,95,100,28,0
1/27/2023 16:21,68,96,99,27,0
1/27/2023 16:36,69,95,98,26,0
1/27/2023 16:51,68,94,97,27,0
1/27/2023 17:06,67,93,96,28,0
1/27/2023 17:21,66,94,95,27,0
1/27/2023 17:36,65,95,96,26,0
1/27/2023 17:51,66,94,97,25,0
1/27/2023 18:06,67,93,96,24,0
1/27/2023 18:21,66,94,97,23,0
1/27/2023 18:36,67,95,96,24,0
1/27/2023 18:51,68,96,97,25,0
1/27/2023 19:06,69,95,98,24,0
1/27/2023 19:21,68,96,99,23,0
1/27/2023 19:36,69,95,98,22,0
1/27/2023 19:51,70,96,97,21,0
1/27/2023 20:06,71,95,98,20,0
1/27/2023 20:21,72,96,99,21,0
1/27/2023 20:36,71,97,100,20,0
1/27/2023 20:51,70,98,99,21,0
1/27/2023 21:06,69,97,98,20,0
1/27/2023 21:21,70,96,99,19,0
1/27/2023 21:36,69,97,98,18,0
1/27/2023 21:51,70,96,99,19,0
1/27/2023 22:06,69,95,98,20,0
1/27/2023 22:21,68,94,97,19,0
1/27/2023 22:36,67,93,98,18,0
1/27/2023 22:51,68,94,99,17,0
1/27/2023 23:06,69,93,100,18,0
1/27/2023 23:21,70,92,100,17,0
1/27/2023 23:36,71,93,100,16,0
1/27/2023 23:51,70,94,100,17,0
1/28/2023 0:06,71,95,99,16,0
1/28/2023 0:21,70,96,100,17,0
1/28/2023 0:36,69,95,100,16,0
1/28/2023 0:51,70,96,100,15,0
1/28/2023 1:06,71,97,99,14,0
1/28/2023 1:21,70,98,100,13,0
1/28/2023 1:36,69,97,99,14,0
1/28/2023 1:51,68,96,98,15,0
1/28/2023 2:06,67,95,97,14,0
1/28/2023 2:21,66,94,98,13,0
1/28/2023 2:36,65,95,97,12,0
1/28/2023 2:51,64,96,96,13,0
1/28/2023 3:06,63,95,95,14,0
1/28/2023 3:21,62,96,94,13,0
1/28/2023 3:36,61,97,93,14,0
1/28/2023 3:51,62,98,94,15,0
1/28/2023 4:06,63,97,95,16,0
1/28/2023 4:21,64,96,94,17,0
1/28/2023 4:36,65,95,93,16,0
1/28/2023 4:51,66,96,92,15,0
1/28/2023 5:06,67,95,91,16,0
1/28/2023 5:21,66,96,90,15,0
1/28/2023 5:36,67,95,91,16,0
1/28/2023 5:51,66,96,90,15,0
1/28/2023 6:06,67,97,91,16,0
1/28/2023 6:21,68,96,92,15,0
1/28/2023 6:36,67,97,91,14,0
1/28/2023 6:51,66,98,90,13,0
1/28/2023 7:06,67,99,91,14,0
1/28/2023 7:21,68,98,92,13,0
1/28/2023 7:36,67,97,93,14,0
1/28/2023 7:51,66,98,92,15,0
1/28/2023 8:06,67,97,91,16,0
1/28/2023 8:21,68,96,90,17,0
1/28/2023 8:36,69,97,89,16,0
1/28/2023 8:51,68,98,90,15,0
1/28/2023 9:06,69,99,89,14,0
1/28/2023 9:21,68,98,90,13,0
1/28/2023 9:36,69,99,89,14,0
1/28/2023 9:51,70,98,88,13,0
1/28/2023 10:06,69,97,89,14,0
1/28/2023 10:21,68,96,88,15,0
1/28/2023 10:36,67,95,87,16,0
1/28/2023 10:51,66,96,86,17,0
1/28/2023 11:06,67,95,87,16,0
1/28/2023 11:21,66,96,88,17,0
1/28/2023 11:36,65,95,87,16,0
1/28/2023 11:51,66,96,88,17,0
1/28/2023 12:06,67,97,87,16,0
1/28/2023 12:21,66,96,86,15,0
1/28/2023 12:36,65,97,87,14,0
1/28/2023 12:51,64,96,86,13,0
1/28/2023 13:06,65,95,87,14,0
1/28/2023 13:21,64,94,86,13,0
1/28/2023 13:36,63,95,85,14,0
1/28/2023 13:51,64,96,84,15,0
1/28/2023 14:06,63,97,85,14,0
1/28/2023 14:21,62,98,86,13,0
1/28/2023 14:36,63,99,87,14,0
1/28/2023 14:51,64,100,88,13,0
1/28/2023 15:06,65,100,87,12,0
1/28/2023 15:21,66,99,86,13,0
1/28/2023 15:36,67,100,87,12,0
1/28/2023 15:51,68,99,88,13,0
1/28/2023 16:06,69,100,87,12,0
1/28/2023 16:21,68,99,88,11,0
1/28/2023 16:36,69,98,87,10,0
1/28/2023 16:51,70,97,86,9,0
1/28/2023 17:06,69,96,87,10,0
1/28/2023 17:21,68,97,86,11,0
1/28/2023 17:36,67,96,87,12,0
1/28/2023 17:51,68,97,86,11,0
1/28/2023 18:06,69,98,87,12,0
1/28/2023 18:21,70,97,88,11,0
1/28/2023 18:36,69,98,87,10,0
1/28/2023 18:51,70,99,88,11,0
1/28/2023 19:06,71,100,89,10,0
1/28/2023 19:21,72,100,90,11,0
1/28/2023 19:36,71,100,91,10,0
1/28/2023 19:51,70,99,92,9,0
1/28/2023 20:06,69,100,93,8,0
1/28/2023 20:21,68,100,94,9,0
1/28/2023 20:36,67,99,95,8,0
1/28/2023 20:51,66,98,96,7,0
1/28/2023 21:06,67,99,95,8,0
1/28/2023 21:21,66,100,96,9,0
1/28/2023 21:36,67,100,97,10,0
1/28/2023 21:51,66,99,96,9,0
1/28/2023 22:06,67,98,95,10,0
1/28/2023 22:21,68,99,96,11,0
1/28/2023 22:36,69,100,95,12,0
1/28/2023 22:51,70,100,94,13,0
1/28/2023 23:06,71,99,95,12,0
1/28/2023 23:21,70,100,96,13,0
1/28/2023 23:36,71,100,97,14,0
1/28/2023 23:51,70,99,96,13,0
1/29/2023 0:06,69,98,97,12,0
1/29/2023 0:21,68,97,98,11,0
1/29/2023 0:36,69,98,99,12,0
1/29/2023 0:51,68,97,98,11,0
1/29/2023 1:06,69,96,99,10,0
1/29/2023 1:21,70,97,100,11,0
1/29/2023 1:36,69,96,100,10,0
1/29/2023 1:51,70,95,99,11,0
1/29/2023 2:06,69,96,98,10,0
1/29/2023 2:21,70,95,97,11,0
1/29/2023 2:36,71,96,96,10,0
1/29/2023 2:51,70,97,97,9,0
1/29/2023 3:06,69,96,96,8,0
1/29/2023 3:21,68,95,95,7,0
1/29/2023 3:36,69,96,96,6,0
1/29/2023 3:51,70,97,97,7,0
1/29/2023 4:06,71,98,98,6,0
1/29/2023 4:21,72,99,97,5,0
1/29/2023 4:36,73,98,98,6,0
1/29/2023 4:51,74,99,99,7,0
1/29/2023 5:06,75,100,98,6,0
1/29/2023 5:21,76,99,99,5,0
1/29/2023 5:36,77,100,100,4,0
1/29/2023 5:51,78,99,99,3,0
1/29/2023 6:06,77,100,100,2,0
1/29/2023 6:21,76,99,100,1,0
1/29/2023 6:36,75,98,99,2,0
1/29/2023 6:51,74,99,100,3,0
1/29/2023 7:06,73,100,99,4,0
1/29/2023 7:21,72,100,100,5,0
1/29/2023 7:36,73,99,100,4,0
1/29/2023 7:51,72,98,99,5,0
1/29/2023 8:06,71,97,100,6,0
1/29/2023 8:21,70,98,99,5,0
1/29/2023 8:36,69,99,100,6,0
1/29/2023 8:51,70,98,99,7,0
1/29/2023 9:06,71,99,100,6,0
1/29/2023 9:21,72,98,99,5,0
1/29/2023 9:36,71,97,98,4,0
1/29/2023 9:51,70,98,99,3,0
1/29/2023 10:06,71,97,100,2,0
1/29/2023 10:21,72,98,99,1,0
1/29/2023 10:36,73,97,98,2,0
1/29/2023 10:51,74,98,99,3,0
1/29/2023 11:06,73,97,100,2,0
1/29/2023 11:21,74,98,99,3,0
1/29/2023 11:36,73,99,98,4,0
1/29/2023 11:51,72,100,99,5,0
1/29/2023 12:06,71,99,98,4,0
1/29/2023 12:21,70,98,99,5,0
1/29/2023 12:36,71,99,98,6,0
1/29/2023 12:51,70,98,99,7,0
1/29/2023 13:06,69,99,100,8,0
1/29/2023 13:21,68,98,99,9,0
1/29/2023 13:36,67,97,100,8,0
1/29/2023 13:51,66,96,99,7,0
1/29/2023 14:06,67,97,100,8,0
1/29/2023 14:21,68,96,99,9,0
1/29/2023 14:36,69,97,98,10,0
1/29/2023 14:51,70,96,99,9,0
1/29/2023 15:06,69,97,98,8,0
1/29/2023 15:21,68,96,99,7,0
1/29/2023 15:36,69,97,98,8,0
1/29/2023 15:51,70,98,97,7,0
1/29/2023 16:06,71,99,96,8,0
1/29/2023 16:21,70,100,97,7,0
1/29/2023 16:36,69,99,98,6,0
1/29/2023 16:51,70,98,99,7,0
1/29/2023 17:06,69,99,98,6,0
1/29/2023 17:21,70,100,99,5,0
1/29/2023 17:36,69,99,100,6,0
1/29/2023 17:51,68,98,100,5,0
1/29/2023 18:06,69,99,100,6,0
1/29/2023 18:21,70,98,99,7,0
1/29/2023 18:36,71,97,98,6,0
1/29/2023 18:51,70,98,97,5,0
1/29/2023 19:06,69,97,98,4,0
1/29/2023 19:21,68,96,99,3,0
1/29/2023 19:36,67,95,100,4,0
1/29/2023 19:51,68,96,99,5,0
1/29/2023 20:06,67,95,98,6,0
1/29/2023 20:21,68,96,97,5,0
1/29/2023 20:36,67,97,96,6,0
1/29/2023 20:51,68,98,95,7,0
1/29/2023 21:06,67,97,94,8,0
1/29/2023 21:21,66,96,93,9,0
1/29/2023 21:36,65,97,94,8,0
1/29/2023 21:51,64,96,95,7,0
1/29/2023 22:06,63,97,94,6,0
1/29/2023 22:21,64,98,95,5,0
1/29/2023 22:36,63,97,94,4,0
1/29/2023 22:51,64,96,93,5,0
1/29/2023 23:06,65,95,94,6,0
1/29/2023 23:21,66,96,93,5,0
1/29/2023 23:36,65,95,94,4,0
1/29/2023 23:51,66,96,95,5,0
1/30/2023 0:06,65,97,96,6,0
1/30/2023 0:21,66,96,95,7,0
1/30/2023 0:36,65,95,94,6,0
1/30/2023 0:51,66,96,95,5,0
1/30/2023 1:06,65,97,94,6,0
1/30/2023 1:21,66,98,93,7,0
1/30/2023 1:36,67,97,94,8,0
1/30/2023 1:51,66,96,95,9,0
1/30/2023 2:06,67,97,96,10,0
1/30/2023 2:21,68,96,97,11,0
1/30/2023 2:36,67,97,96,12,0
1/30/2023 2:51,66,98,95,11,0
1/30/2023 3:06,65,99,94,10,0
1/30/2023 3:21,66,100,93,11,0
1/30/2023 3:36,67,99,94,12,0
1/30/2023 3:51,66,100,95,13,0
1/30/2023 4:06,65,99,94,12,0
1/30/2023 4:21,64,100,95,11,0
1/30/2023 4:36,65,100,94,12,0
1/30/2023 4:51,66,100,95,11,0
1/30/2023 5:06,67,100,96,10,0
1/30/2023 5:21,68,100,95,9,0
1/30/2023 5:36,69,100,94,10,0
1/30/2023 5:51,68,100,95,11,0
1/30/2023 6:06,67,100,96,10,0
1/30/2023 6:21,68,100,95,9,0
1/30/2023 6:36,69,100,94,10,0
1/30/2023 6:51,68,100,93,11,0
1/30/2023 7:06,67,99,94,12,0
1/30/2023 7:21,68,100,93,13,0
1/30/2023 7:36,67,100,92,12,0
1/30/2023 7:51,68,100,93,11,0
1/30/2023 8:06,67,99,94,12,0
1/30/2023 8:21,68,100,93,13,0
1/30/2023 8:36,67,100,92,14,0
1/30/2023 8:51,66,100,93,13,0
1/30/2023 9:06,67,99,94,12,0
1/30/2023 9:21,68,98,95,11,0
1/30/2023 9:36,67,97,94,10,0
1/30/2023 9:51,66,98,95,9,0
1/30/2023 10:06,65,97,94,10,0
1/30/2023 10:21,66,98,93,9,0
1/30/2023 10:36,65,99,92,8,0
1/30/2023 10:51,66,98,93,7,0
1/30/2023 11:06,67,99,94,6,0
1/30/2023 11:21,68,98,93,7,0
1/30/2023 11:36,67,99,92,6,0
1/30/2023 11:51,66,98,93,7,0
1/30/2023 12:06,67,97,94,6,0
1/30/2023 12:21,66,96,93,5,0
1/30/2023 12:36,65,97,94,4,0
1/30/2023 12:51,64,98,95,5,0
1/30/2023 13:06,63,99,96,6,0
1/30/2023 13:21,62,100,95,5,0
1/30/2023 13:36,63,100,94,4,0
1/30/2023 13:51,64,99,95,5,0
1/30/2023 14:06,65,98,94,4,0
1/30/2023 14:21,66,97,95,5,0
1/30/2023 14:36,67,96,94,6,0
1/30/2023 14:51,66,95,95,5,0
1/30/2023 15:06,65,94,96,6,0
1/30/2023 15:21,64,93,95,7,0
1/30/2023 15:36,65,92,96,8,0
1/30/2023 15:51,66,91,97,9,0
1/30/2023 16:06,67,92,98,10,0
1/30/2023 16:21,66,91,97,11,0
1/30/2023 16:36,65,90,98,10,0
1/30/2023 16:51,66,91,99,9,0
1/30/2023 17:06,67,92,98,10,0
1/30/2023 17:21,68,93,99,11,0
1/30/2023 17:36,69,94,100,10,0
1/30/2023 17:51,68,93,99,11,0
1/30/2023 18:06,69,94,98,12,0
1/30/2023 18:21,68,93,97,13,0
1/30/2023 18:36,67,92,98,14,0
1/30/2023 18:51,66,91,99,15,0
1/30/2023 19:06,65,92,100,16,0
1/30/2023 19:21,66,93,100,17,0
1/30/2023 19:36,67,92,99,16,0
1/30/2023 19:51,68,91,100,15,0
1/30/2023 20:06,67,90,99,14,0
1/30/2023 20:21,66,91,100,13,0
1/30/2023 20:36,65,90,100,14,0
1/30/2023 20:51,64,89,99,13,0
1/30/2023 21:06,63,88,98,14,0
1/30/2023 21:21,64,89,99,15,0
1/30/2023 21:36,65,90,100,14,0
1/30/2023 21:51,66,89,100,15,0
1/30/2023 22:06,65,88,99,16,0
1/30/2023 22:21,66,87,100,17,0
1/30/2023 22:36,65,86,99,16,0
1/30/2023 22:51,66,85,98,17,0
1/30/2023 23:06,65,86,97,16,0
1/30/2023 23:21,64,87,98,17,0
1/30/2023 23:36,63,88,97,16,0
1/30/2023 23:51,64,87,96,15,0
1/31/2023 0:06,65,86,95,16,0
1/31/2023 0:21,64,87,94,17,0
1/31/2023 0:36,63,88,95,18,0
1/31/2023 0:51,62,89,96,19,0
1/31/2023 1:06,63,90,95,20,0
1/31/2023 1:21,62,89,96,19,0
1/31/2023 1:36,61,90,95,20,0
1/31/2023 1:51,60,91,94,19,0
1/31/2023 2:06,61,92,93,18,0
1/31/2023 2:21,60,93,94,19,0
1/31/2023 2:36,60,94,95,20,0
1/31/2023 2:51,60,95,96,19,0
1/31/2023 3:06,60,96,97,18,0
1/31/2023 3:21,60,95,96,17,0
1/31/2023 3:36,61,94,97,18,0
1/31/2023 3:51,60,95,98,17,0
1/31/2023 4:06,61,96,99,18,0
1/31/2023 4:21,62,95,98,17,0
1/31/2023 4:36,63,94,97,18,0
1/31/2023 4:51,62,95,96,17,0
1/31/2023 5:06,61,94,97,16,0
1/31/2023 5:21,60,93,98,15,0
1/31/2023 5:36,60,94,97,16,0
1/31/2023 5:51,60,95,96,15,0
1/31/2023 6:06,60,96,97,14,0
1/31/2023 6:21,60,97,96,15,0
1/31/2023 6:36,60,96,95,14,0
1/31/2023 6:51,60,95,96,15,0
1/31/2023 7:06,61,96,95,16,0
1/31/2023 7:21,60,95,94,17,0
1/31/2023 7:36,61,94,93,16,0
1/31/2023 7:51,60,93,92,17,0
1/31/2023 8:06,60,92,91,16,0
1/31/2023 8:21,61,91,90,17,0
1/31/2023 8:36,62,90,91,18,0
1/31/2023 8:51,61,89,92,17,0
1/31/2023 9:06,62,90,91,16,0
1/31/2023 9:21,61,91,90,17,0
1/31/2023 9:36,60,92,89,18,0
1/31/2023 9:51,61,93,88,19,0
1/31/2023 10:06,62,94,87,18,0
1/31/2023 10:21,63,93,86,17,0
1/31/2023 10:36,62,92,87,16,0
1/31/2023 10:51,61,93,86,17,0
1/31/2023 11:06,62,94,85,18,0
1/31/2023 11:21,63,93,86,17,0
1/31/2023 11:36,62,92,85,18,0
1/31/2023 11:51,63,91,86,17,0
1/31/2023 12:06,64,90,85,18,0
1/31/2023 12:21,65,89,86,17,0
1/31/2023 12:36,64,88,85,16,0
1/31/2023 12:51,65,89,86,15,0
1/31/2023 13:06,66,90,87,16,0
1/31/2023 13:21,67,91,88,17,0
1/31/2023 13:36,66,90,89,18,0
1/31/2023 13:51,65,91,90,19,0
1/31/2023 14:06,66,90,89,18,0
1/31/2023 14:21,67,89,88,17,0
1/31/2023 14:36,68,88,87,16,0
1/31/2023 14:51,67,89,88,15,0
1/31/2023 15:06,68,90,89,16,0
1/31/2023 15:21,67,89,88,17,0
1/31/2023 15:36,68,90,87,18,0
1/31/2023 15:51,69,89,88,19,0
1/31/2023 16:06,68,88,89,20,0
1/31/2023 16:21,67,89,88,19,0
1/31/2023 16:36,66,88,87,18,0
1/31/2023 16:51,67,87,88,19,0
1/31/2023 17:06,68,88,87,18,0
1/31/2023 17:21,69,89,86,19,0
1/31/2023 17:36,68,90,87,20,0
1/31/2023 17:51,69,91,88,21,0
1/31/2023 18:06,70,90,89,20,0
1/31/2023 18:21,71,89,90,19,0
1/31/2023 18:36,70,88,91,20,0
1/31/2023 18:51,71,87,92,21,0
1/31/2023 19:06,70,86,93,20,0
1/31/2023 19:21,71,85,94,19,0
1/31/2023 19:36,72,84,95,20,0
1/31/2023 19:51,71,85,96,21,0
1/31/2023 20:06,70,86,95,20,0
1/31/2023 20:21,69,87,94,21,0
1/31/2023 20:36,70,88,95,20,0
1/31/2023 20:51,71,89,94,21,0
1/31/2023 21:06,70,90,93,20,0
1/31/2023 21:21,69,89,92,21,0
1/31/2023 21:36,68,88,93,22,0
1/31/2023 21:51,67,87,92,23,0
1/31/2023 22:06,66,86,91,24,0
1/31/2023 22:21,67,85,90,25,0
1/31/2023 22:36,68,86,89,26,0
1/31/2023 22:51,67,85,88,25,0
1/31/2023 23:06,66,86,89,26,0
1/31/2023 23:21,65,85,90,25,0
1/31/2023 23:36,66,84,89,26,0
1/31/2023 23:51,65,85,88,25,0
2/1/2023 0:06,64,84,89,26,0
2/1/2023 0:21,63,83,88,25,0
2/1/2023 0:36,62,84,87,24,0
2/1/2023 0:51,63,83,88,25,0
2/1/2023 1:06,62,84,89,24,0
2/1/2023 1:21,63,83,90,23,0
2/1/2023 1:36,62,84,91,24,0
2/1/2023 1:51,63,85,92,23,0
2/1/2023 2:06,62,84,93,22,0
2/1/2023 2:21,63,83,94,21,0
2/1/2023 2:36,64,84,95,20,0
2/1/2023 2:51,63,83,94,19,0
2/1/2023 3:06,62,82,95,18,0
2/1/2023 3:21,61,81,94,19,0
2/1/2023 3:36,62,80,93,20,0
2/1/2023 3:51,61,79,94,19,0
2/1/2023 4:06,60,80,93,20,0
2/1/2023 4:21,60,81,94,21,0
2/1/2023 4:36,60,80,93,22,0
2/1/2023 4:51,61,81,92,23,0
2/1/2023 5:06,60,82,93,24,0
2/1/2023 5:21,61,83,94,23,0
2/1/2023 5:36,62,84,95,22,0
2/1/2023 5:51,61,85,94,21,0
2/1/2023 6:06,62,86,93,22,0
