Date,oat,mat
2023-01-27 00:23:00,96,66
2023-01-27 00:38:00,95,65
2023-01-27 00:53:00,96,66
2023-01-27 01:08:00,95,65
2023-01-27 01:23:00,96,66
2023-01-27 01:38:00,95,67
2023-01-27 01:53:00,96,68
2023-01-27 02:08:00,97,67
2023-01-27 02:23:00,98,68
2023-01-27 02:38:00,99,67
2023-01-27 02:53:00,100,68
2023-01-27 03:08:00,100,67
2023-01-27 03:23:00,100,68
2023-01-27 03:38:00,99,67
2023-01-27 03:53:00,100,68
2023-01-27 04:08:00,99,69
2023-01-27 04:23:00,100,70
2023-01-27 04:38:00,99,71
2023-01-27 04:53:00,98,70
2023-01-27 05:08:00,99,69
2023-01-27 05:23:00,100,70
2023-01-27 05:38:00,100,69
2023-01-27 05:53:00,100,70
2023-01-27 06:08:00,100,71
2023-01-27 06:23:00,99,70
2023-01-27 06:38:00,100,71
2023-01-27 06:53:00,100,72
2023-01-27 07:08:00,99,71
2023-01-27 07:23:00,100,72
2023-01-27 07:38:00,100,73
2023-01-27 07:53:00,100,72
2023-01-27 08:08:00,99,73
2023-01-27 08:23:00,98,74
2023-01-27 08:38:00,99,73
2023-01-27 08:53:00,98,72
2023-01-27 09:08:00,99,73
2023-01-27 09:23:00,98,74
2023-01-27 09:38:00,99,73
2023-01-27 09:53:00,100,72
2023-01-27 10:08:00,100,73
2023-01-27 10:23:00,99,74
2023-01-27 10:38:00,98,75
2023-01-27 10:53:00,99,74
2023-01-27 11:08:00,98,75
2023-01-27 11:23:00,97,74
2023-01-27 11:38:00,96,73
2023-01-27 11:53:00,95,74
2023-01-27 12:08:00,94,75
2023-01-27 12:23:00,93,76
2023-01-27 12:38:00,92,77
2023-01-27 12:53:00,91,78
2023-01-27 13:08:00,92,77
2023-01-27 13:23:00,91,76
2023-01-27 13:38:00,92,77
2023-01-27 13:53:00,91,76
2023-01-27 14:08:00,90,75
2023-01-27 14:23:00,89,76
2023-01-27 14:38:00,88,77
2023-01-27 14:53:00,89,76
2023-01-27 15:08:00,90,75
2023-01-27 15:23:00,89,76
2023-01-27 15:38:00,88,75
2023-01-27 15:53:00,87,76
2023-01-27 16:08:00,86,75
2023-01-27 16:23:00,87,76
2023-01-27 16:38:00,86,77
2023-01-27 16:53:00,85,78
2023-01-27 17:08:00,84,79
2023-01-27 17:23:00,83,78
2023-01-27 17:38:00,82,79
2023-01-27 17:53:00,83,80
2023-01-27 18:08:00,84,80
2023-01-27 18:23:00,85,80
2023-01-27 18:38:00,84,79
2023-01-27 18:53:00,85,80
2023-01-27 19:08:00,86,79
2023-01-27 19:23:00,87,78
2023-01-27 19:38:00,88,79
2023-01-27 19:53:00,89,78
2023-01-27 20:08:00,88,79
2023-01-27 20:23:00,87,80
2023-01-27 20:38:00,88,80
2023-01-27 20:53:00,89,80
2023-01-27 21:08:00,88,79
2023-01-27 21:23:00,87,80
2023-01-27 21:38:00,88,79
2023-01-27 21:53:00,87,80
2023-01-27 22:08:00,88,79
2023-01-27 22:23:00,87,80
2023-01-27 22:38:00,86,79
2023-01-27 22:53:00,85,80
2023-01-27 23:08:00,86,79
2023-01-27 23:23:00,87,78
2023-01-27 23:38:00,86,77
2023-01-27 23:53:00,85,76
2023-01-28 00:08:00,86,75
2023-01-28 00:23:00,85,74
2023-01-28 00:38:00,84,73
2023-01-28 00:53:00,85,74
2023-01-28 01:08:00,84,73
2023-01-28 01:23:00,83,74
2023-01-28 01:38:00,84,73
2023-01-28 01:53:00,85,74
2023-01-28 02:08:00,86,73
2023-01-28 02:23:00,87,72
2023-01-28 02:38:00,88,73
2023-01-28 02:53:00,89,74
2023-01-28 03:08:00,90,73
2023-01-28 03:23:00,89,74
2023-01-28 03:38:00,90,73
2023-01-28 03:53:00,91,72
2023-01-28 04:08:00,90,71
2023-01-28 04:23:00,91,72
2023-01-28 04:38:00,90,73
2023-01-28 04:53:00,89,72
2023-01-28 05:08:00,88,71
2023-01-28 05:23:00,87,70
2023-01-28 05:38:00,88,71
2023-01-28 05:53:00,89,72
2023-01-28 06:08:00,88,73
2023-01-28 06:23:00,87,72
2023-01-28 06:38:00,88,73
2023-01-28 06:53:00,87,72
2023-01-28 07:08:00,86,73
2023-01-28 07:23:00,87,74
2023-01-28 07:38:00,86,73
2023-01-28 07:53:00,87,74
2023-01-28 08:08:00,88,75
2023-01-28 08:23:00,89,74
2023-01-28 08:38:00,88,75
2023-01-28 08:53:00,87,74
2023-01-28 09:08:00,88,73
2023-01-28 09:23:00,87,72
2023-01-28 09:38:00,88,73
2023-01-28 09:53:00,89,74
2023-01-28 10:08:00,88,73
2023-01-28 10:23:00,89,74
2023-01-28 10:38:00,88,73
2023-01-28 10:53:00,89,74
2023-01-28 11:08:00,88,73
2023-01-28 11:23:00,89,72
2023-01-28 11:38:00,90,71
2023-01-28 11:53:00,89,70
2023-01-28 12:08:00,90,71
2023-01-28 12:23:00,91,72
2023-01-28 12:38:00,92,73
2023-01-28 12:53:00,93,74
2023-01-28 13:08:00,92,73
2023-01-28 13:23:00,93,74
2023-01-28 13:38:00,92,75
2023-01-28 13:53:00,91,74
2023-01-28 14:08:00,90,73
2023-01-28 14:23:00,91,72
2023-01-28 14:38:00,92,73
2023-01-28 14:53:00,91,72
2023-01-28 15:08:00,90,71
2023-01-28 15:23:00,91,70
2023-01-28 15:38:00,92,71
2023-01-28 15:53:00,93,70
2023-01-28 16:08:00,92,71
2023-01-28 16:23:00,93,70
2023-01-28 16:38:00,92,71
2023-01-28 16:53:00,91,70
2023-01-28 17:08:00,92,71
2023-01-28 17:23:00,93,72
2023-01-28 17:38:00,94,71
2023-01-28 17:53:00,93,70
2023-01-28 18:08:00,92,71
2023-01-28 18:23:00,91,70
2023-01-28 18:38:00,90,69
2023-01-28 18:53:00,89,70
2023-01-28 19:08:00,88,71
2023-01-28 19:23:00,89,70
2023-01-28 19:38:00,88,71
2023-01-28 19:53:00,89,72
2023-01-28 20:08:00,90,73
2023-01-28 20:23:00,89,74
2023-01-28 20:38:00,90,75
2023-01-28 20:53:00,91,74
2023-01-28 21:08:00,92,75
2023-01-28 21:23:00,91,74
2023-01-28 21:38:00,90,75
2023-01-28 21:53:00,91,74
2023-01-28 22:08:00,90,73
2023-01-28 22:23:00,91,72
2023-01-28 22:38:00,92,71
2023-01-28 22:53:00,91,70
2023-01-28 23:08:00,92,71
2023-01-28 23:23:00,93,72
2023-01-28 23:38:00,92,73
2023-01-28 23:53:00,93,74
2023-01-29 00:08:00,92,75
2023-01-29 00:23:00,93,74
2023-01-29 00:38:00,92,75
2023-01-29 00:53:00,93,76
2023-01-29 01:08:00,94,77
2023-01-29 01:23:00,95,78
2023-01-29 01:38:00,96,79
2023-01-29 01:53:00,97,78
2023-01-29 02:08:00,96,77
2023-01-29 02:23:00,95,78
2023-01-29 02:38:00,96,77
2023-01-29 02:53:00,97,78
2023-01-29 03:08:00,96,77
2023-01-29 03:23:00,95,78
2023-01-29 03:38:00,94,77
2023-01-29 03:53:00,95,78
2023-01-29 04:08:00,94,77
2023-01-29 04:23:00,93,76
2023-01-29 04:38:00,92,75
2023-01-29 04:53:00,91,76
2023-01-29 05:08:00,90,75
2023-01-29 05:23:00,91,74
2023-01-29 05:38:00,90,73
2023-01-29 05:53:00,89,72
2023-01-29 06:08:00,88,71
2023-01-29 06:23:00,87,70
2023-01-29 06:38:00,86,71
2023-01-29 06:53:00,87,70
2023-01-29 07:08:00,88,71
2023-01-29 07:23:00,89,70
2023-01-29 07:38:00,90,69
2023-01-29 07:53:00,89,68
2023-01-29 08:08:00,90,67
2023-01-29 08:23:00,89,68
2023-01-29 08:38:00,88,67
2023-01-29 08:53:00,87,66
2023-01-29 09:08:00,86,65
2023-01-29 09:23:00,85,64
2023-01-29 09:38:00,86,63
2023-01-29 09:53:00,85,62
2023-01-29 10:08:00,84,61
2023-01-29 10:23:00,85,62
2023-01-29 10:38:00,86,63
2023-01-29 10:53:00,87,64
2023-01-29 11:08:00,86,65
2023-01-29 11:23:00,85,64
2023-01-29 11:38:00,86,65
2023-01-29 11:53:00,85,66
2023-01-29 12:08:00,86,65
2023-01-29 12:23:00,87,66
2023-01-29 12:38:00,88,67
2023-01-29 12:53:00,87,68
2023-01-29 13:08:00,88,69
2023-01-29 13:23:00,89,68
2023-01-29 13:38:00,90,67
2023-01-29 13:53:00,91,68
2023-01-29 14:08:00,90,69
2023-01-29 14:23:00,89,70
2023-01-29 14:38:00,88,69
2023-01-29 14:53:00,89,68
2023-01-29 15:08:00,90,67
2023-01-29 15:23:00,91,66
2023-01-29 15:38:00,92,67
2023-01-29 15:53:00,93,68
2023-01-29 16:08:00,92,69
2023-01-29 16:23:00,91,70
2023-01-29 16:38:00,92,71
2023-01-29 16:53:00,93,72
2023-01-29 17:08:00,92,73
2023-01-29 17:23:00,93,72
2023-01-29 17:38:00,94,71
2023-01-29 17:53:00,95,72
2023-01-29 18:08:00,94,71
2023-01-29 18:23:00,93,70
2023-01-29 18:38:00,94,71
2023-01-29 18:53:00,95,72
2023-01-29 19:08:00,96,71
2023-01-29 19:23:00,97,70
2023-01-29 19:38:00,98,69
2023-01-29 19:53:00,97,70
2023-01-29 20:08:00,96,71
2023-01-29 20:23:00,95,70
2023-01-29 20:38:00,94,69
2023-01-29 20:53:00,93,68
2023-01-29 21:08:00,94,69
2023-01-29 21:23:00,93,70
2023-01-29 21:38:00,92,69
2023-01-29 21:53:00,91,70
2023-01-29 22:08:00,92,71
2023-01-29 22:23:00,91,72
2023-01-29 22:38:00,90,71
2023-01-29 22:53:00,89,70
2023-01-29 23:08:00,90,71
2023-01-29 23:23:00,89,70
2023-01-29 23:38:00,88,71
2023-01-29 23:53:00,87,72
2023-01-30 00:08:00,88,71
2023-01-30 00:23:00,87,72
2023-01-30 00:38:00,86,73
2023-01-30 00:53:00,87,74
2023-01-30 01:08:00,86,75
2023-01-30 01:23:00,87,74
2023-01-30 01:38:00,88,75
2023-01-30 01:53:00,87,74
2023-01-30 02:08:00,86,73
2023-01-30 02:23:00,85,72
2023-01-30 02:38:00,86,71
2023-01-30 02:53:00,85,72
2023-01-30 03:08:00,84,71
2023-01-30 03:23:00,83,70
2023-01-30 03:38:00,84,71
2023-01-30 03:53:00,85,70
2023-01-30 04:08:00,86,69
2023-01-30 04:23:00,85,70
2023-01-30 04:38:00,86,69
2023-01-30 04:53:00,87,70
2023-01-30 05:08:00,88,69
2023-01-30 05:23:00,87,70
2023-01-30 05:38:00,88,71
2023-01-30 05:53:00,87,72
2023-01-30 06:08:00,86,71
2023-01-30 06:23:00,85,72
2023-01-30 06:38:00,84,73
2023-01-30 06:53:00,85,74
2023-01-30 07:08:00,86,75
2023-01-30 07:23:00,85,76
2023-01-30 07:38:00,84,77
2023-01-30 07:53:00,83,76
2023-01-30 08:08:00,82,77
2023-01-30 08:23:00,83,76
2023-01-30 08:38:00,84,75
2023-01-30 08:53:00,85,74
2023-01-30 09:08:00,84,73
2023-01-30 09:23:00,85,74
2023-01-30 09:38:00,84,75
2023-01-30 09:53:00,85,74
2023-01-30 10:08:00,86,75
2023-01-30 10:23:00,87,74
2023-01-30 10:38:00,86,75
2023-01-30 10:53:00,85,74
2023-01-30 11:08:00,86,75
2023-01-30 11:23:00,87,76
2023-01-30 11:38:00,86,77
2023-01-30 11:53:00,85,78
2023-01-30 12:08:00,84,77
2023-01-30 12:23:00,83,76
2023-01-30 12:38:00,84,75
2023-01-30 12:53:00,85,74
2023-01-30 13:08:00,86,73
2023-01-30 13:23:00,87,74
2023-01-30 13:38:00,86,73
2023-01-30 13:53:00,87,72
2023-01-30 14:08:00,88,71
2023-01-30 14:23:00,89,72
2023-01-30 14:38:00,90,73
2023-01-30 14:53:00,89,72
2023-01-30 15:08:00,88,71
2023-01-30 15:23:00,89,70
2023-01-30 15:38:00,88,71
2023-01-30 15:53:00,87,70
2023-01-30 16:08:00,88,69
2023-01-30 16:23:00,89,70
2023-01-30 16:38:00,88,71
2023-01-30 16:53:00,87,72
2023-01-30 17:08:00,86,71
2023-01-30 17:23:00,87,72
2023-01-30 17:38:00,88,73
2023-01-30 17:53:00,87,72
2023-01-30 18:08:00,88,71
2023-01-30 18:23:00,89,72
2023-01-30 18:38:00,88,71
2023-01-30 18:53:00,87,70
2023-01-30 19:08:00,86,71
2023-01-30 19:23:00,87,72
2023-01-30 19:38:00,86,73
2023-01-30 19:53:00,85,74
2023-01-30 20:08:00,84,73
2023-01-30 20:23:00,83,74
2023-01-30 20:38:00,82,73
2023-01-30 20:53:00,83,72
2023-01-30 21:08:00,82,73
2023-01-30 21:23:00,81,74
2023-01-30 21:38:00,82,75
2023-01-30 21:53:00,81,76
2023-01-30 22:08:00,82,77
2023-01-30 22:23:00,83,76
2023-01-30 22:38:00,82,75
2023-01-30 22:53:00,83,76
2023-01-30 23:08:00,84,77
2023-01-30 23:23:00,83,78
2023-01-30 23:38:00,82,79
2023-01-30 23:53:00,81,80
2023-01-31 00:08:00,82,80
2023-01-31 00:23:00,81,79
2023-01-31 00:38:00,82,78
2023-01-31 00:53:00,83,77
2023-01-31 01:08:00,82,76
2023-01-31 01:23:00,83,75
2023-01-31 01:38:00,84,74
2023-01-31 01:53:00,85,75
2023-01-31 02:08:00,84,74
2023-01-31 02:23:00,83,75
2023-01-31 02:38:00,82,76
2023-01-31 02:53:00,83,77
2023-01-31 03:08:00,82,78
2023-01-31 03:23:00,83,79
2023-01-31 03:38:00,82,78
2023-01-31 03:53:00,81,77
2023-01-31 04:08:00,82,76
2023-01-31 04:23:00,83,75
2023-01-31 04:38:00,82,74
2023-01-31 04:53:00,81,73
2023-01-31 05:08:00,80,74
2023-01-31 05:23:00,81,73
2023-01-31 05:38:00,80,72
2023-01-31 05:53:00,79,73
2023-01-31 06:08:00,80,74
2023-01-31 06:23:00,79,75
2023-01-31 06:38:00,80,76
2023-01-31 06:53:00,81,75
2023-01-31 07:08:00,80,74
2023-01-31 07:23:00,79,75
2023-01-31 07:38:00,80,76
2023-01-31 07:53:00,81,75
2023-01-31 08:08:00,80,76
2023-01-31 08:23:00,79,77
2023-01-31 08:38:00,80,78
2023-01-31 08:53:00,81,79
2023-01-31 09:08:00,80,78
2023-01-31 09:23:00,79,79
2023-01-31 09:38:00,78,80
2023-01-31 09:53:00,79,79
2023-01-31 10:08:00,80,80
2023-01-31 10:23:00,81,79
2023-01-31 10:38:00,82,80
2023-01-31 10:53:00,81,79
2023-01-31 11:08:00,82,80
2023-01-31 11:23:00,81,80
2023-01-31 11:38:00,82,79
2023-01-31 11:53:00,83,80
2023-01-31 12:08:00,84,80
2023-01-31 12:23:00,85,80
2023-01-31 12:38:00,84,79
2023-01-31 12:53:00,83,78
2023-01-31 13:08:00,84,79
2023-01-31 13:23:00,85,80
2023-01-31 13:38:00,84,79
2023-01-31 13:53:00,83,80
2023-01-31 14:08:00,82,79
2023-01-31 14:23:00,83,80
2023-01-31 14:38:00,84,80
2023-01-31 14:53:00,83,79
2023-01-31 15:08:00,84,80
2023-01-31 15:23:00,85,79
2023-01-31 15:38:00,84,78
2023-01-31 15:53:00,85,77
2023-01-31 16:08:00,84,78
2023-01-31 16:23:00,83,77
2023-01-31 16:38:00,82,76
2023-01-31 16:53:00,83,77
2023-01-31 17:08:00,84,76
2023-01-31 17:23:00,83,77
2023-01-31 17:38:00,84,76
2023-01-31 17:53:00,85,77
2023-01-31 18:08:00,84,76
2023-01-31 18:23:00,85,77
2023-01-31 18:38:00,86,76
2023-01-31 18:53:00,85,75
2023-01-31 19:08:00,84,76
2023-01-31 19:23:00,85,75
2023-01-31 19:38:00,86,76
2023-01-31 19:53:00,85,77
2023-01-31 20:08:00,86,78
2023-01-31 20:23:00,85,77
2023-01-31 20:38:00,84,78
2023-01-31 20:53:00,85,77
2023-01-31 21:08:00,86,76
2023-01-31 21:23:00,85,75
2023-01-31 21:38:00,84,76
2023-01-31 21:53:00,83,75
2023-01-31 22:08:00,82,76
2023-01-31 22:23:00,81,75
2023-01-31 22:38:00,80,76
2023-01-31 22:53:00,79,77
2023-01-31 23:08:00,80,76
2023-01-31 23:23:00,79,77
2023-01-31 23:38:00,78,78
2023-01-31 23:53:00,79,77
2023-02-01 00:08:00,80,76
2023-02-01 00:23:00,81,75
2023-02-01 00:38:00,82,74
2023-02-01 00:53:00,83,75
2023-02-01 01:08:00,82,76
2023-02-01 01:23:00,81,77
2023-02-01 01:38:00,82,78
2023-02-01 01:53:00,83,79
2023-02-01 02:08:00,82,80
2023-02-01 02:23:00,83,79
2023-02-01 02:38:00,84,78
2023-02-01 02:53:00,83,77
2023-02-01 03:08:00,82,78
2023-02-01 03:23:00,81,77
2023-02-01 03:38:00,80,78
2023-02-01 03:53:00,79,79
2023-02-01 04:08:00,78,78
2023-02-01 04:23:00,77,79
2023-02-01 04:38:00,78,80
2023-02-01 04:53:00,79,80
2023-02-01 05:08:00,78,80
2023-02-01 05:23:00,79,79
2023-02-01 05:38:00,78,78
2023-02-01 05:53:00,77,79
2023-02-01 06:08:00,78,80
2023-02-01 06:23:00,77,79
2023-02-01 06:38:00,76,80
2023-02-01 06:53:00,75,80
2023-02-01 07:08:00,76,80
2023-02-01 07:23:00,75,79
2023-02-01 07:38:00,76,78
2023-02-01 07:53:00,77,77
2023-02-01 08:08:00,76,76
2023-02-01 08:23:00,77,75
2023-02-01 08:38:00,76,74
2023-02-01 08:53:00,75,75
2023-02-01 09:08:00,74,76
2023-02-01 09:23:00,75,77
2023-02-01 09:38:00,76,78
2023-02-01 09:53:00,75,79
2023-02-01 10:08:00,74,78
2023-02-01 10:23:00,75,79
2023-02-01 10:38:00,76,80
2023-02-01 10:53:00,75,79
2023-02-01 11:08:00,76,78
2023-02-01 11:23:00,77,79
2023-02-01 11:38:00,78,78
2023-02-01 11:53:00,79,77
2023-02-01 12:08:00,80,76
2023-02-01 12:23:00,79,75
2023-02-01 12:38:00,80,74
2023-02-01 12:53:00,81,73
2023-02-01 13:08:00,82,72
2023-02-01 13:23:00,81,73
2023-02-01 13:38:00,80,74
2023-02-01 13:53:00,79,73
2023-02-01 14:08:00,80,74
2023-02-01 14:23:00,79,75
2023-02-01 14:38:00,78,74
2023-02-01 14:53:00,77,75
2023-02-01 15:08:00,78,74
2023-02-01 15:23:00,77,73
2023-02-01 15:38:00,78,74
2023-02-01 15:53:00,79,75
2023-02-01 16:08:00,78,74
2023-02-01 16:23:00,77,73
2023-02-01 16:38:00,78,74
2023-02-01 16:53:00,79,73
2023-02-01 17:08:00,80,74
2023-02-01 17:23:00,81,75
2023-02-01 17:38:00,80,76
2023-02-01 17:53:00,81,75
2023-02-01 18:08:00,80,76
2023-02-01 18:23:00,81,75
2023-02-01 18:38:00,82,76
2023-02-01 18:53:00,83,77
2023-02-01 19:08:00,84,78
2023-02-01 19:23:00,85,77
2023-02-01 19:38:00,86,76
2023-02-01 19:53:00,87,77
2023-02-01 20:08:00,86,76
2023-02-01 20:23:00,85,75
2023-02-01 20:38:00,84,76
2023-02-01 20:53:00,83,75
2023-02-01 21:08:00,82,74
2023-02-01 21:23:00,83,75
2023-02-01 21:38:00,82,74
2023-02-01 21:53:00,83,75
2023-02-01 22:08:00,82,76
2023-02-01 22:23:00,83,77
2023-02-01 22:38:00,82,76
2023-02-01 22:53:00,83,75
2023-02-01 23:08:00,82,74
2023-02-01 23:23:00,81,73
2023-02-01 23:38:00,82,72
2023-02-01 23:53:00,81,71
2023-02-02 00:08:00,80,72
2023-02-02 00:23:00,81,73
2023-02-02 00:38:00,80,72
2023-02-02 00:53:00,79,73
2023-02-02 01:08:00,80,74
2023-02-02 01:23:00,81,73
2023-02-02 01:38:00,82,74
2023-02-02 01:53:00,83,75
2023-02-02 02:08:00,84,74
2023-02-02 02:23:00,85,73
2023-02-02 02:38:00,86,74
2023-02-02 02:53:00,85,73
2023-02-02 03:08:00,84,74
2023-02-02 03:23:00,85,75
2023-02-02 03:38:00,86,74
2023-02-02 03:53:00,85,73
2023-02-02 04:08:00,84,74
2023-02-02 04:23:00,83,73
2023-02-02 04:38:00,82,72
2023-02-02 04:53:00,81,73
2023-02-02 05:08:00,80,72
2023-02-02 05:23:00,81,71
2023-02-02 05:38:00,80,70
2023-02-02 05:53:00,81,69
2023-02-02 06:08:00,82,68
2023-02-02 06:23:00,83,67
2023-02-02 06:38:00,82,66
2023-02-02 06:53:00,81,65
2023-02-02 07:08:00,80,64
2023-02-02 07:23:00,79,63
2023-02-02 07:38:00,80,62
2023-02-02 07:53:00,79,63
2023-02-02 08:08:00,80,64
2023-02-02 08:23:00,79,63
2023-02-02 08:38:00,78,64
2023-02-02 08:53:00,77,65
2023-02-02 09:08:00,76,66
2023-02-02 09:23:00,77,67
2023-02-02 09:38:00,78,68
2023-02-02 09:53:00,79,69
2023-02-02 10:08:00,78,70
2023-02-02 10:23:00,77,71
2023-02-02 10:38:00,76,70
2023-02-02 10:53:00,75,69
2023-02-02 11:08:00,74,68
2023-02-02 11:23:00,75,69
2023-02-02 11:38:00,76,68
2023-02-02 11:53:00,77,67
2023-02-02 12:08:00,76,66
2023-02-02 12:23:00,77,67
2023-02-02 12:38:00,76,66
2023-02-02 12:53:00,77,67
2023-02-02 13:08:00,76,66
2023-02-02 13:23:00,75,67
2023-02-02 13:38:00,74,66
2023-02-02 13:53:00,73,65
2023-02-02 14:08:00,74,64
2023-02-02 14:23:00,73,63
2023-02-02 14:38:00,74,62
2023-02-02 14:53:00,75,63
2023-02-02 15:08:00,76,64
2023-02-02 15:23:00,75,65
2023-02-02 15:38:00,74,64
2023-02-02 15:53:00,75,65
2023-02-02 16:08:00,74,64
2023-02-02 16:23:00,75,65
2023-02-02 16:38:00,74,66
2023-02-02 16:53:00,73,67
2023-02-02 17:08:00,74,68
2023-02-02 17:23:00,75,67
2023-02-02 17:38:00,74,68
2023-02-02 17:53:00,73,67
2023-02-02 18:08:00,74,68
2023-02-02 18:23:00,73,67
2023-02-02 18:38:00,74,66
2023-02-02 18:53:00,73,67
2023-02-02 19:08:00,72,68
2023-02-02 19:23:00,71,69
2023-02-02 19:38:00,70,70
2023-02-02 19:53:00,71,69
2023-02-02 20:08:00,70,68
2023-02-02 20:23:00,71,69
2023-02-02 20:38:00,72,70
2023-02-02 20:53:00,71,69
2023-02-02 21:08:00,72,70
2023-02-02 21:23:00,73,71
2023-02-02 21:38:00,74,72
2023-02-02 21:53:00,75,73
2023-02-02 22:08:00,76,74
2023-02-02 22:23:00,75,73
2023-02-02 22:38:00,74,72
2023-02-02 22:53:00,75,71
2023-02-02 23:08:00,74,70
2023-02-02 23:23:00,75,71
2023-02-02 23:38:00,76,70
2023-02-02 23:53:00,77,69
2023-02-03 00:08:00,78,68
2023-02-03 00:23:00,79,69
2023-02-03 00:38:00,80,70
2023-02-03 00:53:00,81,71
2023-02-03 01:08:00,80,72
2023-02-03 01:23:00,79,71
2023-02-03 01:38:00,78,70
2023-02-03 01:53:00,77,71
2023-02-03 02:08:00,78,70
2023-02-03 02:23:00,77,71
2023-02-03 02:38:00,76,72
2023-02-03 02:53:00,77,71
2023-02-03 03:08:00,76,70
2023-02-03 03:23:00,75,71
2023-02-03 03:38:00,76,70
2023-02-03 03:53:00,75,71
2023-02-03 04:08:00,76,72
2023-02-03 04:23:00,75,73
2023-02-03 04:38:00,76,74
2023-02-03 04:53:00,75,73
2023-02-03 05:08:00,76,74
2023-02-03 05:23:00,75,75
2023-02-03 05:38:00,74,76
2023-02-03 05:53:00,73,75
2023-02-03 06:08:00,72,76
2023-02-03 06:23:00,71,75
2023-02-03 06:38:00,70,76
2023-02-03 06:53:00,69,77
2023-02-03 07:08:00,70,76
2023-02-03 07:23:00,71,75
2023-02-03 07:38:00,72,76
2023-02-03 07:53:00,71,75
2023-02-03 08:08:00,72,74
2023-02-03 08:23:00,73,75
2023-02-03 08:38:00,72,74
2023-02-03 08:53:00,73,75
2023-02-03 09:08:00,72,76
2023-02-03 09:23:00,73,75
2023-02-03 09:38:00,74,76
2023-02-03 09:53:00,75,75
2023-02-03 10:08:00,74,76
2023-02-03 10:23:00,75,77
2023-02-03 10:38:00,74,76
2023-02-03 10:53:00,73,77
2023-02-03 11:08:00,74,76
2023-02-03 11:23:00,73,77
2023-02-03 11:38:00,74,76
2023-02-03 11:53:00,73,75
2023-02-03 12:08:00,72,74
2023-02-03 12:23:00,71,73
2023-02-03 12:38:00,70,72
2023-02-03 12:53:00,69,71
2023-02-03 13:08:00,68,70
2023-02-03 13:23:00,67,71
2023-02-03 13:38:00,66,72
2023-02-03 13:53:00,67,71
2023-02-03 14:08:00,66,70
2023-02-03 14:23:00,67,69
2023-02-03 14:38:00,68,68
2023-02-03 14:53:00,67,69
2023-02-03 15:08:00,66,70
2023-02-03 15:23:00,65,69
2023-02-03 15:38:00,64,70
2023-02-03 15:53:00,65,71
2023-02-03 16:08:00,64,70
2023-02-03 16:23:00,63,71
2023-02-03 16:38:00,62,72
2023-02-03 16:53:00,61,73
2023-02-03 17:08:00,62,74
2023-02-03 17:23:00,61,73
2023-02-03 17:38:00,60,72
2023-02-03 17:53:00,61,73
2023-02-03 18:08:00,60,74
2023-02-03 18:23:00,61,73
2023-02-03 18:38:00,60,74
2023-02-03 18:53:00,61,75
2023-02-03 19:08:00,62,74
2023-02-03 19:23:00,61,73
2023-02-03 19:38:00,62,74
2023-02-03 19:53:00,63,73
2023-02-03 20:08:00,62,72
2023-02-03 20:23:00,63,73
2023-02-03 20:38:00,62,72
2023-02-03 20:53:00,61,71
2023-02-03 21:08:00,62,70
2023-02-03 21:23:00,61,71
2023-02-03 21:38:00,62,72
2023-02-03 21:53:00,63,71
2023-02-03 22:08:00,62,72
2023-02-03 22:23:00,63,73
2023-02-03 22:38:00,64,72
2023-02-03 22:53:00,65,71
2023-02-03 23:08:00,66,72
2023-02-03 23:23:00,67,73
2023-02-03 23:38:00,66,74
2023-02-03 23:53:00,67,75
2023-02-04 00:08:00,68,76
2023-02-04 00:23:00,67,77
2023-02-04 00:38:00,66,76
2023-02-04 00:53:00,67,75
2023-02-04 01:08:00,66,74
2023-02-04 01:23:00,65,75
2023-02-04 01:38:00,66,74
2023-02-04 01:53:00,67,73
2023-02-04 02:08:00,66,74
2023-02-04 02:23:00,67,75
2023-02-04 02:38:00,68,74
2023-02-04 02:53:00,67,73
2023-02-04 03:08:00,66,74
2023-02-04 03:23:00,67,73
2023-02-04 03:38:00,68,72
2023-02-04 03:53:00,67,73
2023-02-04 04:08:00,66,74
2023-02-04 04:23:00,67,73
2023-02-04 04:38:00,66,72
2023-02-04 04:53:00,67,73
2023-02-04 05:08:00,66,74
2023-02-04 05:23:00,65,73
2023-02-04 05:38:00,66,72
2023-02-04 05:53:00,67,73
2023-02-04 06:08:00,66,72
2023-02-04 06:23:00,67,71
2023-02-04 06:38:00,66,72
2023-02-04 06:53:00,65,71
2023-02-04 07:08:00,66,72
2023-02-04 07:23:00,65,73
2023-02-04 07:38:00,64,74
2023-02-04 07:53:00,65,75
2023-02-04 08:08:00,66,76
2023-02-04 08:23:00,67,77
2023-02-04 08:38:00,66,78
2023-02-04 08:53:00,67,77
2023-02-04 09:08:00,66,78
2023-02-04 09:23:00,67,79
2023-02-04 09:38:00,68,80
2023-02-04 09:53:00,69,80
2023-02-04 10:08:00,68,80
2023-02-04 10:23:00,69,79
2023-02-04 10:38:00,70,80
2023-02-04 10:53:00,71,80
2023-02-04 11:08:00,72,79
2023-02-04 11:23:00,73,78
2023-02-04 11:38:00,72,77
2023-02-04 11:53:00,73,76
2023-02-04 12:08:00,74,77
2023-02-04 12:23:00,75,76
2023-02-04 12:38:00,76,77
2023-02-04 12:53:00,75,76
2023-02-04 13:08:00,74,75
2023-02-04 13:23:00,73,74
2023-02-04 13:38:00,72,75
2023-02-04 13:53:00,73,74
