Date,oat,rat,mat,vav_total_flow,supply_vfd_speed
1/20/2023 0:17,-5,79,38,12106,0
1/20/2023 0:32,-6,78,37,12105,0
1/20/2023 0:47,-5,79,38,12104,0
1/20/2023 1:02,-6,78,39,12105,0
1/20/2023 1:17,-7,79,40,12106,0
1/20/2023 1:32,-6,78,41,12105,0
1/20/2023 1:47,-7,79,40,12106,0
1/20/2023 2:02,-6,78,41,12107,0
1/20/2023 2:17,-7,79,42,12106,0
1/20/2023 2:32,-6,80,43,12105,0
1/20/2023 2:47,-5,80,42,12106,0
1/20/2023 3:02,-4,80,43,12107,0
1/20/2023 3:17,-3,79,42,12106,0
1/20/2023 3:32,-4,80,43,12107,0
1/20/2023 3:47,-3,79,42,12108,0
1/20/2023 4:02,-2,80,41,12109,0
1/20/2023 4:17,-1,79,40,12108,0
1/20/2023 4:32,-2,80,39,12107,0
1/20/2023 4:47,-1,79,38,12106,0
1/20/2023 5:02,0,80,39,12105,0
1/20/2023 5:17,-1,80,38,12104,0
1/20/2023 5:32,-2,79,39,12103,0
1/20/2023 5:47,-3,78,40,12102,0
1/20/2023 6:02,-4,79,41,12103,0
1/20/2023 6:17,-3,80,42,12104,0
1/20/2023 6:32,-4,80,43,12103,0
1/20/2023 6:47,-3,79,44,12102,0
1/20/2023 7:02,-2,80,45,12103,0
1/20/2023 7:17,-1,80,46,12102,0
1/20/2023 7:32,0,80,47,12103,0
1/20/2023 7:47,-1,79,48,12104,0
1/20/2023 8:02,-2,78,49,12103,0
1/20/2023 8:17,-1,79,48,12104,0
1/20/2023 8:32,-2,80,49,12105,0
1/20/2023 8:47,-1,80,48,12104,0
1/20/2023 9:02,-2,79,47,12105,0
1/20/2023 9:17,-1,78,46,12104,0
1/20/2023 9:32,-2,77,45,12103,0
1/20/2023 9:47,-1,76,44,12104,0
1/20/2023 10:02,0,75,43,12105,0
1/20/2023 10:17,-1,74,42,12106,0
1/20/2023 10:32,-2,75,41,12107,0
1/20/2023 10:47,-1,74,40,12106,0
1/20/2023 11:02,-2,73,39,12107,0
1/20/2023 11:17,-3,72,40,12108,0
1/20/2023 11:32,-2,73,41,12107,0
1/20/2023 11:47,-3,72,40,12106,0
1/20/2023 12:02,-4,71,39,12107,0
1/20/2023 12:17,-5,70,38,12108,0
1/20/2023 12:32,-6,71,39,12109,0
1/20/2023 12:47,-7,72,40,12110,0
1/20/2023 13:02,-6,71,41,12109,0
1/20/2023 13:17,-5,72,40,12110,0
1/20/2023 13:32,-6,71,41,12109,0
1/20/2023 13:47,-7,70,42,12110,0
1/20/2023 14:02,-6,71,41,12111,0
1/20/2023 14:17,-5,72,42,12110,0
1/20/2023 14:32,-4,73,43,12111,0
1/20/2023 14:47,-5,72,44,12110,0
1/20/2023 15:02,-4,73,43,12109,0
1/20/2023 15:17,-5,74,44,12110,0
1/20/2023 15:32,-4,75,45,12111,0
1/20/2023 15:47,-5,76,46,12112,0
1/20/2023 16:02,-6,75,45,12113,0
1/20/2023 16:17,-5,76,44,12114,0
1/20/2023 16:32,-6,77,43,12113,0
1/20/2023 16:47,-7,76,44,12112,0
1/20/2023 17:02,-8,77,45,12113,0
1/20/2023 17:17,-7,76,44,12112,0
1/20/2023 17:32,-6,75,45,12111,0
1/20/2023 17:47,-5,76,44,12110,0
1/20/2023 18:02,-4,77,43,12111,0
1/20/2023 18:17,-5,76,44,12110,0
1/20/2023 18:32,-6,75,43,12111,0
1/20/2023 18:47,-5,74,44,12112,0
1/20/2023 19:02,-6,75,45,12113,0
1/20/2023 19:17,-5,76,44,12112,0
1/20/2023 19:32,-6,75,45,12111,0
1/20/2023 19:47,-7,76,46,12110,0
1/20/2023 20:02,-8,75,45,12111,0
1/20/2023 20:17,-7,74,46,12112,0
1/20/2023 20:32,-8,75,45,12111,0
1/20/2023 20:47,-9,76,44,12110,0
1/20/2023 21:02,-10,75,43,12111,0
1/20/2023 21:17,-10,76,42,12110,0
1/20/2023 21:32,-10,75,41,12109,0
1/20/2023 21:47,-9,74,42,12110,0
1/20/2023 22:02,-8,75,41,12109,0
1/20/2023 22:17,-7,74,42,12110,0
1/20/2023 22:32,-8,75,41,12109,0
1/20/2023 22:47,-9,74,42,12108,0
1/20/2023 23:02,-8,75,41,12107,0
1/20/2023 23:17,-7,74,40,12106,0
1/20/2023 23:32,-6,73,41,12107,0
1/20/2023 23:47,-5,72,40,12108,0
1/21/2023 0:02,-6,71,41,12107,0
1/21/2023 0:17,-5,70,42,12108,0
1/21/2023 0:32,-4,71,41,12107,0
1/21/2023 0:47,-3,70,42,12108,0
1/21/2023 1:02,-2,69,43,12109,0
1/21/2023 1:17,-1,70,44,12110,0
1/21/2023 1:32,0,71,43,12109,0
1/21/2023 1:47,-1,72,44,12108,0
1/21/2023 2:02,0,73,45,12107,0
1/21/2023 2:17,1,74,44,12106,0
1/21/2023 2:32,0,73,43,12107,0
1/21/2023 2:47,-1,74,44,12106,0
1/21/2023 3:02,0,73,45,12105,0
1/21/2023 3:17,1,72,44,12104,0
1/21/2023 3:32,2,73,45,12105,0
1/21/2023 3:47,3,72,46,12106,0
1/21/2023 4:02,4,71,45,12105,0
1/21/2023 4:17,5,70,44,12106,0
1/21/2023 4:32,4,71,43,12107,0
1/21/2023 4:47,3,70,44,12106,0
1/21/2023 5:02,4,71,45,12105,0
1/21/2023 5:17,3,72,44,12104,0
1/21/2023 5:32,2,71,45,12105,0
1/21/2023 5:47,1,70,46,12106,0
1/21/2023 6:02,2,69,45,12107,0
1/21/2023 6:17,1,68,46,12106,0
1/21/2023 6:32,0,69,45,12107,0
1/21/2023 6:47,-1,68,46,12108,0
1/21/2023 7:02,0,69,47,12107,0
1/21/2023 7:17,1,68,46,12106,0
1/21/2023 7:32,0,67,45,12105,0
1/21/2023 7:47,1,66,44,12106,0
1/21/2023 8:02,0,65,43,12107,0
1/21/2023 8:17,-1,66,42,12108,0
1/21/2023 8:32,-2,65,41,12109,0
1/21/2023 8:47,-1,64,40,12110,0
1/21/2023 9:02,-2,65,41,12111,0
1/21/2023 9:17,-1,64,42,12112,0
1/21/2023 9:32,0,65,43,12111,0
1/21/2023 9:47,-1,66,42,12110,0
1/21/2023 10:02,-2,67,43,12109,0
1/21/2023 10:17,-3,66,42,12110,0
1/21/2023 10:32,-4,67,43,12109,0
1/21/2023 10:47,-5,68,42,12108,0
1/21/2023 11:02,-6,69,43,12109,0
1/21/2023 11:17,-7,68,44,12108,0
1/21/2023 11:32,-8,67,45,12109,0
1/21/2023 11:47,-7,66,44,12110,0
1/21/2023 12:02,-8,67,43,12109,0
1/21/2023 12:17,-9,68,44,12110,0
1/21/2023 12:32,-8,69,43,12109,0
1/21/2023 12:47,-7,68,42,12108,0
1/21/2023 13:02,-8,67,41,12109,0
1/21/2023 13:17,-9,66,40,12110,0
1/21/2023 13:32,-8,65,41,12109,0
1/21/2023 13:47,-9,66,40,12110,0
1/21/2023 14:02,-8,65,41,12111,0
1/21/2023 14:17,-9,66,40,12112,0
1/21/2023 14:32,-8,65,39,12113,0
1/21/2023 14:47,-7,64,38,12112,0
1/21/2023 15:02,-6,63,37,12111,0
1/21/2023 15:17,-5,62,36,12110,0
1/21/2023 15:32,-6,63,37,12109,0
1/21/2023 15:47,-5,64,36,12108,0
1/21/2023 16:02,-4,63,35,12109,0
1/21/2023 16:17,-3,62,34,12110,0
1/21/2023 16:32,-2,63,33,12109,0
1/21/2023 16:47,-3,62,32,12108,0
1/21/2023 17:02,-2,61,31,12107,0
1/21/2023 17:17,-3,60,30,12108,0
1/21/2023 17:32,-2,60,30,12109,0
1/21/2023 17:47,-3,60,31,12108,0
1/21/2023 18:02,-4,60,30,12109,0
1/21/2023 18:17,-5,61,30,12110,0
1/21/2023 18:32,-4,60,30,12111,0
1/21/2023 18:47,-3,60,31,12110,0
1/21/2023 19:02,-2,60,30,12109,0
1/21/2023 19:17,-1,60,31,12108,0
1/21/2023 19:32,0,61,30,12109,0
1/21/2023 19:47,-1,60,30,12108,0
1/21/2023 20:02,-2,60,30,12107,0
1/21/2023 20:17,-1,60,31,12108,0
1/21/2023 20:32,0,61,30,12109,0
1/21/2023 20:47,-1,62,31,12110,0
1/21/2023 21:02,-2,63,30,12109,0
1/21/2023 21:17,-3,64,30,12108,0
1/21/2023 21:32,-2,65,30,12107,0
1/21/2023 21:47,-3,66,30,12108,0
1/21/2023 22:02,-4,67,30,12109,0
1/21/2023 22:17,-5,68,31,12108,0
1/21/2023 22:32,-4,69,32,12107,0
1/21/2023 22:47,-5,68,31,12108,0
1/21/2023 23:02,-4,67,30,12109,0
1/21/2023 23:17,-5,66,31,12110,0
1/21/2023 23:32,-6,67,30,12109,0
1/21/2023 23:47,-7,68,30,12110,0
1/22/2023 0:02,-8,67,31,12111,0
1/22/2023 0:17,-9,68,32,12112,0
1/22/2023 0:32,-10,67,33,12111,0
1/22/2023 0:47,-10,68,32,12110,0
1/22/2023 1:02,-9,67,31,12109,0
1/22/2023 1:17,-8,66,30,12110,0
1/22/2023 1:32,-9,67,31,12111,0
1/22/2023 1:47,-8,68,32,12110,0
1/22/2023 2:02,-9,67,31,12109,0
1/22/2023 2:17,-10,66,32,12110,0
1/22/2023 2:32,-10,67,33,12109,0
1/22/2023 2:47,-10,66,32,12110,0
1/22/2023 3:02,-9,65,31,12111,0
1/22/2023 3:17,-8,64,32,12112,0
1/22/2023 3:32,-9,65,31,12111,0
1/22/2023 3:47,-8,64,30,12110,0
1/22/2023 4:02,-9,63,31,12109,0
1/22/2023 4:17,-8,64,32,12110,0
1/22/2023 4:32,-7,65,33,12109,0
1/22/2023 4:47,-6,64,34,12108,0
1/22/2023 5:02,-5,65,33,12109,0
1/22/2023 5:17,-6,64,32,12110,0
1/22/2023 5:32,-7,63,33,12109,0
1/22/2023 5:47,-8,62,32,12108,0
1/22/2023 6:02,-9,63,31,12109,0
1/22/2023 6:17,-8,62,32,12110,0
1/22/2023 6:32,-7,61,33,12111,0
1/22/2023 6:47,-8,62,32,12112,0
1/22/2023 7:02,-9,61,33,12113,0
1/22/2023 7:17,-8,62,32,12112,0
1/22/2023 7:32,-9,61,31,12113,0
1/22/2023 7:47,-8,62,32,12112,0
1/22/2023 8:02,-9,61,31,12113,0
1/22/2023 8:17,-10,60,32,12114,0
1/22/2023 8:32,-10,61,33,12113,0
1/22/2023 8:47,-9,60,32,12112,0
1/22/2023 9:02,-10,61,31,12113,0
1/22/2023 9:17,-10,60,32,12114,0
1/22/2023 9:32,-9,60,31,12113,0
1/22/2023 9:47,-8,61,32,12112,0
1/22/2023 10:02,-9,60,33,12113,0
1/22/2023 10:17,-8,61,32,12112,0
1/22/2023 10:32,-7,60,31,12111,0
1/22/2023 10:47,-6,60,32,12110,0
1/22/2023 11:02,-5,60,31,12109,0
1/22/2023 11:17,-6,61,32,12110,0
1/22/2023 11:32,-5,62,33,12109,0
1/22/2023 11:47,-4,63,34,12110,0
1/22/2023 12:02,-5,62,35,12111,0
1/22/2023 12:17,-6,61,36,12110,0
1/22/2023 12:32,-5,60,37,12111,0
1/22/2023 12:47,-6,60,36,12112,0
1/22/2023 13:02,-7,60,37,12113,0
1/22/2023 13:17,-8,61,38,12112,0
1/22/2023 13:32,-9,62,37,12111,0
1/22/2023 13:47,-10,63,38,12110,0
1/22/2023 14:02,-9,64,37,12109,0
1/22/2023 14:17,-10,63,36,12108,0
1/22/2023 14:32,-10,64,37,12107,0
1/22/2023 14:47,-10,63,36,12108,0
1/22/2023 15:02,-10,64,35,12107,0
1/22/2023 15:17,-10,65,34,12108,0
1/22/2023 15:32,-10,66,35,12107,0
1/22/2023 15:47,-10,67,36,12108,0
1/22/2023 16:02,-9,68,37,12109,0
1/22/2023 16:17,-10,67,36,12108,0
1/22/2023 16:32,-10,68,37,12107,0
1/22/2023 16:47,-9,69,38,12108,0
1/22/2023 17:02,-8,68,37,12109,0
1/22/2023 17:17,-7,69,38,12110,0
1/22/2023 17:32,-6,70,39,12111,0
1/22/2023 17:47,-7,71,38,12112,0
1/22/2023 18:02,-8,70,37,12111,0
1/22/2023 18:17,-9,69,38,12112,0
1/22/2023 18:32,-10,68,39,12111,0
1/22/2023 18:47,-9,67,40,12110,0
1/22/2023 19:02,-10,68,39,12109,0
1/22/2023 19:17,-10,67,38,12110,0
1/22/2023 19:32,-9,66,39,12111,0
1/22/2023 19:47,-10,65,40,12110,0
1/22/2023 20:02,-10,64,39,12111,0
1/22/2023 20:17,-9,65,38,12110,0
1/22/2023 20:32,-8,64,37,12111,0
1/22/2023 20:47,-7,65,38,12110,0
1/22/2023 21:02,-6,64,39,12109,0
1/22/2023 21:17,-5,63,38,12110,0
1/22/2023 21:32,-6,64,37,12111,0
1/22/2023 21:47,-7,63,36,12112,0
1/22/2023 22:02,-8,64,37,12111,0
1/22/2023 22:17,-7,65,36,12112,0
1/22/2023 22:32,-6,66,35,12113,0
1/22/2023 22:47,-7,67,36,12114,0
1/22/2023 23:02,-6,68,37,12113,0
1/22/2023 23:17,-7,69,36,12112,0
1/22/2023 23:32,-6,68,37,12113,0
1/22/2023 23:47,-5,69,36,12114,0
1/23/2023 0:02,-4,68,35,12113,0
1/23/2023 0:17,-3,69,34,12114,0
1/23/2023 0:32,-2,68,35,12113,0
1/23/2023 0:47,-3,69,34,12114,0
1/23/2023 1:02,-4,70,33,12113,0
1/23/2023 1:17,-3,69,34,12112,0
1/23/2023 1:32,-2,70,35,12111,0
1/23/2023 1:47,-3,69,34,12110,0
1/23/2023 2:02,-4,70,35,12109,0
1/23/2023 2:17,-5,69,34,12110,0
1/23/2023 2:32,-6,70,35,12109,0
1/23/2023 2:47,-7,69,36,12108,0
1/23/2023 3:02,-8,68,35,12109,0
1/23/2023 3:17,-7,67,34,12110,0
1/23/2023 3:32,-6,68,33,12109,0
1/23/2023 3:47,-7,69,32,12110,0
1/23/2023 4:02,-6,70,33,12111,0
1/23/2023 4:17,-7,69,34,12112,0
1/23/2023 4:32,-6,70,33,12113,0
1/23/2023 4:47,-7,71,32,12114,0
1/23/2023 5:02,-8,72,31,12115,0
1/23/2023 5:17,-9,73,32,12114,0
1/23/2023 5:32,-8,74,33,12113,0
1/23/2023 5:47,-7,75,32,12114,0
1/23/2023 6:02,-8,74,31,12113,0
1/23/2023 6:17,-9,75,30,12114,0
1/23/2023 6:32,-10,74,31,12115,0
1/23/2023 6:47,-9,73,30,12116,0
1/23/2023 7:02,-10,72,31,12117,0
1/23/2023 7:17,-10,73,32,12118,0
1/23/2023 7:32,-10,72,33,12119,0
1/23/2023 7:47,-9,73,34,12118,0
1/23/2023 8:02,-10,74,35,12117,0
1/23/2023 8:17,-10,75,34,12118,0
1/23/2023 8:32,-10,74,33,12117,0
1/23/2023 8:47,-9,73,34,12118,0
1/23/2023 9:02,-8,74,35,12117,0
1/23/2023 9:17,-7,75,36,12118,0
1/23/2023 9:32,-8,74,35,12117,0
1/23/2023 9:47,-9,75,36,12118,0
1/23/2023 10:02,-10,74,35,12119,0
1/23/2023 10:17,-10,73,36,12118,0
1/23/2023 10:32,-10,72,35,12119,0
1/23/2023 10:47,-10,71,36,12118,0
1/23/2023 11:02,-9,72,35,12119,0
1/23/2023 11:17,-8,71,34,12118,0
1/23/2023 11:32,-9,72,35,12117,0
1/23/2023 11:47,-10,73,36,12118,0
1/23/2023 12:02,-9,72,35,12117,0
1/23/2023 12:17,-8,71,36,12116,0
1/23/2023 12:32,-9,72,37,12115,0
1/23/2023 12:47,-8,73,38,12114,0
1/23/2023 13:02,-7,74,39,12113,0
1/23/2023 13:17,-6,73,38,12114,0
1/23/2023 13:32,-5,74,39,12115,0
1/23/2023 13:47,-4,75,40,12114,0
1/23/2023 14:02,-3,76,39,12115,0
1/23/2023 14:17,-2,77,40,12116,0
1/23/2023 14:32,-1,76,39,12115,0
1/23/2023 14:47,0,77,40,12114,0
1/23/2023 15:02,1,76,41,12113,0
1/23/2023 15:17,0,77,40,12112,0
1/23/2023 15:32,-1,76,41,12111,0
1/23/2023 15:47,-2,77,40,12110,0
1/23/2023 16:02,-1,78,41,12109,0
1/23/2023 16:17,-2,79,42,12110,0
1/23/2023 16:32,-3,78,43,12109,0
1/23/2023 16:47,-2,79,44,12110,0
1/23/2023 17:02,-1,80,43,12109,0
1/23/2023 17:17,0,79,44,12108,0
1/23/2023 17:32,-1,78,43,12107,0
1/23/2023 17:47,0,77,44,12108,0
1/23/2023 18:02,1,76,45,12109,0
1/23/2023 18:17,2,77,46,12110,0
1/23/2023 18:32,1,76,47,12111,0
1/23/2023 18:47,2,77,46,12110,0
1/23/2023 19:02,1,78,45,12109,0
1/23/2023 19:17,0,77,44,12110,0
1/23/2023 19:32,1,76,45,12111,0
1/23/2023 19:47,2,77,46,12112,0
1/23/2023 20:02,3,78,47,12111,0
1/23/2023 20:17,2,79,48,12112,0
1/23/2023 20:32,1,80,47,12113,0
1/23/2023 20:47,2,80,46,12114,0
1/23/2023 21:02,3,79,45,12115,0
1/23/2023 21:17,4,78,46,12114,0
1/23/2023 21:32,5,79,47,12113,0
1/23/2023 21:47,4,80,48,12112,0
1/23/2023 22:02,5,79,49,12113,0
1/23/2023 22:17,6,80,48,12112,0
1/23/2023 22:32,5,79,47,12113,0
1/23/2023 22:47,4,80,46,12114,0
1/23/2023 23:02,5,80,45,12115,0
1/23/2023 23:17,6,80,44,12114,0
1/23/2023 23:32,7,80,43,12113,0
1/23/2023 23:47,8,80,42,12112,0
1/24/2023 0:02,7,79,41,12111,0
1/24/2023 0:17,6,78,40,12112,0
1/24/2023 0:32,7,79,39,12113,0
1/24/2023 0:47,8,80,38,12114,0
1/24/2023 1:02,9,80,37,12113,0
1/24/2023 1:17,10,80,36,12114,0
1/24/2023 1:32,11,79,35,12113,0
1/24/2023 1:47,10,80,36,12114,0
1/24/2023 2:02,11,80,37,12115,0
1/24/2023 2:17,10,79,38,12114,0
1/24/2023 2:32,9,80,37,12113,0
1/24/2023 2:47,10,80,36,12114,0
1/24/2023 3:02,9,80,35,12115,0
1/24/2023 3:17,10,79,36,12114,0
1/24/2023 3:32,9,80,35,12113,0
1/24/2023 3:47,8,79,34,12114,0
1/24/2023 4:02,7,80,33,12113,0
1/24/2023 4:17,6,79,32,12114,0
1/24/2023 4:32,5,80,31,12113,0
1/24/2023 4:47,6,79,30,12114,0
1/24/2023 5:02,7,80,30,12115,0
1/24/2023 5:17,8,80,31,12114,0
1/24/2023 5:32,9,80,30,12115,0
1/24/2023 5:47,8,80,31,12114,0
1/24/2023 6:02,7,80,30,12115,0
1/24/2023 6:17,6,80,31,12114,0
1/24/2023 6:32,5,80,30,12113,0
1/24/2023 6:47,4,80,30,12112,0
1/24/2023 7:02,5,80,31,12111,0
1/24/2023 7:17,4,79,30,12112,0
1/24/2023 7:32,5,80,30,12113,0
1/24/2023 7:47,4,80,30,12114,0
1/24/2023 8:02,3,79,31,12113,0
1/24/2023 8:17,4,78,30,12112,0
1/24/2023 8:32,5,79,30,12113,0
1/24/2023 8:47,6,78,31,12114,0
1/24/2023 9:02,5,77,32,12115,0
1/24/2023 9:17,6,76,33,12116,0
1/24/2023 9:32,5,77,34,12115,0
1/24/2023 9:47,6,78,35,12116,0
1/24/2023 10:02,7,77,34,12115,0
1/24/2023 10:17,6,78,35,12116,0
1/24/2023 10:32,7,77,36,12115,0
1/24/2023 10:47,6,78,35,12116,0
1/24/2023 11:02,5,77,36,12115,0
1/24/2023 11:17,4,78,35,12116,0
1/24/2023 11:32,3,77,34,12115,0
1/24/2023 11:47,4,78,33,12114,0
1/24/2023 12:02,5,79,34,12115,0
1/24/2023 12:17,6,78,33,12114,0
1/24/2023 12:32,7,79,34,12115,0
1/24/2023 12:47,8,78,33,12116,0
1/24/2023 13:02,9,79,34,12117,0
1/24/2023 13:17,10,80,35,12118,0
1/24/2023 13:32,9,79,36,12119,0
1/24/2023 13:47,10,80,35,12118,0
1/24/2023 14:02,9,80,34,12117,0
1/24/2023 14:17,10,79,35,12116,0
1/24/2023 14:32,11,78,34,12117,0
1/24/2023 14:47,10,77,33,12118,0
1/24/2023 15:02,11,76,34,12117,0
1/24/2023 15:17,10,77,33,12118,0
1/24/2023 15:32,11,78,34,12119,0
1/24/2023 15:47,12,79,33,12120,0
1/24/2023 16:02,13,78,32,12119,0
1/24/2023 16:17,14,77,31,12120,0
1/24/2023 16:32,13,76,30,12119,0
1/24/2023 16:47,14,75,31,12118,0
1/24/2023 17:02,15,76,30,12119,0
1/24/2023 17:17,16,75,31,12120,0
1/24/2023 17:32,17,74,32,12119,0
1/24/2023 17:47,18,73,31,12118,0
1/24/2023 18:02,17,72,32,12119,0
1/24/2023 18:17,18,71,31,12118,0
1/24/2023 18:32,19,72,32,12119,0
1/24/2023 18:47,18,71,33,12120,0
1/24/2023 19:02,19,72,34,12121,0
1/24/2023 19:17,20,71,35,12120,0
1/24/2023 19:32,19,72,34,12121,0
1/24/2023 19:47,20,71,33,12122,0
1/24/2023 20:02,21,70,32,12121,0
1/24/2023 20:17,20,71,33,12120,0
1/24/2023 20:32,19,72,32,12119,0
1/24/2023 20:47,18,71,33,12118,0
1/24/2023 21:02,17,70,34,12119,0
1/24/2023 21:17,18,69,33,12120,0
1/24/2023 21:32,19,70,32,12121,0
1/24/2023 21:47,20,71,33,12120,0
1/24/2023 22:02,19,72,34,12119,0
1/24/2023 22:17,18,73,33,12118,0
1/24/2023 22:32,17,72,34,12119,0
1/24/2023 22:47,18,71,33,12118,0
1/24/2023 23:02,19,72,32,12119,0
1/24/2023 23:17,18,73,33,12120,0
1/24/2023 23:32,19,72,34,12119,0
1/24/2023 23:47,18,73,33,12120,0
1/25/2023 0:02,19,74,34,12121,0
1/25/2023 0:17,18,75,33,12120,0
1/25/2023 0:32,17,74,34,12121,0
1/25/2023 0:47,16,73,33,12122,0
1/25/2023 1:02,17,74,34,12123,0
1/25/2023 1:17,18,75,33,12122,0
1/25/2023 1:32,19,76,32,12123,0
1/25/2023 1:47,20,77,33,12124,0
1/25/2023 2:02,19,76,34,12125,0
1/25/2023 2:17,18,75,35,12124,0
1/25/2023 2:32,17,76,34,12123,0
1/25/2023 2:47,16,77,33,12122,0
1/25/2023 3:02,15,76,34,12121,0
1/25/2023 3:17,16,75,35,12122,0
1/25/2023 3:32,17,76,34,12121,0
1/25/2023 3:47,18,77,33,12120,0
1/25/2023 4:02,19,78,34,12119,0
1/25/2023 4:17,20,77,35,12120,0
1/25/2023 4:32,19,76,34,12119,0
1/25/2023 4:47,20,77,33,12118,0
1/25/2023 5:02,19,78,34,12117,0
1/25/2023 5:17,20,77,33,12116,0
1/25/2023 5:32,19,78,32,12117,0
1/25/2023 5:47,20,79,33,12118,0
1/25/2023 6:02,19,80,32,12117,0
1/25/2023 6:17,20,80,31,12116,0
1/25/2023 6:32,21,80,32,12115,0
1/25/2023 6:47,22,79,33,12114,0
1/25/2023 7:02,21,78,32,12113,0
1/25/2023 7:17,20,77,33,12112,0
1/25/2023 7:32,21,78,32,12113,0
1/25/2023 7:47,20,77,33,12112,0
1/25/2023 8:02,21,78,32,12113,0
1/25/2023 8:17,22,77,31,12114,0
1/25/2023 8:32,21,78,30,12115,0
1/25/2023 8:47,22,79,30,12114,0
1/25/2023 9:02,23,80,30,12113,0
1/25/2023 9:17,22,80,31,12114,0
1/25/2023 9:32,23,79,32,12115,0
1/25/2023 9:47,24,78,33,12116,0
1/25/2023 10:02,23,77,34,12115,0
1/25/2023 10:17,22,78,33,12116,0
1/25/2023 10:32,23,77,34,12117,0
1/25/2023 10:47,22,76,35,12116,0
1/25/2023 11:02,21,75,36,12117,0
1/25/2023 11:17,20,76,37,12116,0
1/25/2023 11:32,21,75,38,12117,0
1/25/2023 11:47,22,76,37,12118,0
1/25/2023 12:02,23,75,36,12119,0
1/25/2023 12:17,22,74,35,12120,0
1/25/2023 12:32,21,73,34,12119,0
1/25/2023 12:47,20,72,35,12120,0
1/25/2023 13:02,21,71,34,12121,0
1/25/2023 13:17,20,72,35,12122,0
1/25/2023 13:32,21,73,36,12121,0
1/25/2023 13:47,22,74,35,12120,0
1/25/2023 14:02,23,75,36,12119,0
1/25/2023 14:17,24,74,37,12120,0
1/25/2023 14:32,23,75,38,12119,0
1/25/2023 14:47,24,76,37,12118,0
1/25/2023 15:02,23,77,38,12117,0
1/25/2023 15:17,24,76,37,12116,0
1/25/2023 15:32,25,77,36,12115,0
1/25/2023 15:47,26,76,35,12116,0
1/25/2023 16:02,27,77,36,12117,0
1/25/2023 16:17,28,78,37,12118,0
1/25/2023 16:32,29,77,38,12119,0
1/25/2023 16:47,28,78,39,12118,0
1/25/2023 17:02,29,79,40,12117,0
1/25/2023 17:17,30,80,39,12118,0
1/25/2023 17:32,29,79,38,12117,0
1/25/2023 17:47,30,80,39,12118,0
1/25/2023 18:02,31,79,38,12119,0
1/25/2023 18:17,32,80,37,12118,0
1/25/2023 18:32,31,79,38,12119,0
1/25/2023 18:47,30,78,39,12120,0
1/25/2023 19:02,29,77,40,12119,0
1/25/2023 19:17,30,76,39,12118,0
1/25/2023 19:32,31,75,38,12119,0
1/25/2023 19:47,32,74,37,12120,0
1/25/2023 20:02,31,73,36,12121,0
1/25/2023 20:17,30,74,35,12120,0
1/25/2023 20:32,31,75,36,12121,0
1/25/2023 20:47,32,76,37,12120,0
1/25/2023 21:02,33,75,36,12121,0
1/25/2023 21:17,34,76,35,12122,0
1/25/2023 21:32,33,77,34,12121,0
1/25/2023 21:47,34,78,33,12120,0
1/25/2023 22:02,33,77,32,12119,0
1/25/2023 22:17,32,76,31,12120,0
1/25/2023 22:32,31,75,30,12119,0
1/25/2023 22:47,30,76,31,12120,0
1/25/2023 23:02,29,77,32,12119,0
1/25/2023 23:17,30,78,33,12120,0
1/25/2023 23:32,29,79,34,12121,0
1/25/2023 23:47,30,80,33,12122,0
1/26/2023 0:02,31,79,34,12123,0
1/26/2023 0:17,32,78,35,12124,0
1/26/2023 0:32,33,77,36,12125,0
1/26/2023 0:47,32,78,35,12124,0
1/26/2023 1:02,31,79,34,12125,0
1/26/2023 1:17,32,78,33,12126,0
1/26/2023 1:32,31,79,34,12127,0
1/26/2023 1:47,30,80,33,12128,0
1/26/2023 2:02,31,80,34,12129,0
1/26/2023 2:17,32,80,35,12128,0
1/26/2023 2:32,33,80,34,12127,0
1/26/2023 2:47,34,79,33,12128,0
1/26/2023 3:02,33,78,34,12129,0
1/26/2023 3:17,34,79,33,12128,0
1/26/2023 3:32,33,78,34,12127,0
1/26/2023 3:47,32,77,33,12126,0
1/26/2023 4:02,33,76,32,12127,0
1/26/2023 4:17,34,77,31,12128,0
1/26/2023 4:32,33,78,30,12127,0
1/26/2023 4:47,34,79,31,12126,0
1/26/2023 5:02,33,78,30,12125,0
1/26/2023 5:17,34,79,31,12124,0
1/26/2023 5:32,33,80,32,12125,0
1/26/2023 5:47,34,80,31,12124,0
1/26/2023 6:02,33,80,32,12123,0
1/26/2023 6:17,32,80,33,12124,0
1/26/2023 6:32,33,79,34,12123,0
1/26/2023 6:47,34,78,33,12122,0
1/26/2023 7:02,33,77,34,12121,0
1/26/2023 7:17,32,76,33,12120,0
1/26/2023 7:32,33,77,34,12119,0
1/26/2023 7:47,34,76,33,12120,0
1/26/2023 8:02,33,75,32,12119,0
1/26/2023 8:17,32,76,33,12118,0
1/26/2023 8:32,31,77,32,12117,0
1/26/2023 8:47,32,76,31,12116,0
1/26/2023 9:02,31,75,30,12117,0
1/26/2023 9:17,32,74,30,12116,0
1/26/2023 9:32,33,73,31,12117,0
1/26/2023 9:47,34,74,30,12118,0
1/26/2023 10:02,35,75,30,12117,0
1/26/2023 10:17,36,76,31,12116,0
1/26/2023 10:32,37,75,32,12117,0
1/26/2023 10:47,38,74,31,12116,0
1/26/2023 11:02,37,73,32,12117,0
