Date,mat,rat,oat
2022-12-29 04:24:00,61,42,61
2022-12-29 04:39:00,60,43,62
2022-12-29 04:54:00,59,44,63
2022-12-29 05:09:00,60,45,62
2022-12-29 05:24:00,59,46,61
2022-12-29 05:39:00,60,47,60
2022-12-29 05:54:00,59,48,59
2022-12-29 06:09:00,60,49,58
2022-12-29 06:24:00,61,48,59
2022-12-29 06:39:00,60,49,60
2022-12-29 06:54:00,61,50,59
2022-12-29 07:09:00,62,49,60
2022-12-29 07:24:00,63,48,59
2022-12-29 07:39:00,64,49,58
2022-12-29 07:54:00,65,50,57
2022-12-29 08:09:00,64,49,58
2022-12-29 08:24:00,65,48,59
2022-12-29 08:39:00,64,49,58
2022-12-29 08:54:00,63,50,59
2022-12-29 09:09:00,64,49,58
2022-12-29 09:24:00,63,50,59
2022-12-29 09:39:00,64,51,58
2022-12-29 09:54:00,63,50,59
2022-12-29 10:09:00,62,49,58
2022-12-29 10:24:00,61,50,59
2022-12-29 10:39:00,60,49,60
2022-12-29 10:54:00,61,48,61
2022-12-29 11:09:00,62,49,60
2022-12-29 11:24:00,63,50,61
2022-12-29 11:39:00,62,51,62
2022-12-29 11:54:00,63,50,61
2022-12-29 12:09:00,62,49,62
2022-12-29 12:24:00,63,48,63
2022-12-29 12:39:00,62,47,62
2022-12-29 12:54:00,61,48,63
2022-12-29 13:09:00,60,47,64
2022-12-29 13:24:00,61,48,63
2022-12-29 13:39:00,62,47,62
2022-12-29 13:54:00,61,48,63
2022-12-29 14:09:00,62,47,64
2022-12-29 14:24:00,63,48,65
2022-12-29 14:39:00,64,47,66
2022-12-29 14:54:00,65,46,65
2022-12-29 15:09:00,64,45,64
2022-12-29 15:24:00,65,46,63
2022-12-29 15:39:00,66,47,62
2022-12-29 15:54:00,65,46,63
2022-12-29 16:09:00,66,45,62
2022-12-29 16:24:00,65,44,63
2022-12-29 16:39:00,64,45,64
2022-12-29 16:54:00,65,44,63
2022-12-29 17:09:00,64,43,64
2022-12-29 17:24:00,65,42,63
2022-12-29 17:39:00,64,41,62
2022-12-29 17:54:00,65,40,61
2022-12-29 18:09:00,64,41,62
2022-12-29 18:24:00,63,40,61
2022-12-29 18:39:00,62,41,60
2022-12-29 18:54:00,61,40,61
2022-12-29 19:09:00,62,41,60
2022-12-29 19:24:00,61,40,59
2022-12-29 19:39:00,62,39,58
2022-12-29 19:54:00,61,40,57
2022-12-29 20:09:00,62,41,58
2022-12-29 20:24:00,61,40,59
2022-12-29 20:39:00,62,39,60
2022-12-29 20:54:00,63,40,61
2022-12-29 21:09:00,62,41,60
2022-12-29 21:24:00,63,42,61
2022-12-29 21:39:00,62,43,62
2022-12-29 21:54:00,61,44,63
2022-12-29 22:09:00,62,45,62
2022-12-29 22:24:00,61,46,61
2022-12-29 22:39:00,60,47,62
2022-12-29 22:54:00,61,46,63
2022-12-29 23:09:00,62,47,62
2022-12-29 23:24:00,61,48,63
2022-12-29 23:39:00,62,47,64
2022-12-29 23:54:00,61,48,65
2022-12-30 00:09:00,62,49,64
2022-12-30 00:24:00,61,50,65
2022-12-30 00:39:00,60,51,66
2022-12-30 00:54:00,61,52,67
2022-12-30 01:09:00,62,51,68
2022-12-30 01:24:00,61,52,67
2022-12-30 01:39:00,60,51,66
2022-12-30 01:54:00,61,52,65
2022-12-30 02:09:00,60,53,64
2022-12-30 02:24:00,61,54,63
2022-12-30 02:39:00,62,53,62
2022-12-30 02:54:00,63,52,63
2022-12-30 03:09:00,64,53,64
2022-12-30 03:24:00,63,54,63
2022-12-30 03:39:00,62,53,64
2022-12-30 03:54:00,61,54,65
2022-12-30 04:09:00,60,55,64
2022-12-30 04:24:00,61,56,65
2022-12-30 04:39:00,62,57,66
2022-12-30 04:54:00,63,56,67
2022-12-30 05:09:00,62,57,66
2022-12-30 05:24:00,63,58,67
2022-12-30 05:39:00,62,57,68
2022-12-30 05:54:00,61,58,67
2022-12-30 06:09:00,62,57,68
2022-12-30 06:24:00,63,56,69
2022-12-30 06:39:00,62,55,70
2022-12-30 06:54:00,61,56,71
2022-12-30 07:09:00,60,55,70
2022-12-30 07:24:00,61,56,69
2022-12-30 07:39:00,60,57,68
2022-12-30 07:54:00,59,56,67
2022-12-30 08:09:00,60,55,68
2022-12-30 08:24:00,59,56,69
2022-12-30 08:39:00,58,55,68
2022-12-30 08:54:00,59,54,69
2022-12-30 09:09:00,58,53,68
2022-12-30 09:24:00,57,52,69
2022-12-30 09:39:00,58,53,70
2022-12-30 09:54:00,57,52,71
2022-12-30 10:09:00,58,53,70
2022-12-30 10:24:00,59,54,69
2022-12-30 10:39:00,58,55,68
2022-12-30 10:54:00,57,54,69
2022-12-30 11:09:00,58,55,70
2022-12-30 11:24:00,57,54,71
2022-12-30 11:39:00,58,53,72
2022-12-30 11:54:00,59,54,73
2022-12-30 12:09:00,58,55,72
2022-12-30 12:24:00,59,54,71
2022-12-30 12:39:00,58,55,70
2022-12-30 12:54:00,57,54,69
2022-12-30 13:09:00,58,53,70
2022-12-30 13:24:00,57,52,71
2022-12-30 13:39:00,58,51,70
2022-12-30 13:54:00,59,52,69
2022-12-30 14:09:00,58,53,70
2022-12-30 14:24:00,59,52,69
2022-12-30 14:39:00,58,51,70
2022-12-30 14:54:00,59,50,71
2022-12-30 15:09:00,58,49,70
2022-12-30 15:24:00,57,50,71
2022-12-30 15:39:00,56,49,72
2022-12-30 15:54:00,55,50,73
2022-12-30 16:09:00,56,49,72
2022-12-30 16:24:00,55,50,71
2022-12-30 16:39:00,54,51,72
2022-12-30 16:54:00,53,50,71
2022-12-30 17:09:00,52,51,72
2022-12-30 17:24:00,51,50,71
2022-12-30 17:39:00,50,49,72
2022-12-30 17:54:00,49,50,73
2022-12-30 18:09:00,50,49,72
2022-12-30 18:24:00,51,50,71
2022-12-30 18:39:00,50,51,72
2022-12-30 18:54:00,49,52,73
2022-12-30 19:09:00,48,53,72
2022-12-30 19:24:00,49,52,71
2022-12-30 19:39:00,50,51,72
2022-12-30 19:54:00,51,52,71
2022-12-30 20:09:00,52,51,72
2022-12-30 20:24:00,53,52,71
2022-12-30 20:39:00,52,53,72
2022-12-30 20:54:00,51,54,71
2022-12-30 21:09:00,50,53,72
2022-12-30 21:24:00,49,54,71
2022-12-30 21:39:00,50,55,70
2022-12-30 21:54:00,49,54,69
2022-12-30 22:09:00,48,55,68
2022-12-30 22:24:00,49,56,67
2022-12-30 22:39:00,50,57,66
2022-12-30 22:54:00,49,58,67
2022-12-30 23:09:00,48,57,68
2022-12-30 23:24:00,47,58,67
2022-12-30 23:39:00,48,57,68
2022-12-30 23:54:00,49,58,67
2022-12-31 00:09:00,48,59,68
2022-12-31 00:24:00,47,58,69
2022-12-31 00:39:00,48,57,68
2022-12-31 00:54:00,49,58,67
2022-12-31 01:09:00,48,57,66
2022-12-31 01:24:00,47,56,67
2022-12-31 01:39:00,48,55,66
2022-12-31 01:54:00,47,54,65
2022-12-31 02:09:00,46,55,64
2022-12-31 02:24:00,47,54,63
2022-12-31 02:39:00,46,53,64
2022-12-31 02:54:00,47,54,63
2022-12-31 03:09:00,46,53,64
2022-12-31 03:24:00,47,52,63
2022-12-31 03:39:00,46,51,64
2022-12-31 03:54:00,47,52,63
2022-12-31 04:09:00,48,51,64
2022-12-31 04:24:00,49,50,63
2022-12-31 04:39:00,50,49,64
2022-12-31 04:54:00,51,50,65
2022-12-31 05:09:00,50,49,66
2022-12-31 05:24:00,51,50,65
2022-12-31 05:39:00,52,51,64
2022-12-31 05:54:00,51,50,65
2022-12-31 06:09:00,52,51,66
2022-12-31 06:24:00,51,50,67
2022-12-31 06:39:00,50,51,68
2022-12-31 06:54:00,51,52,67
2022-12-31 07:09:00,50,53,68
2022-12-31 07:24:00,49,52,69
2022-12-31 07:39:00,48,53,70
2022-12-31 07:54:00,49,52,71
2022-12-31 08:09:00,48,53,70
2022-12-31 08:24:00,49,52,69
2022-12-31 08:39:00,48,53,68
2022-12-31 08:54:00,47,52,67
2022-12-31 09:09:00,48,53,66
2022-12-31 09:24:00,47,52,67
2022-12-31 09:39:00,48,53,68
2022-12-31 09:54:00,47,54,67
2022-12-31 10:09:00,48,55,68
2022-12-31 10:24:00,49,56,69
2022-12-31 10:39:00,50,57,70
2022-12-31 10:54:00,51,56,71
2022-12-31 11:09:00,50,57,72
2022-12-31 11:24:00,49,58,73
2022-12-31 11:39:00,48,59,74
2022-12-31 11:54:00,47,58,75
2022-12-31 12:09:00,48,57,76
2022-12-31 12:24:00,49,58,75
2022-12-31 12:39:00,48,57,74
2022-12-31 12:54:00,49,58,75
2022-12-31 13:09:00,48,57,76
2022-12-31 13:24:00,47,56,75
2022-12-31 13:39:00,48,57,74
2022-12-31 13:54:00,49,58,75
2022-12-31 14:09:00,48,59,76
2022-12-31 14:24:00,49,60,77
2022-12-31 14:39:00,50,59,76
2022-12-31 14:54:00,51,58,75
2022-12-31 15:09:00,52,57,76
2022-12-31 15:24:00,53,58,75
2022-12-31 15:39:00,52,57,74
2022-12-31 15:54:00,51,56,73
2022-12-31 16:09:00,50,55,74
2022-12-31 16:24:00,51,54,75
2022-12-31 16:39:00,52,55,74
2022-12-31 16:54:00,53,54,73
2022-12-31 17:09:00,54,53,72
2022-12-31 17:24:00,53,54,71
2022-12-31 17:39:00,52,53,72
2022-12-31 17:54:00,53,54,73
2022-12-31 18:09:00,54,55,72
2022-12-31 18:24:00,53,54,71
2022-12-31 18:39:00,54,53,72
2022-12-31 18:54:00,55,52,71
2022-12-31 19:09:00,54,51,70
2022-12-31 19:24:00,55,50,71
2022-12-31 19:39:00,56,49,70
2022-12-31 19:54:00,55,48,69
2022-12-31 20:09:00,56,49,68
2022-12-31 20:24:00,57,50,67
2022-12-31 20:39:00,56,49,66
2022-12-31 20:54:00,57,48,67
2022-12-31 21:09:00,58,47,66
2022-12-31 21:24:00,59,46,65
2022-12-31 21:39:00,60,47,66
2022-12-31 21:54:00,61,46,65
2022-12-31 22:09:00,60,45,66
2022-12-31 22:24:00,61,46,67
2022-12-31 22:39:00,62,45,66
2022-12-31 22:54:00,63,44,65
2022-12-31 23:09:00,62,45,66
2022-12-31 23:24:00,63,44,67
2022-12-31 23:39:00,64,43,66
2022-12-31 23:54:00,63,44,67
2023-01-01 00:09:00,62,43,68
2023-01-01 00:24:00,61,44,67
2023-01-01 00:39:00,62,45,68
2023-01-01 00:54:00,61,44,67
2023-01-01 01:09:00,60,45,68
2023-01-01 01:24:00,61,44,69
2023-01-01 01:39:00,60,45,70
2023-01-01 01:54:00,59,44,71
2023-01-01 02:09:00,58,43,72
2023-01-01 02:24:00,57,42,71
2023-01-01 02:39:00,58,43,72
2023-01-01 02:54:00,59,44,73
2023-01-01 03:09:00,58,45,74
2023-01-01 03:24:00,59,46,73
2023-01-01 03:39:00,58,47,74
2023-01-01 03:54:00,59,46,73
2023-01-01 04:09:00,58,45,74
2023-01-01 04:24:00,57,44,73
2023-01-01 04:39:00,56,45,74
2023-01-01 04:54:00,57,46,75
2023-01-01 05:09:00,56,47,76
2023-01-01 05:24:00,57,46,75
2023-01-01 05:39:00,56,47,76
2023-01-01 05:54:00,55,46,75
2023-01-01 06:09:00,56,45,74
2023-01-01 06:24:00,57,44,75
2023-01-01 06:39:00,56,45,74
2023-01-01 06:54:00,57,46,75
2023-01-01 07:09:00,58,45,74
2023-01-01 07:24:00,57,46,75
2023-01-01 07:39:00,58,47,76
2023-01-01 07:54:00,57,48,77
2023-01-01 08:09:00,58,47,76
2023-01-01 08:24:00,57,48,77
2023-01-01 08:39:00,56,47,76
2023-01-01 08:54:00,57,48,75
2023-01-01 09:09:00,56,47,76
2023-01-01 09:24:00,57,46,77
2023-01-01 09:39:00,56,47,78
2023-01-01 09:54:00,55,48,77
2023-01-01 10:09:00,54,49,76
2023-01-01 10:24:00,53,50,75
2023-01-01 10:39:00,52,51,74
2023-01-01 10:54:00,51,50,73
2023-01-01 11:09:00,52,51,72
2023-01-01 11:24:00,53,52,71
2023-01-01 11:39:00,52,51,72
2023-01-01 11:54:00,53,52,71
2023-01-01 12:09:00,52,51,72
2023-01-01 12:24:00,53,52,71
2023-01-01 12:39:00,52,51,72
2023-01-01 12:54:00,53,50,73
2023-01-01 13:09:00,52,51,74
2023-01-01 13:24:00,51,52,73
2023-01-01 13:39:00,52,53,72
2023-01-01 13:54:00,51,54,73
2023-01-01 14:09:00,50,53,74
2023-01-01 14:24:00,49,54,73
2023-01-01 14:39:00,50,53,74
2023-01-01 14:54:00,49,52,73
2023-01-01 15:09:00,48,53,74
2023-01-01 15:24:00,49,54,73
2023-01-01 15:39:00,50,55,74
2023-01-01 15:54:00,49,54,73
2023-01-01 16:09:00,48,55,74
2023-01-01 16:24:00,49,54,75
2023-01-01 16:39:00,48,55,76
2023-01-01 16:54:00,47,56,77
2023-01-01 17:09:00,48,57,78
2023-01-01 17:24:00,49,58,79
2023-01-01 17:39:00,48,57,78
2023-01-01 17:54:00,47,56,77
2023-01-01 18:09:00,46,57,78
2023-01-01 18:24:00,47,56,79
2023-01-01 18:39:00,48,55,80
2023-01-01 18:54:00,47,54,79
2023-01-01 19:09:00,46,55,80
2023-01-01 19:24:00,47,54,79
2023-01-01 19:39:00,46,55,80
2023-01-01 19:54:00,45,56,81
2023-01-01 20:09:00,46,55,80
2023-01-01 20:24:00,47,54,81
2023-01-01 20:39:00,46,53,82
2023-01-01 20:54:00,47,52,83
2023-01-01 21:09:00,48,53,84
2023-01-01 21:24:00,49,52,85
2023-01-01 21:39:00,48,51,86
2023-01-01 21:54:00,47,52,85
2023-01-01 22:09:00,46,53,84
2023-01-01 22:24:00,47,54,83
2023-01-01 22:39:00,48,53,84
2023-01-01 22:54:00,49,54,85
2023-01-01 23:09:00,50,53,86
2023-01-01 23:24:00,49,54,87
2023-01-01 23:39:00,50,53,88
2023-01-01 23:54:00,49,54,87
2023-01-02 00:09:00,50,55,86
2023-01-02 00:24:00,51,56,87
2023-01-02 00:39:00,52,55,86
2023-01-02 00:54:00,53,54,85
2023-01-02 01:09:00,52,53,86
2023-01-02 01:24:00,51,54,87
2023-01-02 01:39:00,50,53,86
2023-01-02 01:54:00,51,52,85
2023-01-02 02:09:00,52,51,84
2023-01-02 02:24:00,51,50,83
2023-01-02 02:39:00,50,49,84
2023-01-02 02:54:00,51,48,85
2023-01-02 03:09:00,52,49,84
2023-01-02 03:24:00,53,48,85
2023-01-02 03:39:00,54,47,86
2023-01-02 03:54:00,53,48,85
2023-01-02 04:09:00,52,47,84
2023-01-02 04:24:00,53,48,85
2023-01-02 04:39:00,54,49,86
2023-01-02 04:54:00,55,50,85
2023-01-02 05:09:00,56,51,84
2023-01-02 05:24:00,55,52,85
2023-01-02 05:39:00,56,51,84
2023-01-02 05:54:00,55,52,85
2023-01-02 06:09:00,54,51,84
2023-01-02 06:24:00,55,52,85
2023-01-02 06:39:00,54,51,84
2023-01-02 06:54:00,53,52,83
2023-01-02 07:09:00,54,51,84
2023-01-02 07:24:00,55,50,85
2023-01-02 07:39:00,54,51,84
2023-01-02 07:54:00,53,50,83
2023-01-02 08:09:00,54,49,84
2023-01-02 08:24:00,53,48,85
2023-01-02 08:39:00,52,47,84
2023-01-02 08:54:00,53,48,83
2023-01-02 09:09:00,54,47,84
2023-01-02 09:24:00,53,46,83
2023-01-02 09:39:00,54,45,82
2023-01-02 09:54:00,55,44,81
2023-01-02 10:09:00,54,45,80
2023-01-02 10:24:00,53,46,81
2023-01-02 10:39:00,54,47,82
2023-01-02 10:54:00,55,48,81
2023-01-02 11:09:00,56,47,80
2023-01-02 11:24:00,55,46,81
2023-01-02 11:39:00,54,47,82
2023-01-02 11:54:00,55,48,83
2023-01-02 12:09:00,54,47,82
2023-01-02 12:24:00,55,48,83
2023-01-02 12:39:00,54,47,84
2023-01-02 12:54:00,53,46,85
2023-01-02 13:09:00,52,45,84
2023-01-02 13:24:00,53,46,83
2023-01-02 13:39:00,54,45,84
2023-01-02 13:54:00,53,46,83
2023-01-02 14:09:00,54,45,82
2023-01-02 14:24:00,53,44,83
2023-01-02 14:39:00,52,43,84
2023-01-02 14:54:00,51,42,85
2023-01-02 15:09:00,50,41,84
2023-01-02 15:24:00,51,40,85
2023-01-02 15:39:00,52,41,84
2023-01-02 15:54:00,53,40,83
2023-01-02 16:09:00,54,39,84
2023-01-02 16:24:00,53,38,83
2023-01-02 16:39:00,54,37,84
2023-01-02 16:54:00,53,38,85
2023-01-02 17:09:00,54,37,86
2023-01-02 17:24:00,53,36,87
2023-01-02 17:39:00,54,37,86
2023-01-02 17:54:00,55,36,85
2023-01-02 18:09:00,54,35,86
2023-01-02 18:24:00,55,34,87
2023-01-02 18:39:00,54,33,86
2023-01-02 18:54:00,53,34,87
2023-01-02 19:09:00,54,33,86
2023-01-02 19:24:00,53,32,87
2023-01-02 19:39:00,52,33,86
2023-01-02 19:54:00,51,34,87
2023-01-02 20:09:00,52,35,86
2023-01-02 20:24:00,51,36,85
2023-01-02 20:39:00,52,37,86
2023-01-02 20:54:00,51,36,87
2023-01-02 21:09:00,52,37,86
2023-01-02 21:24:00,51,38,87
2023-01-02 21:39:00,50,37,86
2023-01-02 21:54:00,51,38,85
2023-01-02 22:09:00,52,37,84
2023-01-02 22:24:00,53,38,83
2023-01-02 22:39:00,54,37,82
2023-01-02 22:54:00,53,38,81
2023-01-02 23:09:00,54,37,80
2023-01-02 23:24:00,53,36,79
2023-01-02 23:39:00,54,37,78
2023-01-02 23:54:00,55,38,77
2023-01-03 00:09:00,56,37,76
2023-01-03 00:24:00,57,36,75
2023-01-03 00:39:00,58,35,74
2023-01-03 00:54:00,59,34,73
2023-01-03 01:09:00,58,33,72
2023-01-03 01:24:00,57,34,71
2023-01-03 01:39:00,56,33,70
2023-01-03 01:54:00,55,34,71
2023-01-03 02:09:00,56,33,70
2023-01-03 02:24:00,57,32,71
2023-01-03 02:39:00,58,31,70
2023-01-03 02:54:00,59,30,71
2023-01-03 03:09:00,60,30,72
2023-01-03 03:24:00,59,30,73
2023-01-03 03:39:00,60,30,74
2023-01-03 03:54:00,59,30,75
2023-01-03 04:09:00,58,31,76
2023-01-03 04:24:00,59,32,77
2023-01-03 04:39:00,58,31,78
2023-01-03 04:54:00,59,30,77
2023-01-03 05:09:00,58,30,78
2023-01-03 05:24:00,59,31,77
2023-01-03 05:39:00,58,32,76
2023-01-03 05:54:00,57,31,75
2023-01-03 06:09:00,58,30,76
2023-01-03 06:24:00,59,31,75
2023-01-03 06:39:00,60,30,76
2023-01-03 06:54:00,61,31,75
2023-01-03 07:09:00,62,32,74
2023-01-03 07:24:00,61,33,73
2023-01-03 07:39:00,62,34,72
2023-01-03 07:54:00,63,35,73
2023-01-03 08:09:00,64,34,74
2023-01-03 08:24:00,63,33,75
2023-01-03 08:39:00,64,32,76
2023-01-03 08:54:00,63,33,75
2023-01-03 09:09:00,64,32,76
2023-01-03 09:24:00,65,31,77
2023-01-03 09:39:00,64,30,76
2023-01-03 09:54:00,65,30,75
2023-01-03 10:09:00,64,30,74
2023-01-03 10:24:00,63,31,73
2023-01-03 10:39:00,64,30,72
2023-01-03 10:54:00,63,31,71
2023-01-03 11:09:00,62,32,70
2023-01-03 11:24:00,63,33,69
2023-01-03 11:39:00,62,32,68
2023-01-03 11:54:00,61,31,67
2023-01-03 12:09:00,62,32,68
2023-01-03 12:24:00,61,31,67
2023-01-03 12:39:00,62,32,66
2023-01-03 12:54:00,63,33,65
2023-01-03 13:09:00,64,34,66
2023-01-03 13:24:00,65,33,65
2023-01-03 13:39:00,64,32,66
2023-01-03 13:54:00,65,31,67
2023-01-03 14:09:00,64,32,66
2023-01-03 14:24:00,63,33,65
2023-01-03 14:39:00,64,32,66
2023-01-03 14:54:00,63,31,67
2023-01-03 15:09:00,62,32,66
2023-01-03 15:24:00,63,31,67
2023-01-03 15:39:00,62,32,66
2023-01-03 15:54:00,61,33,65
2023-01-03 16:09:00,62,32,64
2023-01-03 16:24:00,61,33,63
2023-01-03 16:39:00,60,34,64
2023-01-03 16:54:00,61,33,63
2023-01-03 17:09:00,62,34,62
2023-01-03 17:24:00,63,33,63
2023-01-03 17:39:00,64,32,62
2023-01-03 17:54:00,63,31,63
2023-01-03 18:09:00,62,32,62
2023-01-03 18:24:00,61,33,63
2023-01-03 18:39:00,62,34,64
2023-01-03 18:54:00,63,35,65
2023-01-03 19:09:00,62,34,64
2023-01-03 19:24:00,61,35,63
2023-01-03 19:39:00,60,36,64
2023-01-03 19:54:00,59,37,63
2023-01-03 20:09:00,58,38,64
2023-01-03 20:24:00,57,37,63
2023-01-03 20:39:00,56,38,64
2023-01-03 20:54:00,55,37,63
2023-01-03 21:09:00,56,38,62
2023-01-03 21:24:00,55,37,63
2023-01-03 21:39:00,54,36,64
2023-01-03 21:54:00,55,37,63
2023-01-03 22:09:00,56,38,62
2023-01-03 22:24:00,57,39,61
2023-01-03 22:39:00,56,40,60
2023-01-03 22:54:00,55,39,61
2023-01-03 23:09:00,54,40,60
2023-01-03 23:24:00,55,39,61
2023-01-03 23:39:00,54,40,62
2023-01-03 23:54:00,55,41,61
2023-01-04 00:09:00,54,40,62
2023-01-04 00:24:00,53,39,63
2023-01-04 00:39:00,54,38,64
2023-01-04 00:54:00,53,37,63
2023-01-04 01:09:00,54,36,62
2023-01-04 01:24:00,53,35,63
2023-01-04 01:39:00,52,36,62
2023-01-04 01:54:00,51,35,61
2023-01-04 02:09:00,50,36,62
2023-01-04 02:24:00,49,37,63
2023-01-04 02:39:00,50,38,64
2023-01-04 02:54:00,51,39,63
2023-01-04 03:09:00,52,40,62
2023-01-04 03:24:00,53,41,63
2023-01-04 03:39:00,52,40,62
2023-01-04 03:54:00,53,39,61
2023-01-04 04:09:00,52,40,60
2023-01-04 04:24:00,53,41,61
2023-01-04 04:39:00,52,40,60
2023-01-04 04:54:00,53,39,61
2023-01-04 05:09:00,54,40,60
2023-01-04 05:24:00,53,39,61
2023-01-04 05:39:00,54,40,60
2023-01-04 05:54:00,53,39,59
2023-01-04 06:09:00,54,40,58
2023-01-04 06:24:00,55,39,59
2023-01-04 06:39:00,54,40,58
2023-01-04 06:54:00,55,39,57
2023-01-04 07:09:00,56,40,56
2023-01-04 07:24:00,55,41,57
2023-01-04 07:39:00,54,42,58
2023-01-04 07:54:00,55,41,57
2023-01-04 08:09:00,56,40,58
2023-01-04 08:24:00,55,41,57
2023-01-04 08:39:00,56,40,58
2023-01-04 08:54:00,55,41,59
2023-01-04 09:09:00,54,40,60
2023-01-04 09:24:00,55,41,59
2023-01-04 09:39:00,56,42,58
2023-01-04 09:54:00,55,41,57
2023-01-04 10:09:00,56,40,56
2023-01-04 10:24:00,57,39,57
2023-01-04 10:39:00,58,40,56
2023-01-04 10:54:00,59,41,57
2023-01-04 11:09:00,58,40,58
2023-01-04 11:24:00,57,41,59
2023-01-04 11:39:00,56,42,60
2023-01-04 11:54:00,57,41,59
2023-01-04 12:09:00,58,40,60
2023-01-04 12:24:00,57,41,59
2023-01-04 12:39:00,56,40,58
2023-01-04 12:54:00,55,39,59
2023-01-04 13:09:00,56,38,60
2023-01-04 13:24:00,57,37,61
2023-01-04 13:39:00,58,38,62
2023-01-04 13:54:00,57,39,61
2023-01-04 14:09:00,56,40,60
2023-01-04 14:24:00,57,39,59
2023-01-04 14:39:00,56,38,60
2023-01-04 14:54:00,55,37,61
2023-01-04 15:09:00,56,38,60
2023-01-04 15:24:00,55,39,59
2023-01-04 15:39:00,54,40,60
2023-01-04 15:54:00,55,39,61
2023-01-04 16:09:00,56,38,60
2023-01-04 16:24:00,55,39,61
2023-01-04 16:39:00,54,40,62
2023-01-04 16:54:00,53,39,63
2023-01-04 17:09:00,54,38,62
2023-01-04 17:24:00,55,39,63
2023-01-04 17:39:00,56,38,64
2023-01-04 17:54:00,57,37,63
2023-01-04 18:09:00,56,38,64
2023-01-04 18:24:00,57,37,63
2023-01-04 18:39:00,58,36,64
2023-01-04 18:54:00,59,35,65
2023-01-04 19:09:00,60,34,64
2023-01-04 19:24:00,61,35,65
2023-01-04 19:39:00,60,36,66
2023-01-04 19:54:00,59,37,65
2023-01-04 20:09:00,60,38,66
2023-01-04 20:24:00,59,39,65
2023-01-04 20:39:00,58,38,66
2023-01-04 20:54:00,59,37,65
2023-01-04 21:09:00,60,36,66
2023-01-04 21:24:00,59,37,67
2023-01-04 21:39:00,58,38,68
2023-01-04 21:54:00,57,37,67
2023-01-04 22:09:00,56,36,66
2023-01-04 22:24:00,55,35,65
2023-01-04 22:39:00,56,36,64
2023-01-04 22:54:00,57,35,63
2023-01-04 23:09:00,56,36,64
2023-01-04 23:24:00,55,37,65
2023-01-04 23:39:00,54,38,64
2023-01-04 23:54:00,53,39,65
2023-01-05 00:09:00,52,38,66
2023-01-05 00:24:00,53,37,67
2023-01-05 00:39:00,52,36,68
2023-01-05 00:54:00,51,35,69
2023-01-05 01:09:00,50,36,70
2023-01-05 01:24:00,49,37,69
2023-01-05 01:39:00,50,36,68
2023-01-05 01:54:00,51,37,69
2023-01-05 02:09:00,52,38,70
2023-01-05 02:24:00,51,39,69
2023-01-05 02:39:00,52,40,70
2023-01-05 02:54:00,51,39,69
2023-01-05 03:09:00,52,38,68
2023-01-05 03:24:00,53,39,67
2023-01-05 03:39:00,54,38,66
2023-01-05 03:54:00,53,37,67
2023-01-05 04:09:00,54,36,68
2023-01-05 04:24:00,55,37,67
2023-01-05 04:39:00,54,38,66
2023-01-05 04:54:00,55,39,67
2023-01-05 05:09:00,54,40,68
2023-01-05 05:24:00,53,39,69
2023-01-05 05:39:00,54,40,70
2023-01-05 05:54:00,55,39,71
2023-01-05 06:09:00,54,40,72
2023-01-05 06:24:00,55,41,71
2023-01-05 06:39:00,56,42,70
2023-01-05 06:54:00,55,41,69
2023-01-05 07:09:00,56,42,70
2023-01-05 07:24:00,57,41,69
2023-01-05 07:39:00,58,40,68
2023-01-05 07:54:00,59,39,67
2023-01-05 08:09:00,58,40,68
2023-01-05 08:24:00,59,39,69
2023-01-05 08:39:00,58,40,68
2023-01-05 08:54:00,59,41,67
2023-01-05 09:09:00,60,42,66
2023-01-05 09:24:00,59,41,67
2023-01-05 09:39:00,58,42,68
2023-01-05 09:54:00,59,41,69
2023-01-05 10:09:00,60,40,68
2023-01-05 10:24:00,61,39,69
2023-01-05 10:39:00,60,38,70
2023-01-05 10:54:00,59,37,69
2023-01-05 11:09:00,58,38,70
2023-01-05 11:24:00,59,37,71
2023-01-05 11:39:00,58,36,72
2023-01-05 11:54:00,59,35,73
2023-01-05 12:09:00,60,34,74
2023-01-05 12:24:00,59,35,73
2023-01-05 12:39:00,58,34,74
2023-01-05 12:54:00,57,33,73
2023-01-05 13:09:00,56,32,74
2023-01-05 13:24:00,57,31,73
2023-01-05 13:39:00,56,30,74
2023-01-05 13:54:00,57,30,73
2023-01-05 14:09:00,56,31,74
2023-01-05 14:24:00,57,30,75
2023-01-05 14:39:00,56,30,76
2023-01-05 14:54:00,57,30,75
2023-01-05 15:09:00,56,31,76
2023-01-05 15:24:00,57,32,77
2023-01-05 15:39:00,56,31,76
2023-01-05 15:54:00,57,32,77
2023-01-05 16:09:00,58,31,76
2023-01-05 16:24:00,59,30,77
2023-01-05 16:39:00,60,30,78
2023-01-05 16:54:00,59,31,79
2023-01-05 17:09:00,60,32,80
2023-01-05 17:24:00,61,33,79
2023-01-05 17:39:00,62,34,80
2023-01-05 17:54:00,63,33,79
2023-01-05 18:09:00,64,32,80
2023-01-05 18:24:00,65,31,81
2023-01-05 18:39:00,66,30,80
2023-01-05 18:54:00,67,30,81
2023-01-05 19:09:00,68,31,82
2023-01-05 19:24:00,67,32,83
2023-01-05 19:39:00,68,33,82
2023-01-05 19:54:00,69,32,83
2023-01-05 20:09:00,70,31,82
