Date,heating_sig,economizer_sig,cooling_sig,supply_vfd_speed
12/31/2022 1:26,0,38,51,0
12/31/2022 1:41,0,37,50,0
12/31/2022 1:56,0,36,49,0
12/31/2022 2:11,0,35,48,0
12/31/2022 2:26,0,36,49,0
12/31/2022 2:41,0,35,48,0
12/31/2022 2:56,0,34,47,0
12/31/2022 3:11,0,33,46,0
12/31/2022 3:26,0,32,47,0
12/31/2022 3:41,0,31,46,0
12/31/2022 3:56,0,32,47,0
12/31/2022 4:11,0,33,48,0
12/31/2022 4:26,0,32,49,0
12/31/2022 4:41,0,31,50,0
12/31/2022 4:56,0,30,51,0
12/31/2022 5:11,0,31,50,0
12/31/2022 5:26,0,32,49,0
12/31/2022 5:41,0,33,50,0
12/31/2022 5:56,0,32,49,0
12/31/2022 6:11,0,31,50,0
12/31/2022 6:26,0,30,49,0
12/31/2022 6:41,0,29,48,0
12/31/2022 6:56,0,30,47,0
12/31/2022 7:11,0,31,48,0
12/31/2022 7:26,0,30,49,0
12/31/2022 7:41,0,31,48,0
12/31/2022 7:56,0,30,47,0
12/31/2022 8:11,0,29,46,0
12/31/2022 8:26,0,28,47,0
12/31/2022 8:41,0,29,46,0
12/31/2022 8:56,0,28,47,0
12/31/2022 9:11,0,27,48,0
12/31/2022 9:26,0,28,47,0
12/31/2022 9:41,0,29,48,0
12/31/2022 9:56,0,28,49,0
12/31/2022 10:11,0,27,50,0
12/31/2022 10:26,0,28,49,0
12/31/2022 10:41,0,29,48,0
12/31/2022 10:56,0,28,49,0
12/31/2022 11:11,0,27,48,0
12/31/2022 11:26,0,28,47,0
12/31/2022 11:41,0,27,46,0
12/31/2022 11:56,0,26,45,0
12/31/2022 12:11,0,25,44,0
12/31/2022 12:26,0,24,45,0
12/31/2022 12:41,0,25,44,0
12/31/2022 12:56,0,24,45,0
12/31/2022 13:11,0,25,44,0
12/31/2022 13:26,0,26,45,0
12/31/2022 13:41,0,27,44,0
12/31/2022 13:56,0,28,43,0
12/31/2022 14:11,0,27,44,0
12/31/2022 14:26,0,26,45,0
12/31/2022 14:41,0,27,46,0
12/31/2022 14:56,0,26,47,0
12/31/2022 15:11,0,25,48,0
12/31/2022 15:26,0,24,47,0
12/31/2022 15:41,0,25,46,0
12/31/2022 15:56,0,24,47,0
12/31/2022 16:11,0,23,48,0
12/31/2022 16:26,0,22,49,0
12/31/2022 16:41,0,21,50,0
12/31/2022 16:56,0,22,51,0
12/31/2022 17:11,0,21,50,0
12/31/2022 17:26,0,20,49,0
12/31/2022 17:41,0,19,48,0
12/31/2022 17:56,0,18,49,0
12/31/2022 18:11,0,19,48,0
12/31/2022 18:26,0,18,49,0
12/31/2022 18:41,0,19,48,0
12/31/2022 18:56,0,20,49,0
12/31/2022 19:11,0,21,50,0
12/31/2022 19:26,0,22,51,0
12/31/2022 19:41,0,21,50,0
12/31/2022 19:56,0,22,49,0
12/31/2022 20:11,0,21,48,0
12/31/2022 20:26,0,22,47,0
12/31/2022 20:41,0,21,48,0
12/31/2022 20:56,0,22,49,0
12/31/2022 21:11,0,21,48,0
12/31/2022 21:26,0,22,49,0
12/31/2022 21:41,0,23,48,0
12/31/2022 21:56,0,22,47,0
12/31/2022 22:11,0,23,48,0
12/31/2022 22:26,0,24,49,0
12/31/2022 22:41,0,25,48,0
12/31/2022 22:56,0,26,49,0
12/31/2022 23:11,0,25,50,0
12/31/2022 23:26,0,24,51,0
12/31/2022 23:41,0,23,50,0
12/31/2022 23:56,0,24,49,0
1/1/2023 0:11,0,25,48,0
1/1/2023 0:26,0,26,47,0
1/1/2023 0:41,0,25,46,0
1/1/2023 0:56,0,26,45,0
1/1/2023 1:11,0,25,44,0
1/1/2023 1:26,0,24,45,0
1/1/2023 1:41,0,25,44,0
1/1/2023 1:56,0,24,45,0
1/1/2023 2:11,0,25,44,0
1/1/2023 2:26,0,24,45,0
1/1/2023 2:41,0,23,46,0
1/1/2023 2:56,0,24,47,0
1/1/2023 3:11,0,23,46,0
1/1/2023 3:26,0,24,47,0
1/1/2023 3:41,0,25,48,0
1/1/2023 3:56,0,24,49,0
1/1/2023 4:11,0,25,50,0
1/1/2023 4:26,0,26,49,0
1/1/2023 4:41,0,25,48,0
1/1/2023 4:56,0,26,49,0
1/1/2023 5:11,0,25,48,0
1/1/2023 5:26,0,26,47,0
1/1/2023 5:41,0,27,48,0
1/1/2023 5:56,0,26,47,0
1/1/2023 6:11,0,27,48,0
1/1/2023 6:26,0,26,47,0
1/1/2023 6:41,0,25,48,0
1/1/2023 6:56,0,26,49,0
1/1/2023 7:11,0,27,50,0
1/1/2023 7:26,0,26,49,0
1/1/2023 7:41,0,25,48,0
1/1/2023 7:56,0,26,49,0
1/1/2023 8:11,0,25,50,0
1/1/2023 8:26,0,26,51,0
1/1/2023 8:41,0,25,50,0
1/1/2023 8:56,0,26,49,0
1/1/2023 9:11,0,25,50,0
1/1/2023 9:26,0,24,51,0
1/1/2023 9:41,0,25,50,0
1/1/2023 9:56,0,26,51,0
1/1/2023 10:11,0,25,50,0
1/1/2023 10:26,0,24,49,0
1/1/2023 10:41,0,23,50,0
1/1/2023 10:56,0,22,49,0
1/1/2023 11:11,0,21,50,0
1/1/2023 11:26,0,22,51,0
1/1/2023 11:41,0,21,52,0
1/1/2023 11:56,0,22,53,0
1/1/2023 12:11,0,23,52,0
1/1/2023 12:26,0,22,51,0
1/1/2023 12:41,0,23,50,0
1/1/2023 12:56,0,24,49,0
1/1/2023 13:11,0,25,50,0
1/1/2023 13:26,0,26,51,0
1/1/2023 13:41,0,25,52,0
1/1/2023 13:56,0,24,51,0
1/1/2023 14:11,0,23,50,0
1/1/2023 14:26,0,22,51,0
1/1/2023 14:41,0,23,50,0
1/1/2023 14:56,0,24,51,0
1/1/2023 15:11,0,25,52,0
1/1/2023 15:26,0,26,51,0
1/1/2023 15:41,0,27,52,0
1/1/2023 15:56,0,28,51,0
1/1/2023 16:11,0,27,52,0
1/1/2023 16:26,0,26,53,0
1/1/2023 16:41,0,27,52,0
1/1/2023 16:56,0,28,53,0
1/1/2023 17:11,0,27,54,0
1/1/2023 17:26,0,26,55,0
1/1/2023 17:41,0,25,54,0
1/1/2023 17:56,0,24,55,0
1/1/2023 18:11,0,23,54,0
1/1/2023 18:26,0,24,53,0
1/1/2023 18:41,0,25,52,0
1/1/2023 18:56,0,24,51,0
1/1/2023 19:11,0,23,50,0
1/1/2023 19:26,0,22,51,0
1/1/2023 19:41,0,21,52,0
1/1/2023 19:56,0,20,53,0
1/1/2023 20:11,0,21,52,0
1/1/2023 20:26,0,20,53,0
1/1/2023 20:41,0,21,52,0
1/1/2023 20:56,0,20,53,0
1/1/2023 21:11,0,19,54,0
1/1/2023 21:26,0,18,53,0
1/1/2023 21:41,0,19,52,0
1/1/2023 21:56,0,20,51,0
1/1/2023 22:11,0,19,50,0
1/1/2023 22:26,0,18,49,0
1/1/2023 22:41,0,17,50,0
1/1/2023 22:56,0,18,51,0
1/1/2023 23:11,0,17,52,0
1/1/2023 23:26,0,16,51,0
1/1/2023 23:41,0,17,50,0
1/1/2023 23:56,0,16,49,0
1/2/2023 0:11,0,17,48,0
1/2/2023 0:26,0,16,47,0
1/2/2023 0:41,0,15,48,0
1/2/2023 0:56,0,14,47,0
1/2/2023 1:11,0,13,46,0
1/2/2023 1:26,0,14,45,0
1/2/2023 1:41,0,15,46,0
1/2/2023 1:56,0,14,45,0
1/2/2023 2:11,0,13,46,0
1/2/2023 2:26,0,12,47,0
1/2/2023 2:41,0,13,46,0
1/2/2023 2:56,0,14,45,0
1/2/2023 3:11,0,13,44,0
1/2/2023 3:26,0,14,45,0
1/2/2023 3:41,0,15,44,0
1/2/2023 3:56,0,16,43,0
1/2/2023 4:11,0,17,44,0
1/2/2023 4:26,0,16,45,0
1/2/2023 4:41,0,15,46,0
1/2/2023 4:56,0,16,45,0
1/2/2023 5:11,0,15,44,0
1/2/2023 5:26,0,16,43,0
1/2/2023 5:41,0,15,42,0
1/2/2023 5:56,0,16,41,0
1/2/2023 6:11,0,15,40,0
1/2/2023 6:26,0,14,39,0
1/2/2023 6:41,0,13,38,0
1/2/2023 6:56,0,14,37,0
1/2/2023 7:11,0,13,36,0
1/2/2023 7:26,0,14,37,0
1/2/2023 7:41,0,15,36,0
1/2/2023 7:56,0,16,35,0
1/2/2023 8:11,0,17,36,0
1/2/2023 8:26,0,16,37,0
1/2/2023 8:41,0,15,38,0
1/2/2023 8:56,0,14,37,0
1/2/2023 9:11,0,13,36,0
1/2/2023 9:26,0,14,35,0
1/2/2023 9:41,0,13,36,0
1/2/2023 9:56,0,14,37,0
1/2/2023 10:11,0,15,36,0
1/2/2023 10:26,0,16,35,0
1/2/2023 10:41,0,17,34,0
1/2/2023 10:56,0,16,35,0
1/2/2023 11:11,0,17,34,0
1/2/2023 11:26,0,16,33,0
1/2/2023 11:41,0,17,34,0
1/2/2023 11:56,0,16,33,0
1/2/2023 12:11,0,15,32,0
1/2/2023 12:26,0,14,31,0
1/2/2023 12:41,0,13,30,0
1/2/2023 12:56,0,14,29,0
1/2/2023 13:11,0,13,28,0
1/2/2023 13:26,0,14,29,0
1/2/2023 13:41,0,15,30,0
1/2/2023 13:56,0,14,31,0
1/2/2023 14:11,0,13,32,0
1/2/2023 14:26,0,14,33,0
1/2/2023 14:41,0,13,32,0
1/2/2023 14:56,0,12,31,0
1/2/2023 15:11,0,13,30,0
1/2/2023 15:26,0,12,29,0
1/2/2023 15:41,0,13,30,0
1/2/2023 15:56,0,12,29,0
1/2/2023 16:11,0,11,28,0
1/2/2023 16:26,0,10,29,0
1/2/2023 16:41,0,9,28,0
1/2/2023 16:56,0,10,27,0
1/2/2023 17:11,0,11,28,0
1/2/2023 17:26,0,12,29,0
1/2/2023 17:41,0,11,30,0
1/2/2023 17:56,0,12,31,0
1/2/2023 18:11,0,11,32,0
1/2/2023 18:26,0,10,31,0
1/2/2023 18:41,0,11,32,0
1/2/2023 18:56,0,10,31,0
1/2/2023 19:11,0,11,32,0
1/2/2023 19:26,0,10,31,0
1/2/2023 19:41,0,9,30,0
1/2/2023 19:56,0,8,31,0
1/2/2023 20:11,0,9,32,0
1/2/2023 20:26,0,8,33,0
1/2/2023 20:41,0,7,32,0
1/2/2023 20:56,0,8,33,0
1/2/2023 21:11,0,9,34,0
1/2/2023 21:26,0,10,33,0
1/2/2023 21:41,0,9,34,0
1/2/2023 21:56,0,10,35,0
1/2/2023 22:11,0,11,34,0
1/2/2023 22:26,0,12,35,0
1/2/2023 22:41,0,13,36,0
1/2/2023 22:56,0,12,37,0
1/2/2023 23:11,0,13,36,0
1/2/2023 23:26,0,14,37,0
1/2/2023 23:41,0,13,36,0
1/2/2023 23:56,0,12,37,0
1/3/2023 0:11,0,11,36,0
1/3/2023 0:26,0,12,35,0
1/3/2023 0:41,0,11,36,0
1/3/2023 0:56,0,10,35,0
1/3/2023 1:11,0,11,34,0
1/3/2023 1:26,0,10,33,0
1/3/2023 1:41,0,11,32,0
1/3/2023 1:56,0,10,33,0
1/3/2023 2:11,0,11,32,0
1/3/2023 2:26,0,10,31,0
1/3/2023 2:41,0,9,32,0
1/3/2023 2:56,0,8,31,0
1/3/2023 3:11,0,7,32,0
1/3/2023 3:26,0,6,33,0
1/3/2023 3:41,0,7,32,0
1/3/2023 3:56,0,6,31,0
1/3/2023 4:11,0,5,30,0
1/3/2023 4:26,0,6,31,0
1/3/2023 4:41,0,7,30,0
1/3/2023 4:56,0,6,29,0
1/3/2023 5:11,0,5,28,0
1/3/2023 5:26,0,4,27,0
1/3/2023 5:41,0,3,26,0
1/3/2023 5:56,0,2,27,0
1/3/2023 6:11,0,1,26,0
1/3/2023 6:26,0,2,25,0
1/3/2023 6:41,0,3,24,0
1/3/2023 6:56,0,4,23,0
1/3/2023 7:11,0,5,24,0
1/3/2023 7:26,0,4,23,0
1/3/2023 7:41,0,5,24,0
1/3/2023 7:56,0,6,25,0
1/3/2023 8:11,0,5,24,0
1/3/2023 8:26,0,6,23,0
1/3/2023 8:41,0,7,22,0
1/3/2023 8:56,0,6,21,0
1/3/2023 9:11,0,5,22,0
1/3/2023 9:26,0,4,21,0
1/3/2023 9:41,0,3,22,0
1/3/2023 9:56,0,2,23,0
1/3/2023 10:11,0,1,24,0
1/3/2023 10:26,0,2,23,0
1/3/2023 10:41,0,3,22,0
1/3/2023 10:56,0,2,21,0
1/3/2023 11:11,0,3,20,0
1/3/2023 11:26,0,4,21,0
1/3/2023 11:41,0,5,22,0
1/3/2023 11:56,0,4,23,0
1/3/2023 12:11,0,5,22,0
1/3/2023 12:26,0,6,23,0
1/3/2023 12:41,0,7,24,0
1/3/2023 12:56,0,8,25,0
1/3/2023 13:11,0,9,26,0
1/3/2023 13:26,0,8,25,0
1/3/2023 13:41,0,7,24,0
1/3/2023 13:56,0,8,25,0
1/3/2023 14:11,0,9,26,0
1/3/2023 14:26,0,10,25,0
1/3/2023 14:41,0,9,26,0
1/3/2023 14:56,0,8,27,0
1/3/2023 15:11,0,7,28,0
1/3/2023 15:26,0,8,29,0
1/3/2023 15:41,0,7,28,0
1/3/2023 15:56,0,8,29,0
1/3/2023 16:11,0,7,28,0
1/3/2023 16:26,0,6,29,0
1/3/2023 16:41,0,7,30,0
1/3/2023 16:56,0,6,29,0
1/3/2023 17:11,0,5,28,0
1/3/2023 17:26,0,6,29,0
1/3/2023 17:41,0,5,28,0
1/3/2023 17:56,0,6,29,0
1/3/2023 18:11,0,7,28,0
1/3/2023 18:26,0,6,29,0
1/3/2023 18:41,0,5,28,0
1/3/2023 18:56,0,4,27,0
1/3/2023 19:11,0,3,28,0
1/3/2023 19:26,0,4,27,0
1/3/2023 19:41,0,5,28,0
1/3/2023 19:56,0,6,27,0
1/3/2023 20:11,0,5,26,0
1/3/2023 20:26,0,6,25,0
1/3/2023 20:41,0,7,26,0
1/3/2023 20:56,0,8,27,0
1/3/2023 21:11,0,9,28,0
1/3/2023 21:26,0,8,27,0
1/3/2023 21:41,0,7,28,0
1/3/2023 21:56,0,6,27,0
1/3/2023 22:11,0,5,28,0
1/3/2023 22:26,0,4,27,0
1/3/2023 22:41,0,5,28,0
1/3/2023 22:56,0,6,27,0
1/3/2023 23:11,0,5,26,0
1/3/2023 23:26,0,4,25,0
1/3/2023 23:41,0,5,26,0
1/3/2023 23:56,0,6,25,0
1/4/2023 0:11,0,7,24,0
1/4/2023 0:26,0,6,25,0
1/4/2023 0:41,0,5,26,0
1/4/2023 0:56,0,6,25,0
1/4/2023 1:11,0,7,24,0
1/4/2023 1:26,0,8,23,0
1/4/2023 1:41,0,9,24,0
1/4/2023 1:56,0,10,23,0
1/4/2023 2:11,0,11,22,0
1/4/2023 2:26,0,12,23,0
1/4/2023 2:41,0,11,22,0
1/4/2023 2:56,0,10,23,0
1/4/2023 3:11,0,11,24,0
1/4/2023 3:26,0,12,23,0
1/4/2023 3:41,0,13,22,0
1/4/2023 3:56,0,12,21,0
1/4/2023 4:11,0,11,22,0
1/4/2023 4:26,0,12,21,0
1/4/2023 4:41,0,11,20,0
1/4/2023 4:56,0,10,21,0
1/4/2023 5:11,0,9,20,0
1/4/2023 5:26,0,10,19,0
1/4/2023 5:41,0,11,18,0
1/4/2023 5:56,0,10,17,0
1/4/2023 6:11,0,9,16,0
1/4/2023 6:26,0,10,15,0
1/4/2023 6:41,0,11,16,0
1/4/2023 6:56,0,12,17,0
1/4/2023 7:11,0,13,16,0
1/4/2023 7:26,0,12,17,0
1/4/2023 7:41,0,11,18,0
1/4/2023 7:56,0,12,19,0
1/4/2023 8:11,0,13,20,0
1/4/2023 8:26,0,14,19,0
1/4/2023 8:41,0,13,20,0
1/4/2023 8:56,0,12,19,0
1/4/2023 9:11,0,11,20,0
1/4/2023 9:26,0,10,19,0
1/4/2023 9:41,0,9,20,0
1/4/2023 9:56,0,10,19,0
1/4/2023 10:11,0,9,18,0
1/4/2023 10:26,0,8,19,0
1/4/2023 10:41,0,7,20,0
1/4/2023 10:56,0,6,19,0
1/4/2023 11:11,0,7,18,0
1/4/2023 11:26,0,6,19,0
1/4/2023 11:41,0,7,20,0
1/4/2023 11:56,0,6,19,0
1/4/2023 12:11,0,5,18,0
1/4/2023 12:26,0,4,17,0
1/4/2023 12:41,0,5,16,0
1/4/2023 12:56,0,6,17,0
1/4/2023 13:11,0,5,16,0
1/4/2023 13:26,0,4,15,0
1/4/2023 13:41,0,5,14,0
1/4/2023 13:56,0,4,13,0
1/4/2023 14:11,0,5,12,0
1/4/2023 14:26,0,6,13,0
1/4/2023 14:41,0,5,12,0
1/4/2023 14:56,0,6,11,0
1/4/2023 15:11,0,7,10,0
1/4/2023 15:26,0,8,9,0
1/4/2023 15:41,0,9,10,0
1/4/2023 15:56,0,10,11,0
1/4/2023 16:11,0,11,10,0
1/4/2023 16:26,0,10,11,0
1/4/2023 16:41,0,9,12,0
1/4/2023 16:56,0,10,11,0
1/4/2023 17:11,0,11,12,0
1/4/2023 17:26,0,10,11,0
1/4/2023 17:41,0,11,10,0
1/4/2023 17:56,0,12,11,0
1/4/2023 18:11,0,13,12,0
1/4/2023 18:26,0,14,11,0
1/4/2023 18:41,0,15,12,0
1/4/2023 18:56,0,16,13,0
1/4/2023 19:11,0,17,14,0
1/4/2023 19:26,0,16,13,0
1/4/2023 19:41,0,15,12,0
1/4/2023 19:56,0,14,11,0
1/4/2023 20:11,0,13,10,0
1/4/2023 20:26,0,14,11,0
1/4/2023 20:41,0,13,10,0
1/4/2023 20:56,0,14,9,0
1/4/2023 21:11,0,15,10,0
1/4/2023 21:26,0,14,11,0
1/4/2023 21:41,0,15,10,0
1/4/2023 21:56,0,16,11,0
1/4/2023 22:11,0,17,12,0
1/4/2023 22:26,0,16,13,0
1/4/2023 22:41,0,17,12,0
1/4/2023 22:56,0,16,11,0
1/4/2023 23:11,0,17,10,0
1/4/2023 23:26,0,16,11,0
1/4/2023 23:41,0,15,12,0
1/4/2023 23:56,0,16,11,0
1/5/2023 0:11,0,17,12,0
1/5/2023 0:26,0,18,13,0
1/5/2023 0:41,0,19,12,0
1/5/2023 0:56,0,20,13,0
1/5/2023 1:11,0,19,12,0
1/5/2023 1:26,0,20,13,0
1/5/2023 1:41,0,19,12,0
1/5/2023 1:56,0,18,11,0
1/5/2023 2:11,0,19,10,0
1/5/2023 2:26,0,20,11,0
1/5/2023 2:41,0,19,10,0
1/5/2023 2:56,0,18,11,0
1/5/2023 3:11,0,17,10,0
1/5/2023 3:26,0,18,9,0
1/5/2023 3:41,0,17,10,0
1/5/2023 3:56,0,18,11,0
1/5/2023 4:11,0,17,12,0
1/5/2023 4:26,0,18,13,0
1/5/2023 4:41,0,17,14,0
1/5/2023 4:56,0,16,13,0
1/5/2023 5:11,0,15,14,0
1/5/2023 5:26,0,16,15,0
1/5/2023 5:41,0,15,16,0
1/5/2023 5:56,0,14,15,0
1/5/2023 6:11,0,15,14,0
1/5/2023 6:26,0,14,15,0
1/5/2023 6:41,0,15,14,0
1/5/2023 6:56,0,16,15,0
1/5/2023 7:11,0,17,16,0
1/5/2023 7:26,0,16,17,0
1/5/2023 7:41,0,17,16,0
1/5/2023 7:56,0,16,17,0
1/5/2023 8:11,0,17,18,0
1/5/2023 8:26,0,18,19,0
1/5/2023 8:41,0,17,18,0
1/5/2023 8:56,0,16,19,0
1/5/2023 9:11,0,17,18,0
1/5/2023 9:26,0,18,19,0
1/5/2023 9:41,0,19,18,0
1/5/2023 9:56,0,18,19,0
1/5/2023 10:11,0,17,18,0
1/5/2023 10:26,0,16,19,0
1/5/2023 10:41,0,17,18,0
1/5/2023 10:56,0,18,17,0
1/5/2023 11:11,0,17,16,0
1/5/2023 11:26,0,18,15,0
1/5/2023 11:41,0,17,16,0
1/5/2023 11:56,0,18,15,0
1/5/2023 12:11,0,17,16,0
1/5/2023 12:26,0,16,17,0
1/5/2023 12:41,0,15,16,0
1/5/2023 12:56,0,16,15,0
1/5/2023 13:11,0,17,14,0
1/5/2023 13:26,0,18,15,0
1/5/2023 13:41,0,19,14,0
1/5/2023 13:56,0,18,15,0
1/5/2023 14:11,0,17,16,0
1/5/2023 14:26,0,16,17,0
1/5/2023 14:41,0,15,18,0
1/5/2023 14:56,0,16,17,0
1/5/2023 15:11,0,17,18,0
1/5/2023 15:26,0,18,17,0
1/5/2023 15:41,0,19,16,0
1/5/2023 15:56,0,20,15,0
1/5/2023 16:11,0,19,14,0
1/5/2023 16:26,0,18,13,0
1/5/2023 16:41,0,19,12,0
1/5/2023 16:56,0,18,13,0
1/5/2023 17:11,0,19,14,0
1/5/2023 17:26,0,20,13,0
1/5/2023 17:41,0,21,12,0
1/5/2023 17:56,0,20,13,0
1/5/2023 18:11,0,19,12,0
1/5/2023 18:26,0,20,13,0
1/5/2023 18:41,0,21,12,0
1/5/2023 18:56,0,20,11,0
1/5/2023 19:11,0,19,12,0
1/5/2023 19:26,0,20,13,0
1/5/2023 19:41,0,21,12,0
1/5/2023 19:56,0,20,13,0
1/5/2023 20:11,0,21,12,0
1/5/2023 20:26,0,20,13,0
1/5/2023 20:41,0,21,12,0
1/5/2023 20:56,0,20,11,0
1/5/2023 21:11,0,21,10,0
1/5/2023 21:26,0,22,11,0
1/5/2023 21:41,0,23,12,0
1/5/2023 21:56,0,24,13,0
1/5/2023 22:11,0,25,12,0
1/5/2023 22:26,0,26,13,0
1/5/2023 22:41,0,25,14,0
1/5/2023 22:56,0,26,15,0
1/5/2023 23:11,0,25,16,0
1/5/2023 23:26,0,26,15,0
1/5/2023 23:41,0,25,14,0
1/5/2023 23:56,0,26,15,0
1/6/2023 0:11,0,25,14,0
1/6/2023 0:26,0,24,13,0
1/6/2023 0:41,0,25,14,0
1/6/2023 0:56,0,24,15,0
1/6/2023 1:11,0,23,14,0
1/6/2023 1:26,0,24,15,0
1/6/2023 1:41,0,23,16,0
1/6/2023 1:56,0,22,17,0
1/6/2023 2:11,0,21,16,0
1/6/2023 2:26,0,20,15,0
1/6/2023 2:41,0,19,16,0
1/6/2023 2:56,0,18,17,0
1/6/2023 3:11,0,19,18,0
1/6/2023 3:26,0,20,19,0
1/6/2023 3:41,0,19,18,0
1/6/2023 3:56,0,20,17,0
1/6/2023 4:11,0,21,18,0
1/6/2023 4:26,0,22,17,0
1/6/2023 4:41,0,23,16,0
1/6/2023 4:56,0,24,15,0
1/6/2023 5:11,0,23,14,0
1/6/2023 5:26,0,22,15,0
1/6/2023 5:41,0,21,16,0
1/6/2023 5:56,0,22,17,0
1/6/2023 6:11,0,23,16,0
1/6/2023 6:26,0,24,15,0
1/6/2023 6:41,0,23,14,0
1/6/2023 6:56,0,24,13,0
1/6/2023 7:11,0,23,12,0
1/6/2023 7:26,0,24,13,0
1/6/2023 7:41,0,25,14,0
1/6/2023 7:56,0,26,13,0
1/6/2023 8:11,0,27,12,0
1/6/2023 8:26,0,26,11,0
1/6/2023 8:41,0,25,12,0
1/6/2023 8:56,0,26,11,0
1/6/2023 9:11,0,27,12,0
1/6/2023 9:26,0,28,13,0
1/6/2023 9:41,0,29,12,0
1/6/2023 9:56,0,28,13,0
1/6/2023 10:11,0,27,14,0
1/6/2023 10:26,0,26,13,0
1/6/2023 10:41,0,27,12,0
1/6/2023 10:56,0,26,13,0
1/6/2023 11:11,0,25,14,0
1/6/2023 11:26,0,24,13,0
1/6/2023 11:41,0,23,12,0
1/6/2023 11:56,0,22,11,0
1/6/2023 12:11,0,23,10,0
1/6/2023 12:26,0,24,11,0
1/6/2023 12:41,0,25,10,0
1/6/2023 12:56,0,26,9,0
1/6/2023 13:11,0,27,8,0
1/6/2023 13:26,0,26,9,0
1/6/2023 13:41,0,25,8,0
1/6/2023 13:56,0,24,9,0
1/6/2023 14:11,0,25,8,0
1/6/2023 14:26,0,24,9,0
1/6/2023 14:41,0,25,8,0
1/6/2023 14:56,0,24,9,0
1/6/2023 15:11,0,23,10,0
1/6/2023 15:26,0,24,11,0
1/6/2023 15:41,0,25,12,0
1/6/2023 15:56,0,24,13,0
1/6/2023 16:11,0,23,12,0
1/6/2023 16:26,0,24,11,0
1/6/2023 16:41,0,25,12,0
1/6/2023 16:56,0,24,11,0
1/6/2023 17:11,0,25,12,0
1/6/2023 17:26,0,24,11,0
1/6/2023 17:41,0,23,10,0
1/6/2023 17:56,0,24,9,0
1/6/2023 18:11,0,25,10,0
1/6/2023 18:26,0,24,9,0
1/6/2023 18:41,0,25,8,0
1/6/2023 18:56,0,24,7,0
1/6/2023 19:11,0,25,6,0
1/6/2023 19:26,0,26,5,0
1/6/2023 19:41,0,27,6,0
1/6/2023 19:56,0,28,7,0
1/6/2023 20:11,0,29,6,0
1/6/2023 20:26,0,30,5,0
1/6/2023 20:41,0,29,4,0
1/6/2023 20:56,0,30,3,0
1/6/2023 21:11,0,31,2,0
1/6/2023 21:26,0,32,3,0
1/6/2023 21:41,0,31,4,0
1/6/2023 21:56,0,32,3,0
1/6/2023 22:11,0,31,2,0
1/6/2023 22:26,0,32,3,0
1/6/2023 22:41,0,31,2,0
1/6/2023 22:56,0,32,3,0
1/6/2023 23:11,0,33,4,0
1/6/2023 23:26,0,32,3,0
1/6/2023 23:41,0,31,4,0
1/6/2023 23:56,0,30,5,0
1/7/2023 0:11,0,29,6,0
1/7/2023 0:26,0,28,5,0
1/7/2023 0:41,0,29,4,0
1/7/2023 0:56,0,30,3,0
1/7/2023 1:11,0,29,4,0
1/7/2023 1:26,0,28,5,0
1/7/2023 1:41,0,29,4,0
1/7/2023 1:56,0,30,5,0
1/7/2023 2:11,0,29,4,0
1/7/2023 2:26,0,30,5,0
1/7/2023 2:41,0,29,4,0
1/7/2023 2:56,0,30,5,0
1/7/2023 3:11,0,29,4,0
1/7/2023 3:26,0,28,3,0
1/7/2023 3:41,0,27,4,0
1/7/2023 3:56,0,26,3,0
1/7/2023 4:11,0,27,4,0
1/7/2023 4:26,0,28,5,0
1/7/2023 4:41,0,27,4,0
1/7/2023 4:56,0,26,5,0
1/7/2023 5:11,0,25,6,0
1/7/2023 5:26,0,26,5,0
1/7/2023 5:41,0,27,4,0
1/7/2023 5:56,0,26,3,0
1/7/2023 6:11,0,27,4,0
1/7/2023 6:26,0,26,5,0
1/7/2023 6:41,0,25,6,0
1/7/2023 6:56,0,24,5,0
1/7/2023 7:11,0,25,6,0
1/7/2023 7:26,0,24,5,0
1/7/2023 7:41,0,25,4,0
1/7/2023 7:56,0,26,5,0
1/7/2023 8:11,0,27,6,0
1/7/2023 8:26,0,26,5,0
1/7/2023 8:41,0,27,6,0
1/7/2023 8:56,0,28,5,0
1/7/2023 9:11,0,27,4,0
1/7/2023 9:26,0,28,3,0
1/7/2023 9:41,0,29,2,0
1/7/2023 9:56,0,30,3,0
1/7/2023 10:11,0,31,4,0
1/7/2023 10:26,0,30,3,0
1/7/2023 10:41,0,29,2,0
1/7/2023 10:56,0,28,3,0
1/7/2023 11:11,0,27,4,0
1/7/2023 11:26,0,26,5,0
1/7/2023 11:41,0,25,6,0
1/7/2023 11:56,0,24,5,0
1/7/2023 12:11,0,23,6,0
1/7/2023 12:26,0,24,7,0
1/7/2023 12:41,0,23,6,0
1/7/2023 12:56,0,24,5,0
1/7/2023 13:11,0,25,6,0
1/7/2023 13:26,0,26,7,0
1/7/2023 13:41,0,25,6,0
1/7/2023 13:56,0,26,5,0
1/7/2023 14:11,0,27,4,0
1/7/2023 14:26,0,26,5,0
1/7/2023 14:41,0,25,6,0
1/7/2023 14:56,0,26,7,0
1/7/2023 15:11,0,25,8,0
1/7/2023 15:26,0,26,9,0
1/7/2023 15:41,0,25,8,0
1/7/2023 15:56,0,24,7,0
1/7/2023 16:11,0,25,8,0
1/7/2023 16:26,0,26,7,0
1/7/2023 16:41,0,25,8,0
1/7/2023 16:56,0,24,7,0
