Date,sat,mat,clg,economizer_sig,supply_vfd_speed
1/23/2023 10:09,74,80,93,46,0
1/23/2023 10:24,75,80,92,45,0
1/23/2023 10:39,74,79,93,46,0
1/23/2023 10:54,75,78,92,47,0
1/23/2023 11:09,74,77,91,48,0
1/23/2023 11:24,75,76,92,47,0
1/23/2023 11:39,76,77,93,46,0
1/23/2023 11:54,75,76,94,45,0
1/23/2023 12:09,76,75,93,44,0
1/23/2023 12:24,75,74,94,45,0
1/23/2023 12:39,76,75,95,46,0
1/23/2023 12:54,75,74,94,45,0
1/23/2023 13:09,74,73,95,44,0
1/23/2023 13:24,73,74,96,43,0
1/23/2023 13:39,72,73,95,42,0
1/23/2023 13:54,71,72,96,43,0
1/23/2023 14:09,70,73,97,42,0
1/23/2023 14:24,71,72,98,41,0
1/23/2023 14:39,70,73,99,42,0
1/23/2023 14:54,69,72,98,43,0
1/23/2023 15:09,70,73,97,44,0
1/23/2023 15:24,71,74,98,43,0
1/23/2023 15:39,70,73,97,42,0
1/23/2023 15:54,71,74,96,41,0
1/23/2023 16:09,70,73,95,42,0
1/23/2023 16:24,69,72,96,41,0
1/23/2023 16:39,68,71,95,40,0
1/23/2023 16:54,69,70,94,39,0
1/23/2023 17:09,70,70,95,40,0
1/23/2023 17:24,69,71,94,41,0
1/23/2023 17:39,70,72,93,40,0
1/23/2023 17:54,69,73,92,41,0
1/23/2023 18:09,68,72,93,42,0
1/23/2023 18:24,67,73,92,41,0
1/23/2023 18:39,68,74,93,40,0
1/23/2023 18:54,67,75,94,39,0
1/23/2023 19:09,66,76,93,38,0
1/23/2023 19:24,67,77,94,39,0
1/23/2023 19:39,68,78,95,40,0
1/23/2023 19:54,67,79,94,41,0
1/23/2023 20:09,66,78,95,40,0
1/23/2023 20:24,67,79,96,41,0
1/23/2023 20:39,66,78,95,40,0
1/23/2023 20:54,67,77,96,39,0
1/23/2023 21:09,66,78,97,38,0
1/23/2023 21:24,67,77,96,39,0
1/23/2023 21:39,66,78,97,40,0
1/23/2023 21:54,67,79,98,41,0
1/23/2023 22:09,68,78,97,40,0
1/23/2023 22:24,67,79,96,41,0
1/23/2023 22:39,68,80,95,40,0
1/23/2023 22:54,69,80,94,39,0
1/23/2023 23:09,68,80,95,40,0
1/23/2023 23:24,67,79,96,39,0
1/23/2023 23:39,66,80,95,40,0
1/23/2023 23:54,65,80,94,41,0
1/24/2023 0:09,64,80,93,40,0
1/24/2023 0:24,63,80,94,41,0
1/24/2023 0:39,62,79,95,40,0
1/24/2023 0:54,63,78,94,41,0
1/24/2023 1:09,62,77,95,40,0
1/24/2023 1:24,63,78,94,41,0
1/24/2023 1:39,64,79,93,40,0
1/24/2023 1:54,65,80,94,41,0
1/24/2023 2:09,66,79,93,40,0
1/24/2023 2:24,65,78,94,39,0
1/24/2023 2:39,66,79,93,38,0
1/24/2023 2:54,67,78,92,37,0
1/24/2023 3:09,66,77,91,36,0
1/24/2023 3:24,67,76,90,37,0
1/24/2023 3:39,68,75,91,38,0
1/24/2023 3:54,67,74,92,37,0
1/24/2023 4:09,68,73,93,36,0
1/24/2023 4:24,67,72,92,35,0
1/24/2023 4:39,68,73,93,36,0
1/24/2023 4:54,67,74,94,35,0
1/24/2023 5:09,66,73,93,34,0
1/24/2023 5:24,65,72,94,33,0
1/24/2023 5:39,64,71,95,32,0
1/24/2023 5:54,65,72,94,31,0
1/24/2023 6:09,66,71,93,32,0
1/24/2023 6:24,65,72,92,33,0
1/24/2023 6:39,66,73,91,32,0
1/24/2023 6:54,67,72,90,31,0
1/24/2023 7:09,68,71,91,30,0
1/24/2023 7:24,69,70,90,31,0
1/24/2023 7:39,70,70,91,32,0
1/24/2023 7:54,69,71,92,33,0
1/24/2023 8:09,68,70,93,32,0
1/24/2023 8:24,67,70,92,31,0
1/24/2023 8:39,66,71,91,30,0
1/24/2023 8:54,67,72,92,29,0
1/24/2023 9:09,68,71,93,30,0
1/24/2023 9:24,67,70,94,31,0
1/24/2023 9:39,68,70,95,30,0
1/24/2023 9:54,67,71,94,31,0
1/24/2023 10:09,68,72,93,30,0
1/24/2023 10:24,69,71,92,29,0
1/24/2023 10:39,70,70,93,28,0
1/24/2023 10:54,71,71,92,29,0
1/24/2023 11:09,72,70,93,28,0
1/24/2023 11:24,73,71,92,27,0
1/24/2023 11:39,72,70,91,28,0
1/24/2023 11:54,73,70,92,29,0
1/24/2023 12:09,74,70,93,28,0
1/24/2023 12:24,75,70,92,27,0
1/24/2023 12:39,74,71,91,28,0
1/24/2023 12:54,73,70,92,29,0
1/24/2023 13:09,74,70,93,28,0
1/24/2023 13:24,75,71,94,27,0
1/24/2023 13:39,76,72,93,28,0
1/24/2023 13:54,77,71,92,27,0
1/24/2023 14:09,78,70,91,26,0
1/24/2023 14:24,77,70,90,25,0
1/24/2023 14:39,78,70,91,24,0
1/24/2023 14:54,79,71,92,25,0
1/24/2023 15:09,80,72,91,24,0
1/24/2023 15:24,79,73,90,25,0
1/24/2023 15:39,80,74,89,26,0
1/24/2023 15:54,81,73,88,27,0
1/24/2023 16:09,82,72,87,28,0
1/24/2023 16:24,81,71,88,27,0
1/24/2023 16:39,80,72,89,26,0
1/24/2023 16:54,81,71,88,27,0
1/24/2023 17:09,82,70,87,26,0
1/24/2023 17:24,83,70,88,25,0
1/24/2023 17:39,82,71,89,24,0
1/24/2023 17:54,83,70,90,25,0
1/24/2023 18:09,82,71,89,24,0
1/24/2023 18:24,81,72,90,23,0
1/24/2023 18:39,80,73,89,22,0
1/24/2023 18:54,81,74,90,21,0
1/24/2023 19:09,80,73,91,22,0
1/24/2023 19:24,79,72,90,21,0
1/24/2023 19:39,78,73,89,20,0
1/24/2023 19:54,77,74,90,19,0
1/24/2023 20:09,76,73,89,18,0
1/24/2023 20:24,75,72,90,19,0
1/24/2023 20:39,74,71,91,18,0
1/24/2023 20:54,73,72,92,19,0
1/24/2023 21:09,74,73,93,20,0
1/24/2023 21:24,73,74,94,21,0
1/24/2023 21:39,74,73,95,22,0
1/24/2023 21:54,73,74,94,21,0
1/24/2023 22:09,72,73,93,22,0
1/24/2023 22:24,71,74,94,21,0
1/24/2023 22:39,70,75,95,22,0
1/24/2023 22:54,69,76,96,21,0
1/24/2023 23:09,70,75,95,22,0
1/24/2023 23:24,69,74,96,21,0
1/24/2023 23:39,70,75,97,22,0
1/24/2023 23:54,71,76,98,23,0
1/25/2023 0:09,70,77,99,22,0
1/25/2023 0:24,71,76,98,23,0
1/25/2023 0:39,72,75,99,24,0
1/25/2023 0:54,73,76,100,25,0
1/25/2023 1:09,72,77,99,26,0
1/25/2023 1:24,71,78,100,25,0
1/25/2023 1:39,70,79,100,24,0
1/25/2023 1:54,71,78,99,23,0
1/25/2023 2:09,72,79,100,24,0
1/25/2023 2:24,73,78,100,25,0
1/25/2023 2:39,74,79,99,26,0
1/25/2023 2:54,73,78,98,25,0
1/25/2023 3:09,72,77,99,26,0
1/25/2023 3:24,71,76,98,25,0
1/25/2023 3:39,72,77,99,24,0
1/25/2023 3:54,71,76,100,25,0
1/25/2023 4:09,70,77,99,24,0
1/25/2023 4:24,69,78,98,25,0
1/25/2023 4:39,70,77,97,24,0
1/25/2023 4:54,69,76,96,23,0
1/25/2023 5:09,68,75,95,24,0
1/25/2023 5:24,69,74,94,23,0
1/25/2023 5:39,68,75,95,24,0
1/25/2023 5:54,69,76,96,25,0
1/25/2023 6:09,68,75,95,24,0
1/25/2023 6:24,69,74,96,25,0
1/25/2023 6:39,68,73,95,26,0
1/25/2023 6:54,67,74,94,25,0
1/25/2023 7:09,68,73,93,26,0
1/25/2023 7:24,67,74,94,25,0
1/25/2023 7:39,68,75,95,26,0
1/25/2023 7:54,69,74,96,27,0
1/25/2023 8:09,70,73,97,26,0
1/25/2023 8:24,69,74,96,27,0
1/25/2023 8:39,68,75,95,26,0
1/25/2023 8:54,69,76,96,25,0
1/25/2023 9:09,68,75,97,26,0
1/25/2023 9:24,69,74,96,27,0
1/25/2023 9:39,70,73,97,26,0
1/25/2023 9:54,71,74,96,25,0
1/25/2023 10:09,70,73,95,26,0
1/25/2023 10:24,71,74,96,25,0
1/25/2023 10:39,70,75,97,26,0
1/25/2023 10:54,69,76,98,25,0
1/25/2023 11:09,70,75,99,26,0
1/25/2023 11:24,69,74,98,25,0
1/25/2023 11:39,70,75,99,24,0
1/25/2023 11:54,69,76,100,25,0
1/25/2023 12:09,70,75,100,26,0
1/25/2023 12:24,69,74,99,25,0
1/25/2023 12:39,68,75,100,24,0
1/25/2023 12:54,67,76,100,23,0
1/25/2023 13:09,68,77,99,22,0
1/25/2023 13:24,67,78,98,21,0
1/25/2023 13:39,68,79,97,22,0
1/25/2023 13:54,69,78,98,21,0
1/25/2023 14:09,70,77,97,22,0
1/25/2023 14:24,71,78,98,23,0
1/25/2023 14:39,72,77,97,22,0
1/25/2023 14:54,71,76,96,23,0
1/25/2023 15:09,72,77,97,24,0
1/25/2023 15:24,71,76,96,25,0
1/25/2023 15:39,70,77,97,26,0
1/25/2023 15:54,71,76,98,25,0
1/25/2023 16:09,70,77,99,24,0
1/25/2023 16:24,71,78,98,23,0
1/25/2023 16:39,70,77,99,22,0
1/25/2023 16:54,69,76,100,23,0
1/25/2023 17:09,70,77,99,24,0
1/25/2023 17:24,71,76,98,25,0
1/25/2023 17:39,70,77,99,26,0
1/25/2023 17:54,69,78,100,27,0
1/25/2023 18:09,68,77,100,28,0
1/25/2023 18:24,67,78,99,27,0
1/25/2023 18:39,66,79,98,26,0
1/25/2023 18:54,65,78,97,27,0
1/25/2023 19:09,64,79,96,28,0
1/25/2023 19:24,65,80,95,27,0
1/25/2023 19:39,64,79,96,26,0
1/25/2023 19:54,63,78,97,25,0
1/25/2023 20:09,64,79,96,24,0
1/25/2023 20:24,65,78,97,23,0
1/25/2023 20:39,66,79,96,24,0
1/25/2023 20:54,65,80,97,25,0
1/25/2023 21:09,66,80,98,24,0
1/25/2023 21:24,67,80,99,23,0
1/25/2023 21:39,66,79,98,22,0
1/25/2023 21:54,67,78,97,21,0
1/25/2023 22:09,66,77,98,20,0
1/25/2023 22:24,65,76,99,21,0
1/25/2023 22:39,66,77,100,20,0
1/25/2023 22:54,67,78,99,21,0
1/25/2023 23:09,66,77,98,20,0
1/25/2023 23:24,67,76,99,19,0
1/25/2023 23:39,68,77,98,18,0
1/25/2023 23:54,67,78,99,19,0
1/26/2023 0:09,66,77,98,20,0
1/26/2023 0:24,65,76,97,19,0
1/26/2023 0:39,66,77,98,18,0
1/26/2023 0:54,65,78,99,17,0
1/26/2023 1:09,66,79,100,18,0
1/26/2023 1:24,65,80,100,17,0
1/26/2023 1:39,64,80,100,16,0
1/26/2023 1:54,65,79,100,17,0
1/26/2023 2:09,66,78,99,16,0
1/26/2023 2:24,65,77,100,17,0
1/26/2023 2:39,64,76,100,16,0
1/26/2023 2:54,63,75,100,15,0
1/26/2023 3:09,64,74,99,14,0
1/26/2023 3:24,65,73,100,13,0
1/26/2023 3:39,66,72,99,14,0
1/26/2023 3:54,67,73,98,15,0
1/26/2023 4:09,66,74,97,14,0
1/26/2023 4:24,67,73,98,13,0
1/26/2023 4:39,68,74,97,12,0
1/26/2023 4:54,69,73,96,13,0
1/26/2023 5:09,68,74,95,14,0
1/26/2023 5:24,69,75,94,13,0
1/26/2023 5:39,70,76,93,14,0
1/26/2023 5:54,71,75,94,15,0
1/26/2023 6:09,70,76,95,16,0
1/26/2023 6:24,71,77,94,17,0
1/26/2023 6:39,70,76,93,16,0
1/26/2023 6:54,69,77,92,15,0
1/26/2023 7:09,70,78,91,16,0
1/26/2023 7:24,71,79,90,15,0
1/26/2023 7:39,72,78,91,16,0
1/26/2023 7:54,73,77,90,15,0
1/26/2023 8:09,72,78,91,16,0
1/26/2023 8:24,73,77,92,15,0
1/26/2023 8:39,74,78,91,14,0
1/26/2023 8:54,75,77,90,13,0
1/26/2023 9:09,76,78,91,14,0
1/26/2023 9:24,77,79,92,13,0
1/26/2023 9:39,76,78,93,14,0
1/26/2023 9:54,75,77,92,15,0
1/26/2023 10:09,76,78,91,16,0
1/26/2023 10:24,75,79,90,17,0
1/26/2023 10:39,74,80,89,16,0
1/26/2023 10:54,73,80,90,15,0
1/26/2023 11:09,74,80,89,14,0
1/26/2023 11:24,75,80,90,13,0
1/26/2023 11:39,76,80,89,14,0
1/26/2023 11:54,75,80,88,13,0
1/26/2023 12:09,76,79,89,14,0
1/26/2023 12:24,77,78,88,15,0
1/26/2023 12:39,76,77,87,16,0
1/26/2023 12:54,75,78,86,17,0
1/26/2023 13:09,74,79,87,16,0
1/26/2023 13:24,75,78,88,17,0
1/26/2023 13:39,74,77,87,16,0
1/26/2023 13:54,73,76,88,17,0
1/26/2023 14:09,72,77,87,16,0
1/26/2023 14:24,73,78,86,15,0
1/26/2023 14:39,72,79,87,14,0
1/26/2023 14:54,71,78,86,13,0
1/26/2023 15:09,70,77,87,14,0
1/26/2023 15:24,71,76,86,13,0
1/26/2023 15:39,72,77,85,14,0
1/26/2023 15:54,73,76,84,15,0
1/26/2023 16:09,72,77,85,14,0
1/26/2023 16:24,73,78,86,13,0
1/26/2023 16:39,72,79,87,14,0
1/26/2023 16:54,73,80,88,13,0
1/26/2023 17:09,72,79,87,12,0
1/26/2023 17:24,73,78,86,13,0
1/26/2023 17:39,74,77,87,12,0
1/26/2023 17:54,75,76,88,13,0
1/26/2023 18:09,76,75,87,12,0
1/26/2023 18:24,77,74,88,11,0
1/26/2023 18:39,78,75,87,10,0
1/26/2023 18:54,79,74,86,9,0
1/26/2023 19:09,80,73,87,10,0
1/26/2023 19:24,79,74,86,11,0
1/26/2023 19:39,78,73,87,12,0
1/26/2023 19:54,79,72,86,11,0
1/26/2023 20:09,80,73,87,12,0
1/26/2023 20:24,81,72,88,11,0
1/26/2023 20:39,82,73,87,10,0
1/26/2023 20:54,83,72,88,11,0
1/26/2023 21:09,84,73,89,10,0
1/26/2023 21:24,85,74,90,11,0
1/26/2023 21:39,86,75,91,10,0
1/26/2023 21:54,85,74,92,9,0
1/26/2023 22:09,86,75,93,8,0
1/26/2023 22:24,85,74,94,9,0
1/26/2023 22:39,86,75,95,8,0
1/26/2023 22:54,87,76,96,7,0
1/26/2023 23:09,88,77,95,8,0
1/26/2023 23:24,87,76,96,9,0
1/26/2023 23:39,88,75,97,10,0
1/26/2023 23:54,87,74,96,9,0
1/27/2023 0:09,88,73,95,10,0
1/27/2023 0:24,89,74,96,11,0
1/27/2023 0:39,88,75,95,12,0
1/27/2023 0:54,87,76,94,13,0
1/27/2023 1:09,88,77,95,12,0
1/27/2023 1:24,89,76,96,13,0
1/27/2023 1:39,88,77,97,14,0
1/27/2023 1:54,89,76,96,13,0
1/27/2023 2:09,90,77,97,12,0
1/27/2023 2:24,89,76,98,11,0
1/27/2023 2:39,90,77,99,12,0
1/27/2023 2:54,89,76,98,11,0
1/27/2023 3:09,90,75,99,10,0
1/27/2023 3:24,89,74,100,11,0
1/27/2023 3:39,90,75,100,10,0
1/27/2023 3:54,89,74,99,11,0
1/27/2023 4:09,90,75,98,10,0
1/27/2023 4:24,90,76,97,11,0
1/27/2023 4:39,89,75,96,10,0
1/27/2023 4:54,90,74,97,9,0
1/27/2023 5:09,89,73,96,8,0
1/27/2023 5:24,90,74,95,7,0
1/27/2023 5:39,89,75,96,6,0
1/27/2023 5:54,88,76,97,7,0
1/27/2023 6:09,87,75,98,6,0
1/27/2023 6:24,88,74,97,5,0
1/27/2023 6:39,89,75,98,6,0
1/27/2023 6:54,90,74,99,7,0
1/27/2023 7:09,90,73,98,6,0
1/27/2023 7:24,90,74,99,5,0
1/27/2023 7:39,89,75,100,4,0
1/27/2023 7:54,88,74,99,3,0
1/27/2023 8:09,87,73,100,2,0
1/27/2023 8:24,86,72,100,1,0
1/27/2023 8:39,87,71,99,2,0
1/27/2023 8:54,88,70,100,3,0
1/27/2023 9:09,87,71,99,4,0
1/27/2023 9:24,86,72,100,5,0
1/27/2023 9:39,87,71,100,4,0
1/27/2023 9:54,86,72,99,5,0
1/27/2023 10:09,85,73,100,6,0
1/27/2023 10:24,84,72,99,5,0
1/27/2023 10:39,85,73,100,6,0
1/27/2023 10:54,84,74,99,7,0
1/27/2023 11:09,85,75,100,6,0
1/27/2023 11:24,84,76,99,5,0
1/27/2023 11:39,83,75,98,4,0
1/27/2023 11:54,84,76,99,3,0
1/27/2023 12:09,83,77,100,2,0
1/27/2023 12:24,82,78,99,1,0
1/27/2023 12:39,83,77,98,2,0
1/27/2023 12:54,82,76,99,3,0
1/27/2023 13:09,81,75,100,2,0
1/27/2023 13:24,82,76,99,3,0
1/27/2023 13:39,83,75,98,4,0
1/27/2023 13:54,82,74,99,5,0
1/27/2023 14:09,81,75,98,4,0
1/27/2023 14:24,82,74,99,5,0
1/27/2023 14:39,81,75,98,6,0
1/27/2023 14:54,80,76,99,7,0
1/27/2023 15:09,79,77,100,8,0
1/27/2023 15:24,78,76,99,9,0
1/27/2023 15:39,77,77,100,8,0
1/27/2023 15:54,78,78,99,7,0
1/27/2023 16:09,77,79,100,8,0
1/27/2023 16:24,76,78,99,9,0
1/27/2023 16:39,75,77,98,10,0
1/27/2023 16:54,74,76,99,9,0
1/27/2023 17:09,73,75,98,8,0
1/27/2023 17:24,74,74,99,7,0
1/27/2023 17:39,75,75,98,8,0
1/27/2023 17:54,74,74,97,7,0
1/27/2023 18:09,73,75,96,8,0
1/27/2023 18:24,74,76,97,7,0
1/27/2023 18:39,73,75,98,6,0
1/27/2023 18:54,74,74,99,7,0
1/27/2023 19:09,73,75,98,6,0
1/27/2023 19:24,72,76,99,5,0
1/27/2023 19:39,71,75,100,6,0
1/27/2023 19:54,72,74,100,5,0
1/27/2023 20:09,73,73,100,6,0
1/27/2023 20:24,72,72,99,7,0
1/27/2023 20:39,71,71,98,6,0
1/27/2023 20:54,70,72,97,5,0
1/27/2023 21:09,71,71,98,4,0
1/27/2023 21:24,72,70,99,3,0
1/27/2023 21:39,71,71,100,4,0
1/27/2023 21:54,72,72,99,5,0
1/27/2023 22:09,73,71,98,6,0
1/27/2023 22:24,72,70,97,5,0
1/27/2023 22:39,71,70,96,6,0
1/27/2023 22:54,72,70,95,7,0
1/27/2023 23:09,73,70,94,8,0
1/27/2023 23:24,72,71,93,9,0
1/27/2023 23:39,73,70,94,8,0
1/27/2023 23:54,74,71,95,7,0
1/28/2023 0:09,73,70,94,6,0
1/28/2023 0:24,72,70,95,5,0
1/28/2023 0:39,73,71,94,4,0
1/28/2023 0:54,74,72,93,5,0
1/28/2023 1:09,73,73,94,6,0
1/28/2023 1:24,74,72,93,5,0
1/28/2023 1:39,73,71,94,4,0
1/28/2023 1:54,72,70,95,5,0
1/28/2023 2:09,73,71,96,6,0
1/28/2023 2:24,72,72,95,7,0
1/28/2023 2:39,73,71,94,6,0
1/28/2023 2:54,74,72,95,5,0
1/28/2023 3:09,73,73,94,6,0
1/28/2023 3:24,72,74,93,7,0
1/28/2023 3:39,73,73,94,8,0
1/28/2023 3:54,74,74,95,9,0
1/28/2023 4:09,73,73,96,10,0
1/28/2023 4:24,72,74,97,11,0
1/28/2023 4:39,73,73,96,12,0
1/28/2023 4:54,72,72,95,11,0
1/28/2023 5:09,73,73,94,10,0
1/28/2023 5:24,72,72,93,11,0
1/28/2023 5:39,71,71,94,12,0
1/28/2023 5:54,70,72,95,13,0
1/28/2023 6:09,69,73,94,12,0
1/28/2023 6:24,68,74,95,11,0
1/28/2023 6:39,69,75,94,12,0
1/28/2023 6:54,70,76,95,11,0
1/28/2023 7:09,69,77,96,10,0
1/28/2023 7:24,70,78,95,9,0
1/28/2023 7:39,69,77,94,10,0
1/28/2023 7:54,70,78,95,11,0
1/28/2023 8:09,69,77,96,10,0
1/28/2023 8:24,70,78,95,9,0
1/28/2023 8:39,71,79,94,10,0
1/28/2023 8:54,70,78,93,11,0
1/28/2023 9:09,69,77,94,12,0
1/28/2023 9:24,70,78,93,13,0
1/28/2023 9:39,71,79,92,12,0
1/28/2023 9:54,72,78,93,11,0
1/28/2023 10:09,73,77,94,12,0
1/28/2023 10:24,74,76,93,13,0
1/28/2023 10:39,73,75,92,14,0
1/28/2023 10:54,74,74,93,13,0
1/28/2023 11:09,73,73,94,12,0
1/28/2023 11:24,72,72,95,11,0
1/28/2023 11:39,73,73,94,10,0
1/28/2023 11:54,72,74,95,9,0
1/28/2023 12:09,73,73,94,10,0
1/28/2023 12:24,74,72,93,9,0
1/28/2023 12:39,73,73,92,8,0
1/28/2023 12:54,72,74,93,7,0
1/28/2023 13:09,71,73,94,6,0
1/28/2023 13:24,70,74,93,7,0
1/28/2023 13:39,71,75,92,6,0
1/28/2023 13:54,72,76,93,7,0
1/28/2023 14:09,73,75,94,6,0
1/28/2023 14:24,72,76,93,5,0
1/28/2023 14:39,71,77,94,4,0
1/28/2023 14:54,72,78,95,5,0
1/28/2023 15:09,71,77,96,6,0
1/28/2023 15:24,70,78,95,5,0
1/28/2023 15:39,69,77,94,4,0
1/28/2023 15:54,70,78,95,5,0
1/28/2023 16:09,69,79,94,4,0
1/28/2023 16:24,68,78,95,5,0
1/28/2023 16:39,69,79,94,6,0
1/28/2023 16:54,68,80,95,5,0
1/28/2023 17:09,67,79,96,6,0
1/28/2023 17:24,66,78,95,7,0
1/28/2023 17:39,67,77,96,8,0
1/28/2023 17:54,68,78,97,9,0
1/28/2023 18:09,67,77,98,10,0
1/28/2023 18:24,66,76,97,11,0
1/28/2023 18:39,65,75,98,10,0
1/28/2023 18:54,66,74,99,9,0
1/28/2023 19:09,65,73,98,10,0
1/28/2023 19:24,66,74,99,11,0
1/28/2023 19:39,67,75,100,10,0
1/28/2023 19:54,66,76,99,11,0
1/28/2023 20:09,65,75,98,12,0
1/28/2023 20:24,66,76,97,13,0
1/28/2023 20:39,67,75,98,14,0
1/28/2023 20:54,66,76,99,15,0
1/28/2023 21:09,67,77,100,16,0
1/28/2023 21:24,68,76,100,17,0
1/28/2023 21:39,67,77,99,16,0
1/28/2023 21:54,68,76,100,15,0
1/28/2023 22:09,67,77,99,14,0
1/28/2023 22:24,66,76,100,13,0
1/28/2023 22:39,67,77,100,14,0
1/28/2023 22:54,66,78,99,13,0
1/28/2023 23:09,65,79,98,14,0
1/28/2023 23:24,64,80,99,15,0
1/28/2023 23:39,63,80,100,14,0
1/28/2023 23:54,62,80,100,15,0
1/29/2023 0:09,63,80,99,16,0
1/29/2023 0:24,62,80,100,17,0
1/29/2023 0:39,61,80,99,16,0
1/29/2023 0:54,60,80,98,17,0
1/29/2023 1:09,60,80,97,16,0
1/29/2023 1:24,60,79,98,17,0
1/29/2023 1:39,60,80,97,16,0
1/29/2023 1:54,61,80,96,15,0
1/29/2023 2:09,60,79,95,16,0
1/29/2023 2:24,60,80,94,17,0
1/29/2023 2:39,60,80,95,18,0
1/29/2023 2:54,61,80,96,19,0
1/29/2023 3:09,62,79,95,20,0
1/29/2023 3:24,61,80,96,19,0
1/29/2023 3:39,60,79,95,20,0
1/29/2023 3:54,60,80,94,19,0
1/29/2023 4:09,61,79,93,18,0
1/29/2023 4:24,62,80,94,19,0
1/29/2023 4:39,63,80,95,20,0
1/29/2023 4:54,62,79,96,19,0
1/29/2023 5:09,61,78,97,18,0
1/29/2023 5:24,60,79,96,17,0
1/29/2023 5:39,61,80,97,18,0
1/29/2023 5:54,60,80,98,17,0
1/29/2023 6:09,61,80,99,18,0
1/29/2023 6:24,60,79,98,17,0
1/29/2023 6:39,61,78,97,18,0
1/29/2023 6:54,60,77,96,17,0
1/29/2023 7:09,61,78,97,16,0
1/29/2023 7:24,60,77,98,15,0
1/29/2023 7:39,61,76,97,16,0
1/29/2023 7:54,62,75,96,15,0
1/29/2023 8:09,61,76,97,14,0
1/29/2023 8:24,60,75,96,15,0
1/29/2023 8:39,60,74,95,14,0
1/29/2023 8:54,61,73,96,15,0
1/29/2023 9:09,62,74,95,16,0
1/29/2023 9:24,63,73,94,17,0
1/29/2023 9:39,62,74,93,16,0
1/29/2023 9:54,61,75,92,17,0
1/29/2023 10:09,60,76,91,16,0
1/29/2023 10:24,61,77,90,17,0
1/29/2023 10:39,60,76,91,18,0
1/29/2023 10:54,61,75,92,17,0
1/29/2023 11:09,62,74,91,16,0
1/29/2023 11:24,61,75,90,17,0
1/29/2023 11:39,60,74,89,18,0
1/29/2023 11:54,61,73,88,19,0
1/29/2023 12:09,62,74,87,18,0
1/29/2023 12:24,63,75,86,17,0
1/29/2023 12:39,64,74,87,16,0
1/29/2023 12:54,63,73,86,17,0
1/29/2023 13:09,64,72,85,18,0
1/29/2023 13:24,65,73,86,17,0
1/29/2023 13:39,64,72,85,18,0
1/29/2023 13:54,65,73,86,17,0
1/29/2023 14:09,66,72,85,18,0
1/29/2023 14:24,65,73,86,17,0
1/29/2023 14:39,64,74,85,16,0
1/29/2023 14:54,63,75,86,15,0
1/29/2023 15:09,64,76,87,16,0
1/29/2023 15:24,63,77,88,17,0
1/29/2023 15:39,64,78,89,18,0
1/29/2023 15:54,63,79,90,19,0
1/29/2023 16:09,62,80,89,18,0
1/29/2023 16:24,61,80,88,17,0
1/29/2023 16:39,60,80,87,16,0
1/29/2023 16:54,60,79,88,15,0
1/29/2023 17:09,60,78,89,16,0
1/29/2023 17:24,61,77,88,17,0
1/29/2023 17:39,60,76,87,18,0
1/29/2023 17:54,61,75,88,19,0
1/29/2023 18:09,62,74,89,20,0
1/29/2023 18:24,63,75,88,19,0
1/29/2023 18:39,64,74,87,18,0
1/29/2023 18:54,63,73,88,19,0
1/29/2023 19:09,64,74,87,18,0
1/29/2023 19:24,65,75,86,19,0
1/29/2023 19:39,64,76,87,20,0
1/29/2023 19:54,63,75,88,21,0
1/29/2023 20:09,64,74,89,20,0
1/29/2023 20:24,65,75,90,19,0
1/29/2023 20:39,64,76,91,20,0
1/29/2023 20:54,65,77,92,21,0
1/29/2023 21:09,66,78,93,20,0
1/29/2023 21:24,67,77,94,19,0
1/29/2023 21:39,68,78,95,20,0
1/29/2023 21:54,67,77,96,21,0
1/29/2023 22:09,66,76,95,20,0
1/29/2023 22:24,65,77,94,21,0
1/29/2023 22:39,66,78,95,20,0
1/29/2023 22:54,65,79,94,21,0
1/29/2023 23:09,64,80,93,20,0
1/29/2023 23:24,63,79,92,21,0
1/29/2023 23:39,62,80,93,22,0
1/29/2023 23:54,61,80,92,23,0
1/30/2023 0:09,60,80,91,24,0
1/30/2023 0:24,61,79,90,25,0
1/30/2023 0:39,62,80,89,26,0
1/30/2023 0:54,63,79,88,25,0
1/30/2023 1:09,62,80,89,26,0
1/30/2023 1:24,61,79,90,25,0
1/30/2023 1:39,60,78,89,26,0
1/30/2023 1:54,60,77,88,25,0
1/30/2023 2:09,61,78,89,26,0
1/30/2023 2:24,60,77,88,25,0
1/30/2023 2:39,60,76,87,24,0
1/30/2023 2:54,61,77,88,25,0
1/30/2023 3:09,62,76,89,24,0
1/30/2023 3:24,61,75,90,23,0
1/30/2023 3:39,60,76,91,24,0
1/30/2023 3:54,61,75,92,23,0
1/30/2023 4:09,62,76,93,22,0
1/30/2023 4:24,63,77,94,21,0
1/30/2023 4:39,64,78,95,20,0
1/30/2023 4:54,65,79,94,19,0
1/30/2023 5:09,64,80,95,18,0
1/30/2023 5:24,63,79,94,19,0
1/30/2023 5:39,62,80,93,20,0
1/30/2023 5:54,61,80,94,19,0
1/30/2023 6:09,60,80,93,20,0
1/30/2023 6:24,61,79,94,21,0
1/30/2023 6:39,62,80,93,22,0
1/30/2023 6:54,61,80,92,23,0
1/30/2023 7:09,60,80,93,24,0
1/30/2023 7:24,61,79,94,23,0
1/30/2023 7:39,60,78,95,22,0
1/30/2023 7:54,61,77,94,21,0
1/30/2023 8:09,60,76,93,22,0
