Date,sat,mat,htg_vlv,supply_vfd_speed
12/31/2022 23:14,35,62,0,0
12/31/2022 23:29,34,63,0,0
12/31/2022 23:44,35,64,0,0
12/31/2022 23:59,36,65,0,0
1/1/2023 0:14,35,64,0,0
1/1/2023 0:29,36,65,0,0
1/1/2023 0:44,37,64,0,0
1/1/2023 0:59,38,65,0,0
1/1/2023 1:14,39,64,0,0
1/1/2023 1:29,40,63,0,0
1/1/2023 1:44,41,62,0,0
1/1/2023 1:59,40,61,0,0
1/1/2023 2:14,41,60,0,0
1/1/2023 2:29,40,61,0,0
1/1/2023 2:44,39,62,0,0
1/1/2023 2:59,40,61,0,0
1/1/2023 3:14,41,62,0,0
1/1/2023 3:29,40,61,0,0
1/1/2023 3:44,39,62,0,0
1/1/2023 3:59,40,63,0,0
1/1/2023 4:14,41,62,0,0
1/1/2023 4:29,42,61,0,0
1/1/2023 4:44,43,62,0,0
1/1/2023 4:59,44,61,0,0
1/1/2023 5:14,45,60,0,0
1/1/2023 5:29,44,59,0,0
1/1/2023 5:44,43,58,0,0
1/1/2023 5:59,42,57,0,0
1/1/2023 6:14,41,58,0,0
1/1/2023 6:29,42,57,0,0
1/1/2023 6:44,41,58,0,0
1/1/2023 6:59,40,59,0,0
1/1/2023 7:14,41,60,0,0
1/1/2023 7:29,40,61,0,0
1/1/2023 7:44,41,60,0,0
1/1/2023 7:59,40,61,0,0
1/1/2023 8:14,39,62,0,0
1/1/2023 8:29,40,61,0,0
1/1/2023 8:44,41,60,0,0
1/1/2023 8:59,42,59,0,0
1/1/2023 9:14,43,60,0,0
1/1/2023 9:29,42,61,0,0
1/1/2023 9:44,41,60,0,0
1/1/2023 9:59,42,61,0,0
1/1/2023 10:14,43,62,0,0
1/1/2023 10:29,42,63,0,0
1/1/2023 10:44,43,62,0,0
1/1/2023 10:59,44,63,0,0
1/1/2023 11:14,45,64,0,0
1/1/2023 11:29,44,63,0,0
1/1/2023 11:44,43,64,0,0
1/1/2023 11:59,44,63,0,0
1/1/2023 12:14,45,64,0,0
1/1/2023 12:29,44,63,0,0
1/1/2023 12:44,43,64,0,0
1/1/2023 12:59,42,65,0,0
1/1/2023 13:14,41,64,0,0
1/1/2023 13:29,42,65,0,0
1/1/2023 13:44,43,64,0,0
1/1/2023 13:59,44,63,0,0
1/1/2023 14:14,43,62,0,0
1/1/2023 14:29,42,63,0,0
1/1/2023 14:44,43,64,0,0
1/1/2023 14:59,44,63,0,0
1/1/2023 15:14,43,64,0,0
1/1/2023 15:29,44,63,0,0
1/1/2023 15:44,45,64,0,0
1/1/2023 15:59,46,65,0,0
1/1/2023 16:14,47,66,0,0
1/1/2023 16:29,48,65,0,0
1/1/2023 16:44,49,64,0,0
1/1/2023 16:59,50,63,0,0
1/1/2023 17:14,49,64,0,0
1/1/2023 17:29,50,65,0,0
1/1/2023 17:44,51,64,0,0
1/1/2023 17:59,52,65,0,0
1/1/2023 18:14,53,64,0,0
1/1/2023 18:29,52,65,0,0
1/1/2023 18:44,53,64,0,0
1/1/2023 18:59,54,63,0,0
1/1/2023 19:14,53,62,0,0
1/1/2023 19:29,54,63,0,0
1/1/2023 19:44,53,64,0,0
1/1/2023 19:59,52,65,0,0
1/1/2023 20:14,53,66,0,0
1/1/2023 20:29,52,67,0,0
1/1/2023 20:44,53,66,0,0
1/1/2023 20:59,52,67,0,0
1/1/2023 21:14,51,66,0,0
1/1/2023 21:29,50,67,0,0
1/1/2023 21:44,49,68,0,0
1/1/2023 21:59,50,69,0,0
1/1/2023 22:14,51,68,0,0
1/1/2023 22:29,50,67,0,0
1/1/2023 22:44,51,68,0,0
1/1/2023 22:59,50,67,0,0
1/1/2023 23:14,49,66,0,0
1/1/2023 23:29,50,65,0,0
1/1/2023 23:44,51,64,0,0
1/1/2023 23:59,52,65,0,0
1/2/2023 0:14,51,66,0,0
1/2/2023 0:29,52,65,0,0
1/2/2023 0:44,53,66,0,0
1/2/2023 0:59,54,67,0,0
1/2/2023 1:14,53,68,0,0
1/2/2023 1:29,52,67,0,0
1/2/2023 1:44,53,68,0,0
1/2/2023 1:59,54,67,0,0
1/2/2023 2:14,55,68,0,0
1/2/2023 2:29,56,67,0,0
1/2/2023 2:44,55,68,0,0
1/2/2023 2:59,54,69,0,0
1/2/2023 3:14,53,68,0,0
1/2/2023 3:29,54,69,0,0
1/2/2023 3:44,55,70,0,0
1/2/2023 3:59,56,71,0,0
1/2/2023 4:14,57,70,0,0
1/2/2023 4:29,58,69,0,0
1/2/2023 4:44,59,68,0,0
1/2/2023 4:59,58,67,0,0
1/2/2023 5:14,59,68,0,0
1/2/2023 5:29,60,69,0,0
1/2/2023 5:44,61,70,0,0
1/2/2023 5:59,60,69,0,0
1/2/2023 6:14,61,70,0,0
1/2/2023 6:29,62,69,0,0
1/2/2023 6:44,63,70,0,0
1/2/2023 6:59,62,69,0,0
1/2/2023 7:14,61,70,0,0
1/2/2023 7:29,60,69,0,0
1/2/2023 7:44,59,68,0,0
1/2/2023 7:59,58,69,0,0
1/2/2023 8:14,59,68,0,0
1/2/2023 8:29,58,69,0,0
1/2/2023 8:44,57,68,0,0
1/2/2023 8:59,58,69,0,0
1/2/2023 9:14,59,70,0,0
1/2/2023 9:29,60,69,0,0
1/2/2023 9:44,61,70,0,0
1/2/2023 9:59,62,71,0,0
1/2/2023 10:14,61,70,0,0
1/2/2023 10:29,60,71,0,0
1/2/2023 10:44,61,70,0,0
1/2/2023 10:59,62,71,0,0
1/2/2023 11:14,61,70,0,0
1/2/2023 11:29,62,69,0,0
1/2/2023 11:44,63,70,0,0
1/2/2023 11:59,64,69,0,0
1/2/2023 12:14,63,68,0,0
1/2/2023 12:29,64,69,0,0
1/2/2023 12:44,63,70,0,0
1/2/2023 12:59,64,69,0,0
1/2/2023 13:14,65,68,0,0
1/2/2023 13:29,66,67,0,0
1/2/2023 13:44,65,68,0,0
1/2/2023 13:59,64,67,0,0
1/2/2023 14:14,63,68,0,0
1/2/2023 14:29,64,69,0,0
1/2/2023 14:44,65,70,0,0
1/2/2023 14:59,64,69,0,0
1/2/2023 15:14,63,70,0,0
1/2/2023 15:29,62,69,0,0
1/2/2023 15:44,63,70,0,0
1/2/2023 15:59,62,71,0,0
1/2/2023 16:14,61,70,0,0
1/2/2023 16:29,62,69,0,0
1/2/2023 16:44,61,70,0,0
1/2/2023 16:59,60,69,0,0
1/2/2023 17:14,59,68,0,0
1/2/2023 17:29,60,69,0,0
1/2/2023 17:44,59,70,0,0
1/2/2023 17:59,60,71,0,0
1/2/2023 18:14,59,70,0,0
1/2/2023 18:29,60,69,0,0
1/2/2023 18:44,59,68,0,0
1/2/2023 18:59,60,69,0,0
1/2/2023 19:14,59,70,0,0
1/2/2023 19:29,60,71,0,0
1/2/2023 19:44,59,72,0,0
1/2/2023 19:59,58,73,0,0
1/2/2023 20:14,57,72,0,0
1/2/2023 20:29,56,73,0,0
1/2/2023 20:44,55,74,0,0
1/2/2023 20:59,56,75,0,0
1/2/2023 21:14,57,76,0,0
1/2/2023 21:29,58,77,0,0
1/2/2023 21:44,59,78,0,0
1/2/2023 21:59,58,79,0,0
1/2/2023 22:14,57,80,0,0
1/2/2023 22:29,58,81,0,0
1/2/2023 22:44,57,82,0,0
1/2/2023 22:59,56,83,0,0
1/2/2023 23:14,55,84,0,0
1/2/2023 23:29,54,83,0,0
1/2/2023 23:44,55,82,0,0
1/2/2023 23:59,56,83,0,0
1/3/2023 0:14,57,82,0,0
1/3/2023 0:29,56,81,0,0
1/3/2023 0:44,55,80,0,0
1/3/2023 0:59,56,79,0,0
1/3/2023 1:14,55,78,0,0
1/3/2023 1:29,56,79,0,0
1/3/2023 1:44,55,80,0,0
1/3/2023 1:59,56,79,0,0
1/3/2023 2:14,55,80,0,0
1/3/2023 2:29,54,79,0,0
1/3/2023 2:44,53,78,0,0
1/3/2023 2:59,54,77,0,0
1/3/2023 3:14,55,76,0,0
1/3/2023 3:29,56,77,0,0
1/3/2023 3:44,57,76,0,0
1/3/2023 3:59,58,75,0,0
1/3/2023 4:14,59,76,0,0
1/3/2023 4:29,60,75,0,0
1/3/2023 4:44,59,74,0,0
1/3/2023 4:59,58,75,0,0
1/3/2023 5:14,57,74,0,0
1/3/2023 5:29,58,73,0,0
1/3/2023 5:44,59,74,0,0
1/3/2023 5:59,60,73,0,0
1/3/2023 6:14,61,72,0,0
1/3/2023 6:29,60,73,0,0
1/3/2023 6:44,59,72,0,0
1/3/2023 6:59,58,71,0,0
1/3/2023 7:14,57,72,0,0
1/3/2023 7:29,58,71,0,0
1/3/2023 7:44,57,70,0,0
1/3/2023 7:59,58,71,0,0
1/3/2023 8:14,59,72,0,0
1/3/2023 8:29,60,73,0,0
1/3/2023 8:44,59,72,0,0
1/3/2023 8:59,58,73,0,0
1/3/2023 9:14,57,74,0,0
1/3/2023 9:29,58,73,0,0
1/3/2023 9:44,57,74,0,0
1/3/2023 9:59,58,73,0,0
1/3/2023 10:14,57,74,0,0
1/3/2023 10:29,56,75,0,0
1/3/2023 10:44,57,74,0,0
1/3/2023 10:59,58,75,0,0
1/3/2023 11:14,57,76,0,0
1/3/2023 11:29,56,75,0,0
1/3/2023 11:44,55,76,0,0
1/3/2023 11:59,54,75,0,0
1/3/2023 12:14,55,74,0,0
1/3/2023 12:29,54,75,0,0
1/3/2023 12:44,55,74,0,0
1/3/2023 12:59,56,73,0,0
1/3/2023 13:14,55,72,0,0
1/3/2023 13:29,56,71,0,0
1/3/2023 13:44,55,70,0,0
1/3/2023 13:59,54,69,0,0
1/3/2023 14:14,53,70,0,0
1/3/2023 14:29,52,69,0,0
1/3/2023 14:44,51,70,0,0
1/3/2023 14:59,52,69,0,0
1/3/2023 15:14,53,68,0,0
1/3/2023 15:29,52,69,0,0
1/3/2023 15:44,51,70,0,0
1/3/2023 15:59,50,71,0,0
1/3/2023 16:14,49,72,0,0
1/3/2023 16:29,50,73,0,0
1/3/2023 16:44,51,72,0,0
1/3/2023 16:59,50,71,0,0
1/3/2023 17:14,51,70,0,0
1/3/2023 17:29,50,71,0,0
1/3/2023 17:44,51,70,0,0
1/3/2023 17:59,52,69,0,0
1/3/2023 18:14,51,68,0,0
1/3/2023 18:29,52,67,0,0
1/3/2023 18:44,53,68,0,0
1/3/2023 18:59,54,67,0,0
1/3/2023 19:14,53,68,0,0
1/3/2023 19:29,54,69,0,0
1/3/2023 19:44,55,68,0,0
1/3/2023 19:59,56,67,0,0
1/3/2023 20:14,55,68,0,0
1/3/2023 20:29,54,69,0,0
1/3/2023 20:44,55,70,0,0
1/3/2023 20:59,54,69,0,0
1/3/2023 21:14,55,70,0,0
1/3/2023 21:29,54,71,0,0
1/3/2023 21:44,55,72,0,0
1/3/2023 21:59,54,71,0,0
1/3/2023 22:14,53,72,0,0
1/3/2023 22:29,54,73,0,0
1/3/2023 22:44,53,74,0,0
1/3/2023 22:59,52,73,0,0
1/3/2023 23:14,53,72,0,0
1/3/2023 23:29,52,73,0,0
1/3/2023 23:44,53,74,0,0
1/3/2023 23:59,52,73,0,0
1/4/2023 0:14,53,72,0,0
1/4/2023 0:29,52,71,0,0
1/4/2023 0:44,53,72,0,0
1/4/2023 0:59,52,71,0,0
1/4/2023 1:14,51,70,0,0
1/4/2023 1:29,52,71,0,0
1/4/2023 1:44,51,70,0,0
1/4/2023 1:59,50,71,0,0
1/4/2023 2:14,49,70,0,0
1/4/2023 2:29,48,71,0,0
1/4/2023 2:44,47,72,0,0
1/4/2023 2:59,46,71,0,0
1/4/2023 3:14,47,70,0,0
1/4/2023 3:29,46,71,0,0
1/4/2023 3:44,45,70,0,0
1/4/2023 3:59,46,69,0,0
1/4/2023 4:14,47,68,0,0
1/4/2023 4:29,48,69,0,0
1/4/2023 4:44,49,68,0,0
1/4/2023 4:59,50,67,0,0
1/4/2023 5:14,49,68,0,0
1/4/2023 5:29,48,69,0,0
1/4/2023 5:44,47,70,0,0
1/4/2023 5:59,46,69,0,0
1/4/2023 6:14,45,68,0,0
1/4/2023 6:29,46,69,0,0
1/4/2023 6:44,47,68,0,0
1/4/2023 6:59,46,69,0,0
1/4/2023 7:14,45,68,0,0
1/4/2023 7:29,46,67,0,0
1/4/2023 7:44,45,68,0,0
1/4/2023 7:59,44,67,0,0
1/4/2023 8:14,43,68,0,0
1/4/2023 8:29,44,67,0,0
1/4/2023 8:44,45,66,0,0
1/4/2023 8:59,44,65,0,0
1/4/2023 9:14,43,64,0,0
1/4/2023 9:29,42,65,0,0
1/4/2023 9:44,43,66,0,0
1/4/2023 9:59,42,65,0,0
1/4/2023 10:14,43,64,0,0
1/4/2023 10:29,42,63,0,0
1/4/2023 10:44,41,64,0,0
1/4/2023 10:59,40,65,0,0
1/4/2023 11:14,39,64,0,0
1/4/2023 11:29,40,65,0,0
1/4/2023 11:44,41,66,0,0
1/4/2023 11:59,42,65,0,0
1/4/2023 12:14,43,66,0,0
1/4/2023 12:29,42,67,0,0
1/4/2023 12:44,43,68,0,0
1/4/2023 12:59,44,67,0,0
1/4/2023 13:14,45,66,0,0
1/4/2023 13:29,46,67,0,0
1/4/2023 13:44,45,68,0,0
1/4/2023 13:59,46,69,0,0
1/4/2023 14:14,45,68,0,0
1/4/2023 14:29,46,67,0,0
1/4/2023 14:44,47,68,0,0
1/4/2023 14:59,48,67,0,0
1/4/2023 15:14,49,66,0,0
1/4/2023 15:29,50,65,0,0
1/4/2023 15:44,49,64,0,0
1/4/2023 15:59,50,65,0,0
1/4/2023 16:14,49,66,0,0
1/4/2023 16:29,48,65,0,0
1/4/2023 16:44,49,64,0,0
1/4/2023 16:59,48,65,0,0
1/4/2023 17:14,49,64,0,0
1/4/2023 17:29,50,63,0,0
1/4/2023 17:44,49,64,0,0
1/4/2023 17:59,48,63,0,0
1/4/2023 18:14,49,62,0,0
1/4/2023 18:29,50,61,0,0
1/4/2023 18:44,49,60,0,0
1/4/2023 18:59,50,61,0,0
1/4/2023 19:14,51,62,0,0
1/4/2023 19:29,52,61,0,0
1/4/2023 19:44,51,62,0,0
1/4/2023 19:59,50,63,0,0
1/4/2023 20:14,51,62,0,0
1/4/2023 20:29,52,63,0,0
1/4/2023 20:44,53,64,0,0
1/4/2023 20:59,52,63,0,0
1/4/2023 21:14,53,62,0,0
1/4/2023 21:29,54,61,0,0
1/4/2023 21:44,53,60,0,0
1/4/2023 21:59,54,59,0,0
1/4/2023 22:14,53,58,0,0
1/4/2023 22:29,54,59,0,0
1/4/2023 22:44,55,60,0,0
1/4/2023 22:59,56,59,0,0
1/4/2023 23:14,57,60,0,0
1/4/2023 23:29,56,61,0,0
1/4/2023 23:44,57,62,0,0
1/4/2023 23:59,56,61,0,0
1/5/2023 0:14,55,62,0,0
1/5/2023 0:29,54,63,0,0
1/5/2023 0:44,53,64,0,0
1/5/2023 0:59,52,65,0,0
1/5/2023 1:14,53,66,0,0
1/5/2023 1:29,52,67,0,0
1/5/2023 1:44,53,66,0,0
1/5/2023 1:59,54,67,0,0
1/5/2023 2:14,53,68,0,0
1/5/2023 2:29,54,69,0,0
1/5/2023 2:44,55,68,0,0
1/5/2023 2:59,56,67,0,0
1/5/2023 3:14,57,66,0,0
1/5/2023 3:29,56,65,0,0
1/5/2023 3:44,55,64,0,0
1/5/2023 3:59,54,65,0,0
1/5/2023 4:14,55,64,0,0
1/5/2023 4:29,54,65,0,0
1/5/2023 4:44,53,66,0,0
1/5/2023 4:59,54,67,0,0
1/5/2023 5:14,53,68,0,0
1/5/2023 5:29,52,69,0,0
1/5/2023 5:44,53,70,0,0
1/5/2023 5:59,54,69,0,0
1/5/2023 6:14,55,68,0,0
1/5/2023 6:29,56,69,0,0
1/5/2023 6:44,55,68,0,0
1/5/2023 6:59,54,69,0,0
1/5/2023 7:14,55,68,0,0
1/5/2023 7:29,56,67,0,0
1/5/2023 7:44,55,66,0,0
1/5/2023 7:59,54,65,0,0
1/5/2023 8:14,53,66,0,0
1/5/2023 8:29,52,67,0,0
1/5/2023 8:44,51,68,0,0
1/5/2023 8:59,50,67,0,0
1/5/2023 9:14,49,66,0,0
1/5/2023 9:29,48,65,0,0
1/5/2023 9:44,47,64,0,0
1/5/2023 9:59,48,63,0,0
1/5/2023 10:14,49,64,0,0
1/5/2023 10:29,50,63,0,0
1/5/2023 10:44,51,62,0,0
1/5/2023 10:59,52,63,0,0
1/5/2023 11:14,51,62,0,0
1/5/2023 11:29,52,61,0,0
1/5/2023 11:44,51,60,0,0
1/5/2023 11:59,52,59,0,0
1/5/2023 12:14,51,58,0,0
1/5/2023 12:29,50,57,0,0
1/5/2023 12:44,51,56,0,0
1/5/2023 12:59,50,55,0,0
1/5/2023 13:14,51,54,0,0
1/5/2023 13:29,52,53,0,0
1/5/2023 13:44,51,54,0,0
1/5/2023 13:59,52,55,0,0
1/5/2023 14:14,53,54,0,0
1/5/2023 14:29,52,53,0,0
1/5/2023 14:44,53,54,0,0
1/5/2023 14:59,52,53,0,0
1/5/2023 15:14,53,54,0,0
1/5/2023 15:29,54,53,0,0
1/5/2023 15:44,53,52,0,0
1/5/2023 15:59,54,51,0,0
1/5/2023 16:14,55,50,0,0
1/5/2023 16:29,54,51,0,0
1/5/2023 16:44,53,50,0,0
1/5/2023 16:59,52,51,0,0
1/5/2023 17:14,51,50,0,0
1/5/2023 17:29,52,49,0,0
1/5/2023 17:44,53,48,0,0
1/5/2023 17:59,52,47,0,0
1/5/2023 18:14,53,48,0,0
1/5/2023 18:29,52,49,0,0
1/5/2023 18:44,53,48,0,0
1/5/2023 18:59,52,49,0,0
1/5/2023 19:14,53,50,0,0
1/5/2023 19:29,52,51,0,0
1/5/2023 19:44,53,50,0,0
1/5/2023 19:59,52,49,0,0
1/5/2023 20:14,51,48,0,0
1/5/2023 20:29,50,47,0,0
1/5/2023 20:44,51,46,0,0
1/5/2023 20:59,50,45,0,0
1/5/2023 21:14,51,44,0,0
1/5/2023 21:29,50,45,0,0
1/5/2023 21:44,49,44,0,0
1/5/2023 21:59,50,43,0,0
1/5/2023 22:14,49,42,0,0
1/5/2023 22:29,48,41,0,0
1/5/2023 22:44,47,40,0,0
1/5/2023 22:59,46,41,0,0
1/5/2023 23:14,45,42,0,0
1/5/2023 23:29,46,43,0,0
1/5/2023 23:44,45,44,0,0
1/5/2023 23:59,46,45,0,0
1/6/2023 0:14,45,44,0,0
1/6/2023 0:29,46,43,0,0
1/6/2023 0:44,47,42,0,0
1/6/2023 0:59,48,41,0,0
1/6/2023 1:14,47,42,0,0
1/6/2023 1:29,46,41,0,0
1/6/2023 1:44,47,40,0,0
1/6/2023 1:59,48,41,0,0
1/6/2023 2:14,47,40,0,0
1/6/2023 2:29,48,41,0,0
1/6/2023 2:44,47,40,0,0
1/6/2023 2:59,48,39,0,0
1/6/2023 3:14,49,40,0,0
1/6/2023 3:29,50,39,0,0
1/6/2023 3:44,51,40,0,0
1/6/2023 3:59,52,41,0,0
1/6/2023 4:14,51,42,0,0
1/6/2023 4:29,50,41,0,0
1/6/2023 4:44,51,42,0,0
1/6/2023 4:59,52,41,0,0
1/6/2023 5:14,53,42,0,0
1/6/2023 5:29,54,41,0,0
1/6/2023 5:44,55,42,0,0
1/6/2023 5:59,54,43,0,0
1/6/2023 6:14,53,44,0,0
1/6/2023 6:29,54,45,0,0
1/6/2023 6:44,55,46,0,0
1/6/2023 6:59,54,45,0,0
1/6/2023 7:14,55,44,0,0
1/6/2023 7:29,56,45,0,0
1/6/2023 7:44,55,44,0,0
1/6/2023 7:59,54,43,0,0
1/6/2023 8:14,55,44,0,0
1/6/2023 8:29,54,45,0,0
1/6/2023 8:44,53,46,0,0
1/6/2023 8:59,52,47,0,0
1/6/2023 9:14,53,46,0,0
1/6/2023 9:29,54,45,0,0
1/6/2023 9:44,53,44,0,0
1/6/2023 9:59,54,45,0,0
1/6/2023 10:14,55,46,0,0
1/6/2023 10:29,54,47,0,0
1/6/2023 10:44,53,46,0,0
1/6/2023 10:59,54,47,0,0
1/6/2023 11:14,55,46,0,0
1/6/2023 11:29,54,47,0,0
1/6/2023 11:44,55,46,0,0
1/6/2023 11:59,54,45,0,0
1/6/2023 12:14,53,44,0,0
1/6/2023 12:29,52,43,0,0
1/6/2023 12:44,51,42,0,0
1/6/2023 12:59,50,41,0,0
1/6/2023 13:14,51,40,0,0
1/6/2023 13:29,50,41,0,0
1/6/2023 13:44,49,42,0,0
1/6/2023 13:59,48,41,0,0
1/6/2023 14:14,47,40,0,0
1/6/2023 14:29,46,41,0,0
1/6/2023 14:44,47,40,0,0
1/6/2023 14:59,48,41,0,0
1/6/2023 15:14,49,40,0,0
1/6/2023 15:29,48,39,0,0
1/6/2023 15:44,49,38,0,0
1/6/2023 15:59,50,37,0,0
1/6/2023 16:14,49,38,0,0
1/6/2023 16:29,48,37,0,0
1/6/2023 16:44,47,36,0,0
1/6/2023 16:59,48,35,0,0
1/6/2023 17:14,47,34,0,0
1/6/2023 17:29,46,33,0,0
1/6/2023 17:44,45,32,0,0
1/6/2023 17:59,46,31,0,0
1/6/2023 18:14,45,32,0,0
1/6/2023 18:29,46,31,0,0
1/6/2023 18:44,47,32,0,0
1/6/2023 18:59,46,31,0,0
1/6/2023 19:14,45,30,0,0
1/6/2023 19:29,46,30,0,0
1/6/2023 19:44,45,31,0,0
1/6/2023 19:59,46,32,0,0
1/6/2023 20:14,45,31,0,0
1/6/2023 20:29,44,32,0,0
1/6/2023 20:44,43,33,0,0
1/6/2023 20:59,42,32,0,0
1/6/2023 21:14,43,31,0,0
1/6/2023 21:29,42,32,0,0
1/6/2023 21:44,43,33,0,0
1/6/2023 21:59,42,32,0,0
1/6/2023 22:14,43,33,0,0
1/6/2023 22:29,42,32,0,0
1/6/2023 22:44,43,31,0,0
1/6/2023 22:59,44,30,0,0
1/6/2023 23:14,45,31,0,0
1/6/2023 23:29,44,32,0,0
1/6/2023 23:44,43,33,0,0
1/6/2023 23:59,42,32,0,0
1/7/2023 0:14,41,31,0,0
1/7/2023 0:29,40,30,0,0
1/7/2023 0:44,41,30,0,0
1/7/2023 0:59,40,31,0,0
1/7/2023 1:14,41,32,0,0
1/7/2023 1:29,42,31,0,0
1/7/2023 1:44,41,30,0,0
1/7/2023 1:59,40,31,0,0
1/7/2023 2:14,41,32,0,0
1/7/2023 2:29,40,33,0,0
1/7/2023 2:44,39,32,0,0
1/7/2023 2:59,38,33,0,0
1/7/2023 3:14,37,34,0,0
1/7/2023 3:29,36,35,0,0
1/7/2023 3:44,37,36,0,0
1/7/2023 3:59,36,35,0,0
1/7/2023 4:14,37,36,0,0
1/7/2023 4:29,36,37,0,0
1/7/2023 4:44,37,36,0,0
1/7/2023 4:59,36,37,0,0
1/7/2023 5:14,37,38,0,0
1/7/2023 5:29,38,37,0,0
1/7/2023 5:44,39,36,0,0
1/7/2023 5:59,38,37,0,0
1/7/2023 6:14,39,36,0,0
1/7/2023 6:29,38,37,0,0
1/7/2023 6:44,37,38,0,0
1/7/2023 6:59,36,39,0,0
1/7/2023 7:14,35,38,0,0
1/7/2023 7:29,34,39,0,0
1/7/2023 7:44,35,38,0,0
1/7/2023 7:59,34,37,0,0
1/7/2023 8:14,33,36,0,0
1/7/2023 8:29,34,35,0,0
1/7/2023 8:44,35,34,0,0
1/7/2023 8:59,36,33,0,0
1/7/2023 9:14,37,34,0,0
1/7/2023 9:29,36,33,0,0
1/7/2023 9:44,35,34,0,0
1/7/2023 9:59,36,35,0,0
1/7/2023 10:14,35,36,0,0
1/7/2023 10:29,34,35,0,0
1/7/2023 10:44,33,36,0,0
1/7/2023 10:59,34,37,0,0
1/7/2023 11:14,35,38,0,0
1/7/2023 11:29,34,37,0,0
1/7/2023 11:44,35,36,0,0
1/7/2023 11:59,36,37,0,0
1/7/2023 12:14,37,38,0,0
1/7/2023 12:29,38,37,0,0
1/7/2023 12:44,39,38,0,0
1/7/2023 12:59,38,39,0,0
1/7/2023 13:14,37,38,0,0
1/7/2023 13:29,36,39,0,0
1/7/2023 13:44,35,38,0,0
1/7/2023 13:59,36,39,0,0
1/7/2023 14:14,37,40,0,0
1/7/2023 14:29,36,39,0,0
1/7/2023 14:44,37,40,0,0
1/7/2023 14:59,36,41,0,0
1/7/2023 15:14,37,42,0,0
1/7/2023 15:29,38,43,0,0
1/7/2023 15:44,37,42,0,0
1/7/2023 15:59,36,41,0,0
1/7/2023 16:14,37,42,0,0
1/7/2023 16:29,38,41,0,0
1/7/2023 16:44,37,40,0,0
1/7/2023 16:59,36,41,0,0
1/7/2023 17:14,35,42,0,0
1/7/2023 17:29,34,41,0,0
1/7/2023 17:44,33,40,0,0
1/7/2023 17:59,32,41,0,0
1/7/2023 18:14,31,42,0,0
1/7/2023 18:29,30,43,0,0
1/7/2023 18:44,30,44,0,0
1/7/2023 18:59,30,45,0,0
1/7/2023 19:14,30,46,0,0
1/7/2023 19:29,31,47,0,0
1/7/2023 19:44,32,48,0,0
1/7/2023 19:59,31,47,0,0
1/7/2023 20:14,32,48,0,0
1/7/2023 20:29,31,49,0,0
1/7/2023 20:44,30,50,0,0
1/7/2023 20:59,30,49,0,0
1/7/2023 21:14,31,48,0,0
1/7/2023 21:29,32,49,0,0
1/7/2023 21:44,31,48,0,0
1/7/2023 21:59,32,47,0,0
1/7/2023 22:14,33,46,0,0
1/7/2023 22:29,32,47,0,0
1/7/2023 22:44,33,46,0,0
1/7/2023 22:59,32,47,0,0
1/7/2023 23:14,31,46,0,0
1/7/2023 23:29,32,45,0,0
1/7/2023 23:44,31,44,0,0
1/7/2023 23:59,30,45,0,0
1/8/2023 0:14,30,46,0,0
1/8/2023 0:29,30,45,0,0
1/8/2023 0:44,30,46,0,0
1/8/2023 0:59,30,47,0,0
1/8/2023 1:14,31,48,0,0
1/8/2023 1:29,32,47,0,0
1/8/2023 1:44,33,48,0,0
1/8/2023 1:59,32,47,0,0
1/8/2023 2:14,31,46,0,0
1/8/2023 2:29,32,47,0,0
1/8/2023 2:44,31,48,0,0
1/8/2023 2:59,30,47,0,0
1/8/2023 3:14,30,48,0,0
1/8/2023 3:29,31,47,0,0
1/8/2023 3:44,32,48,0,0
1/8/2023 3:59,33,49,0,0
1/8/2023 4:14,32,50,0,0
1/8/2023 4:29,33,49,0,0
1/8/2023 4:44,34,48,0,0
1/8/2023 4:59,33,49,0,0
1/8/2023 5:14,34,48,0,0
1/8/2023 5:29,35,49,0,0
1/8/2023 5:44,36,50,0,0
1/8/2023 5:59,37,49,0,0
1/8/2023 6:14,36,48,0,0
1/8/2023 6:29,35,49,0,0
1/8/2023 6:44,34,50,0,0
1/8/2023 6:59,33,51,0,0
1/8/2023 7:14,34,52,0,0
1/8/2023 7:29,35,51,0,0
1/8/2023 7:44,36,50,0,0
1/8/2023 7:59,37,49,0,0
1/8/2023 8:14,36,48,0,0
1/8/2023 8:29,35,49,0,0
1/8/2023 8:44,36,50,0,0
1/8/2023 8:59,35,51,0,0
1/8/2023 9:14,34,50,0,0
1/8/2023 9:29,35,49,0,0
1/8/2023 9:44,36,50,0,0
1/8/2023 9:59,37,49,0,0
1/8/2023 10:14,38,48,0,0
1/8/2023 10:29,39,47,0,0
1/8/2023 10:44,38,46,0,0
1/8/2023 10:59,37,45,0,0
1/8/2023 11:14,36,46,0,0
1/8/2023 11:29,35,45,0,0
1/8/2023 11:44,36,46,0,0
1/8/2023 11:59,35,47,0,0
1/8/2023 12:14,36,46,0,0
1/8/2023 12:29,35,45,0,0
1/8/2023 12:44,36,46,0,0
1/8/2023 12:59,37,45,0,0
1/8/2023 13:14,38,44,0,0
1/8/2023 13:29,37,43,0,0
1/8/2023 13:44,38,42,0,0
1/8/2023 13:59,37,41,0,0
1/8/2023 14:14,36,42,0,0
1/8/2023 14:29,35,41,0,0
1/8/2023 14:44,36,40,0,0
