Date,sat,mat,supply_vfd_speed,economizer_sig,cooling_sig
1/23/2023 10:09,74,80,0,46,43
1/23/2023 10:24,75,80,0,45,44
1/23/2023 10:39,74,79,0,46,45
1/23/2023 10:54,75,78,0,47,44
1/23/2023 11:09,74,77,0,48,45
1/23/2023 11:24,75,76,0,47,46
1/23/2023 11:39,76,77,0,46,45
1/23/2023 11:54,75,76,0,45,46
1/23/2023 12:09,76,75,0,44,47
1/23/2023 12:24,75,74,0,45,46
1/23/2023 12:39,76,75,0,46,45
1/23/2023 12:54,75,74,0,45,44
1/23/2023 13:09,74,73,0,44,43
1/23/2023 13:24,73,74,0,43,44
1/23/2023 13:39,72,73,0,42,43
1/23/2023 13:54,71,72,0,43,44
1/23/2023 14:09,70,73,0,42,45
1/23/2023 14:24,71,72,0,41,46
1/23/2023 14:39,70,73,0,42,45
1/23/2023 14:54,69,72,0,43,46
1/23/2023 15:09,70,73,0,44,47
1/23/2023 15:24,71,74,0,43,48
1/23/2023 15:39,70,73,0,42,49
1/23/2023 15:54,71,74,0,41,48
1/23/2023 16:09,70,73,0,42,49
1/23/2023 16:24,69,72,0,41,50
1/23/2023 16:39,68,71,0,40,51
1/23/2023 16:54,69,70,0,39,50
1/23/2023 17:09,70,70,0,40,51
1/23/2023 17:24,69,71,0,41,50
1/23/2023 17:39,70,72,0,40,51
1/23/2023 17:54,69,73,0,41,52
1/23/2023 18:09,68,72,0,42,51
1/23/2023 18:24,67,73,0,41,52
1/23/2023 18:39,68,74,0,40,51
1/23/2023 18:54,67,75,0,39,50
1/23/2023 19:09,66,76,0,38,51
1/23/2023 19:24,67,77,0,39,52
1/23/2023 19:39,68,78,0,40,51
1/23/2023 19:54,67,79,0,41,50
1/23/2023 20:09,66,78,0,40,51
1/23/2023 20:24,67,79,0,41,50
1/23/2023 20:39,66,78,0,40,51
1/23/2023 20:54,67,77,0,39,52
1/23/2023 21:09,66,78,0,38,53
1/23/2023 21:24,67,77,0,39,54
1/23/2023 21:39,66,78,0,40,55
1/23/2023 21:54,67,79,0,41,56
1/23/2023 22:09,68,78,0,40,55
1/23/2023 22:24,67,79,0,41,56
1/23/2023 22:39,68,80,0,40,57
1/23/2023 22:54,69,80,0,39,56
1/23/2023 23:09,68,80,0,40,57
1/23/2023 23:24,67,79,0,39,56
1/23/2023 23:39,66,80,0,40,55
1/23/2023 23:54,65,80,0,41,56
1/24/2023 0:09,64,80,0,40,55
1/24/2023 0:24,63,80,0,41,54
1/24/2023 0:39,62,79,0,40,53
1/24/2023 0:54,63,78,0,41,52
1/24/2023 1:09,62,77,0,40,51
1/24/2023 1:24,63,78,0,41,50
1/24/2023 1:39,64,79,0,40,51
1/24/2023 1:54,65,80,0,41,52
1/24/2023 2:09,66,79,0,40,51
1/24/2023 2:24,65,78,0,39,52
1/24/2023 2:39,66,79,0,38,51
1/24/2023 2:54,67,78,0,37,52
1/24/2023 3:09,66,77,0,36,53
1/24/2023 3:24,67,76,0,37,52
1/24/2023 3:39,68,75,0,38,51
1/24/2023 3:54,67,74,0,37,50
1/24/2023 4:09,68,73,0,36,49
1/24/2023 4:24,67,72,0,35,48
1/24/2023 4:39,68,73,0,36,49
1/24/2023 4:54,67,74,0,35,48
1/24/2023 5:09,66,73,0,34,47
1/24/2023 5:24,65,72,0,33,46
1/24/2023 5:39,64,71,0,32,47
1/24/2023 5:54,65,72,0,31,46
1/24/2023 6:09,66,71,0,32,47
1/24/2023 6:24,65,72,0,33,48
1/24/2023 6:39,66,73,0,32,49
1/24/2023 6:54,67,72,0,31,50
1/24/2023 7:09,68,71,0,30,51
1/24/2023 7:24,69,70,0,31,50
1/24/2023 7:39,70,70,0,32,49
1/24/2023 7:54,69,71,0,33,50
1/24/2023 8:09,68,70,0,32,49
1/24/2023 8:24,67,70,0,31,50
1/24/2023 8:39,66,71,0,30,49
1/24/2023 8:54,67,72,0,29,48
1/24/2023 9:09,68,71,0,30,47
1/24/2023 9:24,67,70,0,31,48
1/24/2023 9:39,68,70,0,30,49
1/24/2023 9:54,67,71,0,31,48
1/24/2023 10:09,68,72,0,30,47
1/24/2023 10:24,69,71,0,29,46
1/24/2023 10:39,70,70,0,28,47
1/24/2023 10:54,71,71,0,29,46
1/24/2023 11:09,72,70,0,28,47
1/24/2023 11:24,73,71,0,27,48
1/24/2023 11:39,72,70,0,28,47
1/24/2023 11:54,73,70,0,29,48
1/24/2023 12:09,74,70,0,28,49
1/24/2023 12:24,75,70,0,27,50
1/24/2023 12:39,74,71,0,28,49
1/24/2023 12:54,73,70,0,29,48
1/24/2023 13:09,74,70,0,28,49
1/24/2023 13:24,75,71,0,27,48
1/24/2023 13:39,76,72,0,28,47
1/24/2023 13:54,77,71,0,27,46
1/24/2023 14:09,78,70,0,26,45
1/24/2023 14:24,77,70,0,25,44
1/24/2023 14:39,78,70,0,24,45
1/24/2023 14:54,79,71,0,25,44
1/24/2023 15:09,80,72,0,24,45
1/24/2023 15:24,79,73,0,25,44
1/24/2023 15:39,80,74,0,26,45
1/24/2023 15:54,81,73,0,27,44
1/24/2023 16:09,82,72,0,28,43
1/24/2023 16:24,81,71,0,27,44
1/24/2023 16:39,80,72,0,26,45
1/24/2023 16:54,81,71,0,27,46
1/24/2023 17:09,82,70,0,26,47
1/24/2023 17:24,83,70,0,25,48
1/24/2023 17:39,82,71,0,24,47
1/24/2023 17:54,83,70,0,25,46
1/24/2023 18:09,82,71,0,24,47
1/24/2023 18:24,81,72,0,23,48
1/24/2023 18:39,80,73,0,22,49
1/24/2023 18:54,81,74,0,21,50
1/24/2023 19:09,80,73,0,22,51
1/24/2023 19:24,79,72,0,21,50
1/24/2023 19:39,78,73,0,20,49
1/24/2023 19:54,77,74,0,19,48
1/24/2023 20:09,76,73,0,18,49
1/24/2023 20:24,75,72,0,19,48
1/24/2023 20:39,74,71,0,18,49
1/24/2023 20:54,73,72,0,19,48
1/24/2023 21:09,74,73,0,20,49
1/24/2023 21:24,73,74,0,21,50
1/24/2023 21:39,74,73,0,22,51
1/24/2023 21:54,73,74,0,21,50
1/24/2023 22:09,72,73,0,22,49
1/24/2023 22:24,71,74,0,21,48
1/24/2023 22:39,70,75,0,22,47
1/24/2023 22:54,69,76,0,21,48
1/24/2023 23:09,70,75,0,22,49
1/24/2023 23:24,69,74,0,21,48
1/24/2023 23:39,70,75,0,22,49
1/24/2023 23:54,71,76,0,23,48
1/25/2023 0:09,70,77,0,22,47
1/25/2023 0:24,71,76,0,23,48
1/25/2023 0:39,72,75,0,24,49
1/25/2023 0:54,73,76,0,25,48
1/25/2023 1:09,72,77,0,26,49
1/25/2023 1:24,71,78,0,25,50
1/25/2023 1:39,70,79,0,24,51
1/25/2023 1:54,71,78,0,23,50
1/25/2023 2:09,72,79,0,24,49
1/25/2023 2:24,73,78,0,25,48
1/25/2023 2:39,74,79,0,26,47
1/25/2023 2:54,73,78,0,25,46
1/25/2023 3:09,72,77,0,26,45
1/25/2023 3:24,71,76,0,25,44
1/25/2023 3:39,72,77,0,24,45
1/25/2023 3:54,71,76,0,25,44
1/25/2023 4:09,70,77,0,24,45
1/25/2023 4:24,69,78,0,25,44
1/25/2023 4:39,70,77,0,24,45
1/25/2023 4:54,69,76,0,23,46
1/25/2023 5:09,68,75,0,24,47
1/25/2023 5:24,69,74,0,23,46
1/25/2023 5:39,68,75,0,24,47
1/25/2023 5:54,69,76,0,25,48
1/25/2023 6:09,68,75,0,24,49
1/25/2023 6:24,69,74,0,25,50
1/25/2023 6:39,68,73,0,26,49
1/25/2023 6:54,67,74,0,25,48
1/25/2023 7:09,68,73,0,26,49
1/25/2023 7:24,67,74,0,25,48
1/25/2023 7:39,68,75,0,26,47
1/25/2023 7:54,69,74,0,27,48
1/25/2023 8:09,70,73,0,26,47
1/25/2023 8:24,69,74,0,27,48
1/25/2023 8:39,68,75,0,26,47
1/25/2023 8:54,69,76,0,25,48
1/25/2023 9:09,68,75,0,26,49
1/25/2023 9:24,69,74,0,27,50
1/25/2023 9:39,70,73,0,26,49
1/25/2023 9:54,71,74,0,25,48
1/25/2023 10:09,70,73,0,26,49
1/25/2023 10:24,71,74,0,25,50
1/25/2023 10:39,70,75,0,26,51
1/25/2023 10:54,69,76,0,25,50
1/25/2023 11:09,70,75,0,26,49
1/25/2023 11:24,69,74,0,25,50
1/25/2023 11:39,70,75,0,24,51
1/25/2023 11:54,69,76,0,25,50
1/25/2023 12:09,70,75,0,26,51
1/25/2023 12:24,69,74,0,25,50
1/25/2023 12:39,68,75,0,24,49
1/25/2023 12:54,67,76,0,23,50
1/25/2023 13:09,68,77,0,22,49
1/25/2023 13:24,67,78,0,21,50
1/25/2023 13:39,68,79,0,22,51
1/25/2023 13:54,69,78,0,21,52
1/25/2023 14:09,70,77,0,22,53
1/25/2023 14:24,71,78,0,23,52
1/25/2023 14:39,72,77,0,22,51
1/25/2023 14:54,71,76,0,23,50
1/25/2023 15:09,72,77,0,24,49
1/25/2023 15:24,71,76,0,25,50
1/25/2023 15:39,70,77,0,26,51
1/25/2023 15:54,71,76,0,25,52
1/25/2023 16:09,70,77,0,24,51
1/25/2023 16:24,71,78,0,23,50
1/25/2023 16:39,70,77,0,22,51
1/25/2023 16:54,69,76,0,23,50
1/25/2023 17:09,70,77,0,24,51
1/25/2023 17:24,71,76,0,25,52
1/25/2023 17:39,70,77,0,26,51
1/25/2023 17:54,69,78,0,27,52
1/25/2023 18:09,68,77,0,28,51
1/25/2023 18:24,67,78,0,27,52
1/25/2023 18:39,66,79,0,26,53
1/25/2023 18:54,65,78,0,27,52
1/25/2023 19:09,64,79,0,28,53
1/25/2023 19:24,65,80,0,27,54
1/25/2023 19:39,64,79,0,26,55
1/25/2023 19:54,63,78,0,25,54
1/25/2023 20:09,64,79,0,24,55
1/25/2023 20:24,65,78,0,23,54
1/25/2023 20:39,66,79,0,24,53
1/25/2023 20:54,65,80,0,25,52
1/25/2023 21:09,66,80,0,24,51
1/25/2023 21:24,67,80,0,23,50
1/25/2023 21:39,66,79,0,22,51
1/25/2023 21:54,67,78,0,21,52
1/25/2023 22:09,66,77,0,20,53
1/25/2023 22:24,65,76,0,21,52
1/25/2023 22:39,66,77,0,20,53
1/25/2023 22:54,67,78,0,21,52
1/25/2023 23:09,66,77,0,20,53
1/25/2023 23:24,67,76,0,19,54
1/25/2023 23:39,68,77,0,18,53
1/25/2023 23:54,67,78,0,19,52
1/26/2023 0:09,66,77,0,20,51
1/26/2023 0:24,65,76,0,19,50
1/26/2023 0:39,66,77,0,18,49
1/26/2023 0:54,65,78,0,17,50
1/26/2023 1:09,66,79,0,18,51
1/26/2023 1:24,65,80,0,17,52
1/26/2023 1:39,64,80,0,16,51
1/26/2023 1:54,65,79,0,17,50
1/26/2023 2:09,66,78,0,16,49
1/26/2023 2:24,65,77,0,17,48
1/26/2023 2:39,64,76,0,16,47
1/26/2023 2:54,63,75,0,15,48
1/26/2023 3:09,64,74,0,14,47
1/26/2023 3:24,65,73,0,13,46
1/26/2023 3:39,66,72,0,14,45
1/26/2023 3:54,67,73,0,15,46
1/26/2023 4:09,66,74,0,14,45
1/26/2023 4:24,67,73,0,13,46
1/26/2023 4:39,68,74,0,12,47
1/26/2023 4:54,69,73,0,13,46
1/26/2023 5:09,68,74,0,14,45
1/26/2023 5:24,69,75,0,13,44
1/26/2023 5:39,70,76,0,14,45
1/26/2023 5:54,71,75,0,15,44
1/26/2023 6:09,70,76,0,16,43
1/26/2023 6:24,71,77,0,17,44
1/26/2023 6:39,70,76,0,16,45
1/26/2023 6:54,69,77,0,15,46
1/26/2023 7:09,70,78,0,16,45
1/26/2023 7:24,71,79,0,15,44
1/26/2023 7:39,72,78,0,16,43
1/26/2023 7:54,73,77,0,15,42
1/26/2023 8:09,72,78,0,16,41
1/26/2023 8:24,73,77,0,15,40
1/26/2023 8:39,74,78,0,14,39
1/26/2023 8:54,75,77,0,13,38
1/26/2023 9:09,76,78,0,14,37
1/26/2023 9:24,77,79,0,13,36
1/26/2023 9:39,76,78,0,14,37
1/26/2023 9:54,75,77,0,15,36
1/26/2023 10:09,76,78,0,16,35
1/26/2023 10:24,75,79,0,17,36
1/26/2023 10:39,74,80,0,16,37
1/26/2023 10:54,73,80,0,15,38
1/26/2023 11:09,74,80,0,14,37
1/26/2023 11:24,75,80,0,13,36
1/26/2023 11:39,76,80,0,14,35
1/26/2023 11:54,75,80,0,13,36
1/26/2023 12:09,76,79,0,14,37
1/26/2023 12:24,77,78,0,15,36
1/26/2023 12:39,76,77,0,16,35
1/26/2023 12:54,75,78,0,17,34
1/26/2023 13:09,74,79,0,16,35
1/26/2023 13:24,75,78,0,17,34
1/26/2023 13:39,74,77,0,16,33
1/26/2023 13:54,73,76,0,17,34
1/26/2023 14:09,72,77,0,16,33
1/26/2023 14:24,73,78,0,15,32
1/26/2023 14:39,72,79,0,14,31
1/26/2023 14:54,71,78,0,13,30
1/26/2023 15:09,70,77,0,14,29
1/26/2023 15:24,71,76,0,13,28
1/26/2023 15:39,72,77,0,14,29
1/26/2023 15:54,73,76,0,15,30
1/26/2023 16:09,72,77,0,14,31
1/26/2023 16:24,73,78,0,13,32
1/26/2023 16:39,72,79,0,14,33
1/26/2023 16:54,73,80,0,13,32
1/26/2023 17:09,72,79,0,12,31
1/26/2023 17:24,73,78,0,13,30
1/26/2023 17:39,74,77,0,12,29
1/26/2023 17:54,75,76,0,13,30
1/26/2023 18:09,76,75,0,12,29
1/26/2023 18:24,77,74,0,11,28
1/26/2023 18:39,78,75,0,10,29
1/26/2023 18:54,79,74,0,9,28
1/26/2023 19:09,80,73,0,10,27
1/26/2023 19:24,79,74,0,11,28
1/26/2023 19:39,78,73,0,12,29
1/26/2023 19:54,79,72,0,11,30
1/26/2023 20:09,80,73,0,12,31
1/26/2023 20:24,81,72,0,11,32
1/26/2023 20:39,82,73,0,10,31
1/26/2023 20:54,83,72,0,11,32
1/26/2023 21:09,84,73,0,10,31
1/26/2023 21:24,85,74,0,11,32
1/26/2023 21:39,86,75,0,10,31
1/26/2023 21:54,85,74,0,9,30
1/26/2023 22:09,86,75,0,8,31
1/26/2023 22:24,85,74,0,9,32
1/26/2023 22:39,86,75,0,8,33
1/26/2023 22:54,87,76,0,7,32
1/26/2023 23:09,88,77,0,8,33
1/26/2023 23:24,87,76,0,9,34
1/26/2023 23:39,88,75,0,10,33
1/26/2023 23:54,87,74,0,9,34
1/27/2023 0:09,88,73,0,10,35
1/27/2023 0:24,89,74,0,11,34
1/27/2023 0:39,88,75,0,12,35
1/27/2023 0:54,87,76,0,13,36
1/27/2023 1:09,88,77,0,12,37
1/27/2023 1:24,89,76,0,13,36
1/27/2023 1:39,88,77,0,14,37
1/27/2023 1:54,89,76,0,13,36
1/27/2023 2:09,90,77,0,12,37
1/27/2023 2:24,89,76,0,11,36
1/27/2023 2:39,90,77,0,12,35
1/27/2023 2:54,89,76,0,11,36
1/27/2023 3:09,90,75,0,10,35
1/27/2023 3:24,89,74,0,11,34
1/27/2023 3:39,90,75,0,10,33
1/27/2023 3:54,89,74,0,11,32
1/27/2023 4:09,90,75,0,10,33
1/27/2023 4:24,90,76,0,11,32
1/27/2023 4:39,89,75,0,10,31
1/27/2023 4:54,90,74,0,9,32
1/27/2023 5:09,89,73,0,8,31
1/27/2023 5:24,90,74,0,7,32
1/27/2023 5:39,89,75,0,6,33
1/27/2023 5:54,88,76,0,7,32
1/27/2023 6:09,87,75,0,6,31
1/27/2023 6:24,88,74,0,5,30
1/27/2023 6:39,89,75,0,6,31
1/27/2023 6:54,90,74,0,7,30
1/27/2023 7:09,90,73,0,6,29
1/27/2023 7:24,90,74,0,5,28
1/27/2023 7:39,89,75,0,4,27
1/27/2023 7:54,88,74,0,3,26
1/27/2023 8:09,87,73,0,2,27
1/27/2023 8:24,86,72,0,1,26
1/27/2023 8:39,87,71,0,2,25
1/27/2023 8:54,88,70,0,3,24
1/27/2023 9:09,87,71,0,4,23
1/27/2023 9:24,86,72,0,5,24
1/27/2023 9:39,87,71,0,4,23
1/27/2023 9:54,86,72,0,5,24
1/27/2023 10:09,85,73,0,6,25
1/27/2023 10:24,84,72,0,5,24
1/27/2023 10:39,85,73,0,6,23
1/27/2023 10:54,84,74,0,7,22
1/27/2023 11:09,85,75,0,6,21
1/27/2023 11:24,84,76,0,5,22
1/27/2023 11:39,83,75,0,4,21
1/27/2023 11:54,84,76,0,3,22
1/27/2023 12:09,83,77,0,2,23
1/27/2023 12:24,82,78,0,1,24
1/27/2023 12:39,83,77,0,2,23
1/27/2023 12:54,82,76,0,3,22
1/27/2023 13:09,81,75,0,2,21
1/27/2023 13:24,82,76,0,3,20
1/27/2023 13:39,83,75,0,4,21
1/27/2023 13:54,82,74,0,5,22
1/27/2023 14:09,81,75,0,4,23
1/27/2023 14:24,82,74,0,5,22
1/27/2023 14:39,81,75,0,6,23
1/27/2023 14:54,80,76,0,7,24
1/27/2023 15:09,79,77,0,8,25
1/27/2023 15:24,78,76,0,9,26
1/27/2023 15:39,77,77,0,8,25
1/27/2023 15:54,78,78,0,7,24
1/27/2023 16:09,77,79,0,8,25
1/27/2023 16:24,76,78,0,9,26
1/27/2023 16:39,75,77,0,10,25
1/27/2023 16:54,74,76,0,9,26
1/27/2023 17:09,73,75,0,8,27
1/27/2023 17:24,74,74,0,7,28
1/27/2023 17:39,75,75,0,8,29
1/27/2023 17:54,74,74,0,7,28
1/27/2023 18:09,73,75,0,8,29
1/27/2023 18:24,74,76,0,7,28
1/27/2023 18:39,73,75,0,6,29
1/27/2023 18:54,74,74,0,7,30
1/27/2023 19:09,73,75,0,6,29
1/27/2023 19:24,72,76,0,5,28
1/27/2023 19:39,71,75,0,6,29
1/27/2023 19:54,72,74,0,5,28
1/27/2023 20:09,73,73,0,6,29
1/27/2023 20:24,72,72,0,7,28
1/27/2023 20:39,71,71,0,6,29
1/27/2023 20:54,70,72,0,5,28
1/27/2023 21:09,71,71,0,4,27
1/27/2023 21:24,72,70,0,3,28
1/27/2023 21:39,71,71,0,4,27
1/27/2023 21:54,72,72,0,5,28
1/27/2023 22:09,73,71,0,6,27
1/27/2023 22:24,72,70,0,5,26
1/27/2023 22:39,71,70,0,6,25
1/27/2023 22:54,72,70,0,7,26
1/27/2023 23:09,73,70,0,8,27
1/27/2023 23:24,72,71,0,9,28
1/27/2023 23:39,73,70,0,8,27
1/27/2023 23:54,74,71,0,7,28
1/28/2023 0:09,73,70,0,6,27
1/28/2023 0:24,72,70,0,5,28
1/28/2023 0:39,73,71,0,4,27
1/28/2023 0:54,74,72,0,5,28
1/28/2023 1:09,73,73,0,6,27
1/28/2023 1:24,74,72,0,5,26
1/28/2023 1:39,73,71,0,4,25
1/28/2023 1:54,72,70,0,5,26
1/28/2023 2:09,73,71,0,6,25
1/28/2023 2:24,72,72,0,7,24
1/28/2023 2:39,73,71,0,6,25
1/28/2023 2:54,74,72,0,5,26
1/28/2023 3:09,73,73,0,6,25
1/28/2023 3:24,72,74,0,7,24
1/28/2023 3:39,73,73,0,8,23
1/28/2023 3:54,74,74,0,9,24
1/28/2023 4:09,73,73,0,10,23
1/28/2023 4:24,72,74,0,11,22
1/28/2023 4:39,73,73,0,12,23
1/28/2023 4:54,72,72,0,11,22
1/28/2023 5:09,73,73,0,10,23
1/28/2023 5:24,72,72,0,11,24
1/28/2023 5:39,71,71,0,12,23
1/28/2023 5:54,70,72,0,13,22
1/28/2023 6:09,69,73,0,12,21
1/28/2023 6:24,68,74,0,11,22
1/28/2023 6:39,69,75,0,12,21
1/28/2023 6:54,70,76,0,11,20
1/28/2023 7:09,69,77,0,10,21
1/28/2023 7:24,70,78,0,9,20
1/28/2023 7:39,69,77,0,10,19
1/28/2023 7:54,70,78,0,11,18
1/28/2023 8:09,69,77,0,10,17
1/28/2023 8:24,70,78,0,9,16
1/28/2023 8:39,71,79,0,10,15
1/28/2023 8:54,70,78,0,11,16
1/28/2023 9:09,69,77,0,12,17
1/28/2023 9:24,70,78,0,13,16
1/28/2023 9:39,71,79,0,12,17
1/28/2023 9:54,72,78,0,11,18
1/28/2023 10:09,73,77,0,12,19
1/28/2023 10:24,74,76,0,13,20
1/28/2023 10:39,73,75,0,14,19
1/28/2023 10:54,74,74,0,13,20
1/28/2023 11:09,73,73,0,12,19
1/28/2023 11:24,72,72,0,11,20
1/28/2023 11:39,73,73,0,10,19
1/28/2023 11:54,72,74,0,9,20
1/28/2023 12:09,73,73,0,10,19
1/28/2023 12:24,74,72,0,9,18
1/28/2023 12:39,73,73,0,8,19
1/28/2023 12:54,72,74,0,7,20
1/28/2023 13:09,71,73,0,6,19
1/28/2023 13:24,70,74,0,7,18
1/28/2023 13:39,71,75,0,6,19
1/28/2023 13:54,72,76,0,7,20
1/28/2023 14:09,73,75,0,6,19
1/28/2023 14:24,72,76,0,5,18
1/28/2023 14:39,71,77,0,4,17
1/28/2023 14:54,72,78,0,5,16
1/28/2023 15:09,71,77,0,6,17
1/28/2023 15:24,70,78,0,5,16
1/28/2023 15:39,69,77,0,4,15
1/28/2023 15:54,70,78,0,5,14
1/28/2023 16:09,69,79,0,4,13
1/28/2023 16:24,68,78,0,5,12
1/28/2023 16:39,69,79,0,6,13
1/28/2023 16:54,68,80,0,5,12
1/28/2023 17:09,67,79,0,6,11
1/28/2023 17:24,66,78,0,7,10
1/28/2023 17:39,67,77,0,8,9
1/28/2023 17:54,68,78,0,9,10
1/28/2023 18:09,67,77,0,10,11
1/28/2023 18:24,66,76,0,11,10
1/28/2023 18:39,65,75,0,10,11
1/28/2023 18:54,66,74,0,9,12
1/28/2023 19:09,65,73,0,10,11
1/28/2023 19:24,66,74,0,11,12
1/28/2023 19:39,67,75,0,10,11
1/28/2023 19:54,66,76,0,11,10
1/28/2023 20:09,65,75,0,12,11
1/28/2023 20:24,66,76,0,13,12
1/28/2023 20:39,67,75,0,14,11
1/28/2023 20:54,66,76,0,15,12
1/28/2023 21:09,67,77,0,16,13
1/28/2023 21:24,68,76,0,17,14
1/28/2023 21:39,67,77,0,16,13
1/28/2023 21:54,68,76,0,15,12
1/28/2023 22:09,67,77,0,14,11
1/28/2023 22:24,66,76,0,13,10
1/28/2023 22:39,67,77,0,14,11
1/28/2023 22:54,66,78,0,13,10
1/28/2023 23:09,65,79,0,14,9
1/28/2023 23:24,64,80,0,15,10
1/28/2023 23:39,63,80,0,14,11
1/28/2023 23:54,62,80,0,15,10
1/29/2023 0:09,63,80,0,16,11
1/29/2023 0:24,62,80,0,17,12
1/29/2023 0:39,61,80,0,16,13
1/29/2023 0:54,60,80,0,17,12
1/29/2023 1:09,60,80,0,16,11
1/29/2023 1:24,60,79,0,17,10
1/29/2023 1:39,60,80,0,16,11
1/29/2023 1:54,61,80,0,15,12
1/29/2023 2:09,60,79,0,16,11
1/29/2023 2:24,60,80,0,17,12
1/29/2023 2:39,60,80,0,18,13
1/29/2023 2:54,61,80,0,19,12
1/29/2023 3:09,62,79,0,20,13
1/29/2023 3:24,61,80,0,19,12
1/29/2023 3:39,60,79,0,20,13
1/29/2023 3:54,60,80,0,19,12
1/29/2023 4:09,61,79,0,18,11
1/29/2023 4:24,62,80,0,19,10
1/29/2023 4:39,63,80,0,20,11
1/29/2023 4:54,62,79,0,19,10
1/29/2023 5:09,61,78,0,18,11
1/29/2023 5:24,60,79,0,17,10
1/29/2023 5:39,61,80,0,18,9
1/29/2023 5:54,60,80,0,17,10
1/29/2023 6:09,61,80,0,18,11
1/29/2023 6:24,60,79,0,17,12
1/29/2023 6:39,61,78,0,18,13
1/29/2023 6:54,60,77,0,17,14
1/29/2023 7:09,61,78,0,16,13
1/29/2023 7:24,60,77,0,15,14
1/29/2023 7:39,61,76,0,16,15
1/29/2023 7:54,62,75,0,15,16
1/29/2023 8:09,61,76,0,14,15
1/29/2023 8:24,60,75,0,15,14
1/29/2023 8:39,60,74,0,14,15
1/29/2023 8:54,61,73,0,15,14
1/29/2023 9:09,62,74,0,16,15
1/29/2023 9:24,63,73,0,17,16
1/29/2023 9:39,62,74,0,16,17
1/29/2023 9:54,61,75,0,17,16
1/29/2023 10:09,60,76,0,16,17
1/29/2023 10:24,61,77,0,17,18
1/29/2023 10:39,60,76,0,18,19
1/29/2023 10:54,61,75,0,17,18
1/29/2023 11:09,62,74,0,16,19
1/29/2023 11:24,61,75,0,17,18
1/29/2023 11:39,60,74,0,18,19
1/29/2023 11:54,61,73,0,19,18
1/29/2023 12:09,62,74,0,18,19
1/29/2023 12:24,63,75,0,17,18
1/29/2023 12:39,64,74,0,16,19
1/29/2023 12:54,63,73,0,17,18
1/29/2023 13:09,64,72,0,18,17
1/29/2023 13:24,65,73,0,17,16
1/29/2023 13:39,64,72,0,18,15
1/29/2023 13:54,65,73,0,17,16
1/29/2023 14:09,66,72,0,18,15
1/29/2023 14:24,65,73,0,17,16
1/29/2023 14:39,64,74,0,16,17
1/29/2023 14:54,63,75,0,15,16
1/29/2023 15:09,64,76,0,16,15
1/29/2023 15:24,63,77,0,17,14
1/29/2023 15:39,64,78,0,18,15
1/29/2023 15:54,63,79,0,19,14
1/29/2023 16:09,62,80,0,18,15
1/29/2023 16:24,61,80,0,17,16
1/29/2023 16:39,60,80,0,16,17
1/29/2023 16:54,60,79,0,15,18
1/29/2023 17:09,60,78,0,16,17
1/29/2023 17:24,61,77,0,17,18
1/29/2023 17:39,60,76,0,18,17
1/29/2023 17:54,61,75,0,19,16
1/29/2023 18:09,62,74,0,20,15
1/29/2023 18:24,63,75,0,19,14
1/29/2023 18:39,64,74,0,18,13
1/29/2023 18:54,63,73,0,19,12
1/29/2023 19:09,64,74,0,18,13
1/29/2023 19:24,65,75,0,19,14
1/29/2023 19:39,64,76,0,20,13
1/29/2023 19:54,63,75,0,21,12
1/29/2023 20:09,64,74,0,20,13
1/29/2023 20:24,65,75,0,19,12
1/29/2023 20:39,64,76,0,20,13
1/29/2023 20:54,65,77,0,21,12
1/29/2023 21:09,66,78,0,20,11
1/29/2023 21:24,67,77,0,19,12
1/29/2023 21:39,68,78,0,20,13
1/29/2023 21:54,67,77,0,21,12
1/29/2023 22:09,66,76,0,20,13
1/29/2023 22:24,65,77,0,21,12
1/29/2023 22:39,66,78,0,20,13
1/29/2023 22:54,65,79,0,21,12
1/29/2023 23:09,64,80,0,20,11
1/29/2023 23:24,63,79,0,21,10
1/29/2023 23:39,62,80,0,22,11
1/29/2023 23:54,61,80,0,23,12
1/30/2023 0:09,60,80,0,24,13
1/30/2023 0:24,61,79,0,25,12
1/30/2023 0:39,62,80,0,26,13
1/30/2023 0:54,63,79,0,25,14
1/30/2023 1:09,62,80,0,26,15
1/30/2023 1:24,61,79,0,25,16
1/30/2023 1:39,60,78,0,26,15
1/30/2023 1:54,60,77,0,25,14
1/30/2023 2:09,61,78,0,26,15
1/30/2023 2:24,60,77,0,25,14
1/30/2023 2:39,60,76,0,24,13
1/30/2023 2:54,61,77,0,25,14
1/30/2023 3:09,62,76,0,24,15
1/30/2023 3:24,61,75,0,23,14
1/30/2023 3:39,60,76,0,24,15
1/30/2023 3:54,61,75,0,23,16
1/30/2023 4:09,62,76,0,22,17
1/30/2023 4:24,63,77,0,21,16
1/30/2023 4:39,64,78,0,20,15
1/30/2023 4:54,65,79,0,19,16
1/30/2023 5:09,64,80,0,18,17
1/30/2023 5:24,63,79,0,19,18
1/30/2023 5:39,62,80,0,20,19
1/30/2023 5:54,61,80,0,19,18
1/30/2023 6:09,60,80,0,20,17
1/30/2023 6:24,61,79,0,21,18
1/30/2023 6:39,62,80,0,22,17
1/30/2023 6:54,61,80,0,23,16
1/30/2023 7:09,60,80,0,24,15
1/30/2023 7:24,61,79,0,23,14
1/30/2023 7:39,60,78,0,22,15
1/30/2023 7:54,61,77,0,21,16
1/30/2023 8:09,60,76,0,22,17
