Date,oat,mat,clg,economizer_sig,supply_vfd_speed
1/25/2023 8:38,100,61,93,46,0
1/25/2023 8:53,100,60,92,45,0
1/25/2023 9:08,99,60,93,46,0
1/25/2023 9:23,100,60,92,47,0
1/25/2023 9:38,99,61,91,48,0
1/25/2023 9:53,100,60,92,47,0
1/25/2023 10:08,100,61,93,46,0
1/25/2023 10:23,99,60,94,45,0
1/25/2023 10:38,100,61,93,44,0
1/25/2023 10:53,100,62,94,45,0
1/25/2023 11:08,100,63,95,46,0
1/25/2023 11:23,99,64,94,45,0
1/25/2023 11:38,98,63,95,44,0
1/25/2023 11:53,99,62,96,43,0
1/25/2023 12:08,98,63,95,42,0
1/25/2023 12:23,99,62,96,43,0
1/25/2023 12:38,98,63,97,42,0
1/25/2023 12:53,97,64,98,41,0
1/25/2023 13:08,96,65,99,42,0
1/25/2023 13:23,95,66,98,43,0
1/25/2023 13:38,96,67,97,44,0
1/25/2023 13:53,97,66,98,43,0
1/25/2023 14:08,96,67,97,42,0
1/25/2023 14:23,95,68,96,41,0
1/25/2023 14:38,96,69,95,42,0
1/25/2023 14:53,97,68,96,41,0
1/25/2023 15:08,98,67,95,40,0
1/25/2023 15:23,97,66,94,39,0
1/25/2023 15:38,98,65,95,40,0
1/25/2023 15:53,99,66,94,41,0
1/25/2023 16:08,100,67,93,40,0
1/25/2023 16:23,100,66,92,41,0
1/25/2023 16:38,99,65,93,42,0
1/25/2023 16:53,98,66,92,41,0
1/25/2023 17:08,97,65,93,40,0
1/25/2023 17:23,98,64,94,39,0
1/25/2023 17:38,97,63,93,38,0
1/25/2023 17:53,98,64,94,39,0
1/25/2023 18:08,99,63,95,40,0
1/25/2023 18:23,100,64,94,41,0
1/25/2023 18:38,100,63,95,40,0
1/25/2023 18:53,99,64,96,41,0
1/25/2023 19:08,100,65,95,40,0
1/25/2023 19:23,100,64,96,39,0
1/25/2023 19:38,99,63,97,38,0
1/25/2023 19:53,98,64,96,39,0
1/25/2023 20:08,97,65,97,40,0
1/25/2023 20:23,96,66,98,41,0
1/25/2023 20:38,97,67,97,40,0
1/25/2023 20:53,98,66,96,41,0
1/25/2023 21:08,99,67,95,40,0
1/25/2023 21:23,100,66,94,39,0
1/25/2023 21:38,99,67,95,40,0
1/25/2023 21:53,98,66,96,39,0
1/25/2023 22:08,97,67,95,40,0
1/25/2023 22:23,96,66,94,41,0
1/25/2023 22:38,97,67,93,40,0
1/25/2023 22:53,98,66,94,41,0
1/25/2023 23:08,97,65,95,40,0
1/25/2023 23:23,96,64,94,41,0
1/25/2023 23:38,95,63,95,40,0
1/25/2023 23:53,94,64,94,41,0
1/26/2023 0:08,93,65,93,40,0
1/26/2023 0:23,94,64,94,41,0
1/26/2023 0:38,95,65,93,40,0
1/26/2023 0:53,96,64,94,39,0
1/26/2023 1:08,97,63,93,38,0
1/26/2023 1:23,98,62,92,37,0
1/26/2023 1:38,99,61,91,36,0
1/26/2023 1:53,98,60,90,37,0
1/26/2023 2:08,97,61,91,38,0
1/26/2023 2:23,96,60,92,37,0
1/26/2023 2:38,97,60,93,36,0
1/26/2023 2:53,98,61,92,35,0
1/26/2023 3:08,99,60,93,36,0
1/26/2023 3:23,98,61,94,35,0
1/26/2023 3:38,97,62,93,34,0
1/26/2023 3:53,98,63,94,33,0
1/26/2023 4:08,97,64,95,32,0
1/26/2023 4:23,98,65,94,31,0
1/26/2023 4:38,97,66,93,32,0
1/26/2023 4:53,98,65,92,33,0
1/26/2023 5:08,99,64,91,32,0
1/26/2023 5:23,98,65,90,31,0
1/26/2023 5:38,99,66,91,30,0
1/26/2023 5:53,98,67,90,31,0
1/26/2023 6:08,99,68,91,32,0
1/26/2023 6:23,98,69,92,33,0
1/26/2023 6:38,97,68,93,32,0
1/26/2023 6:53,98,67,92,31,0
1/26/2023 7:08,97,66,91,30,0
1/26/2023 7:23,96,65,92,29,0
1/26/2023 7:38,95,64,93,30,0
1/26/2023 7:53,96,63,94,31,0
1/26/2023 8:08,97,64,95,30,0
1/26/2023 8:23,98,65,94,31,0
1/26/2023 8:38,97,64,93,30,0
1/26/2023 8:53,96,63,92,29,0
1/26/2023 9:08,97,62,93,28,0
1/26/2023 9:23,96,61,92,29,0
1/26/2023 9:38,95,62,93,28,0
1/26/2023 9:53,94,63,92,27,0
1/26/2023 10:08,95,64,91,28,0
1/26/2023 10:23,96,65,92,29,0
1/26/2023 10:38,95,66,93,28,0
1/26/2023 10:53,96,67,92,27,0
1/26/2023 11:08,97,66,91,28,0
1/26/2023 11:23,98,65,92,29,0
1/26/2023 11:38,99,64,93,28,0
1/26/2023 11:53,100,63,94,27,0
1/26/2023 12:08,99,62,93,28,0
1/26/2023 12:23,100,61,92,27,0
1/26/2023 12:38,99,60,91,26,0
1/26/2023 12:53,98,60,90,25,0
1/26/2023 13:08,99,60,91,24,0
1/26/2023 13:23,98,60,92,25,0
1/26/2023 13:38,99,61,91,24,0
1/26/2023 13:53,100,60,90,25,0
1/26/2023 14:08,100,61,89,26,0
1/26/2023 14:23,99,62,88,27,0
1/26/2023 14:38,98,63,87,28,0
1/26/2023 14:53,99,62,88,27,0
1/26/2023 15:08,98,63,89,26,0
1/26/2023 15:23,97,64,88,27,0
1/26/2023 15:38,96,63,87,26,0
1/26/2023 15:53,95,64,88,25,0
1/26/2023 16:08,96,63,89,24,0
1/26/2023 16:23,97,64,90,25,0
1/26/2023 16:38,98,63,89,24,0
1/26/2023 16:53,99,62,90,23,0
1/26/2023 17:08,100,63,89,22,0
1/26/2023 17:23,99,64,90,21,0
1/26/2023 17:38,98,63,91,22,0
1/26/2023 17:53,97,62,90,21,0
1/26/2023 18:08,98,63,89,20,0
1/26/2023 18:23,97,64,90,19,0
1/26/2023 18:38,98,65,89,18,0
1/26/2023 18:53,99,64,90,19,0
1/26/2023 19:08,98,65,91,18,0
1/26/2023 19:23,99,66,92,19,0
1/26/2023 19:38,100,67,93,20,0
1/26/2023 19:53,99,66,94,21,0
1/26/2023 20:08,100,67,95,22,0
1/26/2023 20:23,99,68,94,21,0
1/26/2023 20:38,100,69,93,22,0
1/26/2023 20:53,100,70,94,21,0
1/26/2023 21:08,100,71,95,22,0
1/26/2023 21:23,99,70,96,21,0
1/26/2023 21:38,98,69,95,22,0
1/26/2023 21:53,97,68,96,21,0
1/26/2023 22:08,98,69,97,22,0
1/26/2023 22:23,99,68,98,23,0
1/26/2023 22:38,100,67,99,22,0
1/26/2023 22:53,100,68,98,23,0
1/26/2023 23:08,99,69,99,24,0
1/26/2023 23:23,100,68,100,25,0
1/26/2023 23:38,99,69,99,26,0
1/26/2023 23:53,98,68,100,25,0
1/27/2023 0:08,97,67,100,24,0
1/27/2023 0:23,96,66,99,23,0
1/27/2023 0:38,95,65,100,24,0
1/27/2023 0:53,96,66,100,25,0
1/27/2023 1:08,95,65,99,26,0
1/27/2023 1:23,96,66,98,25,0
1/27/2023 1:38,95,67,99,26,0
1/27/2023 1:53,96,68,98,25,0
1/27/2023 2:08,97,67,99,24,0
1/27/2023 2:23,98,68,100,25,0
1/27/2023 2:38,99,67,99,24,0
1/27/2023 2:53,100,68,98,25,0
1/27/2023 3:08,100,67,97,24,0
1/27/2023 3:23,100,68,96,23,0
1/27/2023 3:38,99,67,95,24,0
1/27/2023 3:53,100,68,94,23,0
1/27/2023 4:08,99,69,95,24,0
1/27/2023 4:23,100,70,96,25,0
1/27/2023 4:38,99,71,95,24,0
1/27/2023 4:53,98,70,96,25,0
1/27/2023 5:08,99,69,95,26,0
1/27/2023 5:23,100,70,94,25,0
1/27/2023 5:38,100,69,93,26,0
1/27/2023 5:53,100,70,94,25,0
1/27/2023 6:08,100,71,95,26,0
1/27/2023 6:23,99,70,96,27,0
1/27/2023 6:38,100,71,97,26,0
1/27/2023 6:53,100,72,96,27,0
1/27/2023 7:08,99,71,95,26,0
1/27/2023 7:23,100,72,96,25,0
1/27/2023 7:38,100,73,97,26,0
1/27/2023 7:53,100,72,96,27,0
1/27/2023 8:08,99,73,97,26,0
1/27/2023 8:23,98,74,96,25,0
1/27/2023 8:38,99,73,95,26,0
1/27/2023 8:53,98,72,96,25,0
1/27/2023 9:08,99,73,97,26,0
1/27/2023 9:23,98,74,98,25,0
1/27/2023 9:38,99,73,99,26,0
1/27/2023 9:53,100,72,98,25,0
1/27/2023 10:08,100,73,99,24,0
1/27/2023 10:23,99,74,100,25,0
1/27/2023 10:38,98,75,100,26,0
1/27/2023 10:53,99,74,99,25,0
1/27/2023 11:08,98,75,100,24,0
1/27/2023 11:23,97,74,100,23,0
1/27/2023 11:38,96,73,99,22,0
1/27/2023 11:53,95,74,98,21,0
1/27/2023 12:08,94,75,97,22,0
1/27/2023 12:23,93,76,98,21,0
1/27/2023 12:38,92,77,97,22,0
1/27/2023 12:53,91,78,98,23,0
1/27/2023 13:08,92,77,97,22,0
1/27/2023 13:23,91,76,96,23,0
1/27/2023 13:38,92,77,97,24,0
1/27/2023 13:53,91,76,96,25,0
1/27/2023 14:08,90,75,97,26,0
1/27/2023 14:23,89,76,98,25,0
1/27/2023 14:38,88,77,99,24,0
1/27/2023 14:53,89,76,98,23,0
1/27/2023 15:08,90,75,99,22,0
1/27/2023 15:23,89,76,100,23,0
1/27/2023 15:38,88,75,99,24,0
1/27/2023 15:53,87,76,98,25,0
1/27/2023 16:08,86,75,99,26,0
1/27/2023 16:23,87,76,100,27,0
1/27/2023 16:38,86,77,100,28,0
1/27/2023 16:53,85,78,99,27,0
1/27/2023 17:08,84,79,98,26,0
1/27/2023 17:23,83,78,97,27,0
1/27/2023 17:38,82,79,96,28,0
1/27/2023 17:53,83,80,95,27,0
1/27/2023 18:08,84,80,96,26,0
1/27/2023 18:23,85,80,97,25,0
1/27/2023 18:38,84,79,96,24,0
1/27/2023 18:53,85,80,97,23,0
1/27/2023 19:08,86,79,96,24,0
1/27/2023 19:23,87,78,97,25,0
1/27/2023 19:38,88,79,98,24,0
1/27/2023 19:53,89,78,99,23,0
1/27/2023 20:08,88,79,98,22,0
1/27/2023 20:23,87,80,97,21,0
1/27/2023 20:38,88,80,98,20,0
1/27/2023 20:53,89,80,99,21,0
1/27/2023 21:08,88,79,100,20,0
1/27/2023 21:23,87,80,99,21,0
1/27/2023 21:38,88,79,98,20,0
1/27/2023 21:53,87,80,99,19,0
1/27/2023 22:08,88,79,98,18,0
1/27/2023 22:23,87,80,99,19,0
1/27/2023 22:38,86,79,98,20,0
1/27/2023 22:53,85,80,97,19,0
1/27/2023 23:08,86,79,98,18,0
1/27/2023 23:23,87,78,99,17,0
1/27/2023 23:38,86,77,100,18,0
1/27/2023 23:53,85,76,100,17,0
1/28/2023 0:08,86,75,100,16,0
1/28/2023 0:23,85,74,100,17,0
1/28/2023 0:38,84,73,99,16,0
1/28/2023 0:53,85,74,100,17,0
1/28/2023 1:08,84,73,100,16,0
1/28/2023 1:23,83,74,100,15,0
1/28/2023 1:38,84,73,99,14,0
1/28/2023 1:53,85,74,100,13,0
1/28/2023 2:08,86,73,99,14,0
1/28/2023 2:23,87,72,98,15,0
1/28/2023 2:38,88,73,97,14,0
1/28/2023 2:53,89,74,98,13,0
1/28/2023 3:08,90,73,97,12,0
1/28/2023 3:23,89,74,96,13,0
1/28/2023 3:38,90,73,95,14,0
1/28/2023 3:53,91,72,94,13,0
1/28/2023 4:08,90,71,93,14,0
1/28/2023 4:23,91,72,94,15,0
1/28/2023 4:38,90,73,95,16,0
1/28/2023 4:53,89,72,94,17,0
1/28/2023 5:08,88,71,93,16,0
1/28/2023 5:23,87,70,92,15,0
1/28/2023 5:38,88,71,91,16,0
1/28/2023 5:53,89,72,90,15,0
1/28/2023 6:08,88,73,91,16,0
1/28/2023 6:23,87,72,90,15,0
1/28/2023 6:38,88,73,91,16,0
1/28/2023 6:53,87,72,92,15,0
1/28/2023 7:08,86,73,91,14,0
1/28/2023 7:23,87,74,90,13,0
1/28/2023 7:38,86,73,91,14,0
1/28/2023 7:53,87,74,92,13,0
1/28/2023 8:08,88,75,93,14,0
1/28/2023 8:23,89,74,92,15,0
1/28/2023 8:38,88,75,91,16,0
1/28/2023 8:53,87,74,90,17,0
1/28/2023 9:08,88,73,89,16,0
1/28/2023 9:23,87,72,90,15,0
1/28/2023 9:38,88,73,89,14,0
1/28/2023 9:53,89,74,90,13,0
1/28/2023 10:08,88,73,89,14,0
1/28/2023 10:23,89,74,88,13,0
1/28/2023 10:38,88,73,89,14,0
1/28/2023 10:53,89,74,88,15,0
1/28/2023 11:08,88,73,87,16,0
1/28/2023 11:23,89,72,86,17,0
1/28/2023 11:38,90,71,87,16,0
1/28/2023 11:53,89,70,88,17,0
1/28/2023 12:08,90,71,87,16,0
1/28/2023 12:23,91,72,88,17,0
1/28/2023 12:38,92,73,87,16,0
1/28/2023 12:53,93,74,86,15,0
1/28/2023 13:08,92,73,87,14,0
1/28/2023 13:23,93,74,86,13,0
1/28/2023 13:38,92,75,87,14,0
1/28/2023 13:53,91,74,86,13,0
1/28/2023 14:08,90,73,85,14,0
1/28/2023 14:23,91,72,84,15,0
1/28/2023 14:38,92,73,85,14,0
1/28/2023 14:53,91,72,86,13,0
1/28/2023 15:08,90,71,87,14,0
1/28/2023 15:23,91,70,88,13,0
1/28/2023 15:38,92,71,87,12,0
1/28/2023 15:53,93,70,86,13,0
1/28/2023 16:08,92,71,87,12,0
1/28/2023 16:23,93,70,88,13,0
1/28/2023 16:38,92,71,87,12,0
1/28/2023 16:53,91,70,88,11,0
1/28/2023 17:08,92,71,87,10,0
1/28/2023 17:23,93,72,86,9,0
1/28/2023 17:38,94,71,87,10,0
1/28/2023 17:53,93,70,86,11,0
1/28/2023 18:08,92,71,87,12,0
1/28/2023 18:23,91,70,86,11,0
1/28/2023 18:38,90,69,87,12,0
1/28/2023 18:53,89,70,88,11,0
1/28/2023 19:08,88,71,87,10,0
1/28/2023 19:23,89,70,88,11,0
1/28/2023 19:38,88,71,89,10,0
1/28/2023 19:53,89,72,90,11,0
1/28/2023 20:08,90,73,91,10,0
1/28/2023 20:23,89,74,92,9,0
1/28/2023 20:38,90,75,93,8,0
1/28/2023 20:53,91,74,94,9,0
1/28/2023 21:08,92,75,95,8,0
1/28/2023 21:23,91,74,96,7,0
1/28/2023 21:38,90,75,95,8,0
1/28/2023 21:53,91,74,96,9,0
1/28/2023 22:08,90,73,97,10,0
1/28/2023 22:23,91,72,96,9,0
1/28/2023 22:38,92,71,95,10,0
1/28/2023 22:53,91,70,96,11,0
1/28/2023 23:08,92,71,95,12,0
1/28/2023 23:23,93,72,94,13,0
1/28/2023 23:38,92,73,95,12,0
1/28/2023 23:53,93,74,96,13,0
1/29/2023 0:08,92,75,97,14,0
1/29/2023 0:23,93,74,96,13,0
1/29/2023 0:38,92,75,97,12,0
1/29/2023 0:53,93,76,98,11,0
1/29/2023 1:08,94,77,99,12,0
1/29/2023 1:23,95,78,98,11,0
1/29/2023 1:38,96,79,99,10,0
1/29/2023 1:53,97,78,100,11,0
1/29/2023 2:08,96,77,100,10,0
1/29/2023 2:23,95,78,99,11,0
1/29/2023 2:38,96,77,98,10,0
1/29/2023 2:53,97,78,97,11,0
1/29/2023 3:08,96,77,96,10,0
1/29/2023 3:23,95,78,97,9,0
1/29/2023 3:38,94,77,96,8,0
1/29/2023 3:53,95,78,95,7,0
1/29/2023 4:08,94,77,96,6,0
1/29/2023 4:23,93,76,97,7,0
1/29/2023 4:38,92,75,98,6,0
1/29/2023 4:53,91,76,97,5,0
1/29/2023 5:08,90,75,98,6,0
1/29/2023 5:23,91,74,99,7,0
1/29/2023 5:38,90,73,98,6,0
1/29/2023 5:53,89,72,99,5,0
1/29/2023 6:08,88,71,100,4,0
1/29/2023 6:23,87,70,99,3,0
1/29/2023 6:38,86,71,100,2,0
1/29/2023 6:53,87,70,100,1,0
1/29/2023 7:08,88,71,99,2,0
1/29/2023 7:23,89,70,100,3,0
1/29/2023 7:38,90,69,99,4,0
1/29/2023 7:53,89,68,100,5,0
1/29/2023 8:08,90,67,100,4,0
1/29/2023 8:23,89,68,99,5,0
1/29/2023 8:38,88,67,100,6,0
1/29/2023 8:53,87,66,99,5,0
1/29/2023 9:08,86,65,100,6,0
1/29/2023 9:23,85,64,99,7,0
1/29/2023 9:38,86,63,100,6,0
1/29/2023 9:53,85,62,99,5,0
1/29/2023 10:08,84,61,98,4,0
1/29/2023 10:23,85,62,99,3,0
1/29/2023 10:38,86,63,100,2,0
1/29/2023 10:53,87,64,99,1,0
1/29/2023 11:08,86,65,98,2,0
1/29/2023 11:23,85,64,99,3,0
1/29/2023 11:38,86,65,100,2,0
1/29/2023 11:53,85,66,99,3,0
1/29/2023 12:08,86,65,98,4,0
1/29/2023 12:23,87,66,99,5,0
1/29/2023 12:38,88,67,98,4,0
1/29/2023 12:53,87,68,99,5,0
1/29/2023 13:08,88,69,98,6,0
1/29/2023 13:23,89,68,99,7,0
1/29/2023 13:38,90,67,100,8,0
1/29/2023 13:53,91,68,99,9,0
1/29/2023 14:08,90,69,100,8,0
1/29/2023 14:23,89,70,99,7,0
1/29/2023 14:38,88,69,100,8,0
1/29/2023 14:53,89,68,99,9,0
1/29/2023 15:08,90,67,98,10,0
1/29/2023 15:23,91,66,99,9,0
1/29/2023 15:38,92,67,98,8,0
1/29/2023 15:53,93,68,99,7,0
1/29/2023 16:08,92,69,98,8,0
1/29/2023 16:23,91,70,97,7,0
1/29/2023 16:38,92,71,96,8,0
1/29/2023 16:53,93,72,97,7,0
1/29/2023 17:08,92,73,98,6,0
1/29/2023 17:23,93,72,99,7,0
1/29/2023 17:38,94,71,98,6,0
1/29/2023 17:53,95,72,99,5,0
1/29/2023 18:08,94,71,100,6,0
1/29/2023 18:23,93,70,100,5,0
1/29/2023 18:38,94,71,100,6,0
1/29/2023 18:53,95,72,99,7,0
1/29/2023 19:08,96,71,98,6,0
1/29/2023 19:23,97,70,97,5,0
1/29/2023 19:38,98,69,98,4,0
1/29/2023 19:53,97,70,99,3,0
1/29/2023 20:08,96,71,100,4,0
1/29/2023 20:23,95,70,99,5,0
1/29/2023 20:38,94,69,98,6,0
1/29/2023 20:53,93,68,97,5,0
1/29/2023 21:08,94,69,96,6,0
1/29/2023 21:23,93,70,95,7,0
1/29/2023 21:38,92,69,94,8,0
1/29/2023 21:53,91,70,93,9,0
1/29/2023 22:08,92,71,94,8,0
1/29/2023 22:23,91,72,95,7,0
1/29/2023 22:38,90,71,94,6,0
1/29/2023 22:53,89,70,95,5,0
1/29/2023 23:08,90,71,94,4,0
1/29/2023 23:23,89,70,93,5,0
1/29/2023 23:38,88,71,94,6,0
1/29/2023 23:53,87,72,93,5,0
1/30/2023 0:08,88,71,94,4,0
1/30/2023 0:23,87,72,95,5,0
1/30/2023 0:38,86,73,96,6,0
1/30/2023 0:53,87,74,95,7,0
1/30/2023 1:08,86,75,94,6,0
1/30/2023 1:23,87,74,95,5,0
1/30/2023 1:38,88,75,94,6,0
1/30/2023 1:53,87,74,93,7,0
1/30/2023 2:08,86,73,94,8,0
1/30/2023 2:23,85,72,95,9,0
1/30/2023 2:38,86,71,96,10,0
1/30/2023 2:53,85,72,97,11,0
1/30/2023 3:08,84,71,96,12,0
1/30/2023 3:23,83,70,95,11,0
1/30/2023 3:38,84,71,94,10,0
1/30/2023 3:53,85,70,93,11,0
1/30/2023 4:08,86,69,94,12,0
1/30/2023 4:23,85,70,95,13,0
1/30/2023 4:38,86,69,94,12,0
1/30/2023 4:53,87,70,95,11,0
1/30/2023 5:08,88,69,94,12,0
1/30/2023 5:23,87,70,95,11,0
1/30/2023 5:38,88,71,96,10,0
1/30/2023 5:53,87,72,95,9,0
1/30/2023 6:08,86,71,94,10,0
1/30/2023 6:23,85,72,95,11,0
1/30/2023 6:38,84,73,96,10,0
1/30/2023 6:53,85,74,95,9,0
1/30/2023 7:08,86,75,94,10,0
1/30/2023 7:23,85,76,93,11,0
1/30/2023 7:38,84,77,94,12,0
1/30/2023 7:53,83,76,93,13,0
1/30/2023 8:08,82,77,92,12,0
1/30/2023 8:23,83,76,93,11,0
1/30/2023 8:38,84,75,94,12,0
1/30/2023 8:53,85,74,93,13,0
1/30/2023 9:08,84,73,92,14,0
1/30/2023 9:23,85,74,93,13,0
1/30/2023 9:38,84,75,94,12,0
1/30/2023 9:53,85,74,95,11,0
1/30/2023 10:08,86,75,94,10,0
1/30/2023 10:23,87,74,95,9,0
1/30/2023 10:38,86,75,94,10,0
1/30/2023 10:53,85,74,93,9,0
1/30/2023 11:08,86,75,92,8,0
1/30/2023 11:23,87,76,93,7,0
1/30/2023 11:38,86,77,94,6,0
1/30/2023 11:53,85,78,93,7,0
1/30/2023 12:08,84,77,92,6,0
1/30/2023 12:23,83,76,93,7,0
1/30/2023 12:38,84,75,94,6,0
1/30/2023 12:53,85,74,93,5,0
1/30/2023 13:08,86,73,94,4,0
1/30/2023 13:23,87,74,95,5,0
1/30/2023 13:38,86,73,96,6,0
1/30/2023 13:53,87,72,95,5,0
1/30/2023 14:08,88,71,94,4,0
1/30/2023 14:23,89,72,95,5,0
1/30/2023 14:38,90,73,94,4,0
1/30/2023 14:53,89,72,95,5,0
1/30/2023 15:08,88,71,94,6,0
1/30/2023 15:23,89,70,95,5,0
1/30/2023 15:38,88,71,96,6,0
1/30/2023 15:53,87,70,95,7,0
1/30/2023 16:08,88,69,96,8,0
1/30/2023 16:23,89,70,97,9,0
1/30/2023 16:38,88,71,98,10,0
1/30/2023 16:53,87,72,97,11,0
1/30/2023 17:08,86,71,98,10,0
1/30/2023 17:23,87,72,99,9,0
1/30/2023 17:38,88,73,98,10,0
1/30/2023 17:53,87,72,99,11,0
1/30/2023 18:08,88,71,100,10,0
1/30/2023 18:23,89,72,99,11,0
1/30/2023 18:38,88,71,98,12,0
1/30/2023 18:53,87,70,97,13,0
1/30/2023 19:08,86,71,98,14,0
1/30/2023 19:23,87,72,99,15,0
1/30/2023 19:38,86,73,100,16,0
1/30/2023 19:53,85,74,100,17,0
1/30/2023 20:08,84,73,99,16,0
1/30/2023 20:23,83,74,100,15,0
1/30/2023 20:38,82,73,99,14,0
1/30/2023 20:53,83,72,100,13,0
1/30/2023 21:08,82,73,100,14,0
1/30/2023 21:23,81,74,99,13,0
1/30/2023 21:38,82,75,98,14,0
1/30/2023 21:53,81,76,99,15,0
1/30/2023 22:08,82,77,100,14,0
1/30/2023 22:23,83,76,100,15,0
1/30/2023 22:38,82,75,99,16,0
1/30/2023 22:53,83,76,100,17,0
1/30/2023 23:08,84,77,99,16,0
1/30/2023 23:23,83,78,98,17,0
1/30/2023 23:38,82,79,97,16,0
1/30/2023 23:53,81,80,98,17,0
1/31/2023 0:08,82,80,97,16,0
1/31/2023 0:23,81,79,96,15,0
1/31/2023 0:38,82,78,95,16,0
1/31/2023 0:53,83,77,94,17,0
1/31/2023 1:08,82,76,95,18,0
1/31/2023 1:23,83,75,96,19,0
1/31/2023 1:38,84,74,95,20,0
1/31/2023 1:53,85,75,96,19,0
1/31/2023 2:08,84,74,95,20,0
1/31/2023 2:23,83,75,94,19,0
1/31/2023 2:38,82,76,93,18,0
1/31/2023 2:53,83,77,94,19,0
1/31/2023 3:08,82,78,95,20,0
1/31/2023 3:23,83,79,96,19,0
1/31/2023 3:38,82,78,97,18,0
1/31/2023 3:53,81,77,96,17,0
1/31/2023 4:08,82,76,97,18,0
1/31/2023 4:23,83,75,98,17,0
1/31/2023 4:38,82,74,99,18,0
1/31/2023 4:53,81,73,98,17,0
1/31/2023 5:08,80,74,97,18,0
1/31/2023 5:23,81,73,96,17,0
1/31/2023 5:38,80,72,97,16,0
1/31/2023 5:53,79,73,98,15,0
1/31/2023 6:08,80,74,97,16,0
1/31/2023 6:23,79,75,96,15,0
1/31/2023 6:38,80,76,97,14,0
1/31/2023 6:53,81,75,96,15,0
1/31/2023 7:08,80,74,95,14,0
1/31/2023 7:23,79,75,96,15,0
1/31/2023 7:38,80,76,95,16,0
1/31/2023 7:53,81,75,94,17,0
1/31/2023 8:08,80,76,93,16,0
1/31/2023 8:23,79,77,92,17,0
1/31/2023 8:38,80,78,91,16,0
1/31/2023 8:53,81,79,90,17,0
1/31/2023 9:08,80,78,91,18,0
1/31/2023 9:23,79,79,92,17,0
1/31/2023 9:38,78,80,91,16,0
1/31/2023 9:53,79,79,90,17,0
1/31/2023 10:08,80,80,89,18,0
1/31/2023 10:23,81,79,88,19,0
1/31/2023 10:38,82,80,87,18,0
1/31/2023 10:53,81,79,86,17,0
1/31/2023 11:08,82,80,87,16,0
1/31/2023 11:23,81,80,86,17,0
1/31/2023 11:38,82,79,85,18,0
1/31/2023 11:53,83,80,86,17,0
1/31/2023 12:08,84,80,85,18,0
1/31/2023 12:23,85,80,86,17,0
1/31/2023 12:38,84,79,85,18,0
1/31/2023 12:53,83,78,86,17,0
1/31/2023 13:08,84,79,85,16,0
1/31/2023 13:23,85,80,86,15,0
1/31/2023 13:38,84,79,87,16,0
1/31/2023 13:53,83,80,88,17,0
1/31/2023 14:08,82,79,89,18,0
1/31/2023 14:23,83,80,90,19,0
1/31/2023 14:38,84,80,89,18,0
1/31/2023 14:53,83,79,88,17,0
1/31/2023 15:08,84,80,87,16,0
1/31/2023 15:23,85,79,88,15,0
1/31/2023 15:38,84,78,89,16,0
1/31/2023 15:53,85,77,88,17,0
1/31/2023 16:08,84,78,87,18,0
1/31/2023 16:23,83,77,88,19,0
1/31/2023 16:38,82,76,89,20,0
1/31/2023 16:53,83,77,88,19,0
1/31/2023 17:08,84,76,87,18,0
1/31/2023 17:23,83,77,88,19,0
1/31/2023 17:38,84,76,87,18,0
1/31/2023 17:53,85,77,86,19,0
1/31/2023 18:08,84,76,87,20,0
1/31/2023 18:23,85,77,88,21,0
1/31/2023 18:38,86,76,89,20,0
1/31/2023 18:53,85,75,90,19,0
1/31/2023 19:08,84,76,91,20,0
1/31/2023 19:23,85,75,92,21,0
1/31/2023 19:38,86,76,93,20,0
1/31/2023 19:53,85,77,94,19,0
1/31/2023 20:08,86,78,95,20,0
1/31/2023 20:23,85,77,96,21,0
1/31/2023 20:38,84,78,95,20,0
1/31/2023 20:53,85,77,94,21,0
1/31/2023 21:08,86,76,95,20,0
1/31/2023 21:23,85,75,94,21,0
1/31/2023 21:38,84,76,93,20,0
1/31/2023 21:53,83,75,92,21,0
1/31/2023 22:08,82,76,93,22,0
1/31/2023 22:23,81,75,92,23,0
1/31/2023 22:38,80,76,91,24,0
1/31/2023 22:53,79,77,90,25,0
1/31/2023 23:08,80,76,89,26,0
1/31/2023 23:23,79,77,88,25,0
1/31/2023 23:38,78,78,89,26,0
1/31/2023 23:53,79,77,90,25,0
2/1/2023 0:08,80,76,89,26,0
2/1/2023 0:23,81,75,88,25,0
2/1/2023 0:38,82,74,89,26,0
2/1/2023 0:53,83,75,88,25,0
2/1/2023 1:08,82,76,87,24,0
2/1/2023 1:23,81,77,88,25,0
2/1/2023 1:38,82,78,89,24,0
2/1/2023 1:53,83,79,90,23,0
2/1/2023 2:08,82,80,91,24,0
2/1/2023 2:23,83,79,92,23,0
2/1/2023 2:38,84,78,93,22,0
2/1/2023 2:53,83,77,94,21,0
2/1/2023 3:08,82,78,95,20,0
2/1/2023 3:23,81,77,94,19,0
2/1/2023 3:38,80,78,95,18,0
2/1/2023 3:53,79,79,94,19,0
2/1/2023 4:08,78,78,93,20,0
2/1/2023 4:23,77,79,94,19,0
2/1/2023 4:38,78,80,93,20,0
2/1/2023 4:53,79,80,94,21,0
2/1/2023 5:08,78,80,93,22,0
2/1/2023 5:23,79,79,92,23,0
2/1/2023 5:38,78,78,93,24,0
2/1/2023 5:53,77,79,94,23,0
2/1/2023 6:08,78,80,95,22,0
2/1/2023 6:23,77,79,94,21,0
2/1/2023 6:38,76,80,93,22,0
