Date,satsp,oat,supply_vfd_speed,economizer_sig,cooling_sig
1/25/2023 8:06,72,83,0,46,43
1/25/2023 8:21,71,82,0,45,44
1/25/2023 8:36,70,81,0,46,45
1/25/2023 8:51,69,82,0,47,44
1/25/2023 9:06,70,83,0,48,45
1/25/2023 9:21,71,82,0,47,46
1/25/2023 9:36,70,81,0,46,45
1/25/2023 9:51,69,80,0,45,46
1/25/2023 10:06,70,79,0,44,47
1/25/2023 10:21,69,80,0,45,46
1/25/2023 10:36,68,79,0,46,45
1/25/2023 10:51,67,78,0,45,44
1/25/2023 11:06,66,79,0,44,43
1/25/2023 11:21,67,80,0,43,44
1/25/2023 11:36,68,81,0,42,43
1/25/2023 11:51,67,82,0,43,44
1/25/2023 12:06,68,81,0,42,45
1/25/2023 12:21,67,82,0,41,46
1/25/2023 12:36,68,81,0,42,45
1/25/2023 12:51,69,80,0,43,46
1/25/2023 13:06,68,79,0,44,47
1/25/2023 13:21,69,80,0,43,48
1/25/2023 13:36,70,81,0,42,49
1/25/2023 13:51,69,80,0,41,48
1/25/2023 14:06,70,79,0,42,49
1/25/2023 14:21,71,80,0,41,50
1/25/2023 14:36,70,81,0,40,51
1/25/2023 14:51,71,82,0,39,50
1/25/2023 15:06,70,81,0,40,51
1/25/2023 15:21,69,82,0,41,50
1/25/2023 15:36,70,81,0,40,51
1/25/2023 15:51,71,82,0,41,52
1/25/2023 16:06,72,81,0,42,51
1/25/2023 16:21,71,82,0,41,52
1/25/2023 16:36,72,83,0,40,51
1/25/2023 16:51,71,84,0,39,50
1/25/2023 17:06,70,83,0,38,51
1/25/2023 17:21,69,84,0,39,52
1/25/2023 17:36,70,83,0,40,51
1/25/2023 17:51,71,84,0,41,50
1/25/2023 18:06,72,85,0,40,51
1/25/2023 18:21,73,86,0,41,50
1/25/2023 18:36,72,85,0,40,51
1/25/2023 18:51,71,84,0,39,52
1/25/2023 19:06,70,83,0,38,53
1/25/2023 19:21,69,82,0,39,54
1/25/2023 19:36,70,83,0,40,55
1/25/2023 19:51,69,84,0,41,56
1/25/2023 20:06,70,85,0,40,55
1/25/2023 20:21,71,86,0,41,56
1/25/2023 20:36,72,85,0,40,57
1/25/2023 20:51,71,84,0,39,56
1/25/2023 21:06,72,83,0,40,57
1/25/2023 21:21,73,84,0,39,56
1/25/2023 21:36,72,85,0,40,55
1/25/2023 21:51,73,84,0,41,56
1/25/2023 22:06,74,85,0,40,55
1/25/2023 22:21,73,86,0,41,54
1/25/2023 22:36,74,87,0,40,53
1/25/2023 22:51,73,88,0,41,52
1/25/2023 23:06,72,87,0,40,51
1/25/2023 23:21,71,86,0,41,50
1/25/2023 23:36,72,85,0,40,51
1/25/2023 23:51,73,84,0,41,52
1/26/2023 0:06,72,83,0,40,51
1/26/2023 0:21,71,82,0,39,52
1/26/2023 0:36,70,81,0,38,51
1/26/2023 0:51,69,80,0,37,52
1/26/2023 1:06,70,79,0,36,53
1/26/2023 1:21,71,80,0,37,52
1/26/2023 1:36,70,81,0,38,51
1/26/2023 1:51,69,82,0,37,50
1/26/2023 2:06,68,83,0,36,49
1/26/2023 2:21,69,82,0,35,48
1/26/2023 2:36,70,83,0,36,49
1/26/2023 2:51,71,84,0,35,48
1/26/2023 3:06,70,85,0,34,47
1/26/2023 3:21,71,86,0,33,46
1/26/2023 3:36,72,87,0,32,47
1/26/2023 3:51,71,88,0,31,46
1/26/2023 4:06,72,89,0,32,47
1/26/2023 4:21,71,90,0,33,48
1/26/2023 4:36,72,91,0,32,49
1/26/2023 4:51,73,92,0,31,50
1/26/2023 5:06,74,91,0,30,51
1/26/2023 5:21,75,90,0,31,50
1/26/2023 5:36,76,91,0,32,49
1/26/2023 5:51,77,90,0,33,50
1/26/2023 6:06,78,89,0,32,49
1/26/2023 6:21,79,90,0,31,50
1/26/2023 6:36,78,91,0,30,49
1/26/2023 6:51,77,90,0,29,48
1/26/2023 7:06,78,89,0,30,47
1/26/2023 7:21,79,88,0,31,48
1/26/2023 7:36,80,89,0,30,49
1/26/2023 7:51,79,88,0,31,48
1/26/2023 8:06,78,87,0,30,47
1/26/2023 8:21,77,88,0,29,46
1/26/2023 8:36,76,87,0,28,47
1/26/2023 8:51,77,88,0,29,46
1/26/2023 9:06,76,89,0,28,47
1/26/2023 9:21,75,88,0,27,48
1/26/2023 9:36,76,89,0,28,47
1/26/2023 9:51,75,88,0,29,48
1/26/2023 10:06,74,89,0,28,49
1/26/2023 10:21,73,88,0,27,50
1/26/2023 10:36,72,89,0,28,49
1/26/2023 10:51,73,90,0,29,48
1/26/2023 11:06,72,89,0,28,49
1/26/2023 11:21,71,88,0,27,48
1/26/2023 11:36,70,87,0,28,47
1/26/2023 11:51,69,86,0,27,46
1/26/2023 12:06,70,87,0,26,45
1/26/2023 12:21,69,88,0,25,44
1/26/2023 12:36,68,89,0,24,45
1/26/2023 12:51,67,88,0,25,44
1/26/2023 13:06,66,87,0,24,45
1/26/2023 13:21,67,88,0,25,44
1/26/2023 13:36,66,87,0,26,45
1/26/2023 13:51,65,86,0,27,44
1/26/2023 14:06,64,87,0,28,43
1/26/2023 14:21,63,86,0,27,44
1/26/2023 14:36,64,87,0,26,45
1/26/2023 14:51,65,86,0,27,46
1/26/2023 15:06,66,85,0,26,47
1/26/2023 15:21,67,86,0,25,48
1/26/2023 15:36,68,85,0,24,47
1/26/2023 15:51,67,84,0,25,46
1/26/2023 16:06,66,83,0,24,47
1/26/2023 16:21,67,84,0,23,48
1/26/2023 16:36,68,83,0,22,49
1/26/2023 16:51,67,84,0,21,50
1/26/2023 17:06,66,85,0,22,51
1/26/2023 17:21,65,86,0,21,50
1/26/2023 17:36,64,85,0,20,49
1/26/2023 17:51,65,84,0,19,48
1/26/2023 18:06,64,85,0,18,49
1/26/2023 18:21,63,84,0,19,48
1/26/2023 18:36,62,83,0,18,49
1/26/2023 18:51,61,84,0,19,48
1/26/2023 19:06,60,85,0,20,49
1/26/2023 19:21,61,86,0,21,50
1/26/2023 19:36,60,87,0,22,51
1/26/2023 19:51,60,88,0,21,50
1/26/2023 20:06,60,89,0,22,49
1/26/2023 20:21,60,90,0,21,48
1/26/2023 20:36,61,91,0,22,47
1/26/2023 20:51,62,92,0,21,48
1/26/2023 21:06,63,91,0,22,49
1/26/2023 21:21,64,92,0,21,48
1/26/2023 21:36,65,91,0,22,49
1/26/2023 21:51,64,90,0,23,48
1/26/2023 22:06,65,89,0,22,47
1/26/2023 22:21,64,88,0,23,48
1/26/2023 22:36,63,89,0,24,49
1/26/2023 22:51,62,90,0,25,48
1/26/2023 23:06,63,89,0,26,49
1/26/2023 23:21,62,88,0,25,50
1/26/2023 23:36,63,87,0,24,51
1/26/2023 23:51,64,88,0,23,50
1/27/2023 0:06,65,89,0,24,49
1/27/2023 0:21,64,88,0,25,48
1/27/2023 0:36,63,89,0,26,47
1/27/2023 0:51,64,88,0,25,46
1/27/2023 1:06,65,89,0,26,45
1/27/2023 1:21,66,90,0,25,44
1/27/2023 1:36,67,89,0,24,45
1/27/2023 1:51,68,90,0,25,44
1/27/2023 2:06,69,89,0,24,45
1/27/2023 2:21,68,90,0,25,44
1/27/2023 2:36,69,89,0,24,45
1/27/2023 2:51,68,90,0,23,46
1/27/2023 3:06,67,91,0,24,47
1/27/2023 3:21,66,92,0,23,46
1/27/2023 3:36,65,91,0,24,47
1/27/2023 3:51,66,92,0,25,48
1/27/2023 4:06,67,91,0,24,49
1/27/2023 4:21,68,92,0,25,50
1/27/2023 4:36,69,93,0,26,49
1/27/2023 4:51,68,94,0,25,48
1/27/2023 5:06,67,93,0,26,49
1/27/2023 5:21,68,92,0,25,48
1/27/2023 5:36,67,91,0,26,47
1/27/2023 5:51,68,92,0,27,48
1/27/2023 6:06,67,93,0,26,47
1/27/2023 6:21,68,94,0,27,48
1/27/2023 6:36,69,95,0,26,47
1/27/2023 6:51,68,94,0,25,48
1/27/2023 7:06,67,93,0,26,49
1/27/2023 7:21,68,92,0,27,50
1/27/2023 7:36,67,91,0,26,49
1/27/2023 7:51,68,92,0,25,48
1/27/2023 8:06,69,91,0,26,49
1/27/2023 8:21,68,92,0,25,50
1/27/2023 8:36,69,93,0,26,51
1/27/2023 8:51,68,92,0,25,50
1/27/2023 9:06,67,91,0,26,49
1/27/2023 9:21,68,92,0,25,50
1/27/2023 9:36,69,91,0,24,51
1/27/2023 9:51,70,90,0,25,50
1/27/2023 10:06,71,89,0,26,51
1/27/2023 10:21,70,90,0,25,50
1/27/2023 10:36,71,91,0,24,49
1/27/2023 10:51,70,92,0,23,50
1/27/2023 11:06,69,93,0,22,49
1/27/2023 11:21,70,92,0,21,50
1/27/2023 11:36,69,91,0,22,51
1/27/2023 11:51,70,92,0,21,52
1/27/2023 12:06,69,91,0,22,53
1/27/2023 12:21,70,92,0,23,52
1/27/2023 12:36,69,93,0,22,51
1/27/2023 12:51,68,92,0,23,50
1/27/2023 13:06,67,93,0,24,49
1/27/2023 13:21,66,94,0,25,50
1/27/2023 13:36,67,95,0,26,51
1/27/2023 13:51,66,96,0,25,52
1/27/2023 14:06,67,97,0,24,51
1/27/2023 14:21,68,96,0,23,50
1/27/2023 14:36,67,97,0,22,51
1/27/2023 14:51,66,98,0,23,50
1/27/2023 15:06,67,97,0,24,51
1/27/2023 15:21,66,96,0,25,52
1/27/2023 15:36,67,95,0,26,51
1/27/2023 15:51,66,96,0,27,52
1/27/2023 16:06,67,95,0,28,51
1/27/2023 16:21,68,96,0,27,52
1/27/2023 16:36,69,95,0,26,53
1/27/2023 16:51,68,94,0,27,52
1/27/2023 17:06,67,93,0,28,53
1/27/2023 17:21,66,94,0,27,54
1/27/2023 17:36,65,95,0,26,55
1/27/2023 17:51,66,94,0,25,54
1/27/2023 18:06,67,93,0,24,55
1/27/2023 18:21,66,94,0,23,54
1/27/2023 18:36,67,95,0,24,53
1/27/2023 18:51,68,96,0,25,52
1/27/2023 19:06,69,95,0,24,51
1/27/2023 19:21,68,96,0,23,50
1/27/2023 19:36,69,95,0,22,51
1/27/2023 19:51,70,96,0,21,52
1/27/2023 20:06,71,95,0,20,53
1/27/2023 20:21,72,96,0,21,52
1/27/2023 20:36,71,97,0,20,53
1/27/2023 20:51,70,98,0,21,52
1/27/2023 21:06,69,97,0,20,53
1/27/2023 21:21,70,96,0,19,54
1/27/2023 21:36,69,97,0,18,53
1/27/2023 21:51,70,96,0,19,52
1/27/2023 22:06,69,95,0,20,51
1/27/2023 22:21,68,94,0,19,50
1/27/2023 22:36,67,93,0,18,49
1/27/2023 22:51,68,94,0,17,50
1/27/2023 23:06,69,93,0,18,51
1/27/2023 23:21,70,92,0,17,52
1/27/2023 23:36,71,93,0,16,51
1/27/2023 23:51,70,94,0,17,50
1/28/2023 0:06,71,95,0,16,49
1/28/2023 0:21,70,96,0,17,48
1/28/2023 0:36,69,95,0,16,47
1/28/2023 0:51,70,96,0,15,48
1/28/2023 1:06,71,97,0,14,47
1/28/2023 1:21,70,98,0,13,46
1/28/2023 1:36,69,97,0,14,45
1/28/2023 1:51,68,96,0,15,46
1/28/2023 2:06,67,95,0,14,45
1/28/2023 2:21,66,94,0,13,46
1/28/2023 2:36,65,95,0,12,47
1/28/2023 2:51,64,96,0,13,46
1/28/2023 3:06,63,95,0,14,45
1/28/2023 3:21,62,96,0,13,44
1/28/2023 3:36,61,97,0,14,45
1/28/2023 3:51,62,98,0,15,44
1/28/2023 4:06,63,97,0,16,43
1/28/2023 4:21,64,96,0,17,44
1/28/2023 4:36,65,95,0,16,45
1/28/2023 4:51,66,96,0,15,46
1/28/2023 5:06,67,95,0,16,45
1/28/2023 5:21,66,96,0,15,44
1/28/2023 5:36,67,95,0,16,43
1/28/2023 5:51,66,96,0,15,42
1/28/2023 6:06,67,97,0,16,41
1/28/2023 6:21,68,96,0,15,40
1/28/2023 6:36,67,97,0,14,39
1/28/2023 6:51,66,98,0,13,38
1/28/2023 7:06,67,99,0,14,37
1/28/2023 7:21,68,98,0,13,36
1/28/2023 7:36,67,97,0,14,37
1/28/2023 7:51,66,98,0,15,36
1/28/2023 8:06,67,97,0,16,35
1/28/2023 8:21,68,96,0,17,36
1/28/2023 8:36,69,97,0,16,37
1/28/2023 8:51,68,98,0,15,38
1/28/2023 9:06,69,99,0,14,37
1/28/2023 9:21,68,98,0,13,36
1/28/2023 9:36,69,99,0,14,35
1/28/2023 9:51,70,98,0,13,36
1/28/2023 10:06,69,97,0,14,37
1/28/2023 10:21,68,96,0,15,36
1/28/2023 10:36,67,95,0,16,35
1/28/2023 10:51,66,96,0,17,34
1/28/2023 11:06,67,95,0,16,35
1/28/2023 11:21,66,96,0,17,34
1/28/2023 11:36,65,95,0,16,33
1/28/2023 11:51,66,96,0,17,34
1/28/2023 12:06,67,97,0,16,33
1/28/2023 12:21,66,96,0,15,32
1/28/2023 12:36,65,97,0,14,31
1/28/2023 12:51,64,96,0,13,30
1/28/2023 13:06,65,95,0,14,29
1/28/2023 13:21,64,94,0,13,28
1/28/2023 13:36,63,95,0,14,29
1/28/2023 13:51,64,96,0,15,30
1/28/2023 14:06,63,97,0,14,31
1/28/2023 14:21,62,98,0,13,32
1/28/2023 14:36,63,99,0,14,33
1/28/2023 14:51,64,100,0,13,32
1/28/2023 15:06,65,100,0,12,31
1/28/2023 15:21,66,99,0,13,30
1/28/2023 15:36,67,100,0,12,29
1/28/2023 15:51,68,99,0,13,30
1/28/2023 16:06,69,100,0,12,29
1/28/2023 16:21,68,99,0,11,28
1/28/2023 16:36,69,98,0,10,29
1/28/2023 16:51,70,97,0,9,28
1/28/2023 17:06,69,96,0,10,27
1/28/2023 17:21,68,97,0,11,28
1/28/2023 17:36,67,96,0,12,29
1/28/2023 17:51,68,97,0,11,30
1/28/2023 18:06,69,98,0,12,31
1/28/2023 18:21,70,97,0,11,32
1/28/2023 18:36,69,98,0,10,31
1/28/2023 18:51,70,99,0,11,32
1/28/2023 19:06,71,100,0,10,31
1/28/2023 19:21,72,100,0,11,32
1/28/2023 19:36,71,100,0,10,31
1/28/2023 19:51,70,99,0,9,30
1/28/2023 20:06,69,100,0,8,31
1/28/2023 20:21,68,100,0,9,32
1/28/2023 20:36,67,99,0,8,33
1/28/2023 20:51,66,98,0,7,32
1/28/2023 21:06,67,99,0,8,33
1/28/2023 21:21,66,100,0,9,34
1/28/2023 21:36,67,100,0,10,33
1/28/2023 21:51,66,99,0,9,34
1/28/2023 22:06,67,98,0,10,35
1/28/2023 22:21,68,99,0,11,34
1/28/2023 22:36,69,100,0,12,35
1/28/2023 22:51,70,100,0,13,36
1/28/2023 23:06,71,99,0,12,37
1/28/2023 23:21,70,100,0,13,36
1/28/2023 23:36,71,100,0,14,37
1/28/2023 23:51,70,99,0,13,36
1/29/2023 0:06,69,98,0,12,37
1/29/2023 0:21,68,97,0,11,36
1/29/2023 0:36,69,98,0,12,35
1/29/2023 0:51,68,97,0,11,36
1/29/2023 1:06,69,96,0,10,35
1/29/2023 1:21,70,97,0,11,34
1/29/2023 1:36,69,96,0,10,33
1/29/2023 1:51,70,95,0,11,32
1/29/2023 2:06,69,96,0,10,33
1/29/2023 2:21,70,95,0,11,32
1/29/2023 2:36,71,96,0,10,31
1/29/2023 2:51,70,97,0,9,32
1/29/2023 3:06,69,96,0,8,31
1/29/2023 3:21,68,95,0,7,32
1/29/2023 3:36,69,96,0,6,33
1/29/2023 3:51,70,97,0,7,32
1/29/2023 4:06,71,98,0,6,31
1/29/2023 4:21,72,99,0,5,30
1/29/2023 4:36,73,98,0,6,31
1/29/2023 4:51,74,99,0,7,30
1/29/2023 5:06,75,100,0,6,29
1/29/2023 5:21,76,99,0,5,28
1/29/2023 5:36,77,100,0,4,27
1/29/2023 5:51,78,99,0,3,26
1/29/2023 6:06,77,100,0,2,27
1/29/2023 6:21,76,99,0,1,26
1/29/2023 6:36,75,98,0,2,25
1/29/2023 6:51,74,99,0,3,24
1/29/2023 7:06,73,100,0,4,23
1/29/2023 7:21,72,100,0,5,24
1/29/2023 7:36,73,99,0,4,23
1/29/2023 7:51,72,98,0,5,24
1/29/2023 8:06,71,97,0,6,25
1/29/2023 8:21,70,98,0,5,24
1/29/2023 8:36,69,99,0,6,23
1/29/2023 8:51,70,98,0,7,22
1/29/2023 9:06,71,99,0,6,21
1/29/2023 9:21,72,98,0,5,22
1/29/2023 9:36,71,97,0,4,21
1/29/2023 9:51,70,98,0,3,22
1/29/2023 10:06,71,97,0,2,23
1/29/2023 10:21,72,98,0,1,24
1/29/2023 10:36,73,97,0,2,23
1/29/2023 10:51,74,98,0,3,22
1/29/2023 11:06,73,97,0,2,21
1/29/2023 11:21,74,98,0,3,20
1/29/2023 11:36,73,99,0,4,21
1/29/2023 11:51,72,100,0,5,22
1/29/2023 12:06,71,99,0,4,23
1/29/2023 12:21,70,98,0,5,22
1/29/2023 12:36,71,99,0,6,23
1/29/2023 12:51,70,98,0,7,24
1/29/2023 13:06,69,99,0,8,25
1/29/2023 13:21,68,98,0,9,26
1/29/2023 13:36,67,97,0,8,25
1/29/2023 13:51,66,96,0,7,24
1/29/2023 14:06,67,97,0,8,25
1/29/2023 14:21,68,96,0,9,26
1/29/2023 14:36,69,97,0,10,25
1/29/2023 14:51,70,96,0,9,26
1/29/2023 15:06,69,97,0,8,27
1/29/2023 15:21,68,96,0,7,28
1/29/2023 15:36,69,97,0,8,29
1/29/2023 15:51,70,98,0,7,28
1/29/2023 16:06,71,99,0,8,29
1/29/2023 16:21,70,100,0,7,28
1/29/2023 16:36,69,99,0,6,29
1/29/2023 16:51,70,98,0,7,30
1/29/2023 17:06,69,99,0,6,29
1/29/2023 17:21,70,100,0,5,28
1/29/2023 17:36,69,99,0,6,29
1/29/2023 17:51,68,98,0,5,28
1/29/2023 18:06,69,99,0,6,29
1/29/2023 18:21,70,98,0,7,28
1/29/2023 18:36,71,97,0,6,29
1/29/2023 18:51,70,98,0,5,28
1/29/2023 19:06,69,97,0,4,27
1/29/2023 19:21,68,96,0,3,28
1/29/2023 19:36,67,95,0,4,27
1/29/2023 19:51,68,96,0,5,28
1/29/2023 20:06,67,95,0,6,27
1/29/2023 20:21,68,96,0,5,26
1/29/2023 20:36,67,97,0,6,25
1/29/2023 20:51,68,98,0,7,26
1/29/2023 21:06,67,97,0,8,27
1/29/2023 21:21,66,96,0,9,28
1/29/2023 21:36,65,97,0,8,27
1/29/2023 21:51,64,96,0,7,28
1/29/2023 22:06,63,97,0,6,27
1/29/2023 22:21,64,98,0,5,28
1/29/2023 22:36,63,97,0,4,27
1/29/2023 22:51,64,96,0,5,28
1/29/2023 23:06,65,95,0,6,27
1/29/2023 23:21,66,96,0,5,26
1/29/2023 23:36,65,95,0,4,25
1/29/2023 23:51,66,96,0,5,26
1/30/2023 0:06,65,97,0,6,25
1/30/2023 0:21,66,96,0,7,24
1/30/2023 0:36,65,95,0,6,25
1/30/2023 0:51,66,96,0,5,26
1/30/2023 1:06,65,97,0,6,25
1/30/2023 1:21,66,98,0,7,24
1/30/2023 1:36,67,97,0,8,23
1/30/2023 1:51,66,96,0,9,24
1/30/2023 2:06,67,97,0,10,23
1/30/2023 2:21,68,96,0,11,22
1/30/2023 2:36,67,97,0,12,23
1/30/2023 2:51,66,98,0,11,22
1/30/2023 3:06,65,99,0,10,23
1/30/2023 3:21,66,100,0,11,24
1/30/2023 3:36,67,99,0,12,23
1/30/2023 3:51,66,100,0,13,22
1/30/2023 4:06,65,99,0,12,21
1/30/2023 4:21,64,100,0,11,22
1/30/2023 4:36,65,100,0,12,21
1/30/2023 4:51,66,100,0,11,20
1/30/2023 5:06,67,100,0,10,21
1/30/2023 5:21,68,100,0,9,20
1/30/2023 5:36,69,100,0,10,19
1/30/2023 5:51,68,100,0,11,18
1/30/2023 6:06,67,100,0,10,17
1/30/2023 6:21,68,100,0,9,16
1/30/2023 6:36,69,100,0,10,15
1/30/2023 6:51,68,100,0,11,16
1/30/2023 7:06,67,99,0,12,17
1/30/2023 7:21,68,100,0,13,16
1/30/2023 7:36,67,100,0,12,17
1/30/2023 7:51,68,100,0,11,18
1/30/2023 8:06,67,99,0,12,19
1/30/2023 8:21,68,100,0,13,20
1/30/2023 8:36,67,100,0,14,19
1/30/2023 8:51,66,100,0,13,20
1/30/2023 9:06,67,99,0,12,19
1/30/2023 9:21,68,98,0,11,20
1/30/2023 9:36,67,97,0,10,19
1/30/2023 9:51,66,98,0,9,20
1/30/2023 10:06,65,97,0,10,19
1/30/2023 10:21,66,98,0,9,18
1/30/2023 10:36,65,99,0,8,19
1/30/2023 10:51,66,98,0,7,20
1/30/2023 11:06,67,99,0,6,19
1/30/2023 11:21,68,98,0,7,18
1/30/2023 11:36,67,99,0,6,19
1/30/2023 11:51,66,98,0,7,20
1/30/2023 12:06,67,97,0,6,19
1/30/2023 12:21,66,96,0,5,18
1/30/2023 12:36,65,97,0,4,17
1/30/2023 12:51,64,98,0,5,16
1/30/2023 13:06,63,99,0,6,17
1/30/2023 13:21,62,100,0,5,16
1/30/2023 13:36,63,100,0,4,15
1/30/2023 13:51,64,99,0,5,14
1/30/2023 14:06,65,98,0,4,13
1/30/2023 14:21,66,97,0,5,12
1/30/2023 14:36,67,96,0,6,13
1/30/2023 14:51,66,95,0,5,12
1/30/2023 15:06,65,94,0,6,11
1/30/2023 15:21,64,93,0,7,10
1/30/2023 15:36,65,92,0,8,9
1/30/2023 15:51,66,91,0,9,10
1/30/2023 16:06,67,92,0,10,11
1/30/2023 16:21,66,91,0,11,10
1/30/2023 16:36,65,90,0,10,11
1/30/2023 16:51,66,91,0,9,12
1/30/2023 17:06,67,92,0,10,11
1/30/2023 17:21,68,93,0,11,12
1/30/2023 17:36,69,94,0,10,11
1/30/2023 17:51,68,93,0,11,10
1/30/2023 18:06,69,94,0,12,11
1/30/2023 18:21,68,93,0,13,12
1/30/2023 18:36,67,92,0,14,11
1/30/2023 18:51,66,91,0,15,12
1/30/2023 19:06,65,92,0,16,13
1/30/2023 19:21,66,93,0,17,14
1/30/2023 19:36,67,92,0,16,13
1/30/2023 19:51,68,91,0,15,12
1/30/2023 20:06,67,90,0,14,11
1/30/2023 20:21,66,91,0,13,10
1/30/2023 20:36,65,90,0,14,11
1/30/2023 20:51,64,89,0,13,10
1/30/2023 21:06,63,88,0,14,9
1/30/2023 21:21,64,89,0,15,10
1/30/2023 21:36,65,90,0,14,11
1/30/2023 21:51,66,89,0,15,10
1/30/2023 22:06,65,88,0,16,11
1/30/2023 22:21,66,87,0,17,12
1/30/2023 22:36,65,86,0,16,13
1/30/2023 22:51,66,85,0,17,12
1/30/2023 23:06,65,86,0,16,11
1/30/2023 23:21,64,87,0,17,10
1/30/2023 23:36,63,88,0,16,11
1/30/2023 23:51,64,87,0,15,12
1/31/2023 0:06,65,86,0,16,11
1/31/2023 0:21,64,87,0,17,12
1/31/2023 0:36,63,88,0,18,13
1/31/2023 0:51,62,89,0,19,12
1/31/2023 1:06,63,90,0,20,13
1/31/2023 1:21,62,89,0,19,12
1/31/2023 1:36,61,90,0,20,13
1/31/2023 1:51,60,91,0,19,12
1/31/2023 2:06,61,92,0,18,11
1/31/2023 2:21,60,93,0,19,10
1/31/2023 2:36,60,94,0,20,11
1/31/2023 2:51,60,95,0,19,10
1/31/2023 3:06,60,96,0,18,11
1/31/2023 3:21,60,95,0,17,10
1/31/2023 3:36,61,94,0,18,9
1/31/2023 3:51,60,95,0,17,10
1/31/2023 4:06,61,96,0,18,11
1/31/2023 4:21,62,95,0,17,12
1/31/2023 4:36,63,94,0,18,13
1/31/2023 4:51,62,95,0,17,14
1/31/2023 5:06,61,94,0,16,13
1/31/2023 5:21,60,93,0,15,14
1/31/2023 5:36,60,94,0,16,15
1/31/2023 5:51,60,95,0,15,16
1/31/2023 6:06,60,96,0,14,15
1/31/2023 6:21,60,97,0,15,14
1/31/2023 6:36,60,96,0,14,15
1/31/2023 6:51,60,95,0,15,14
1/31/2023 7:06,61,96,0,16,15
1/31/2023 7:21,60,95,0,17,16
1/31/2023 7:36,61,94,0,16,17
1/31/2023 7:51,60,93,0,17,16
1/31/2023 8:06,60,92,0,16,17
1/31/2023 8:21,61,91,0,17,18
1/31/2023 8:36,62,90,0,18,19
1/31/2023 8:51,61,89,0,17,18
1/31/2023 9:06,62,90,0,16,19
1/31/2023 9:21,61,91,0,17,18
1/31/2023 9:36,60,92,0,18,19
1/31/2023 9:51,61,93,0,19,18
1/31/2023 10:06,62,94,0,18,19
1/31/2023 10:21,63,93,0,17,18
1/31/2023 10:36,62,92,0,16,19
1/31/2023 10:51,61,93,0,17,18
1/31/2023 11:06,62,94,0,18,17
1/31/2023 11:21,63,93,0,17,16
1/31/2023 11:36,62,92,0,18,15
1/31/2023 11:51,63,91,0,17,16
1/31/2023 12:06,64,90,0,18,15
1/31/2023 12:21,65,89,0,17,16
1/31/2023 12:36,64,88,0,16,17
1/31/2023 12:51,65,89,0,15,16
1/31/2023 13:06,66,90,0,16,15
1/31/2023 13:21,67,91,0,17,14
1/31/2023 13:36,66,90,0,18,15
1/31/2023 13:51,65,91,0,19,14
1/31/2023 14:06,66,90,0,18,15
1/31/2023 14:21,67,89,0,17,16
1/31/2023 14:36,68,88,0,16,17
1/31/2023 14:51,67,89,0,15,18
1/31/2023 15:06,68,90,0,16,17
1/31/2023 15:21,67,89,0,17,18
1/31/2023 15:36,68,90,0,18,17
1/31/2023 15:51,69,89,0,19,16
1/31/2023 16:06,68,88,0,20,15
1/31/2023 16:21,67,89,0,19,14
1/31/2023 16:36,66,88,0,18,13
1/31/2023 16:51,67,87,0,19,12
1/31/2023 17:06,68,88,0,18,13
1/31/2023 17:21,69,89,0,19,14
1/31/2023 17:36,68,90,0,20,13
1/31/2023 17:51,69,91,0,21,12
1/31/2023 18:06,70,90,0,20,13
1/31/2023 18:21,71,89,0,19,12
1/31/2023 18:36,70,88,0,20,13
1/31/2023 18:51,71,87,0,21,12
1/31/2023 19:06,70,86,0,20,11
1/31/2023 19:21,71,85,0,19,12
1/31/2023 19:36,72,84,0,20,13
1/31/2023 19:51,71,85,0,21,12
1/31/2023 20:06,70,86,0,20,13
1/31/2023 20:21,69,87,0,21,12
1/31/2023 20:36,70,88,0,20,13
1/31/2023 20:51,71,89,0,21,12
1/31/2023 21:06,70,90,0,20,11
1/31/2023 21:21,69,89,0,21,10
1/31/2023 21:36,68,88,0,22,11
1/31/2023 21:51,67,87,0,23,12
1/31/2023 22:06,66,86,0,24,13
1/31/2023 22:21,67,85,0,25,12
1/31/2023 22:36,68,86,0,26,13
1/31/2023 22:51,67,85,0,25,14
1/31/2023 23:06,66,86,0,26,15
1/31/2023 23:21,65,85,0,25,16
1/31/2023 23:36,66,84,0,26,15
1/31/2023 23:51,65,85,0,25,14
2/1/2023 0:06,64,84,0,26,15
2/1/2023 0:21,63,83,0,25,14
2/1/2023 0:36,62,84,0,24,13
2/1/2023 0:51,63,83,0,25,14
2/1/2023 1:06,62,84,0,24,15
2/1/2023 1:21,63,83,0,23,14
2/1/2023 1:36,62,84,0,24,15
2/1/2023 1:51,63,85,0,23,16
2/1/2023 2:06,62,84,0,22,17
2/1/2023 2:21,63,83,0,21,16
2/1/2023 2:36,64,84,0,20,15
2/1/2023 2:51,63,83,0,19,16
2/1/2023 3:06,62,82,0,18,17
2/1/2023 3:21,61,81,0,19,18
2/1/2023 3:36,62,80,0,20,19
2/1/2023 3:51,61,79,0,19,18
2/1/2023 4:06,60,80,0,20,17
2/1/2023 4:21,60,81,0,21,18
2/1/2023 4:36,60,80,0,22,17
2/1/2023 4:51,61,81,0,23,16
2/1/2023 5:06,60,82,0,24,15
2/1/2023 5:21,61,83,0,23,14
2/1/2023 5:36,62,84,0,22,15
2/1/2023 5:51,61,85,0,21,16
2/1/2023 6:06,62,86,0,22,17
